1m_mean_ar1,1m_std_ar1,1m_mean_very_highfreq_fraction,1m_std_very_highfreq_fraction,1m_mean_e_folding,1m_std_e_folding,1m_n_sensors,2m_mean_ar1,2m_std_ar1,2m_mean_very_highfreq_fraction,2m_std_very_highfreq_fraction,2m_mean_e_folding,2m_std_e_folding,2m_n_sensors,B02_mean_ar1,B02_mean_very_highfreq_fraction,B02_n_sensors,E03_mean_ar1,E03_mean_very_highfreq_fraction,E03_n_sensors,C02_mean_ar1,C02_mean_very_highfreq_fraction,C02_n_sensors,TKG4_mean_ar1,TKG4_mean_very_highfreq_fraction,TKG4_n_sensors,E04_mean_ar1,E04_mean_very_highfreq_fraction,E04_n_sensors,B03_mean_ar1,B03_mean_very_highfreq_fraction,B03_n_sensors,G01_mean_ar1,G01_mean_very_highfreq_fraction,G01_n_sensors,E01_mean_ar1,E01_mean_very_highfreq_fraction,E01_n_sensors,G04_mean_ar1,G04_mean_very_highfreq_fraction,G04_n_sensors,B01_mean_ar1,B01_mean_very_highfreq_fraction,B01_n_sensors,D01_mean_ar1,D01_mean_very_highfreq_fraction,D01_n_sensors,G02_mean_ar1,G02_mean_very_highfreq_fraction,G02_n_sensors,A03_mean_ar1,A03_mean_very_highfreq_fraction,A03_n_sensors,A02_mean_ar1,A02_mean_very_highfreq_fraction,A02_n_sensors,A01_mean_ar1,A01_mean_very_highfreq_fraction,A01_n_sensors,D02_mean_ar1,D02_mean_very_highfreq_fraction,D02_n_sensors,D04_mean_ar1,D04_mean_very_highfreq_fraction,D04_n_sensors,G03_mean_ar1,G03_mean_very_highfreq_fraction,G03_n_sensors,total_sensors,overall_mean_ar1,overall_mean_very_highfreq_fraction
0.5664352507828962,0.18327100127173557,0.0019483883128801746,0.0009194592771400106,61.1875,7.194616042569611,16,0.5443154955253275,0.23251975658208315,0.0020257588450795306,0.0008496691655472146,62.125,7.032069396699666,16,0.365453311882615,0.0019660935003884402,2,0.33335109313191347,0.003624708512150381,2,0.4801232361133338,0.0016687117985963865,2,0.6373837633363315,0.0010441342586090107,2,0.3991991436106096,0.0021843560368139674,2,0.5907232186120508,0.0008966618947971334,2,0.9755399477996638,0.0014399063714049928,2,0.38209562885519827,0.003147443540180375,2,0.6773561070924969,0.0015379985292225302,1,0.46990245129429375,0.0015377346643023404,2,0.5096198271185743,0.0015864602954091906,2,0.6174667130836424,0.0029591645316665942,2,0.9393749078107339,0.0015707429100834513,2,1.2665526208864415,0.009913523958112945,1,0.8622799206444778,0.0018184816376106798,1,0.4230234169332472,0.002517310282128957,2,0.3715010440312194,0.0030926205814493703,2,0.6214302529838756,0.0008788880022804423,2,33,0.5769261988429704,0.0022272690450141886
