#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
470,06/24/2025 08:50:00,13.47,52633.60,,,,,,
471,06/24/2025 08:55:00,12.57,44482.56,,,,,,
472,06/24/2025 09:00:00,12.48,40867.84,,,,,,
473,06/24/2025 09:05:00,11.67,36741.12,,,,,,
474,06/24/2025 09:10:00,10.59,33280.00,,,,,,
475,06/24/2025 09:15:00,11.32,42209.28,,,,,,
476,06/24/2025 09:20:00,12.70,51691.52,,,,,,
477,06/24/2025 09:25:00,15.61,61911.04,,,,,,
478,06/24/2025 09:30:00,17.93,71782.40,,,,,,
479,06/24/2025 09:35:00,18.19,72171.52,,,,,,
480,06/24/2025 09:40:00,16.94,65454.08,,,,,,
481,06/24/2025 09:45:00,18.06,71127.04,,,,,,
482,06/24/2025 09:50:00,18.10,67891.20,,,,,,
483,06/24/2025 09:55:00,18.44,70266.88,,,,,,
484,06/24/2025 10:00:00,18.32,65433.60,,,,,,
485,06/24/2025 10:05:00,17.80,63303.68,,,,,,
486,06/24/2025 10:10:00,17.41,61542.40,,,,,,
487,06/24/2025 10:15:00,16.34,66437.12,,,,,,
488,06/24/2025 10:20:00,15.74,70041.60,,,,,,
489,06/24/2025 10:25:00,16.21,74055.68,,,,,,
490,06/24/2025 10:30:00,15.44,76021.76,,,,,,
491,06/24/2025 10:35:00,15.70,79687.68,,,,,,
492,06/24/2025 10:40:00,15.48,79605.76,,,,,,
493,06/24/2025 10:45:00,15.70,79400.96,,,,,,
494,06/24/2025 10:50:00,14.24,79769.60,,,,,,
495,06/24/2025 10:55:00,14.15,81121.28,,,,,,
496,06/24/2025 11:00:00,15.06,83435.52,,,,,,
497,06/24/2025 11:05:00,15.40,83783.68,,,,,,
498,06/24/2025 11:10:00,15.53,84623.36,,,,,,
499,06/24/2025 11:15:00,15.70,85196.80,,,,,,
500,06/24/2025 11:20:00,15.87,86138.88,,,,,,
501,06/24/2025 11:25:00,16.17,86835.20,,,,,,
502,06/24/2025 11:30:00,16.34,87777.28,,,,,,
503,06/24/2025 11:35:00,16.90,87941.12,,,,,,
504,06/24/2025 11:40:00,17.20,87695.36,,,,,,
505,06/24/2025 11:45:00,17.46,87613.44,,,,,,
506,06/24/2025 11:50:00,18.92,90398.72,,,,,,
507,06/24/2025 11:55:00,18.96,91627.52,,,,,,
508,06/24/2025 12:00:00,19.05,94044.16,,,,,,
509,06/24/2025 12:05:00,19.26,88309.76,,,,,,
510,06/24/2025 12:10:00,18.57,91176.96,,,,,,
511,06/24/2025 12:15:00,18.74,92897.28,,,,,,
512,06/24/2025 12:20:00,19.82,96174.08,,,,,,
513,06/24/2025 12:25:00,19.30,90030.08,,,,,,
514,06/24/2025 12:30:00,19.26,90767.36,,,,,,
515,06/24/2025 12:35:00,20.42,95805.44,,,,,,
516,06/24/2025 12:40:00,21.36,95477.76,,,,,,
517,06/24/2025 12:45:00,21.88,96870.40,,,,,,
518,06/24/2025 12:50:00,21.40,91136.00,,,,,,
519,06/24/2025 12:55:00,21.36,91258.88,,,,,,
520,06/24/2025 13:00:00,22.09,92856.32,,,,,,
521,06/24/2025 13:05:00,23.34,93020.16,,,,,,
522,06/24/2025 13:10:00,21.83,97075.20,,,,,,
523,06/24/2025 13:15:00,21.70,100966.40,,,,,,
524,06/24/2025 13:20:00,22.56,99532.80,,,,,,
525,06/24/2025 13:25:00,22.35,96296.96,,,,,,
526,06/24/2025 13:30:00,21.45,99860.48,,,,,,
527,06/24/2025 13:35:00,21.36,102440.96,,,,,,
528,06/24/2025 13:40:00,21.23,103383.04,,,,,,
529,06/24/2025 13:45:00,22.95,97280.00,,,,,,
530,06/24/2025 13:50:00,24.97,101990.40,,,,,,
531,06/24/2025 13:55:00,24.66,102604.80,,,,,,
532,06/24/2025 14:00:00,25.31,103792.64,,,,,,
533,06/24/2025 14:05:00,24.19,95764.48,,,,,,
534,06/24/2025 14:10:00,23.94,98426.88,,,,,,
535,06/24/2025 14:15:00,23.94,96174.08,,,,,,
536,06/24/2025 14:20:00,23.76,93552.64,,,,,,
537,06/24/2025 14:25:00,22.48,92610.56,,,,,,
538,06/24/2025 14:30:00,22.01,91750.40,,,,,,
539,06/24/2025 14:35:00,22.26,89784.32,,,,,,
540,06/24/2025 14:40:00,20.07,87367.68,,,,,,
541,06/24/2025 14:45:00,19.00,92405.76,,,,,,
542,06/24/2025 14:50:00,18.19,85401.60,,,,,,
543,06/24/2025 14:55:00,18.70,95846.40,,,,,,
544,06/24/2025 15:00:00,20.37,109076.48,,,,,,
545,06/24/2025 15:05:00,21.96,118497.28,,,,,,
546,06/24/2025 15:10:00,20.76,85196.80,,,,,,
547,06/24/2025 15:15:00,20.03,77168.64,,,,,,
548,06/24/2025 15:20:00,17.03,77168.64,,,,,,
549,06/24/2025 15:25:00,16.81,73216.00,,,,,,
550,06/24/2025 15:30:00,16.04,70758.40,,,,,,
551,06/24/2025 15:35:00,15.96,76165.12,,,,,,
552,06/24/2025 15:40:00,16.13,76636.16,,,,,,
553,06/24/2025 15:45:00,16.81,78356.48,,,,,,
554,06/24/2025 15:50:00,17.84,76369.92,,,,,,
555,06/24/2025 15:55:00,19.69,75735.04,,,,,,
556,06/24/2025 16:00:00,22.09,78356.48,,,,,,
557,06/24/2025 16:05:00,24.24,74977.28,,,,,,
558,06/24/2025 16:10:00,24.79,70144.00,,,,,,
559,06/24/2025 16:15:00,25.18,77291.52,,,,,,
560,06/24/2025 16:20:00,23.81,65433.60,,,,,,
561,06/24/2025 16:25:00,22.31,87449.60,,,,,,
562,06/24/2025 16:30:00,27.11,90562.56,,,,,,
563,06/24/2025 16:35:00,27.88,84459.52,,,,,,
564,06/24/2025 16:40:00,26.17,86589.44,,,,,,
565,06/24/2025 16:45:00,25.27,84582.40,,,,,,
566,06/24/2025 16:50:00,26.77,90726.40,,,,,,
567,06/24/2025 16:55:00,28.74,100311.04,,,,,,
568,06/24/2025 17:00:00,26.94,83005.44,,,,,,
569,06/24/2025 17:05:00,26.47,88186.88,,,,,,
570,06/24/2025 17:10:00,26.64,101335.04,,,,,,
571,06/24/2025 17:15:00,28.53,79114.24,,,,,,
572,06/24/2025 17:20:00,27.24,76881.92,,,,,,
573,06/24/2025 17:25:00,26.68,83333.12,,,,,,
574,06/24/2025 17:30:00,30.46,80056.32,,,,,,
575,06/24/2025 17:35:00,29.30,61317.12,,,,,,
576,06/24/2025 17:40:00,27.75,70430.72,,,,,,
577,06/24/2025 17:45:00,26.17,55603.20,,,,,,
578,06/24/2025 17:50:00,20.80,48619.52,,,,,,
579,06/24/2025 17:55:00,17.67,38461.44,,,,,,
580,06/24/2025 18:00:00,17.59,39147.52,,,,,,
581,06/24/2025 18:05:00,16.47,36014.08,,,,,,
582,06/24/2025 18:10:00,14.71,41175.04,,,,,,
583,06/24/2025 18:15:00,14.88,39823.36,,,,,,
584,06/24/2025 18:20:00,14.58,37642.24,,,,,,
585,06/24/2025 18:25:00,14.24,39587.84,,,,,,
586,06/24/2025 18:30:00,13.77,34457.60,,,,,,
587,06/24/2025 18:35:00,13.81,36833.28,,,,,,
588,06/24/2025 18:40:00,14.63,32962.56,,,,,,
589,06/24/2025 18:45:00,13.77,30566.40,,,,,,
590,06/24/2025 18:50:00,12.01,28928.00,,,,,,
591,06/24/2025 18:55:00,10.29,27289.60,,,,,,
592,06/24/2025 19:00:00,8.96,21073.92,,,,,,
593,06/24/2025 19:05:00,8.32,23326.72,,,,,,
594,06/24/2025 19:10:00,8.15,19640.32,,,,,,
595,06/24/2025 19:15:00,8.02,21299.20,,,,,,
596,06/24/2025 19:20:00,8.02,22128.64,,,,,,
597,06/24/2025 19:25:00,7.63,20444.16,,,,,,
598,06/24/2025 19:30:00,7.59,19230.72,,,,,,
599,06/24/2025 19:35:00,7.29,20505.60,,,,,,
600,06/24/2025 19:40:00,6.82,20254.72,,,,,,
601,06/24/2025 19:45:00,5.75,17797.12,,,,,,
602,06/24/2025 19:50:00,4.80,16522.24,,,,,,
603,06/24/2025 19:55:00,4.76,15380.48,,,,,,
604,06/24/2025 20:00:00,4.76,13772.80,,,,,,
605,06/24/2025 20:05:00,4.54,12830.72,,,,,,
606,06/24/2025 20:10:00,4.29,11724.80,,,,,,
607,06/24/2025 20:15:00,3.86,11217.92,,,,,,
608,06/24/2025 20:20:00,3.90,10324.48,,,,,,
609,06/24/2025 20:25:00,3.43,9356.80,,,,,,
610,06/24/2025 20:30:00,3.04,8504.32,,,,,,
611,06/24/2025 20:35:00,2.91,8007.68,,,,,,
612,06/24/2025 20:40:00,2.87,7536.64,,,,,,
613,06/24/2025 20:45:00,2.74,6609.92,,,,,,
614,06/24/2025 20:50:00,2.36,5583.36,,,,,,
615,06/24/2025 20:55:00,2.27,4979.20,,,,,,
616,06/24/2025 21:00:00,2.57,4392.96,,,,,,
617,06/24/2025 21:05:00,2.96,3856.64,,,,,,
618,06/24/2025 21:10:00,3.04,3555.84,,,,,,
619,06/24/2025 21:15:00,3.00,3174.40,,,,,,
620,06/24/2025 21:20:00,2.53,2593.92,,,,,,
621,06/24/2025 21:25:00,2.10,2218.24,,,,,,
622,06/24/2025 21:30:00,1.93,1889.28,,,,,,
623,06/24/2025 21:35:00,1.80,1581.44,,,,,,
624,06/24/2025 21:40:00,1.76,1289.60,,,,,,
625,06/24/2025 21:45:00,1.80,1075.52,,,,,,
626,06/24/2025 21:50:00,1.97,906.24,,,,,,
627,06/24/2025 21:55:00,1.88,716.80,,,,,,
628,06/24/2025 22:00:00,1.76,583.04,,,,,,
629,06/24/2025 22:05:00,1.67,466.08,,,,,,
630,06/24/2025 22:10:00,1.76,366.72,,,,,,
631,06/24/2025 22:15:00,1.67,292.00,,,,,,
632,06/24/2025 22:20:00,1.50,232.88,,,,,,
633,06/24/2025 22:25:00,1.41,184.24,,,,,,
634,06/24/2025 22:30:00,1.58,135.76,,,,,,
635,06/24/2025 22:35:00,1.63,97.12,,,,,,
636,06/24/2025 22:40:00,1.67,72.78,,,,,,
637,06/24/2025 22:45:00,1.93,52.18,,,,,,
638,06/24/2025 22:50:00,1.80,37.83,,,,,,
639,06/24/2025 22:55:00,1.67,28.14,,,,,,
640,06/24/2025 23:00:00,1.71,19.29,,,,,,
641,06/24/2025 23:05:00,1.93,12.93,,,,,,
642,06/24/2025 23:10:00,2.14,9.22,,,,,,
643,06/24/2025 23:15:00,2.14,6.56,,,,,,
644,06/24/2025 23:20:00,2.66,5.11,,,,,,
645,06/24/2025 23:25:00,2.70,3.68,,,,,,
646,06/24/2025 23:30:00,2.66,2.65,,,,,,
647,06/24/2025 23:35:00,3.09,2.04,,,,,,
648,06/24/2025 23:40:00,3.39,2.04,,,,,,
649,06/24/2025 23:45:00,2.83,1.02,,,,,,
650,06/24/2025 23:50:00,2.70,0.81,,,,,,
651,06/24/2025 23:55:00,2.87,0.61,,,,,,
652,06/25/2025 00:00:00,2.83,0.40,,,,,,
653,06/25/2025 00:05:00,2.49,0.40,,,,,,
654,06/25/2025 00:10:00,1.93,0.20,,,,,,
655,06/25/2025 00:15:00,2.01,0.20,,,,,,
656,06/25/2025 00:20:00,1.84,0.00,,,,,,
657,06/25/2025 00:25:00,1.88,0.00,,,,,,
658,06/25/2025 00:30:00,2.06,0.00,,,,,,
659,06/25/2025 00:35:00,1.93,0.00,,,,,,
660,06/25/2025 00:40:00,2.36,0.00,,,,,,
661,06/25/2025 00:45:00,2.36,0.00,,,,,,
662,06/25/2025 00:50:00,2.36,0.00,,,,,,
663,06/25/2025 00:55:00,2.40,0.00,,,,,,
664,06/25/2025 01:00:00,2.70,0.00,,,,,,
665,06/25/2025 01:05:00,2.91,0.00,,,,,,
666,06/25/2025 01:10:00,3.21,0.00,,,,,,
667,06/25/2025 01:15:00,2.91,0.00,,,,,,
668,06/25/2025 01:20:00,2.96,0.00,,,,,,
669,06/25/2025 01:25:00,3.00,0.00,,,,,,
670,06/25/2025 01:30:00,3.34,0.00,,,,,,
671,06/25/2025 01:35:00,3.26,0.00,,,,,,
672,06/25/2025 01:40:00,3.17,0.00,,,,,,
673,06/25/2025 01:45:00,2.96,0.00,,,,,,
674,06/25/2025 01:50:00,2.70,0.20,,,,,,
675,06/25/2025 01:55:00,3.47,0.20,,,,,,
676,06/25/2025 02:00:00,3.34,0.40,,,,,,
677,06/25/2025 02:05:00,3.30,0.61,,,,,,
678,06/25/2025 02:10:00,3.43,0.81,,,,,,
679,06/25/2025 02:15:00,3.39,1.22,,,,,,
680,06/25/2025 02:20:00,3.56,1.63,,,,,,
681,06/25/2025 02:25:00,3.77,2.24,,,,,,
682,06/25/2025 02:30:00,3.39,3.27,,,,,,
683,06/25/2025 02:35:00,2.91,4.29,,,,,,
684,06/25/2025 02:40:00,3.04,5.95,,,,,,
685,06/25/2025 02:45:00,3.26,8.40,,,,,,
686,06/25/2025 02:50:00,3.13,11.50,,,,,,
687,06/25/2025 02:55:00,2.83,15.82,,,,,,
688,06/25/2025 03:00:00,3.17,22.39,,,,,,
689,06/25/2025 03:05:00,2.70,29.57,,,,,,
690,06/25/2025 03:10:00,3.09,38.64,,,,,,
691,06/25/2025 03:15:00,3.09,53.88,,,,,,
692,06/25/2025 03:20:00,2.96,76.88,,,,,,
693,06/25/2025 03:25:00,2.87,105.28,,,,,,
694,06/25/2025 03:30:00,3.13,153.76,,,,,,
695,06/25/2025 03:35:00,3.43,214.64,,,,,,
696,06/25/2025 03:40:00,3.39,288.72,,,,,,
697,06/25/2025 03:45:00,3.52,368.48,,,,,,
698,06/25/2025 03:50:00,3.39,497.60,,,,,,
699,06/25/2025 03:55:00,3.30,669.76,,,,,,
700,06/25/2025 04:00:00,3.00,883.20,,,,,,
701,06/25/2025 04:05:00,2.79,1128.64,,,,,,
702,06/25/2025 04:10:00,2.96,1468.16,,,,,,
703,06/25/2025 04:15:00,2.91,1777.92,,,,,,
704,06/25/2025 04:20:00,2.96,2186.88,,,,,,
705,06/25/2025 04:25:00,3.47,2595.84,,,,,,
706,06/25/2025 04:30:00,3.47,2981.12,,,,,,
707,06/25/2025 04:35:00,3.56,3500.80,,,,,,
708,06/25/2025 04:40:00,3.73,4531.20,,,,,,
709,06/25/2025 04:45:00,4.03,5195.52,,,,,,
710,06/25/2025 04:50:00,3.86,5391.36,,,,,,
711,06/25/2025 04:55:00,3.69,5793.28,,,,,,
712,06/25/2025 05:00:00,4.12,6830.08,,,,,,
713,06/25/2025 05:05:00,4.07,7157.76,,,,,,
714,06/25/2025 05:10:00,3.90,7884.80,,,,,,
715,06/25/2025 05:15:00,4.16,8852.48,,,,,,
716,06/25/2025 05:20:00,4.33,9728.00,,,,,,
717,06/25/2025 05:25:00,3.99,10206.72,,,,,,
718,06/25/2025 05:30:00,4.07,11397.12,,,,,,
719,06/25/2025 05:35:00,4.50,14535.68,,,,,,
720,06/25/2025 05:40:00,4.67,14760.96,,,,,,
721,06/25/2025 05:45:00,4.84,15969.28,,,,,,
722,06/25/2025 05:50:00,5.19,17469.44,,,,,,
723,06/25/2025 05:55:00,5.19,17116.16,,,,,,
724,06/25/2025 06:00:00,4.84,15662.08,,,,,,
725,06/25/2025 06:05:00,4.76,15093.76,,,,,,
726,06/25/2025 06:10:00,4.93,15544.32,,,,,,
727,06/25/2025 06:15:00,4.84,15585.28,,,,,,
728,06/25/2025 06:20:00,4.54,13301.76,,,,,,
729,06/25/2025 06:25:00,4.54,12456.96,,,,,,
730,06/25/2025 06:30:00,4.97,11289.60,,,,,,
731,06/25/2025 06:35:00,4.72,10408.96,,,,,,
732,06/25/2025 06:40:00,5.06,15621.12,,,,,,
733,06/25/2025 06:45:00,5.49,20751.36,,,,,,
734,06/25/2025 06:50:00,5.87,20587.52,,,,,,
735,06/25/2025 06:55:00,6.60,30812.16,,,,,,
736,06/25/2025 07:00:00,7.72,34058.24,,,,,,
737,06/25/2025 07:05:00,7.93,35000.32,,,,,,
738,06/25/2025 07:10:00,8.02,35809.28,,,,,,
739,06/25/2025 07:15:00,7.50,31047.68,,,,,,
740,06/25/2025 07:20:00,7.29,32839.68,,,,,,
741,06/25/2025 07:25:00,7.55,33290.24,,,,,,
742,06/25/2025 07:30:00,7.42,33484.80,,,,,,
743,06/25/2025 07:35:00,8.11,39936.00,,,,,,
744,06/25/2025 07:40:00,8.66,41584.64,,,,,,
745,06/25/2025 07:45:00,8.75,39833.60,,,,,,
746,06/25/2025 07:50:00,9.35,46018.56,,,,,,
747,06/25/2025 07:55:00,9.35,40683.52,,,,,,
748,06/25/2025 08:00:00,8.58,35594.24,,,,,,
749,06/25/2025 08:05:00,8.49,36679.68,,,,,,
750,06/25/2025 08:10:00,8.66,43171.84,,,,,,
751,06/25/2025 08:15:00,9.74,49684.48,,,,,,
752,06/25/2025 08:20:00,9.35,43888.64,,,,,,
753,06/25/2025 08:25:00,9.65,51609.60,,,,,,
754,06/25/2025 08:30:00,12.10,69632.00,,,,,,
755,06/25/2025 08:35:00,12.74,64778.24,,,,,,
756,06/25/2025 08:40:00,12.18,61399.04,,,,,,
757,06/25/2025 08:45:00,11.37,55377.92,,,,,,
758,06/25/2025 08:50:00,11.02,57487.36,,,,,,
759,06/25/2025 08:55:00,11.15,55664.64,,,,,,
760,06/25/2025 09:00:00,10.94,55664.64,,,,,,
761,06/25/2025 09:05:00,10.94,54743.04,,,,,,
762,06/25/2025 09:10:00,11.28,58695.68,,,,,,
763,06/25/2025 09:15:00,11.49,61849.60,,,,,,
764,06/25/2025 09:20:00,11.75,61399.04,,,,,,
765,06/25/2025 09:25:00,11.24,58839.04,,,,,,
766,06/25/2025 09:30:00,10.89,57077.76,,,,,,
767,06/25/2025 09:35:00,10.29,53678.08,,,,,,
768,06/25/2025 09:40:00,10.46,55459.84,,,,,,
769,06/25/2025 09:45:00,11.11,57241.60,,,,,,
770,06/25/2025 09:50:00,11.19,56238.08,,,,,,
771,06/25/2025 09:55:00,11.11,59801.60,,,,,,
772,06/25/2025 10:00:00,11.58,63426.56,,,,,,
773,06/25/2025 10:05:00,12.48,67788.80,,,,,,
774,06/25/2025 10:10:00,13.00,68648.96,,,,,,
775,06/25/2025 10:15:00,12.65,67829.76,,,,,,
776,06/25/2025 10:20:00,12.44,70328.32,,,,,,
777,06/25/2025 10:25:00,13.17,76861.44,,,,,,
778,06/25/2025 10:30:00,14.84,81571.84,,,,,,
779,06/25/2025 10:35:00,14.97,81735.68,,,,,,
780,06/25/2025 10:40:00,14.33,85442.56,,,,,,
781,06/25/2025 10:45:00,14.41,81838.08,,,,,,
782,06/25/2025 10:50:00,13.30,77905.92,,,,,,
783,06/25/2025 10:55:00,13.30,83333.12,,,,,,
784,06/25/2025 11:00:00,14.84,90071.04,,,,,,
785,06/25/2025 11:05:00,15.18,88227.84,,,,,,
786,06/25/2025 11:10:00,14.88,80650.24,,,,,,
787,06/25/2025 11:15:00,14.93,89169.92,,,,,,
788,06/25/2025 11:20:00,14.88,93061.12,,,,,,
789,06/25/2025 11:25:00,14.07,85975.04,,,,,,
790,06/25/2025 11:30:00,13.38,77045.76,,,,,,
791,06/25/2025 11:35:00,12.87,73994.24,,,,,,
792,06/25/2025 11:40:00,13.08,77578.24,,,,,,
793,06/25/2025 11:45:00,13.73,86671.36,,,,,,
794,06/25/2025 11:50:00,15.14,93675.52,,,,,,
795,06/25/2025 11:55:00,15.27,85975.04,,,,,,
796,06/25/2025 12:00:00,14.33,82862.08,,,,,,
797,06/25/2025 12:05:00,14.03,86712.32,,,,,,
798,06/25/2025 12:10:00,15.61,100515.84,,,,,,
799,06/25/2025 12:15:00,17.67,114237.44,,,,,,
800,06/25/2025 12:20:00,18.19,102236.16,,,,,,
801,06/25/2025 12:25:00,17.37,96256.00,,,,,,
802,06/25/2025 12:30:00,18.14,110346.24,,,,,,
803,06/25/2025 12:35:00,17.63,98099.20,,,,,,
804,06/25/2025 12:40:00,17.59,108216.32,,,,,,
805,06/25/2025 12:45:00,17.93,103792.64,,,,,,
806,06/25/2025 12:50:00,16.30,100556.80,,,,,,
807,06/25/2025 12:55:00,15.18,93921.28,,,,,,
808,06/25/2025 13:00:00,14.63,87941.12,,,,,,
809,06/25/2025 13:05:00,14.33,89088.00,,,,,,
810,06/25/2025 13:10:00,13.77,89907.20,,,,,,
811,06/25/2025 13:15:00,13.51,87777.28,,,,,,
812,06/25/2025 13:20:00,13.98,92200.96,,,,,,
813,06/25/2025 13:25:00,14.50,101212.16,,,,,,
814,06/25/2025 13:30:00,14.93,104488.96,,,,,,
815,06/25/2025 13:35:00,15.57,110428.16,,,,,,
816,06/25/2025 13:40:00,16.34,119193.60,,,,,,
817,06/25/2025 13:45:00,16.34,103751.68,,,,,,
818,06/25/2025 13:50:00,15.48,96788.48,,,,,,
819,06/25/2025 13:55:00,14.15,88186.88,,,,,,
820,06/25/2025 14:00:00,14.84,97648.64,,,,,,
821,06/25/2025 14:05:00,15.27,94289.92,,,,,,
822,06/25/2025 14:10:00,15.74,94044.16,,,,,,
823,06/25/2025 14:15:00,17.41,107929.60,,,,,,
824,06/25/2025 14:20:00,17.29,99532.80,,,,,,
825,06/25/2025 14:25:00,17.33,95682.56,,,,,,
826,06/25/2025 14:30:00,16.73,97320.96,,,,,,
827,06/25/2025 14:35:00,17.20,97361.92,,,,,,
828,06/25/2025 14:40:00,16.17,94248.96,,,,,,
829,06/25/2025 14:45:00,15.87,89128.96,,,,,,
830,06/25/2025 14:50:00,15.18,83701.76,,,,,,
831,06/25/2025 14:55:00,14.28,79933.44,,,,,,
832,06/25/2025 15:00:00,15.01,91217.92,,,,,,
833,06/25/2025 15:05:00,16.17,92405.76,,,,,,
834,06/25/2025 15:10:00,16.73,96092.16,,,,,,
835,06/25/2025 15:15:00,18.44,105963.52,,,,,,
836,06/25/2025 15:20:00,20.68,110223.36,,,,,,
837,06/25/2025 15:25:00,20.50,95109.12,,,,,,
838,06/25/2025 15:30:00,19.13,80322.56,,,,,,
839,06/25/2025 15:35:00,19.69,77352.96,,,,,,
840,06/25/2025 15:40:00,19.47,73728.00,,,,,,
841,06/25/2025 15:45:00,19.99,79114.24,,,,,,
842,06/25/2025 15:50:00,20.59,78274.56,,,,,,
843,06/25/2025 15:55:00,18.87,75325.44,,,,,,
844,06/25/2025 16:00:00,17.37,71843.84,,,,,,
845,06/25/2025 16:05:00,17.03,77393.92,,,,,,
846,06/25/2025 16:10:00,18.32,83927.04,,,,,,
847,06/25/2025 16:15:00,19.99,86097.92,,,,,,
848,06/25/2025 16:20:00,19.26,62812.16,,,,,,
849,06/25/2025 16:25:00,17.24,59514.88,,,,,,
850,06/25/2025 16:30:00,14.80,59637.76,,,,,,
851,06/25/2025 16:35:00,14.11,58961.92,,,,,,
852,06/25/2025 16:40:00,12.40,59944.96,,,,,,
853,06/25/2025 16:45:00,12.44,61071.36,,,,,,
854,06/25/2025 16:50:00,12.61,54108.16,,,,,,
855,06/25/2025 16:55:00,11.62,47083.52,,,,,,
856,06/25/2025 17:00:00,11.15,47308.80,,,,,,
857,06/25/2025 17:05:00,10.04,51568.64,,,,,,
858,06/25/2025 17:10:00,9.99,50606.08,,,,,,
859,06/25/2025 17:15:00,10.29,52531.20,,,,,,
860,06/25/2025 17:20:00,11.49,55316.48,,,,,,
861,06/25/2025 17:25:00,12.31,53985.28,,,,,,
862,06/25/2025 17:30:00,13.12,54231.04,,,,,,
863,06/25/2025 17:35:00,13.60,55971.84,,,,,,
864,06/25/2025 17:40:00,14.50,53882.88,,,,,,
865,06/25/2025 17:45:00,14.80,45690.88,,,,,,
866,06/25/2025 17:50:00,14.41,39321.60,,,,,,
867,06/25/2025 17:55:00,12.52,37529.60,,,,,,
868,06/25/2025 18:00:00,12.61,36249.60,,,,,,
869,06/25/2025 18:05:00,11.79,32962.56,,,,,,
870,06/25/2025 18:10:00,10.29,29890.56,,,,,,
871,06/25/2025 18:15:00,9.14,32112.64,,,,,,
872,06/25/2025 18:20:00,8.79,34222.08,,,,,,
873,06/25/2025 18:25:00,8.49,30320.64,,,,,,
874,06/25/2025 18:30:00,8.62,30668.80,,,,,,
875,06/25/2025 18:35:00,8.49,32102.40,,,,,,
876,06/25/2025 18:40:00,8.41,28538.88,,,,,,
877,06/25/2025 18:45:00,7.93,23982.08,,,,,,
878,06/25/2025 18:50:00,6.90,20362.24,,,,,,
879,06/25/2025 18:55:00,6.60,18821.12,,,,,,
880,06/25/2025 19:00:00,6.52,17300.48,,,,,,
881,06/25/2025 19:05:00,6.09,16440.32,,,,,,
882,06/25/2025 19:10:00,5.53,16138.24,,,,,,
883,06/25/2025 19:15:00,5.27,16476.16,,,,,,
884,06/25/2025 19:20:00,5.10,17377.28,,,,,,
885,06/25/2025 19:25:00,5.27,19287.04,,,,,,
886,06/25/2025 19:30:00,5.75,19706.88,,,,,,
887,06/25/2025 19:35:00,5.45,20387.84,,,,,,
888,06/25/2025 19:40:00,5.49,18442.24,,,,,,
889,06/25/2025 19:45:00,5.27,17351.68,,,,,,
890,06/25/2025 19:50:00,5.06,17423.36,,,,,,
891,06/25/2025 19:55:00,5.02,15948.80,,,,,,
892,06/25/2025 20:00:00,4.80,13496.32,,,,,,
893,06/25/2025 20:05:00,4.59,12380.16,,,,,,
894,06/25/2025 20:10:00,4.59,11560.96,,,,,,
895,06/25/2025 20:15:00,4.37,10122.24,,,,,,
896,06/25/2025 20:20:00,4.46,9689.60,,,,,,
897,06/25/2025 20:25:00,4.29,8806.40,,,,,,
898,06/25/2025 20:30:00,4.16,8033.28,,,,,,
899,06/25/2025 20:35:00,3.69,7779.84,,,,,,
900,06/25/2025 20:40:00,3.56,7267.84,,,,,,
901,06/25/2025 20:45:00,3.69,6750.72,,,,,,
902,06/25/2025 20:50:00,3.77,6630.40,,,,,,
903,06/25/2025 20:55:00,3.56,5678.08,,,,,,
904,06/25/2025 21:00:00,3.26,5363.20,,,,,,
905,06/25/2025 21:05:00,3.26,5070.08,,,,,,
906,06/25/2025 21:10:00,3.56,4821.76,,,,,,
907,06/25/2025 21:15:00,3.30,4281.60,,,,,,
908,06/25/2025 21:20:00,3.09,3692.80,,,,,,
909,06/25/2025 21:25:00,3.00,3438.08,,,,,,
910,06/25/2025 21:30:00,3.34,2848.00,,,,,,
911,06/25/2025 21:35:00,3.26,2440.32,,,,,,
912,06/25/2025 21:40:00,3.13,2003.84,,,,,,
913,06/25/2025 21:45:00,3.26,1646.08,,,,,,
914,06/25/2025 21:50:00,3.30,1360.00,,,,,,
915,06/25/2025 21:55:00,3.17,1020.48,,,,,,
916,06/25/2025 22:00:00,3.13,833.28,,,,,,
917,06/25/2025 22:05:00,3.04,646.56,,,,,,
918,06/25/2025 22:10:00,2.96,500.16,,,,,,
919,06/25/2025 22:15:00,2.74,366.72,,,,,,
920,06/25/2025 22:20:00,2.49,287.04,,,,,,
921,06/25/2025 22:25:00,2.19,213.04,,,,,,
922,06/25/2025 22:30:00,2.31,152.92,,,,,,
923,06/25/2025 22:35:00,2.44,108.56,,,,,,
924,06/25/2025 22:40:00,2.53,78.92,,,,,,
925,06/25/2025 22:45:00,2.61,55.10,,,,,,
926,06/25/2025 22:50:00,2.74,38.23,,,,,,
927,06/25/2025 22:55:00,2.70,26.91,,,,,,
928,06/25/2025 23:00:00,2.74,21.98,,,,,,
929,06/25/2025 23:05:00,2.87,14.56,,,,,,
930,06/25/2025 23:10:00,2.66,10.27,,,,,,
931,06/25/2025 23:15:00,2.49,7.79,,,,,,
932,06/25/2025 23:20:00,2.31,5.72,,,,,,
933,06/25/2025 23:25:00,2.14,4.49,,,,,,
934,06/25/2025 23:30:00,1.97,3.47,,,,,,
935,06/25/2025 23:35:00,2.06,2.45,,,,,,
936,06/25/2025 23:40:00,1.97,1.84,,,,,,
937,06/25/2025 23:45:00,1.63,1.43,,,,,,
