#,Date-Time (PDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
1,06/17/2025 17:50:00,20.16,80629.76,Logged,,,,,
2,06/17/2025 17:51:15,,,,Logged,Logged,,,
3,06/17/2025 17:51:17,,,,,,Logged,,
4,06/17/2025 17:55:00,20.03,80138.24,,,,,,
5,06/17/2025 18:00:00,15.91,32829.44,,,,,,
6,06/17/2025 18:05:00,19.65,81244.16,,,,,,
7,06/17/2025 18:10:00,20.98,50565.12,,,,,,
8,06/17/2025 18:15:00,22.26,74997.76,,,,,,
9,06/17/2025 18:20:00,23.59,75120.64,,,,,,
10,06/17/2025 18:25:00,27.63,73113.60,,,,,,
11,06/17/2025 18:30:00,28.83,74997.76,,,,,,
12,06/17/2025 18:35:00,27.54,76001.28,,,,,,
13,06/17/2025 18:40:00,23.34,71823.36,,,,,,
14,06/17/2025 18:45:00,16.77,35246.08,,,,,,
15,06/17/2025 18:50:00,18.57,56135.68,,,,,,
16,06/17/2025 18:55:00,18.53,48373.76,,,,,,
17,06/17/2025 19:00:00,19.43,55480.32,,,,,,
18,06/17/2025 19:05:00,15.10,28190.72,,,,,,
19,06/17/2025 19:10:00,9.78,19532.80,,,,,,
20,06/17/2025 19:15:00,12.14,57057.28,,,,,,
21,06/17/2025 19:20:00,16.26,62955.52,,,,,,
22,06/17/2025 19:25:00,20.07,54620.16,,,,,,
23,06/17/2025 19:30:00,19.39,60784.64,,,,,,
24,06/17/2025 19:35:00,18.57,41164.80,,,,,,
25,06/17/2025 19:40:00,17.37,49991.68,,,,,,
26,06/17/2025 19:45:00,19.52,55050.24,,,,,,
27,06/17/2025 19:50:00,17.97,54968.32,,,,,,
28,06/17/2025 19:55:00,19.82,50442.24,,,,,,
29,06/17/2025 20:00:00,19.90,50176.00,,,,,,
30,06/17/2025 20:05:00,15.48,33761.28,,,,,,
31,06/17/2025 20:10:00,14.58,41748.48,,,,,,
32,06/17/2025 20:15:00,16.26,41748.48,,,,,,
33,06/17/2025 20:20:00,16.60,40253.44,,,,,,
34,06/17/2025 20:25:00,16.60,39014.40,,,,,,
35,06/17/2025 20:30:00,17.07,40622.08,,,,,,
36,06/17/2025 20:35:00,16.64,38410.24,,,,,,
37,06/17/2025 20:40:00,14.24,24750.08,,,,,,
38,06/17/2025 20:45:00,12.74,24565.76,,,,,,
39,06/17/2025 20:50:00,11.41,24043.52,,,,,,
40,06/17/2025 20:55:00,11.15,26245.12,,,,,,
41,06/17/2025 21:00:00,13.21,27289.60,,,,,,
42,06/17/2025 21:05:00,13.68,27054.08,,,,,,
43,06/17/2025 21:10:00,13.68,24442.88,,,,,,
44,06/17/2025 21:15:00,13.21,18165.76,,,,,,
45,06/17/2025 21:20:00,11.19,12431.36,,,,,,
46,06/17/2025 21:25:00,12.35,22333.44,,,,,,
47,06/17/2025 21:30:00,12.87,19189.76,,,,,,
48,06/17/2025 21:35:00,12.82,18104.32,,,,,,
49,06/17/2025 21:40:00,12.01,15052.80,,,,,,
50,06/17/2025 21:45:00,9.26,12999.68,,,,,,
51,06/17/2025 21:50:00,8.36,12267.52,,,,,,
52,06/17/2025 21:55:00,7.93,9610.24,,,,,,
53,06/17/2025 22:00:00,7.50,7385.60,,,,,,
54,06/17/2025 22:05:00,7.25,6430.72,,,,,,
55,06/17/2025 22:10:00,6.99,5969.92,,,,,,
56,06/17/2025 22:15:00,6.90,4975.36,,,,,,
57,06/17/2025 22:20:00,6.65,3920.64,,,,,,
58,06/17/2025 22:25:00,5.66,3188.48,,,,,,
59,06/17/2025 22:30:00,5.23,2736.64,,,,,,
60,06/17/2025 22:35:00,5.70,2172.16,,,,,,
61,06/17/2025 22:40:00,5.27,1731.84,,,,,,
62,06/17/2025 22:45:00,5.36,1437.44,,,,,,
63,06/17/2025 22:50:00,5.27,1305.92,,,,,,
64,06/17/2025 22:55:00,5.19,1050.24,,,,,,
65,06/17/2025 23:00:00,5.36,777.92,,,,,,
66,06/17/2025 23:05:00,5.40,562.56,,,,,,
67,06/17/2025 23:10:00,5.62,432.96,,,,,,
68,06/17/2025 23:15:00,5.45,343.04,,,,,,
69,06/17/2025 23:20:00,5.02,264.08,,,,,,
70,06/17/2025 23:25:00,4.67,217.76,,,,,,
71,06/17/2025 23:30:00,4.59,171.44,,,,,,
72,06/17/2025 23:35:00,4.67,119.04,,,,,,
73,06/17/2025 23:40:00,4.84,79.70,,,,,,
74,06/17/2025 23:45:00,4.72,62.12,,,,,,
75,06/17/2025 23:50:00,4.76,45.02,,,,,,
76,06/17/2025 23:55:00,5.15,29.46,,,,,,
77,06/18/2025 00:00:00,4.84,22.64,,,,,,
78,06/18/2025 00:05:00,4.33,18.33,,,,,,
79,06/18/2025 00:10:00,3.86,12.81,,,,,,
80,06/18/2025 00:15:00,3.47,10.04,,,,,,
81,06/18/2025 00:20:00,4.59,8.12,,,,,,
82,06/18/2025 00:25:00,4.37,5.78,,,,,,
83,06/18/2025 00:30:00,3.64,4.92,,,,,,
84,06/18/2025 00:35:00,3.17,3.86,,,,,,
85,06/18/2025 00:40:00,3.56,3.19,,,,,,
86,06/18/2025 00:45:00,3.47,2.55,,,,,,
87,06/18/2025 00:50:00,3.69,1.91,,,,,,
88,06/18/2025 00:55:00,3.52,1.70,,,,,,
89,06/18/2025 01:00:00,3.69,1.27,,,,,,
90,06/18/2025 01:05:00,3.64,1.06,,,,,,
91,06/18/2025 01:10:00,3.69,0.85,,,,,,
92,06/18/2025 01:15:00,3.86,0.63,,,,,,
93,06/18/2025 01:20:00,3.86,0.42,,,,,,
94,06/18/2025 01:25:00,4.29,0.63,,,,,,
95,06/18/2025 01:30:00,4.46,0.42,,,,,,
96,06/18/2025 01:35:00,4.54,0.42,,,,,,
97,06/18/2025 01:40:00,4.46,0.42,,,,,,
98,06/18/2025 01:45:00,4.37,0.42,,,,,,
99,06/18/2025 01:50:00,4.16,0.42,,,,,,
100,06/18/2025 01:55:00,3.82,0.00,,,,,,
101,06/18/2025 02:00:00,3.94,0.00,,,,,,
102,06/18/2025 02:05:00,3.86,0.00,,,,,,
103,06/18/2025 02:10:00,3.69,0.00,,,,,,
104,06/18/2025 02:15:00,3.90,0.42,,,,,,
105,06/18/2025 02:20:00,3.90,0.00,,,,,,
106,06/18/2025 02:25:00,3.94,0.63,,,,,,
107,06/18/2025 02:30:00,3.77,0.21,,,,,,
108,06/18/2025 02:35:00,3.64,0.42,,,,,,
109,06/18/2025 02:40:00,3.39,0.42,,,,,,
110,06/18/2025 02:45:00,3.13,0.42,,,,,,
111,06/18/2025 02:50:00,3.52,0.63,,,,,,
112,06/18/2025 02:55:00,3.60,0.85,,,,,,
113,06/18/2025 03:00:00,3.52,1.06,,,,,,
114,06/18/2025 03:05:00,3.26,1.49,,,,,,
115,06/18/2025 03:10:00,3.21,2.13,,,,,,
116,06/18/2025 03:15:00,3.13,2.98,,,,,,
117,06/18/2025 03:20:00,3.21,3.65,,,,,,
118,06/18/2025 03:25:00,3.13,4.50,,,,,,
119,06/18/2025 03:30:00,3.39,5.78,,,,,,
120,06/18/2025 03:35:00,3.47,7.27,,,,,,
121,06/18/2025 03:40:00,3.52,10.89,,,,,,
122,06/18/2025 03:45:00,3.39,16.62,,,,,,
123,06/18/2025 03:50:00,3.52,22.22,,,,,,
124,06/18/2025 03:55:00,3.43,29.57,,,,,,
125,06/18/2025 04:00:00,3.39,42.04,,,,,,
126,06/18/2025 04:05:00,3.52,57.38,,,,,,
127,06/18/2025 04:10:00,3.52,75.02,,,,,,
128,06/18/2025 04:15:00,3.47,102.84,,,,,,
129,06/18/2025 04:20:00,2.91,146.64,,,,,,
130,06/18/2025 04:25:00,2.57,200.72,,,,,,
131,06/18/2025 04:30:00,3.04,268.32,,,,,,
132,06/18/2025 04:35:00,3.17,338.88,,,,,,
133,06/18/2025 04:40:00,3.26,438.08,,,,,,
134,06/18/2025 04:45:00,3.47,528.96,,,,,,
135,06/18/2025 04:50:00,3.43,654.24,,,,,,
136,06/18/2025 04:55:00,3.56,721.28,,,,,,
137,06/18/2025 05:00:00,3.77,879.68,,,,,,
138,06/18/2025 05:05:00,3.64,971.84,,,,,,
139,06/18/2025 05:10:00,3.73,1080.96,,,,,,
140,06/18/2025 05:15:00,3.94,1397.12,,,,,,
141,06/18/2025 05:20:00,3.90,1890.56,,,,,,
142,06/18/2025 05:25:00,4.37,2185.60,,,,,,
143,06/18/2025 05:30:00,4.59,2529.92,,,,,,
144,06/18/2025 05:35:00,4.59,3347.20,,,,,,
145,06/18/2025 05:40:00,4.33,3904.00,,,,,,
146,06/18/2025 05:45:00,4.42,4494.08,,,,,,
147,06/18/2025 05:50:00,4.54,5754.88,,,,,,
148,06/18/2025 05:55:00,4.84,6236.16,,,,,,
149,06/18/2025 06:00:00,4.72,6213.12,,,,,,
150,06/18/2025 06:05:00,4.63,6243.84,,,,,,
151,06/18/2025 06:10:00,4.63,7861.76,,,,,,
152,06/18/2025 06:15:00,5.02,8680.96,,,,,,
153,06/18/2025 06:20:00,5.02,8865.28,,,,,,
154,06/18/2025 06:25:00,5.02,11095.04,,,,,,
155,06/18/2025 06:30:00,5.40,12753.92,,,,,,
156,06/18/2025 06:35:00,5.45,12119.04,,,,,,
157,06/18/2025 06:40:00,5.45,12247.04,,,,,,
158,06/18/2025 06:45:00,5.36,12431.36,,,,,,
159,06/18/2025 06:50:00,5.53,12774.40,,,,,,
160,06/18/2025 06:55:00,5.66,12656.64,,,,,,
161,06/18/2025 07:00:00,5.70,13066.24,,,,,,
162,06/18/2025 07:05:00,6.09,14039.04,,,,,,
163,06/18/2025 07:10:00,5.96,15247.36,,,,,,
164,06/18/2025 07:15:00,6.09,16133.12,,,,,,
165,06/18/2025 07:20:00,6.30,17715.20,,,,,,
166,06/18/2025 07:25:00,6.86,23418.88,,,,,,
167,06/18/2025 07:30:00,7.08,22200.32,,,,,,
168,06/18/2025 07:35:00,6.60,20024.32,,,,,,
169,06/18/2025 07:40:00,6.60,20541.44,,,,,,
170,06/18/2025 07:45:00,6.56,21094.40,,,,,,
171,06/18/2025 07:50:00,6.56,23152.64,,,,,,
172,06/18/2025 07:55:00,6.95,27381.76,,,,,,
173,06/18/2025 08:00:00,7.33,27146.24,,,,,,
174,06/18/2025 08:05:00,7.16,25876.48,,,,,,
175,06/18/2025 08:10:00,7.25,28610.56,,,,,,
176,06/18/2025 08:15:00,7.20,30976.00,,,,,,
177,06/18/2025 08:20:00,7.59,33443.84,,,,,,
178,06/18/2025 08:25:00,7.85,31549.44,,,,,,
179,06/18/2025 08:30:00,8.11,31252.48,,,,,,
180,06/18/2025 08:35:00,8.32,32870.40,,,,,,
181,06/18/2025 08:40:00,8.66,33638.40,,,,,,
182,06/18/2025 08:45:00,8.83,36526.08,,,,,,
183,06/18/2025 08:50:00,9.74,42577.92,,,,,,
184,06/18/2025 08:55:00,10.77,47493.12,,,,,,
185,06/18/2025 09:00:00,10.94,47738.88,,,,,,
186,06/18/2025 09:05:00,11.84,58757.12,,,,,,
187,06/18/2025 09:10:00,12.82,60149.76,,,,,,
188,06/18/2025 09:15:00,13.08,52019.20,,,,,,
189,06/18/2025 09:20:00,14.50,56401.92,,,,,,
190,06/18/2025 09:25:00,16.04,77045.76,,,,,,
191,06/18/2025 09:30:00,13.85,64655.36,,,,,,
192,06/18/2025 09:35:00,13.08,54415.36,,,,,,
193,06/18/2025 09:40:00,15.78,58490.88,,,,,,
194,06/18/2025 09:45:00,16.00,92446.72,,,,,,
195,06/18/2025 09:50:00,14.33,76308.48,,,,,,
196,06/18/2025 09:55:00,15.36,99737.60,,,,,,
197,06/18/2025 10:00:00,17.67,113582.08,,,,,,
198,06/18/2025 10:05:00,17.37,81367.04,,,,,,
199,06/18/2025 10:10:00,12.82,39485.44,,,,,,
200,06/18/2025 10:15:00,10.34,44748.80,,,,,,
201,06/18/2025 10:20:00,13.38,63180.80,,,,,,
202,06/18/2025 10:25:00,16.26,96256.00,,,,,,
203,06/18/2025 10:30:00,18.06,90808.32,,,,,,
204,06/18/2025 10:35:00,17.50,77086.72,,,,,,
205,06/18/2025 10:40:00,13.68,50196.48,,,,,,
206,06/18/2025 10:45:00,12.22,60395.52,,,,,,
207,06/18/2025 10:50:00,15.87,87818.24,,,,,,
208,06/18/2025 10:55:00,14.07,47902.72,,,,,,
209,06/18/2025 11:00:00,11.11,64081.92,,,,,,
210,06/18/2025 11:05:00,13.64,73297.92,,,,,,
211,06/18/2025 11:10:00,17.16,85852.16,,,,,,
212,06/18/2025 11:15:00,17.89,84623.36,,,,,,
213,06/18/2025 11:20:00,16.21,97484.80,,,,,,
214,06/18/2025 11:25:00,17.93,89538.56,,,,,,
215,06/18/2025 11:30:00,18.06,96296.96,,,,,,
216,06/18/2025 11:35:00,17.67,69283.84,,,,,,
217,06/18/2025 11:40:00,19.56,102113.28,,,,,,
218,06/18/2025 11:45:00,19.26,89210.88,,,,,,
219,06/18/2025 11:50:00,21.49,97361.92,,,,,,
220,06/18/2025 11:55:00,20.33,94863.36,,,,,,
221,06/18/2025 12:00:00,19.56,91095.04,,,,,,
222,06/18/2025 12:05:00,18.83,98549.76,,,,,,
223,06/18/2025 12:10:00,20.37,96337.92,,,,,,
224,06/18/2025 12:15:00,20.25,106700.80,,,,,,
225,06/18/2025 12:20:00,20.20,95723.52,,,,,,
226,06/18/2025 12:25:00,20.50,96542.72,,,,,,
227,06/18/2025 12:30:00,19.35,104243.20,,,,,,
228,06/18/2025 12:35:00,23.68,110592.00,,,,,,
229,06/18/2025 12:40:00,25.91,161013.76,,,,,,
230,06/18/2025 12:45:00,24.49,89292.80,,,,,,
231,06/18/2025 12:50:00,24.71,108748.80,,,,,,
232,06/18/2025 12:55:00,25.69,122224.64,,,,,,
233,06/18/2025 13:00:00,24.71,114442.24,,,,,,
234,06/18/2025 13:05:00,24.97,111984.64,,,,,,
235,06/18/2025 13:10:00,21.28,138731.52,,,,,,
236,06/18/2025 13:15:00,21.70,79380.48,,,,,,
237,06/18/2025 13:20:00,21.53,61870.08,,,,,,
238,06/18/2025 13:25:00,16.17,61276.16,,,,,,
239,06/18/2025 13:30:00,19.39,104038.40,,,,,,
240,06/18/2025 13:35:00,23.98,74280.96,,,,,,
241,06/18/2025 13:40:00,24.71,97812.48,,,,,,
242,06/18/2025 13:45:00,24.62,87408.64,,,,,,
243,06/18/2025 13:50:00,21.92,70574.08,,,,,,
244,06/18/2025 13:55:00,20.59,79790.08,,,,,,
245,06/18/2025 14:00:00,20.76,79360.00,,,,,,
246,06/18/2025 14:05:00,22.73,115916.80,,,,,,
247,06/18/2025 14:10:00,25.48,100556.80,,,,,,
248,06/18/2025 14:15:00,21.70,68689.92,,,,,,
249,06/18/2025 14:20:00,21.58,83148.80,,,,,,
250,06/18/2025 14:25:00,20.63,69939.20,,,,,,
251,06/18/2025 14:30:00,19.26,69038.08,,,,,,
252,06/18/2025 14:35:00,22.39,69980.16,,,,,,
253,06/18/2025 14:40:00,21.10,62279.68,,,,,,
254,06/18/2025 14:45:00,19.22,55111.68,,,,,,
255,06/18/2025 14:50:00,18.36,54251.52,,,,,,
256,06/18/2025 14:55:00,17.11,60579.84,,,,,,
257,06/18/2025 15:00:00,18.14,61726.72,,,,,,
258,06/18/2025 15:05:00,17.97,57282.56,,,,,,
259,06/18/2025 15:10:00,14.45,48394.24,,,,,,
260,06/18/2025 15:15:00,12.05,46510.08,,,,,,
261,06/18/2025 15:20:00,11.07,47861.76,,,,,,
262,06/18/2025 15:25:00,11.62,48680.96,,,,,,
263,06/18/2025 15:30:00,11.71,48148.48,,,,,,
264,06/18/2025 15:35:00,9.61,42721.28,,,,,,
265,06/18/2025 15:40:00,7.93,39649.28,,,,,,
266,06/18/2025 15:45:00,8.36,39577.60,,,,,,
267,06/18/2025 15:50:00,8.75,35553.28,,,,,,
268,06/18/2025 15:55:00,9.91,29859.84,,,,,,
269,06/18/2025 16:00:00,8.15,23726.08,,,,,,
270,06/18/2025 16:05:00,5.49,19921.92,,,,,,
271,06/18/2025 16:10:00,4.76,18647.04,,,,,,
272,06/18/2025 16:15:00,5.02,21514.24,,,,,,
273,06/18/2025 16:20:00,5.62,23777.28,,,,,,
274,06/18/2025 16:25:00,6.73,27729.92,,,,,,
275,06/18/2025 16:30:00,7.03,35010.56,,,,,,
276,06/18/2025 16:35:00,7.63,44339.20,,,,,,
277,06/18/2025 16:40:00,8.66,50892.80,,,,,,
278,06/18/2025 16:45:00,9.78,51978.24,,,,,,
279,06/18/2025 16:50:00,9.52,40519.68,,,,,,
280,06/18/2025 16:55:00,8.41,27279.36,,,,,,
281,06/18/2025 17:00:00,7.16,23613.44,,,,,,
282,06/18/2025 17:05:00,6.22,24074.24,,,,,,
283,06/18/2025 17:10:00,6.13,24043.52,,,,,,
284,06/18/2025 17:15:00,4.89,19845.12,,,,,,
285,06/18/2025 17:20:00,4.33,16256.00,,,,,,
286,06/18/2025 17:25:00,3.86,12656.64,,,,,,
287,06/18/2025 17:30:00,3.64,11816.96,,,,,,
288,06/18/2025 17:35:00,3.82,11632.64,,,,,,
289,06/18/2025 17:40:00,3.56,11642.88,,,,,,
290,06/18/2025 17:45:00,3.39,10058.24,,,,,,
291,06/18/2025 17:50:00,3.73,16522.24,,,,,,
292,06/18/2025 17:55:00,4.37,28405.76,,,,,,
293,06/18/2025 18:00:00,6.13,34580.48,,,,,,
294,06/18/2025 18:05:00,7.38,40663.04,,,,,,
295,06/18/2025 18:10:00,7.33,35256.32,,,,,,
296,06/18/2025 18:15:00,8.19,43458.56,,,,,,
297,06/18/2025 18:20:00,8.92,46919.68,,,,,,
298,06/18/2025 18:25:00,8.53,41902.08,,,,,,
299,06/18/2025 18:30:00,8.11,39905.28,,,,,,
300,06/18/2025 18:35:00,8.62,46059.52,,,,,,
301,06/18/2025 18:40:00,8.58,38420.48,,,,,,
302,06/18/2025 18:45:00,7.89,32122.88,,,,,,
303,06/18/2025 18:50:00,8.02,34385.92,,,,,,
304,06/18/2025 18:55:00,7.98,32010.24,,,,,,
305,06/18/2025 19:00:00,8.75,36556.80,,,,,,
306,06/18/2025 19:05:00,9.44,38154.24,,,,,,
307,06/18/2025 19:10:00,9.91,36689.92,,,,,,
308,06/18/2025 19:15:00,9.74,35491.84,,,,,,
309,06/18/2025 19:20:00,9.31,30146.56,,,,,,
310,06/18/2025 19:25:00,8.71,27791.36,,,,,,
311,06/18/2025 19:30:00,8.79,27095.04,,,,,,
312,06/18/2025 19:35:00,8.71,25159.68,,,,,,
313,06/18/2025 19:40:00,8.36,24115.20,,,,,,
314,06/18/2025 19:45:00,8.36,24903.68,,,,,,
315,06/18/2025 19:50:00,8.23,23101.44,,,,,,
316,06/18/2025 19:55:00,7.85,17290.24,,,,,,
317,06/18/2025 20:00:00,6.69,14464.00,,,,,,
318,06/18/2025 20:05:00,6.60,15841.28,,,,,,
319,06/18/2025 20:10:00,6.78,16634.88,,,,,,
320,06/18/2025 20:15:00,7.25,16542.72,,,,,,
321,06/18/2025 20:20:00,7.42,15380.48,,,,,,
322,06/18/2025 20:25:00,8.02,21544.96,,,,,,
323,06/18/2025 20:30:00,8.71,19553.28,,,,,,
324,06/18/2025 20:35:00,9.44,22999.04,,,,,,
325,06/18/2025 20:40:00,9.35,18856.96,,,,,,
326,06/18/2025 20:45:00,8.88,15488.00,,,,,,
327,06/18/2025 20:50:00,8.11,15861.76,,,,,,
328,06/18/2025 20:55:00,7.81,17013.76,,,,,,
329,06/18/2025 21:00:00,7.98,14387.20,,,,,,
330,06/18/2025 21:05:00,7.25,14709.76,,,,,,
331,06/18/2025 21:10:00,6.22,12948.48,,,,,,
332,06/18/2025 21:15:00,5.83,11898.88,,,,,,
333,06/18/2025 21:20:00,5.45,10365.44,,,,,,
334,06/18/2025 21:25:00,5.49,8668.16,,,,,,
335,06/18/2025 21:30:00,5.66,7774.72,,,,,,
336,06/18/2025 21:35:00,5.53,7009.28,,,,,,
337,06/18/2025 21:40:00,5.36,6305.28,,,,,,
338,06/18/2025 21:45:00,5.36,6392.32,,,,,,
339,06/18/2025 21:50:00,5.40,5637.12,,,,,,
340,06/18/2025 21:55:00,5.10,5427.20,,,,,,
341,06/18/2025 22:00:00,4.54,4995.84,,,,,,
342,06/18/2025 22:05:00,4.84,4698.88,,,,,,
343,06/18/2025 22:10:00,5.06,4453.12,,,,,,
344,06/18/2025 22:15:00,5.15,4439.04,,,,,,
345,06/18/2025 22:20:00,5.10,4340.48,,,,,,
346,06/18/2025 22:25:00,4.93,3819.52,,,,,,
347,06/18/2025 22:30:00,3.77,3180.80,,,,,,
348,06/18/2025 22:35:00,3.60,2659.84,,,,,,
349,06/18/2025 22:40:00,3.82,1877.12,,,,,,
350,06/18/2025 22:45:00,3.90,1422.08,,,,,,
351,06/18/2025 22:50:00,3.82,1072.32,,,,,,
352,06/18/2025 22:55:00,3.86,829.12,,,,,,
353,06/18/2025 23:00:00,3.82,684.16,,,,,,
354,06/18/2025 23:05:00,3.73,578.88,,,,,,
355,06/18/2025 23:10:00,3.64,465.44,,,,,,
356,06/18/2025 23:15:00,3.39,355.84,,,,,,
357,06/18/2025 23:20:00,3.77,243.36,,,,,,
358,06/18/2025 23:25:00,3.82,162.08,,,,,,
359,06/18/2025 23:30:00,3.52,129.48,,,,,,
360,06/18/2025 23:35:00,3.17,117.32,,,,,,
361,06/18/2025 23:40:00,3.21,91.64,,,,,,
362,06/18/2025 23:45:00,3.17,69.00,,,,,,
363,06/18/2025 23:50:00,2.87,53.30,,,,,,
364,06/18/2025 23:55:00,2.87,40.49,,,,,,
365,06/19/2025 00:00:00,2.49,30.58,,,,,,
366,06/19/2025 00:05:00,2.87,22.27,,,,,,
367,06/19/2025 00:10:00,2.96,17.90,,,,,,
368,06/19/2025 00:15:00,2.74,11.74,,,,,,
369,06/19/2025 00:20:00,2.66,8.33,,,,,,
370,06/19/2025 00:25:00,2.70,6.18,,,,,,
371,06/19/2025 00:30:00,2.91,4.28,,,,,,
372,06/19/2025 00:35:00,3.09,3.01,,,,,,
373,06/19/2025 00:40:00,2.91,2.55,,,,,,
374,06/19/2025 00:45:00,2.83,1.91,,,,,,
375,06/19/2025 00:50:00,3.04,1.49,,,,,,
376,06/19/2025 00:55:00,2.66,1.06,,,,,,
377,06/19/2025 01:00:00,2.70,0.63,,,,,,
378,06/19/2025 01:05:00,2.83,0.42,,,,,,
379,06/19/2025 01:10:00,3.17,0.21,,,,,,
380,06/19/2025 01:15:00,3.47,0.21,,,,,,
381,06/19/2025 01:20:00,3.69,0.21,,,,,,
382,06/19/2025 01:25:00,3.77,0.42,,,,,,
383,06/19/2025 01:30:00,3.77,0.42,,,,,,
384,06/19/2025 01:35:00,3.82,0.42,,,,,,
385,06/19/2025 01:40:00,3.77,0.00,,,,,,
386,06/19/2025 01:45:00,3.77,0.00,,,,,,
387,06/19/2025 01:50:00,4.03,0.00,,,,,,
388,06/19/2025 01:55:00,4.37,0.21,,,,,,
389,06/19/2025 02:00:00,4.42,0.21,,,,,,
390,06/19/2025 02:05:00,4.50,0.21,,,,,,
391,06/19/2025 02:10:00,5.10,0.21,,,,,,
392,06/19/2025 02:15:00,4.89,0.21,,,,,,
393,06/19/2025 02:20:00,4.03,0.00,,,,,,
394,06/19/2025 02:25:00,3.73,0.00,,,,,,
395,06/19/2025 02:30:00,3.52,0.00,,,,,,
396,06/19/2025 02:35:00,3.64,0.00,,,,,,
397,06/19/2025 02:40:00,3.90,0.42,,,,,,
398,06/19/2025 02:45:00,3.52,0.00,,,,,,
399,06/19/2025 02:50:00,3.17,0.63,,,,,,
400,06/19/2025 02:55:00,3.30,0.21,,,,,,
401,06/19/2025 03:00:00,3.09,0.42,,,,,,
402,06/19/2025 03:05:00,2.66,0.63,,,,,,
403,06/19/2025 03:10:00,2.91,0.85,,,,,,
404,06/19/2025 03:15:00,3.34,1.27,,,,,,
405,06/19/2025 03:20:00,3.47,2.34,,,,,,
406,06/19/2025 03:25:00,3.34,3.01,,,,,,
407,06/19/2025 03:30:00,3.52,4.28,,,,,,
408,06/19/2025 03:35:00,3.52,5.56,,,,,,
409,06/19/2025 03:40:00,3.30,6.84,,,,,,
410,06/19/2025 03:45:00,3.21,9.43,,,,,,
411,06/19/2025 03:50:00,3.30,15.77,,,,,,
412,06/19/2025 03:55:00,3.39,19.71,,,,,,
413,06/19/2025 04:00:00,3.69,27.44,,,,,,
414,06/19/2025 04:05:00,4.07,38.57,,,,,,
415,06/19/2025 04:10:00,3.86,51.90,,,,,,
416,06/19/2025 04:15:00,3.56,70.28,,,,,,
417,06/19/2025 04:20:00,3.43,89.92,,,,,,
418,06/19/2025 04:25:00,3.73,122.52,,,,,,
419,06/19/2025 04:30:00,3.94,165.44,,,,,,
420,06/19/2025 04:35:00,4.03,210.16,,,,,,
421,06/19/2025 04:40:00,4.29,265.76,,,,,,
422,06/19/2025 04:45:00,4.12,329.28,,,,,,
423,06/19/2025 04:50:00,4.42,452.64,,,,,,
424,06/19/2025 04:55:00,4.37,685.44,,,,,,
425,06/19/2025 05:00:00,4.29,945.28,,,,,,
426,06/19/2025 05:05:00,4.03,1257.28,,,,,,
427,06/19/2025 05:10:00,3.77,1482.24,,,,,,
428,06/19/2025 05:15:00,3.86,1646.08,,,,,,
429,06/19/2025 05:20:00,3.73,1935.36,,,,,,
430,06/19/2025 05:25:00,3.86,2289.92,,,,,,
431,06/19/2025 05:30:00,4.42,3139.84,,,,,,
432,06/19/2025 05:35:00,4.59,3901.44,,,,,,
433,06/19/2025 05:40:00,4.54,4412.16,,,,,,
434,06/19/2025 05:45:00,4.42,4436.48,,,,,,
435,06/19/2025 05:50:00,4.54,4678.40,,,,,,
436,06/19/2025 05:55:00,4.37,5088.00,,,,,,
437,06/19/2025 06:00:00,4.24,6100.48,,,,,,
438,06/19/2025 06:05:00,4.42,7447.04,,,,,,
439,06/19/2025 06:10:00,4.67,7836.16,,,,,,
440,06/19/2025 06:15:00,5.23,10086.40,,,,,,
441,06/19/2025 06:20:00,5.23,10106.88,,,,,,
442,06/19/2025 06:25:00,5.36,9894.40,,,,,,
443,06/19/2025 06:30:00,4.97,8885.76,,,,,,
444,06/19/2025 06:35:00,5.15,10216.96,,,,,,
445,06/19/2025 06:40:00,5.23,9820.16,,,,,,
446,06/19/2025 06:45:00,5.10,10762.24,,,,,,
447,06/19/2025 06:50:00,5.06,12922.88,,,,,,
448,06/19/2025 06:55:00,5.87,15513.60,,,,,,
449,06/19/2025 07:00:00,5.79,13393.92,,,,,,
450,06/19/2025 07:05:00,5.79,14049.28,,,,,,
451,06/19/2025 07:10:00,6.39,19056.64,,,,,,
452,06/19/2025 07:15:00,8.11,25917.44,,,,,,
453,06/19/2025 07:20:00,8.96,35082.24,,,,,,
454,06/19/2025 07:25:00,10.25,36126.72,,,,,,
455,06/19/2025 07:30:00,10.94,33607.68,,,,,,
456,06/19/2025 07:35:00,11.15,37099.52,,,,,,
457,06/19/2025 07:40:00,10.38,36167.68,,,,,,
458,06/19/2025 07:45:00,10.94,37672.96,,,,,,
459,06/19/2025 07:50:00,10.29,37222.40,,,,,,
460,06/19/2025 07:55:00,11.19,38952.96,,,,,,
461,06/19/2025 08:00:00,11.07,39782.40,,,,,,
462,06/19/2025 08:05:00,10.94,41523.20,,,,,,
463,06/19/2025 08:10:00,11.28,43212.80,,,,,,
464,06/19/2025 08:15:00,11.41,43868.16,,,,,,
465,06/19/2025 08:20:00,11.54,45117.44,,,,,,
466,06/19/2025 08:25:00,11.79,46161.92,,,,,,
467,06/19/2025 08:30:00,12.05,47063.04,,,,,,
468,06/19/2025 08:35:00,12.52,48640.00,,,,,,
469,06/19/2025 08:40:00,13.85,49766.40,,,,,,
