#,Date-Time (PDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
10452,07/24/2025 00:35:00,2.14,0.00,,,,,,
10453,07/24/2025 00:40:00,2.19,0.00,,,,,,
10454,07/24/2025 00:45:00,2.01,0.00,,,,,,
10455,07/24/2025 00:50:00,2.06,0.00,,,,,,
10456,07/24/2025 00:55:00,2.01,0.00,,,,,,
10457,07/24/2025 01:00:00,1.97,0.00,,,,,,
10458,07/24/2025 01:05:00,1.93,0.00,,,,,,
10459,07/24/2025 01:10:00,2.10,0.00,,,,,,
10460,07/24/2025 01:15:00,2.23,0.00,,,,,,
10461,07/24/2025 01:20:00,2.19,0.00,,,,,,
10462,07/24/2025 01:25:00,2.14,0.00,,,,,,
10463,07/24/2025 01:30:00,2.06,0.00,,,,,,
10464,07/24/2025 01:35:00,2.27,0.00,,,,,,
10465,07/24/2025 01:40:00,2.10,0.00,,,,,,
10466,07/24/2025 01:45:00,2.23,0.00,,,,,,
10467,07/24/2025 01:50:00,2.27,0.00,,,,,,
10468,07/24/2025 01:55:00,2.23,0.00,,,,,,
10469,07/24/2025 02:00:00,2.40,0.00,,,,,,
10470,07/24/2025 02:05:00,2.23,0.00,,,,,,
10471,07/24/2025 02:10:00,2.31,0.00,,,,,,
10472,07/24/2025 02:15:00,2.19,0.00,,,,,,
10473,07/24/2025 02:20:00,2.31,0.00,,,,,,
10474,07/24/2025 02:25:00,2.36,0.00,,,,,,
10475,07/24/2025 02:30:00,2.36,0.00,,,,,,
10476,07/24/2025 02:35:00,2.27,0.00,,,,,,
10477,07/24/2025 02:40:00,2.27,0.00,,,,,,
10478,07/24/2025 02:45:00,2.27,0.00,,,,,,
10479,07/24/2025 02:50:00,2.44,0.00,,,,,,
10480,07/24/2025 02:55:00,2.23,0.00,,,,,,
10481,07/24/2025 03:00:00,2.14,0.00,,,,,,
10482,07/24/2025 03:05:00,2.23,0.00,,,,,,
10483,07/24/2025 03:10:00,2.49,0.00,,,,,,
10484,07/24/2025 03:15:00,2.40,0.00,,,,,,
10485,07/24/2025 03:20:00,2.40,0.00,,,,,,
10486,07/24/2025 03:25:00,2.14,0.00,,,,,,
10487,07/24/2025 03:30:00,2.01,0.00,,,,,,
10488,07/24/2025 03:35:00,2.19,0.00,,,,,,
10489,07/24/2025 03:40:00,2.44,0.00,,,,,,
10490,07/24/2025 03:45:00,2.36,0.00,,,,,,
10491,07/24/2025 03:50:00,2.36,0.00,,,,,,
10492,07/24/2025 03:55:00,2.61,0.00,,,,,,
10493,07/24/2025 04:00:00,2.66,0.00,,,,,,
10494,07/24/2025 04:05:00,2.49,0.00,,,,,,
10495,07/24/2025 04:10:00,2.74,0.21,,,,,,
10496,07/24/2025 04:15:00,2.49,0.63,,,,,,
10497,07/24/2025 04:20:00,2.79,1.27,,,,,,
10498,07/24/2025 04:25:00,2.91,2.13,,,,,,
10499,07/24/2025 04:30:00,3.00,3.65,,,,,,
10500,07/24/2025 04:35:00,3.13,6.42,,,,,,
10501,07/24/2025 04:40:00,3.04,10.68,,,,,,
10502,07/24/2025 04:45:00,3.26,17.90,,,,,,
10503,07/24/2025 04:50:00,3.17,26.16,,,,,,
10504,07/24/2025 04:55:00,3.17,39.85,,,,,,
10505,07/24/2025 05:00:00,3.17,63.88,,,,,,
10506,07/24/2025 05:05:00,2.96,98.44,,,,,,
10507,07/24/2025 05:10:00,3.17,143.20,,,,,,
10508,07/24/2025 05:15:00,3.17,210.16,,,,,,
10509,07/24/2025 05:20:00,3.34,302.64,,,,,,
10510,07/24/2025 05:25:00,3.13,419.84,,,,,,
10511,07/24/2025 05:30:00,3.21,565.60,,,,,,
10512,07/24/2025 05:35:00,3.52,748.48,,,,,,
10513,07/24/2025 05:40:00,3.21,970.24,,,,,,
10514,07/24/2025 05:45:00,2.91,1149.12,,,,,,
10515,07/24/2025 05:50:00,2.96,1386.88,,,,,,
10516,07/24/2025 05:55:00,3.13,1612.16,,,,,,
10517,07/24/2025 06:00:00,3.69,1940.48,,,,,,
10518,07/24/2025 06:05:00,3.90,2383.36,,,,,,
10519,07/24/2025 06:10:00,3.99,3193.60,,,,,,
10520,07/24/2025 06:15:00,4.07,4084.48,,,,,,
10521,07/24/2025 06:20:00,4.24,4760.32,,,,,,
10522,07/24/2025 06:25:00,4.16,5104.64,,,,,,
10523,07/24/2025 06:30:00,4.20,5273.60,,,,,,
10524,07/24/2025 06:35:00,4.24,5288.96,,,,,,
10525,07/24/2025 06:40:00,4.16,5155.84,,,,,,
10526,07/24/2025 06:45:00,3.94,5391.36,,,,,,
10527,07/24/2025 06:50:00,3.82,5657.60,,,,,,
10528,07/24/2025 06:55:00,3.99,6062.08,,,,,,
10529,07/24/2025 07:00:00,4.24,6351.36,,,,,,
10530,07/24/2025 07:05:00,4.33,7229.44,,,,,,
10531,07/24/2025 07:10:00,4.33,8872.96,,,,,,
10532,07/24/2025 07:15:00,4.59,8865.28,,,,,,
10533,07/24/2025 07:20:00,4.54,7447.04,,,,,,
10534,07/24/2025 07:25:00,4.67,7720.96,,,,,,
10535,07/24/2025 07:30:00,4.07,8245.76,,,,,,
10536,07/24/2025 07:35:00,4.03,9569.28,,,,,,
10537,07/24/2025 07:40:00,4.42,12170.24,,,,,,
10538,07/24/2025 07:45:00,4.50,15201.28,,,,,,
10539,07/24/2025 07:50:00,5.27,16762.88,,,,,,
10540,07/24/2025 07:55:00,6.48,19266.56,,,,,,
10541,07/24/2025 08:00:00,6.82,18053.12,,,,,,
10542,07/24/2025 08:05:00,6.35,16348.16,,,,,,
10543,07/24/2025 08:10:00,6.13,16921.60,,,,,,
10544,07/24/2025 08:15:00,6.86,18242.56,,,,,,
10545,07/24/2025 08:20:00,7.46,20495.36,,,,,,
10546,07/24/2025 08:25:00,7.89,21841.92,,,,,,
10547,07/24/2025 08:30:00,8.11,23244.80,,,,,,
10548,07/24/2025 08:35:00,7.85,24483.84,,,,,,
10549,07/24/2025 08:40:00,7.33,24504.32,,,,,,
10550,07/24/2025 08:45:00,8.02,24360.96,,,,,,
10551,07/24/2025 08:50:00,7.76,24524.80,,,,,,
10552,07/24/2025 08:55:00,8.75,25128.96,,,,,,
10553,07/24/2025 09:00:00,9.65,28078.08,,,,,,
10554,07/24/2025 09:05:00,9.35,30638.08,,,,,,
10555,07/24/2025 09:10:00,9.65,28938.24,,,,,,
10556,07/24/2025 09:15:00,10.59,32788.48,,,,,,
10557,07/24/2025 09:20:00,11.15,34560.00,,,,,,
10558,07/24/2025 09:25:00,10.85,34467.84,,,,,,
10559,07/24/2025 09:30:00,10.55,35112.96,,,,,,
10560,07/24/2025 09:35:00,10.98,37969.92,,,,,,
10561,07/24/2025 09:40:00,11.92,38625.28,,,,,,
10562,07/24/2025 09:45:00,11.67,38195.20,,,,,,
10563,07/24/2025 09:50:00,11.79,41359.36,,,,,,
10564,07/24/2025 09:55:00,11.62,44523.52,,,,,,
10565,07/24/2025 10:00:00,12.22,48128.00,,,,,,
10566,07/24/2025 10:05:00,12.40,50442.24,,,,,,
10567,07/24/2025 10:10:00,12.78,49889.28,,,,,,
10568,07/24/2025 10:15:00,12.91,51200.00,,,,,,
10569,07/24/2025 10:20:00,12.22,50176.00,,,,,,
10570,07/24/2025 10:25:00,10.98,47452.16,,,,,,
10571,07/24/2025 10:30:00,10.59,46940.16,,,,,,
10572,07/24/2025 10:35:00,9.69,46489.60,,,,,,
10573,07/24/2025 10:40:00,9.56,43130.88,,,,,,
10574,07/24/2025 10:45:00,9.69,40519.68,,,,,,
10575,07/24/2025 10:50:00,8.83,38297.60,,,,,,
10576,07/24/2025 10:55:00,9.74,40755.20,,,,,,
10577,07/24/2025 11:00:00,10.34,55623.68,,,,,,
10578,07/24/2025 11:05:00,12.18,77127.68,,,,,,
10579,07/24/2025 11:10:00,12.87,64532.48,,,,,,
10580,07/24/2025 11:15:00,11.24,53514.24,,,,,,
10581,07/24/2025 11:20:00,10.08,50339.84,,,,,,
10582,07/24/2025 11:25:00,10.77,57221.12,,,,,,
10583,07/24/2025 11:30:00,11.62,66252.80,,,,,,
10584,07/24/2025 11:35:00,11.62,65187.84,,,,,,
10585,07/24/2025 11:40:00,11.67,70512.64,,,,,,
10586,07/24/2025 11:45:00,11.62,70021.12,,,,,,
10587,07/24/2025 11:50:00,11.84,70410.24,,,,,,
10588,07/24/2025 11:55:00,11.67,67481.60,,,,,,
10589,07/24/2025 12:00:00,11.67,67768.32,,,,,,
10590,07/24/2025 12:05:00,11.71,69980.16,,,,,,
10591,07/24/2025 12:10:00,11.88,71147.52,,,,,,
10592,07/24/2025 12:15:00,11.84,69447.68,,,,,,
10593,07/24/2025 12:20:00,11.62,67235.84,,,,,,
10594,07/24/2025 12:25:00,11.32,66129.92,,,,,,
10595,07/24/2025 12:30:00,11.71,65679.36,,,,,,
10596,07/24/2025 12:35:00,12.10,64409.60,,,,,,
10597,07/24/2025 12:40:00,13.21,65474.56,,,,,,
10598,07/24/2025 12:45:00,13.60,68423.68,,,,,,
10599,07/24/2025 12:50:00,18.02,78704.64,,,,,,
10600,07/24/2025 12:55:00,19.69,82022.40,,,,,,
10601,07/24/2025 13:00:00,17.54,81838.08,,,,,,
10602,07/24/2025 13:05:00,19.22,80281.60,,,,,,
10603,07/24/2025 13:10:00,20.55,81326.08,,,,,,
10604,07/24/2025 13:15:00,20.98,82309.12,,,,,,
10605,07/24/2025 13:20:00,19.86,87490.56,,,,,,
10606,07/24/2025 13:25:00,18.74,91258.88,,,,,,
10607,07/24/2025 13:30:00,19.35,77885.44,,,,,,
10608,07/24/2025 13:35:00,16.81,69365.76,,,,,,
10609,07/24/2025 13:40:00,16.39,66887.68,,,,,,
10610,07/24/2025 13:45:00,15.40,65740.80,,,,,,
10611,07/24/2025 13:50:00,14.80,64778.24,,,,,,
10612,07/24/2025 13:55:00,15.10,64921.60,,,,,,
10613,07/24/2025 14:00:00,17.46,65269.76,,,,,,
10614,07/24/2025 14:05:00,18.96,66252.80,,,,,,
10615,07/24/2025 14:10:00,21.06,67973.12,,,,,,
10616,07/24/2025 14:15:00,21.02,73195.52,,,,,,
10617,07/24/2025 14:20:00,23.34,76574.72,,,,,,
10618,07/24/2025 14:25:00,22.82,76267.52,,,,,,
10619,07/24/2025 14:30:00,20.68,80506.88,,,,,,
10620,07/24/2025 14:35:00,23.81,79626.24,,,,,,
10621,07/24/2025 14:40:00,24.15,74178.56,,,,,,
10622,07/24/2025 14:45:00,26.60,81182.72,,,,,,
10623,07/24/2025 14:50:00,22.48,80117.76,,,,,,
10624,07/24/2025 14:55:00,18.40,80281.60,,,,,,
10625,07/24/2025 15:00:00,15.31,81285.12,,,,,,
10626,07/24/2025 15:05:00,14.37,81674.24,,,,,,
10627,07/24/2025 15:10:00,13.55,81182.72,,,,,,
10628,07/24/2025 15:15:00,13.43,80465.92,,,,,,
10629,07/24/2025 15:20:00,13.55,77496.32,,,,,,
10630,07/24/2025 15:25:00,14.24,77537.28,,,,,,
10631,07/24/2025 15:30:00,15.18,79892.48,,,,,,
10632,07/24/2025 15:35:00,16.60,84131.84,,,,,,
10633,07/24/2025 15:40:00,18.49,84254.72,,,,,,
10634,07/24/2025 15:45:00,20.12,86425.60,,,,,,
10635,07/24/2025 15:50:00,22.78,77004.80,,,,,,
10636,07/24/2025 15:55:00,21.88,72376.32,,,,,,
10637,07/24/2025 16:00:00,22.95,70594.56,,,,,,
10638,07/24/2025 16:05:00,21.70,70266.88,,,,,,
10639,07/24/2025 16:10:00,21.66,70737.92,,,,,,
10640,07/24/2025 16:15:00,22.18,70266.88,,,,,,
10641,07/24/2025 16:20:00,23.89,69775.36,,,,,,
10642,07/24/2025 16:25:00,23.59,67563.52,,,,,,
10643,07/24/2025 16:30:00,22.26,67604.48,,,,,,
10644,07/24/2025 16:35:00,21.62,69652.48,,,,,,
10645,07/24/2025 16:40:00,20.50,68833.28,,,,,,
10646,07/24/2025 16:45:00,20.42,65740.80,,,,,,
10647,07/24/2025 16:50:00,19.82,63180.80,,,,,,
10648,07/24/2025 16:55:00,18.53,60395.52,,,,,,
10649,07/24/2025 17:00:00,18.14,58449.92,,,,,,
10650,07/24/2025 17:05:00,18.44,57466.88,,,,,,
10651,07/24/2025 17:10:00,19.22,56279.04,,,,,,
10652,07/24/2025 17:15:00,18.19,53637.12,,,,,,
10653,07/24/2025 17:20:00,17.03,52203.52,,,,,,
10654,07/24/2025 17:25:00,15.70,51589.12,,,,,,
10655,07/24/2025 17:30:00,14.50,51630.08,,,,,,
10656,07/24/2025 17:35:00,14.58,54456.32,,,,,,
10657,07/24/2025 17:40:00,15.27,58613.76,,,,,,
10658,07/24/2025 17:45:00,15.66,65003.52,,,,,,
10659,07/24/2025 17:50:00,15.66,59330.56,,,,,,
10660,07/24/2025 17:55:00,15.36,52817.92,,,,,,
10661,07/24/2025 18:00:00,14.63,47431.68,,,,,,
10662,07/24/2025 18:05:00,13.77,45137.92,,,,,,
10663,07/24/2025 18:10:00,13.30,43929.60,,,,,,
10664,07/24/2025 18:15:00,12.52,40765.44,,,,,,
10665,07/24/2025 18:20:00,13.08,38584.32,,,,,,
10666,07/24/2025 18:25:00,13.04,38440.96,,,,,,
10667,07/24/2025 18:30:00,12.61,39495.68,,,,,,
10668,07/24/2025 18:35:00,13.21,40785.92,,,,,,
10669,07/24/2025 18:40:00,14.97,41482.24,,,,,,
10670,07/24/2025 18:45:00,14.71,39290.88,,,,,,
10671,07/24/2025 18:50:00,15.31,39444.48,,,,,,
10672,07/24/2025 18:55:00,15.66,39055.36,,,,,,
10673,07/24/2025 19:00:00,15.18,37376.00,,,,,,
10674,07/24/2025 19:05:00,14.58,35553.28,,,,,,
10675,07/24/2025 19:10:00,12.82,34109.44,,,,,,
10676,07/24/2025 19:15:00,11.88,34508.80,,,,,,
10677,07/24/2025 19:20:00,12.74,33525.76,,,,,,
10678,07/24/2025 19:25:00,13.60,32696.32,,,,,,
10679,07/24/2025 19:30:00,12.22,31600.64,,,,,,
10680,07/24/2025 19:35:00,11.67,29501.44,,,,,,
10681,07/24/2025 19:40:00,11.49,28385.28,,,,,,
10682,07/24/2025 19:45:00,11.62,27023.36,,,,,,
10683,07/24/2025 19:50:00,11.79,24688.64,,,,,,
10684,07/24/2025 19:55:00,11.15,23459.84,,,,,,
10685,07/24/2025 20:00:00,10.46,21135.36,,,,,,
10686,07/24/2025 20:05:00,9.65,20495.36,,,,,,
10687,07/24/2025 20:10:00,9.22,21350.40,,,,,,
10688,07/24/2025 20:15:00,9.09,20295.68,,,,,,
10689,07/24/2025 20:20:00,8.79,18677.76,,,,,,
10690,07/24/2025 20:25:00,7.63,16087.04,,,,,,
10691,07/24/2025 20:30:00,7.46,13399.04,,,,,,
10692,07/24/2025 20:35:00,7.20,11525.12,,,,,,
10693,07/24/2025 20:40:00,7.16,10629.12,,,,,,
10694,07/24/2025 20:45:00,6.95,10216.96,,,,,,
10695,07/24/2025 20:50:00,6.05,9704.96,,,,,,
10696,07/24/2025 20:55:00,6.09,9274.88,,,,,,
10697,07/24/2025 21:00:00,6.30,9057.28,,,,,,
10698,07/24/2025 21:05:00,6.48,8701.44,,,,,,
10699,07/24/2025 21:10:00,6.56,7311.36,,,,,,
10700,07/24/2025 21:15:00,6.35,6120.96,,,,,,
10701,07/24/2025 21:20:00,6.22,5250.56,,,,,,
10702,07/24/2025 21:25:00,6.09,5077.76,,,,,,
10703,07/24/2025 21:30:00,6.22,5182.72,,,,,,
10704,07/24/2025 21:35:00,6.22,5111.04,,,,,,
10705,07/24/2025 21:40:00,5.83,4998.40,,,,,,
10706,07/24/2025 21:45:00,5.79,4408.32,,,,,,
10707,07/24/2025 21:50:00,5.62,3431.68,,,,,,
10708,07/24/2025 21:55:00,5.02,2666.24,,,,,,
10709,07/24/2025 22:00:00,4.42,2170.24,,,,,,
10710,07/24/2025 22:05:00,3.99,1720.32,,,,,,
10711,07/24/2025 22:10:00,4.03,1427.84,,,,,,
10712,07/24/2025 22:15:00,4.24,1219.20,,,,,,
10713,07/24/2025 22:20:00,4.16,970.88,,,,,,
10714,07/24/2025 22:25:00,4.07,770.56,,,,,,
10715,07/24/2025 22:30:00,3.99,629.92,,,,,,
10716,07/24/2025 22:35:00,4.16,491.36,,,,,,
10717,07/24/2025 22:40:00,4.03,345.44,,,,,,
10718,07/24/2025 22:45:00,4.03,240.16,,,,,,
10719,07/24/2025 22:50:00,3.82,171.44,,,,,,
10720,07/24/2025 22:55:00,3.99,119.88,,,,,,
10721,07/24/2025 23:00:00,3.94,77.58,,,,,,
10722,07/24/2025 23:05:00,4.33,49.70,,,,,,
10723,07/24/2025 23:10:00,4.33,31.22,,,,,,
10724,07/24/2025 23:15:00,4.03,20.46,,,,,,
10725,07/24/2025 23:20:00,4.33,11.74,,,,,,
10726,07/24/2025 23:25:00,3.99,7.06,,,,,,
10727,07/24/2025 23:30:00,3.56,4.28,,,,,,
10728,07/24/2025 23:35:00,3.47,2.98,,,,,,
10729,07/24/2025 23:40:00,3.21,1.91,,,,,,
10730,07/24/2025 23:45:00,3.17,1.06,,,,,,
10731,07/24/2025 23:50:00,3.09,0.42,,,,,,
10732,07/24/2025 23:55:00,3.04,0.21,,,,,,
10733,07/25/2025 00:00:00,3.13,0.00,,,,,,
10734,07/25/2025 00:05:00,3.21,0.00,,,,,,
10735,07/25/2025 00:10:00,3.43,0.00,,,,,,
10736,07/25/2025 00:15:00,3.56,0.00,,,,,,
10737,07/25/2025 00:20:00,3.60,0.00,,,,,,
10738,07/25/2025 00:25:00,3.39,0.00,,,,,,
10739,07/25/2025 00:30:00,3.34,0.00,,,,,,
10740,07/25/2025 00:35:00,3.60,0.00,,,,,,
10741,07/25/2025 00:40:00,3.13,0.00,,,,,,
10742,07/25/2025 00:45:00,2.87,0.00,,,,,,
10743,07/25/2025 00:50:00,3.00,0.00,,,,,,
10744,07/25/2025 00:55:00,3.09,0.00,,,,,,
10745,07/25/2025 01:00:00,3.13,0.00,,,,,,
10746,07/25/2025 01:05:00,3.09,0.00,,,,,,
10747,07/25/2025 01:10:00,3.13,0.00,,,,,,
10748,07/25/2025 01:15:00,3.04,0.00,,,,,,
10749,07/25/2025 01:20:00,3.21,0.00,,,,,,
10750,07/25/2025 01:25:00,3.39,0.00,,,,,,
10751,07/25/2025 01:30:00,3.30,0.00,,,,,,
10752,07/25/2025 01:35:00,3.00,0.00,,,,,,
10753,07/25/2025 01:40:00,2.79,0.00,,,,,,
10754,07/25/2025 01:45:00,2.87,0.00,,,,,,
10755,07/25/2025 01:50:00,3.17,0.00,,,,,,
10756,07/25/2025 01:55:00,3.30,0.00,,,,,,
10757,07/25/2025 02:00:00,3.30,0.00,,,,,,
10758,07/25/2025 02:05:00,3.13,0.00,,,,,,
10759,07/25/2025 02:10:00,3.00,0.00,,,,,,
10760,07/25/2025 02:15:00,3.09,0.00,,,,,,
10761,07/25/2025 02:20:00,3.47,0.00,,,,,,
10762,07/25/2025 02:25:00,3.64,0.00,,,,,,
10763,07/25/2025 02:30:00,3.30,0.00,,,,,,
10764,07/25/2025 02:35:00,3.34,0.00,,,,,,
10765,07/25/2025 02:40:00,3.17,0.00,,,,,,
10766,07/25/2025 02:45:00,2.83,0.00,,,,,,
10767,07/25/2025 02:50:00,3.00,0.00,,,,,,
10768,07/25/2025 02:55:00,2.61,0.00,,,,,,
10769,07/25/2025 03:00:00,2.83,0.00,,,,,,
10770,07/25/2025 03:05:00,2.57,0.00,,,,,,
10771,07/25/2025 03:10:00,2.44,0.00,,,,,,
10772,07/25/2025 03:15:00,2.96,0.00,,,,,,
10773,07/25/2025 03:20:00,3.00,0.00,,,,,,
10774,07/25/2025 03:25:00,2.57,0.00,,,,,,
10775,07/25/2025 03:30:00,3.17,0.00,,,,,,
10776,07/25/2025 03:35:00,3.13,0.00,,,,,,
10777,07/25/2025 03:40:00,3.00,0.00,,,,,,
10778,07/25/2025 03:45:00,3.43,0.00,,,,,,
10779,07/25/2025 03:50:00,3.82,0.00,,,,,,
10780,07/25/2025 03:55:00,3.94,0.00,,,,,,
10781,07/25/2025 04:00:00,2.96,0.00,,,,,,
10782,07/25/2025 04:05:00,2.96,0.00,,,,,,
10783,07/25/2025 04:10:00,3.00,0.00,,,,,,
10784,07/25/2025 04:15:00,3.09,0.21,,,,,,
10785,07/25/2025 04:20:00,3.30,0.63,,,,,,
10786,07/25/2025 04:25:00,3.69,1.27,,,,,,
10787,07/25/2025 04:30:00,3.86,2.34,,,,,,
10788,07/25/2025 04:35:00,3.86,3.83,,,,,,
10789,07/25/2025 04:40:00,3.77,5.78,,,,,,
10790,07/25/2025 04:45:00,3.47,9.40,,,,,,
10791,07/25/2025 04:50:00,3.69,16.19,,,,,,
10792,07/25/2025 04:55:00,3.21,24.35,,,,,,
10793,07/25/2025 05:00:00,2.96,36.20,,,,,,
10794,07/25/2025 05:05:00,3.26,56.52,,,,,,
10795,07/25/2025 05:10:00,3.39,88.24,,,,,,
10796,07/25/2025 05:15:00,3.52,130.32,,,,,,
10797,07/25/2025 05:20:00,3.64,186.88,,,,,,
10798,07/25/2025 05:25:00,3.43,261.52,,,,,,
10799,07/25/2025 05:30:00,3.09,352.32,,,,,,
10800,07/25/2025 05:35:00,3.26,460.32,,,,,,
10801,07/25/2025 05:40:00,3.21,586.56,,,,,,
10802,07/25/2025 05:45:00,3.47,744.00,,,,,,
10803,07/25/2025 05:50:00,3.56,951.36,,,,,,
10804,07/25/2025 05:55:00,3.47,1159.36,,,,,,
10805,07/25/2025 06:00:00,3.34,1363.20,,,,,,
10806,07/25/2025 06:05:00,3.04,1539.20,,,,,,
10807,07/25/2025 06:10:00,3.26,1772.16,,,,,,
10808,07/25/2025 06:15:00,3.56,2090.24,,,,,,
10809,07/25/2025 06:20:00,3.60,2516.48,,,,,,
10810,07/25/2025 06:25:00,3.60,3025.92,,,,,,
10811,07/25/2025 06:30:00,3.56,3566.08,,,,,,
10812,07/25/2025 06:35:00,3.64,4002.56,,,,,,
10813,07/25/2025 06:40:00,3.56,4279.04,,,,,,
10814,07/25/2025 06:45:00,3.47,4684.80,,,,,,
10815,07/25/2025 06:50:00,3.26,5411.84,,,,,,
10816,07/25/2025 06:55:00,3.47,6215.68,,,,,,
10817,07/25/2025 07:00:00,3.77,6789.12,,,,,,
10818,07/25/2025 07:05:00,4.12,7447.04,,,,,,
10819,07/25/2025 07:10:00,3.77,8578.56,,,,,,
10820,07/25/2025 07:15:00,3.60,9451.52,,,,,,
10821,07/25/2025 07:20:00,4.07,9963.52,,,,,,
10822,07/25/2025 07:25:00,4.67,10263.04,,,,,,
10823,07/25/2025 07:30:00,4.76,10828.80,,,,,,
10824,07/25/2025 07:35:00,3.86,10895.36,,,,,,
10825,07/25/2025 07:40:00,3.86,10874.88,,,,,,
10826,07/25/2025 07:45:00,4.16,10864.64,,,,,,
10827,07/25/2025 07:50:00,4.63,11729.92,,,,,,
10828,07/25/2025 07:55:00,4.76,13265.92,,,,,,
10829,07/25/2025 08:00:00,4.97,14530.56,,,,,,
10830,07/25/2025 08:05:00,4.93,15411.20,,,,,,
10831,07/25/2025 08:10:00,4.72,16092.16,,,,,,
10832,07/25/2025 08:15:00,4.59,16389.12,,,,,,
10833,07/25/2025 08:20:00,4.63,17172.48,,,,,,
10834,07/25/2025 08:25:00,4.63,18657.28,,,,,,
10835,07/25/2025 08:30:00,4.80,19783.68,,,,,,
10836,07/25/2025 08:35:00,5.27,21596.16,,,,,,
10837,07/25/2025 08:40:00,5.36,23377.92,,,,,,
10838,07/25/2025 08:45:00,5.53,24627.20,,,,,,
10839,07/25/2025 08:50:00,5.53,25333.76,,,,,,
10840,07/25/2025 08:55:00,5.87,26644.48,,,,,,
10841,07/25/2025 09:00:00,5.92,28559.36,,,,,,
10842,07/25/2025 09:05:00,6.22,29419.52,,,,,,
10843,07/25/2025 09:10:00,6.86,29829.12,,,,,,
10844,07/25/2025 09:15:00,6.56,31488.00,,,,,,
10845,07/25/2025 09:20:00,6.73,32225.28,,,,,,
10846,07/25/2025 09:25:00,6.65,32061.44,,,,,,
10847,07/25/2025 09:30:00,6.48,32040.96,,,,,,
10848,07/25/2025 09:35:00,6.65,32593.92,,,,,,
10849,07/25/2025 09:40:00,7.20,33495.04,,,,,,
10850,07/25/2025 09:45:00,7.63,34785.28,,,,,,
10851,07/25/2025 09:50:00,7.81,36730.88,,,,,,
10852,07/25/2025 09:55:00,7.63,37713.92,,,,,,
10853,07/25/2025 10:00:00,7.55,39229.44,,,,,,
10854,07/25/2025 10:05:00,7.81,41533.44,,,,,,
10855,07/25/2025 10:10:00,8.28,43110.40,,,,,,
10856,07/25/2025 10:15:00,8.66,44441.60,,,,,,
10857,07/25/2025 10:20:00,9.35,48373.76,,,,,,
10858,07/25/2025 10:25:00,9.95,54005.76,,,,,,
10859,07/25/2025 10:30:00,11.02,60129.28,,,,,,
10860,07/25/2025 10:35:00,11.92,63836.16,,,,,,
10861,07/25/2025 10:40:00,12.95,65679.36,,,,,,
10862,07/25/2025 10:45:00,13.17,64327.68,,,,,,
10863,07/25/2025 10:50:00,13.00,66560.00,,,,,,
10864,07/25/2025 10:55:00,13.30,71106.56,,,,,,
10865,07/25/2025 11:00:00,14.20,78151.68,,,,,,
10866,07/25/2025 11:05:00,15.23,80220.16,,,,,,
10867,07/25/2025 11:10:00,15.57,86712.32,,,,,,
10868,07/25/2025 11:15:00,17.37,95109.12,,,,,,
10869,07/25/2025 11:20:00,19.90,103137.28,,,,,,
10870,07/25/2025 11:25:00,20.68,100679.68,,,,,,
10871,07/25/2025 11:30:00,20.29,97116.16,,,,,,
10872,07/25/2025 11:35:00,19.60,96870.40,,,,,,
10873,07/25/2025 11:40:00,18.79,93839.36,,,,,,
10874,07/25/2025 11:45:00,17.93,89374.72,,,,,,
10875,07/25/2025 11:50:00,17.84,89128.96,,,,,,
10876,07/25/2025 11:55:00,17.80,85319.68,,,,,,
10877,07/25/2025 12:00:00,17.93,84090.88,,,,,,
10878,07/25/2025 12:05:00,16.13,82657.28,,,,,,
10879,07/25/2025 12:10:00,15.74,80629.76,,,,,,
10880,07/25/2025 12:15:00,15.48,80506.88,,,,,,
10881,07/25/2025 12:20:00,15.36,79216.64,,,,,,
10882,07/25/2025 12:25:00,14.97,79810.56,,,,,,
10883,07/25/2025 12:30:00,15.14,81346.56,,,,,,
10884,07/25/2025 12:35:00,15.01,81448.96,,,,,,
10885,07/25/2025 12:40:00,14.54,85360.64,,,,,,
10886,07/25/2025 12:45:00,15.18,88350.72,,,,,,
10887,07/25/2025 12:50:00,15.01,89333.76,,,,,,
10888,07/25/2025 12:55:00,14.41,86056.96,,,,,,
10889,07/25/2025 13:00:00,14.20,86016.00,,,,,,
10890,07/25/2025 13:05:00,15.31,91136.00,,,,,,
10891,07/25/2025 13:10:00,16.04,91463.68,,,,,,
10892,07/25/2025 13:15:00,16.34,89374.72,,,,,,
10893,07/25/2025 13:20:00,16.51,89620.48,,,,,,
10894,07/25/2025 13:25:00,16.99,93716.48,,,,,,
10895,07/25/2025 13:30:00,18.06,99205.12,,,,,,
10896,07/25/2025 13:35:00,18.96,100515.84,,,,,,
10897,07/25/2025 13:40:00,19.43,106373.12,,,,,,
10898,07/25/2025 13:45:00,22.18,132792.32,,,,,,
10899,07/25/2025 13:50:00,22.56,115998.72,,,,,,
10900,07/25/2025 13:55:00,22.26,116654.08,,,,,,
10901,07/25/2025 14:00:00,21.28,98713.60,,,,,,
10902,07/25/2025 14:05:00,20.68,102522.88,,,,,,
10903,07/25/2025 14:10:00,20.33,95723.52,,,,,,
10904,07/25/2025 14:15:00,20.25,96174.08,,,,,,
10905,07/25/2025 14:20:00,19.00,90112.00,,,,,,
