#,Date-Time (PDT),Temperature   (°C),Light   (lux),Host Connected,Started,Button Down,Button Up,Stopped,End of File
6942,07/13/2025 18:15:00,19.09,70144.00,,,,,,
6943,07/13/2025 18:20:00,18.83,67747.84,,,,,,
6944,07/13/2025 18:25:00,18.23,65228.80,,,,,,
6945,07/13/2025 18:30:00,17.89,63201.28,,,,,,
6946,07/13/2025 18:35:00,17.54,61276.16,,,,,,
6947,07/13/2025 18:40:00,17.41,59535.36,,,,,,
6948,07/13/2025 18:45:00,17.37,57999.36,,,,,,
6949,07/13/2025 18:50:00,16.51,56647.68,,,,,,
6950,07/13/2025 18:55:00,16.17,55173.12,,,,,,
6951,07/13/2025 19:00:00,16.39,54067.20,,,,,,
6952,07/13/2025 19:05:00,16.39,52981.76,,,,,,
6953,07/13/2025 19:10:00,16.34,51712.00,,,,,,
6954,07/13/2025 19:15:00,16.34,50483.20,,,,,,
6955,07/13/2025 19:20:00,16.26,49131.52,,,,,,
6956,07/13/2025 19:25:00,16.64,48148.48,,,,,,
6957,07/13/2025 19:30:00,16.26,47226.88,,,,,,
6958,07/13/2025 19:35:00,16.47,46428.16,,,,,,
6959,07/13/2025 19:40:00,16.43,45588.48,,,,,,
6960,07/13/2025 19:45:00,16.04,44892.16,,,,,,
6961,07/13/2025 19:50:00,16.17,43868.16,,,,,,
6962,07/13/2025 19:55:00,14.45,42987.52,,,,,,
6963,07/13/2025 20:00:00,12.87,42147.84,,,,,,
6964,07/13/2025 20:05:00,12.35,41103.36,,,,,,
6965,07/13/2025 20:10:00,11.84,40099.84,,,,,,
6966,07/13/2025 20:15:00,11.49,38471.68,,,,,,
6967,07/13/2025 20:20:00,10.98,37089.28,,,,,,
6968,07/13/2025 20:25:00,10.51,35471.36,,,,,,
6969,07/13/2025 20:30:00,10.25,33914.88,,,,,,
6970,07/13/2025 20:35:00,10.51,32112.64,,,,,,
6971,07/13/2025 20:40:00,9.91,30464.00,,,,,,
6972,07/13/2025 20:45:00,9.18,28805.12,,,,,,
6973,07/13/2025 20:50:00,9.56,26961.92,,,,,,
6974,07/13/2025 20:55:00,9.18,25415.68,,,,,,
6975,07/13/2025 21:00:00,9.09,23941.12,,,,,,
6976,07/13/2025 21:05:00,9.52,22650.88,,,,,,
6977,07/13/2025 21:10:00,9.31,21340.16,,,,,,
6978,07/13/2025 21:15:00,10.21,20116.48,,,,,,
6979,07/13/2025 21:20:00,9.95,18974.72,,,,,,
6980,07/13/2025 21:25:00,8.19,17740.80,,,,,,
6981,07/13/2025 21:30:00,7.46,16450.56,,,,,,
6982,07/13/2025 21:35:00,6.90,15144.96,,,,,,
6983,07/13/2025 21:40:00,6.30,13798.40,,,,,,
6984,07/13/2025 21:45:00,5.83,12631.04,,,,,,
6985,07/13/2025 21:50:00,5.62,10511.36,,,,,,
6986,07/13/2025 21:55:00,4.50,8376.32,,,,,,
6987,07/13/2025 22:00:00,4.29,7744.00,,,,,,
6988,07/13/2025 22:05:00,3.99,6325.76,,,,,,
6989,07/13/2025 22:10:00,2.79,3559.68,,,,,,
6990,07/13/2025 22:15:00,1.93,3125.76,,,,,,
6991,07/13/2025 22:20:00,1.16,2785.28,,,,,,
6992,07/13/2025 22:25:00,0.94,2449.28,,,,,,
6993,07/13/2025 22:30:00,1.33,2126.72,,,,,,
6994,07/13/2025 22:35:00,1.76,1816.32,,,,,,
6995,07/13/2025 22:40:00,1.71,1484.80,,,,,,
6996,07/13/2025 22:45:00,0.73,1192.64,,,,,,
6997,07/13/2025 22:50:00,0.81,932.80,,,,,,
6998,07/13/2025 22:55:00,0.81,712.32,,,,,,
6999,07/13/2025 23:00:00,1.07,534.56,,,,,,
7000,07/13/2025 23:05:00,1.03,399.68,,,,,,
7001,07/13/2025 23:10:00,1.07,300.40,,,,,,
7002,07/13/2025 23:15:00,1.07,216.08,,,,,,
7003,07/13/2025 23:20:00,1.28,153.20,,,,,,
7004,07/13/2025 23:25:00,1.24,105.88,,,,,,
7005,07/13/2025 23:30:00,1.84,69.50,,,,,,
7006,07/13/2025 23:35:00,1.67,45.90,,,,,,
7007,07/13/2025 23:40:00,1.80,30.59,,,,,,
7008,07/13/2025 23:45:00,1.88,20.66,,,,,,
7009,07/13/2025 23:50:00,1.88,14.42,,,,,,
7010,07/13/2025 23:55:00,1.84,10.28,,,,,,
7011,07/14/2025 00:00:00,1.46,8.02,,,,,,
7012,07/14/2025 00:05:00,0.77,5.14,,,,,,
7013,07/14/2025 00:10:00,0.73,3.70,,,,,,
7014,07/14/2025 00:15:00,1.03,3.29,,,,,,
7015,07/14/2025 00:20:00,1.16,1.85,,,,,,
7016,07/14/2025 00:25:00,0.98,1.43,,,,,,
7017,07/14/2025 00:30:00,0.94,1.02,,,,,,
7018,07/14/2025 00:35:00,0.77,0.61,,,,,,
7019,07/14/2025 00:40:00,0.60,0.41,,,,,,
7020,07/14/2025 00:45:00,0.60,0.41,,,,,,
7021,07/14/2025 00:50:00,0.55,0.20,,,,,,
7022,07/14/2025 00:55:00,0.25,0.20,,,,,,
7023,07/14/2025 01:00:00,0.04,0.00,,,,,,
7024,07/14/2025 01:05:00,0.43,0.00,,,,,,
7025,07/14/2025 01:10:00,0.73,0.00,,,,,,
7026,07/14/2025 01:15:00,1.03,0.00,,,,,,
7027,07/14/2025 01:20:00,0.90,0.00,,,,,,
7028,07/14/2025 01:25:00,0.60,0.00,,,,,,
7029,07/14/2025 01:30:00,0.64,0.00,,,,,,
7030,07/14/2025 01:35:00,0.68,0.00,,,,,,
7031,07/14/2025 01:40:00,0.55,0.00,,,,,,
7032,07/14/2025 01:45:00,0.34,0.00,,,,,,
7033,07/14/2025 01:50:00,0.38,0.00,,,,,,
7034,07/14/2025 01:55:00,0.38,0.00,,,,,,
7035,07/14/2025 02:00:00,0.30,0.00,,,,,,
7036,07/14/2025 02:05:00,1.03,0.00,,,,,,
7037,07/14/2025 02:10:00,1.50,0.00,,,,,,
7038,07/14/2025 02:15:00,0.34,0.00,,,,,,
7039,07/14/2025 02:20:00,-0.56,0.00,,,,,,
7040,07/14/2025 02:25:00,-0.95,0.00,,,,,,
7041,07/14/2025 02:30:00,-0.86,0.00,,,,,,
7042,07/14/2025 02:35:00,-0.17,0.00,,,,,,
7043,07/14/2025 02:40:00,-0.35,0.00,,,,,,
7044,07/14/2025 02:45:00,-0.73,0.00,,,,,,
7045,07/14/2025 02:50:00,-0.90,0.00,,,,,,
7046,07/14/2025 02:55:00,-0.90,0.00,,,,,,
7047,07/14/2025 03:00:00,-0.13,0.00,,,,,,
7048,07/14/2025 03:05:00,0.64,0.00,,,,,,
7049,07/14/2025 03:10:00,0.77,0.20,,,,,,
7050,07/14/2025 03:15:00,0.68,0.20,,,,,,
7051,07/14/2025 03:20:00,0.47,0.41,,,,,,
7052,07/14/2025 03:25:00,0.55,0.41,,,,,,
7053,07/14/2025 03:30:00,0.60,0.61,,,,,,
7054,07/14/2025 03:35:00,0.51,1.02,,,,,,
7055,07/14/2025 03:40:00,0.43,1.43,,,,,,
7056,07/14/2025 03:45:00,0.34,1.85,,,,,,
7057,07/14/2025 03:50:00,0.08,2.67,,,,,,
7058,07/14/2025 03:55:00,0.13,3.70,,,,,,
7059,07/14/2025 04:00:00,0.51,5.14,,,,,,
7060,07/14/2025 04:05:00,0.64,7.19,,,,,,
7061,07/14/2025 04:10:00,0.73,10.07,,,,,,
7062,07/14/2025 04:15:00,0.90,14.21,,,,,,
7063,07/14/2025 04:20:00,0.94,19.84,,,,,,
7064,07/14/2025 04:25:00,0.68,28.94,,,,,,
7065,07/14/2025 04:30:00,0.30,43.02,,,,,,
7066,07/14/2025 04:35:00,0.25,64.92,,,,,,
7067,07/14/2025 04:40:00,0.30,97.68,,,,,,
7068,07/14/2025 04:45:00,0.25,141.56,,,,,,
7069,07/14/2025 04:50:00,0.34,214.64,,,,,,
7070,07/14/2025 04:55:00,0.08,285.60,,,,,,
7071,07/14/2025 05:00:00,0.08,367.36,,,,,,
7072,07/14/2025 05:05:00,0.04,478.24,,,,,,
7073,07/14/2025 05:10:00,0.04,614.08,,,,,,
7074,07/14/2025 05:15:00,0.21,788.80,,,,,,
7075,07/14/2025 05:20:00,-0.22,1033.92,,,,,,
7076,07/14/2025 05:25:00,-0.26,1379.84,,,,,,
7077,07/14/2025 05:30:00,0.17,1842.56,,,,,,
7078,07/14/2025 05:35:00,0.68,2416.64,,,,,,
7079,07/14/2025 05:40:00,1.03,2883.84,,,,,,
7080,07/14/2025 05:45:00,1.16,3622.40,,,,,,
7081,07/14/2025 05:50:00,1.50,4145.92,,,,,,
7082,07/14/2025 05:55:00,2.36,5501.44,,,,,,
7083,07/14/2025 06:00:00,3.21,5724.16,,,,,,
7084,07/14/2025 06:05:00,3.39,8606.72,,,,,,
7085,07/14/2025 06:10:00,4.07,8673.28,,,,,,
7086,07/14/2025 06:15:00,4.16,10941.44,,,,,,
7087,07/14/2025 06:20:00,4.67,11084.80,,,,,,
7088,07/14/2025 06:25:00,5.87,10972.16,,,,,,
7089,07/14/2025 06:30:00,6.90,14638.08,,,,,,
7090,07/14/2025 06:35:00,6.73,14853.12,,,,,,
7091,07/14/2025 06:40:00,6.43,15042.56,,,,,,
7092,07/14/2025 06:45:00,7.81,16952.32,,,,,,
7093,07/14/2025 06:50:00,8.19,17541.12,,,,,,
7094,07/14/2025 06:55:00,8.15,18728.96,,,,,,
7095,07/14/2025 07:00:00,7.59,17960.96,,,,,,
7096,07/14/2025 07:05:00,7.76,20377.60,,,,,,
7097,07/14/2025 07:10:00,9.14,24268.80,,,,,,
7098,07/14/2025 07:15:00,10.46,23664.64,,,,,,
7099,07/14/2025 07:20:00,11.49,25057.28,,,,,,
7100,07/14/2025 07:25:00,12.27,30177.28,,,,,,
7101,07/14/2025 07:30:00,12.91,32481.28,,,,,,
7102,07/14/2025 07:35:00,14.07,35338.24,,,,,,
7103,07/14/2025 07:40:00,14.24,33126.40,,,,,,
7104,07/14/2025 07:45:00,15.40,32061.44,,,,,,
7105,07/14/2025 07:50:00,16.51,39331.84,,,,,,
7106,07/14/2025 07:55:00,16.13,34918.40,,,,,,
7107,07/14/2025 08:00:00,15.10,37785.60,,,,,,
7108,07/14/2025 08:05:00,14.33,37672.96,,,,,,
7109,07/14/2025 08:10:00,16.60,47779.84,,,,,,
7110,07/14/2025 08:15:00,16.51,42291.20,,,,,,
7111,07/14/2025 08:20:00,16.13,42004.48,,,,,,
7112,07/14/2025 08:25:00,16.64,44462.08,,,,,,
7113,07/14/2025 08:30:00,17.59,46059.52,,,,,,
7114,07/14/2025 08:35:00,16.34,37980.16,,,,,,
7115,07/14/2025 08:40:00,14.63,34795.52,,,,,,
7116,07/14/2025 08:45:00,13.77,37734.40,,,,,,
7117,07/14/2025 08:50:00,14.71,39956.48,,,,,,
7118,07/14/2025 08:55:00,15.01,41359.36,,,,,,
7119,07/14/2025 09:00:00,16.51,47472.64,,,,,,
7120,07/14/2025 09:05:00,17.72,53002.24,,,,,,
7121,07/14/2025 09:10:00,18.53,54272.00,,,,,,
7122,07/14/2025 09:15:00,19.69,58920.96,,,,,,
7123,07/14/2025 09:20:00,20.98,60764.16,,,,,,
7124,07/14/2025 09:25:00,21.49,62033.92,,,,,,
7125,07/14/2025 09:30:00,22.18,63672.32,,,,,,
7126,07/14/2025 09:35:00,22.01,61931.52,,,,,,
7127,07/14/2025 09:40:00,21.45,60436.48,,,,,,
7128,07/14/2025 09:45:00,21.23,62423.04,,,,,,
7129,07/14/2025 09:50:00,22.01,66334.72,,,,,,
7130,07/14/2025 09:55:00,23.46,68587.52,,,,,,
7131,07/14/2025 10:00:00,23.55,69959.68,,,,,,
7132,07/14/2025 10:05:00,23.98,70983.68,,,,,,
7133,07/14/2025 10:10:00,24.11,71249.92,,,,,,
7134,07/14/2025 10:15:00,23.89,68792.32,,,,,,
7135,07/14/2025 10:20:00,22.69,68567.04,,,,,,
7136,07/14/2025 10:25:00,23.94,75284.48,,,,,,
7137,07/14/2025 10:30:00,24.58,76902.40,,,,,,
7138,07/14/2025 10:35:00,26.25,78725.12,,,,,,
7139,07/14/2025 10:40:00,27.11,81756.16,,,,,,
7140,07/14/2025 10:45:00,25.95,71045.12,,,,,,
7141,07/14/2025 10:50:00,24.88,80875.52,,,,,,
7142,07/14/2025 10:55:00,24.62,77250.56,,,,,,
7143,07/14/2025 11:00:00,23.94,77496.32,,,,,,
7144,07/14/2025 11:05:00,24.66,83804.16,,,,,,
7145,07/14/2025 11:10:00,24.88,84705.28,,,,,,
7146,07/14/2025 11:15:00,22.73,67358.72,,,,,,
7147,07/14/2025 11:20:00,21.92,85278.72,,,,,,
7148,07/14/2025 11:25:00,23.42,90890.24,,,,,,
7149,07/14/2025 11:30:00,24.19,91955.20,,,,,,
7150,07/14/2025 11:35:00,20.89,74588.16,,,,,,
7151,07/14/2025 11:40:00,23.64,94494.72,,,,,,
7152,07/14/2025 11:45:00,23.16,62935.04,,,,,,
7153,07/14/2025 11:50:00,22.43,89415.68,,,,,,
7154,07/14/2025 11:55:00,25.05,90521.60,,,,,,
7155,07/14/2025 12:00:00,27.20,101130.24,,,,,,
7156,07/14/2025 12:05:00,27.15,65925.12,,,,,,
7157,07/14/2025 12:10:00,26.34,100802.56,,,,,,
7158,07/14/2025 12:15:00,24.62,89128.96,,,,,,
7159,07/14/2025 12:20:00,25.18,95232.00,,,,,,
7160,07/14/2025 12:25:00,25.31,94822.40,,,,,,
7161,07/14/2025 12:30:00,25.74,91054.08,,,,,,
7162,07/14/2025 12:35:00,26.12,88514.56,,,,,,
7163,07/14/2025 12:40:00,27.67,92938.24,,,,,,
7164,07/14/2025 12:45:00,27.67,92487.68,,,,,,
7165,07/14/2025 12:50:00,27.07,92856.32,,,,,,
7166,07/14/2025 12:55:00,25.87,93020.16,,,,,,
7167,07/14/2025 13:00:00,23.03,92200.96,,,,,,
7168,07/14/2025 13:05:00,22.82,93388.80,,,,,,
7169,07/14/2025 13:10:00,23.25,92692.48,,,,,,
7170,07/14/2025 13:15:00,23.51,90972.16,,,,,,
7171,07/14/2025 13:20:00,25.05,92651.52,,,,,,
7172,07/14/2025 13:25:00,27.20,93306.88,,,,,,
7173,07/14/2025 13:30:00,29.77,94371.84,,,,,,
7174,07/14/2025 13:35:00,31.06,88186.88,,,,,,
7175,07/14/2025 13:40:00,28.78,90931.20,,,,,,
7176,07/14/2025 13:45:00,29.60,94126.08,,,,,,
7177,07/14/2025 13:50:00,27.41,93102.08,,,,,,
7178,07/14/2025 13:55:00,23.72,91791.36,,,,,,
7179,07/14/2025 14:00:00,22.61,94289.92,,,,,,
7180,07/14/2025 14:05:00,21.79,96051.20,,,,,,
7181,07/14/2025 14:10:00,23.29,94453.76,,,,,,
7182,07/14/2025 14:15:00,24.97,93757.44,,,,,,
7183,07/14/2025 14:20:00,22.99,87449.60,,,,,,
7184,07/14/2025 14:25:00,23.42,98099.20,,,,,,
7185,07/14/2025 14:30:00,22.35,93102.08,,,,,,
7186,07/14/2025 14:35:00,21.49,97976.32,,,,,,
7187,07/14/2025 14:40:00,20.50,93306.88,,,,,,
7188,07/14/2025 14:45:00,20.68,102318.08,,,,,,
7189,07/14/2025 14:50:00,20.20,105553.92,,,,,,
7190,07/14/2025 14:55:00,20.33,102809.60,,,,,,
7191,07/14/2025 15:00:00,19.65,91095.04,,,,,,
7192,07/14/2025 15:05:00,20.12,94904.32,,,,,,
7193,07/14/2025 15:10:00,19.47,83845.12,,,,,,
7194,07/14/2025 15:15:00,19.52,86999.04,,,,,,
7195,07/14/2025 15:20:00,19.09,88432.64,,,,,,
7196,07/14/2025 15:25:00,19.09,89088.00,,,,,,
7197,07/14/2025 15:30:00,18.79,88432.64,,,,,,
7198,07/14/2025 15:35:00,18.62,87613.44,,,,,,
7199,07/14/2025 15:40:00,18.49,85155.84,,,,,,
7200,07/14/2025 15:45:00,18.96,85278.72,,,,,,
7201,07/14/2025 15:50:00,19.43,80875.52,,,,,,
7202,07/14/2025 15:55:00,19.47,82718.72,,,,,,
7203,07/14/2025 16:00:00,20.25,83619.84,,,,,,
7204,07/14/2025 16:05:00,20.68,79155.20,,,,,,
7205,07/14/2025 16:10:00,20.46,81039.36,,,,,,
7206,07/14/2025 16:15:00,20.93,84869.12,,,,,,
7207,07/14/2025 16:20:00,18.66,70144.00,,,,,,
7208,07/14/2025 16:25:00,18.62,72519.68,,,,,,
7209,07/14/2025 16:30:00,17.76,67727.36,,,,,,
7210,07/14/2025 16:35:00,17.72,68833.28,,,,,,
7211,07/14/2025 16:40:00,19.43,80097.28,,,,,,
7212,07/14/2025 16:45:00,19.00,76042.24,,,,,,
7213,07/14/2025 16:50:00,18.96,74219.52,,,,,,
7214,07/14/2025 16:55:00,18.32,72192.00,,,,,,
7215,07/14/2025 17:00:00,19.00,80179.20,,,,,,
7216,07/14/2025 17:05:00,18.87,75939.84,,,,,,
7217,07/14/2025 17:10:00,16.17,61788.16,,,,,,
7218,07/14/2025 17:15:00,16.77,67768.32,,,,,,
7219,07/14/2025 17:20:00,18.14,74199.04,,,,,,
7220,07/14/2025 17:25:00,19.77,77701.12,,,,,,
7221,07/14/2025 17:30:00,19.05,63344.64,,,,,,
7222,07/14/2025 17:35:00,17.29,68116.48,,,,,,
7223,07/14/2025 17:40:00,16.69,74792.96,,,,,,
7224,07/14/2025 17:45:00,17.80,80445.44,,,,,,
7225,07/14/2025 17:50:00,16.30,67624.96,,,,,,
7226,07/14/2025 17:55:00,14.58,61255.68,,,,,,
7227,07/14/2025 18:00:00,16.73,71536.64,,,,,,
7228,07/14/2025 18:05:00,18.62,66355.20,,,,,,
7229,07/14/2025 18:10:00,18.40,67993.60,,,,,,
7230,07/14/2025 18:15:00,17.76,62197.76,,,,,,
7231,07/14/2025 18:20:00,16.34,58798.08,,,,,,
7232,07/14/2025 18:25:00,16.39,58900.48,,,,,,
7233,07/14/2025 18:30:00,16.99,57139.20,,,,,,
7234,07/14/2025 18:35:00,13.98,50155.52,,,,,,
7235,07/14/2025 18:40:00,13.34,52838.40,,,,,,
7236,07/14/2025 18:45:00,12.91,51363.84,,,,,,
7237,07/14/2025 18:50:00,13.43,51343.36,,,,,,
7238,07/14/2025 18:55:00,12.87,43929.60,,,,,,
7239,07/14/2025 19:00:00,11.19,38952.96,,,,,,
7240,07/14/2025 19:05:00,11.79,45527.04,,,,,,
7241,07/14/2025 19:10:00,12.18,47063.04,,,,,,
7242,07/14/2025 19:15:00,12.65,45834.24,,,,,,
7243,07/14/2025 19:20:00,12.05,45035.52,,,,,,
7244,07/14/2025 19:25:00,11.97,45813.76,,,,,,
7245,07/14/2025 19:30:00,11.07,38471.68,,,,,,
7246,07/14/2025 19:35:00,10.38,39833.60,,,,,,
7247,07/14/2025 19:40:00,10.08,36034.56,,,,,,
7248,07/14/2025 19:45:00,9.56,33351.68,,,,,,
7249,07/14/2025 19:50:00,9.09,31242.24,,,,,,
7250,07/14/2025 19:55:00,8.79,29736.96,,,,,,
7251,07/14/2025 20:00:00,8.02,25282.56,,,,,,
7252,07/14/2025 20:05:00,8.45,28436.48,,,,,,
7253,07/14/2025 20:10:00,8.88,32952.32,,,,,,
7254,07/14/2025 20:15:00,8.53,23869.44,,,,,,
7255,07/14/2025 20:20:00,6.95,22128.64,,,,,,
7256,07/14/2025 20:25:00,8.19,26961.92,,,,,,
7257,07/14/2025 20:30:00,7.29,23623.68,,,,,,
7258,07/14/2025 20:35:00,6.22,14812.16,,,,,,
7259,07/14/2025 20:40:00,5.40,14161.92,,,,,,
7260,07/14/2025 20:45:00,5.23,13772.80,,,,,,
7261,07/14/2025 20:50:00,5.06,13368.32,,,,,,
7262,07/14/2025 20:55:00,4.67,11904.00,,,,,,
7263,07/14/2025 21:00:00,4.59,11110.40,,,,,,
7264,07/14/2025 21:05:00,4.50,11243.52,,,,,,
7265,07/14/2025 21:10:00,5.70,17244.16,,,,,,
7266,07/14/2025 21:15:00,5.57,13655.04,,,,,,
7267,07/14/2025 21:20:00,4.84,11934.72,,,,,,
7268,07/14/2025 21:25:00,4.63,10982.40,,,,,,
7269,07/14/2025 21:30:00,4.07,7895.04,,,,,,
7270,07/14/2025 21:35:00,3.69,7198.72,,,,,,
7271,07/14/2025 21:40:00,4.29,10178.56,,,,,,
7272,07/14/2025 21:45:00,4.24,6013.44,,,,,,
7273,07/14/2025 21:50:00,5.53,10613.76,,,,,,
7274,07/14/2025 21:55:00,4.07,5135.36,,,,,,
7275,07/14/2025 22:00:00,3.26,5000.96,,,,,,
7276,07/14/2025 22:05:00,2.79,3964.16,,,,,,
7277,07/14/2025 22:10:00,2.19,2878.72,,,,,,
7278,07/14/2025 22:15:00,1.80,2535.04,,,,,,
7279,07/14/2025 22:20:00,1.93,2442.88,,,,,,
7280,07/14/2025 22:25:00,2.27,1877.12,,,,,,
7281,07/14/2025 22:30:00,2.06,1528.32,,,,,,
7282,07/14/2025 22:35:00,1.88,1307.84,,,,,,
7283,07/14/2025 22:40:00,1.84,1088.96,,,,,,
7284,07/14/2025 22:45:00,1.88,864.32,,,,,,
7285,07/14/2025 22:50:00,1.67,675.52,,,,,,
7286,07/14/2025 22:55:00,1.67,511.20,,,,,,
7287,07/14/2025 23:00:00,1.84,377.28,,,,,,
7288,07/14/2025 23:05:00,2.06,269.60,,,,,,
7289,07/14/2025 23:10:00,2.31,190.40,,,,,,
7290,07/14/2025 23:15:00,2.27,130.68,,,,,,
7291,07/14/2025 23:20:00,2.10,87.68,,,,,,
7292,07/14/2025 23:25:00,2.10,57.48,,,,,,
7293,07/14/2025 23:30:00,2.14,37.63,,,,,,
7294,07/14/2025 23:35:00,2.19,25.19,,,,,,
7295,07/14/2025 23:40:00,2.36,17.09,,,,,,
7296,07/14/2025 23:45:00,2.36,11.92,,,,,,
7297,07/14/2025 23:50:00,2.61,7.63,,,,,,
7298,07/14/2025 23:55:00,2.61,5.55,,,,,,
7299,07/15/2025 00:00:00,2.61,3.70,,,,,,
7300,07/15/2025 00:05:00,2.57,2.67,,,,,,
7301,07/15/2025 00:10:00,2.66,1.85,,,,,,
7302,07/15/2025 00:15:00,2.66,1.23,,,,,,
7303,07/15/2025 00:20:00,2.61,0.82,,,,,,
7304,07/15/2025 00:25:00,2.66,0.61,,,,,,
7305,07/15/2025 00:30:00,2.49,0.41,,,,,,
7306,07/15/2025 00:35:00,2.40,0.20,,,,,,
7307,07/15/2025 00:40:00,2.19,0.00,,,,,,
7308,07/15/2025 00:45:00,2.23,0.00,,,,,,
7309,07/15/2025 00:50:00,2.23,0.00,,,,,,
7310,07/15/2025 00:55:00,2.44,0.00,,,,,,
7311,07/15/2025 01:00:00,2.27,0.00,,,,,,
7312,07/15/2025 01:05:00,2.27,0.00,,,,,,
7313,07/15/2025 01:10:00,2.31,0.00,,,,,,
7314,07/15/2025 01:15:00,2.14,0.00,,,,,,
7315,07/15/2025 01:20:00,2.10,0.00,,,,,,
7316,07/15/2025 01:25:00,2.10,0.00,,,,,,
7317,07/15/2025 01:30:00,1.93,0.41,,,,,,
7318,07/15/2025 01:35:00,1.97,0.00,,,,,,
7319,07/15/2025 01:40:00,1.88,0.00,,,,,,
7320,07/15/2025 01:45:00,2.06,0.00,,,,,,
7321,07/15/2025 01:50:00,2.06,0.00,,,,,,
7322,07/15/2025 01:55:00,2.01,0.00,,,,,,
7323,07/15/2025 02:00:00,2.06,0.00,,,,,,
7324,07/15/2025 02:05:00,1.97,0.00,,,,,,
7325,07/15/2025 02:10:00,2.10,0.00,,,,,,
7326,07/15/2025 02:15:00,2.27,0.00,,,,,,
7327,07/15/2025 02:20:00,2.36,0.00,,,,,,
7328,07/15/2025 02:25:00,2.23,0.00,,,,,,
7329,07/15/2025 02:30:00,1.93,0.00,,,,,,
7330,07/15/2025 02:35:00,1.67,0.00,,,,,,
7331,07/15/2025 02:40:00,1.41,0.00,,,,,,
7332,07/15/2025 02:45:00,1.50,0.00,,,,,,
7333,07/15/2025 02:50:00,1.24,0.00,,,,,,
7334,07/15/2025 02:55:00,1.54,0.00,,,,,,
7335,07/15/2025 03:00:00,1.84,0.00,,,,,,
7336,07/15/2025 03:05:00,1.84,0.00,,,,,,
7337,07/15/2025 03:10:00,1.76,0.00,,,,,,
7338,07/15/2025 03:15:00,1.67,0.00,,,,,,
7339,07/15/2025 03:20:00,1.54,0.00,,,,,,
7340,07/15/2025 03:25:00,1.63,0.20,,,,,,
7341,07/15/2025 03:30:00,1.50,0.41,,,,,,
7342,07/15/2025 03:35:00,1.54,0.41,,,,,,
7343,07/15/2025 03:40:00,1.58,0.61,,,,,,
7344,07/15/2025 03:45:00,1.76,1.02,,,,,,
7345,07/15/2025 03:50:00,1.67,1.43,,,,,,
7346,07/15/2025 03:55:00,1.76,2.05,,,,,,
7347,07/15/2025 04:00:00,1.63,2.87,,,,,,
7348,07/15/2025 04:05:00,1.33,4.11,,,,,,
7349,07/15/2025 04:10:00,1.24,5.96,,,,,,
7350,07/15/2025 04:15:00,1.41,8.84,,,,,,
7351,07/15/2025 04:20:00,1.46,13.36,,,,,,
7352,07/15/2025 04:25:00,1.41,20.00,,,,,,
7353,07/15/2025 04:30:00,1.37,30.59,,,,,,
7354,07/15/2025 04:35:00,1.50,47.96,,,,,,
7355,07/15/2025 04:40:00,1.37,71.96,,,,,,
7356,07/15/2025 04:45:00,1.20,109.92,,,,,,
7357,07/15/2025 04:50:00,0.98,165.52,,,,,,
7358,07/15/2025 04:55:00,1.11,236.64,,,,,,
7359,07/15/2025 05:00:00,1.03,338.40,,,,,,
7360,07/15/2025 05:05:00,0.86,465.92,,,,,,
7361,07/15/2025 05:10:00,0.94,628.80,,,,,,
7362,07/15/2025 05:15:00,0.98,818.24,,,,,,
7363,07/15/2025 05:20:00,1.28,1078.40,,,,,,
7364,07/15/2025 05:25:00,1.07,1339.52,,,,,,
7365,07/15/2025 05:30:00,1.37,1651.20,,,,,,
7366,07/15/2025 05:35:00,1.63,2023.04,,,,,,
7367,07/15/2025 05:40:00,1.76,2434.56,,,,,,
7368,07/15/2025 05:45:00,2.06,2982.40,,,,,,
7369,07/15/2025 05:50:00,2.10,3770.88,,,,,,
7370,07/15/2025 05:55:00,2.14,4293.12,,,,,,
7371,07/15/2025 06:00:00,2.49,7152.64,,,,,,
7372,07/15/2025 06:05:00,2.96,7969.28,,,,,,
7373,07/15/2025 06:10:00,3.26,6689.28,,,,,,
7374,07/15/2025 06:15:00,2.87,7580.16,,,,,,
7375,07/15/2025 06:20:00,3.17,11212.80,,,,,,
7376,07/15/2025 06:25:00,3.43,11059.20,,,,,,
7377,07/15/2025 06:30:00,4.97,17377.28,,,,,,
7378,07/15/2025 06:35:00,5.02,10634.24,,,,,,
7379,07/15/2025 06:40:00,3.82,9943.04,,,,,,
7380,07/15/2025 06:45:00,3.30,10298.88,,,,,,
7381,07/15/2025 06:50:00,3.34,11678.72,,,,,,
7382,07/15/2025 06:55:00,3.77,12226.56,,,,,,
7383,07/15/2025 07:00:00,3.94,12948.48,,,,,,
7384,07/15/2025 07:05:00,4.12,15436.80,,,,,,
7385,07/15/2025 07:10:00,4.67,18129.92,,,,,,
7386,07/15/2025 07:15:00,4.93,17428.48,,,,,,
7387,07/15/2025 07:20:00,5.15,17331.20,,,,,,
7388,07/15/2025 07:25:00,4.93,16158.72,,,,,,
7389,07/15/2025 07:30:00,5.06,16276.48,,,,,,
7390,07/15/2025 07:35:00,5.23,18764.80,,,,,,
7391,07/15/2025 07:40:00,5.92,18636.80,,,,,,
7392,07/15/2025 07:45:00,5.87,19194.88,,,,,,
7393,07/15/2025 07:50:00,6.05,19430.40,,,,,,
7394,07/15/2025 07:55:00,6.17,20116.48,,,,,,
7395,07/15/2025 08:00:00,6.82,21575.68,,,,,,
