#,Date-Time (PDT),Temperature   (°C),Light   (lux),Host Connected,Started,Button Down,Button Up,Stopped,End of File
3155,06/30/2025 14:40:00,15.36,114237.44,,,,,,
3156,06/30/2025 14:45:00,15.70,103710.72,,,,,,
3157,06/30/2025 14:50:00,15.44,102727.68,,,,,,
3158,06/30/2025 14:55:00,15.70,105431.04,,,,,,
3159,06/30/2025 15:00:00,17.24,105881.60,,,,,,
3160,06/30/2025 15:05:00,17.63,107683.84,,,,,,
3161,06/30/2025 15:10:00,19.13,115875.84,,,,,,
3162,06/30/2025 15:15:00,19.30,106946.56,,,,,,
3163,06/30/2025 15:20:00,20.03,107315.20,,,,,,
3164,06/30/2025 15:25:00,18.36,99368.96,,,,,,
3165,06/30/2025 15:30:00,18.19,105308.16,,,,,,
3166,06/30/2025 15:35:00,17.93,94289.92,,,,,,
3167,06/30/2025 15:40:00,16.99,108052.48,,,,,,
3168,06/30/2025 15:45:00,17.03,104570.88,,,,,,
3169,06/30/2025 15:50:00,17.46,109690.88,,,,,,
3170,06/30/2025 15:55:00,16.26,91136.00,,,,,,
3171,06/30/2025 16:00:00,13.12,69836.80,,,,,,
3172,06/30/2025 16:05:00,12.78,78848.00,,,,,,
3173,06/30/2025 16:10:00,13.21,77783.04,,,,,,
3174,06/30/2025 16:15:00,12.78,77352.96,,,,,,
3175,06/30/2025 16:20:00,10.98,64737.28,,,,,,
3176,06/30/2025 16:25:00,14.07,107970.56,,,,,,
3177,06/30/2025 16:30:00,16.60,89784.32,,,,,,
3178,06/30/2025 16:35:00,15.01,82022.40,,,,,,
3179,06/30/2025 16:40:00,14.88,75325.44,,,,,,
3180,06/30/2025 16:45:00,13.68,58368.00,,,,,,
3181,06/30/2025 16:50:00,13.85,63754.24,,,,,,
3182,06/30/2025 16:55:00,14.37,66641.92,,,,,,
3183,06/30/2025 17:00:00,11.97,62095.36,,,,,,
3184,06/30/2025 17:05:00,10.85,58818.56,,,,,,
3185,06/30/2025 17:10:00,11.32,63344.64,,,,,,
3186,06/30/2025 17:15:00,12.40,61194.24,,,,,,
3187,06/30/2025 17:20:00,11.11,51793.92,,,,,,
3188,06/30/2025 17:25:00,11.41,66641.92,,,,,,
3189,06/30/2025 17:30:00,13.12,66560.00,,,,,,
3190,06/30/2025 17:35:00,13.60,65740.80,,,,,,
3191,06/30/2025 17:40:00,14.07,66068.48,,,,,,
3192,06/30/2025 17:45:00,14.11,59985.92,,,,,,
3193,06/30/2025 17:50:00,14.03,57446.40,,,,,,
3194,06/30/2025 17:55:00,11.71,48087.04,,,,,,
3195,06/30/2025 18:00:00,10.46,51056.64,,,,,,
3196,06/30/2025 18:05:00,9.82,53207.04,,,,,,
3197,06/30/2025 18:10:00,10.25,53698.56,,,,,,
3198,06/30/2025 18:15:00,9.44,48168.96,,,,,,
3199,06/30/2025 18:20:00,9.39,47964.16,,,,,,
3200,06/30/2025 18:25:00,9.52,49397.76,,,,,,
3201,06/30/2025 18:30:00,9.22,43663.36,,,,,,
3202,06/30/2025 18:35:00,9.65,50073.60,,,,,,
3203,06/30/2025 18:40:00,10.51,57384.96,,,,,,
3204,06/30/2025 18:45:00,12.22,68751.36,,,,,,
3205,06/30/2025 18:50:00,13.08,56094.72,,,,,,
3206,06/30/2025 18:55:00,12.48,53514.24,,,,,,
3207,06/30/2025 19:00:00,11.37,46571.52,,,,,,
3208,06/30/2025 19:05:00,11.02,49397.76,,,,,,
3209,06/30/2025 19:10:00,9.82,43581.44,,,,,,
3210,06/30/2025 19:15:00,8.83,40642.56,,,,,,
3211,06/30/2025 19:20:00,8.66,39884.80,,,,,,
3212,06/30/2025 19:25:00,8.58,47759.36,,,,,,
3213,06/30/2025 19:30:00,8.06,38205.44,,,,,,
3214,06/30/2025 19:35:00,6.95,35450.88,,,,,,
3215,06/30/2025 19:40:00,6.48,30740.48,,,,,,
3216,06/30/2025 19:45:00,6.09,30423.04,,,,,,
3217,06/30/2025 19:50:00,6.17,35010.56,,,,,,
3218,06/30/2025 19:55:00,6.17,28999.68,,,,,,
3219,06/30/2025 20:00:00,5.70,28856.32,,,,,,
3220,06/30/2025 20:05:00,5.32,27729.92,,,,,,
3221,06/30/2025 20:10:00,5.62,27054.08,,,,,,
3222,06/30/2025 20:15:00,5.36,24924.16,,,,,,
3223,06/30/2025 20:20:00,5.27,23244.80,,,,,,
3224,06/30/2025 20:25:00,4.76,21227.52,,,,,,
3225,06/30/2025 20:30:00,4.63,21483.52,,,,,,
3226,06/30/2025 20:35:00,4.89,22814.72,,,,,,
3227,06/30/2025 20:40:00,3.94,13987.84,,,,,,
3228,06/30/2025 20:45:00,4.03,17259.52,,,,,,
3229,06/30/2025 20:50:00,3.86,13608.96,,,,,,
3230,06/30/2025 20:55:00,3.64,15805.44,,,,,,
3231,06/30/2025 21:00:00,3.17,12185.60,,,,,,
3232,06/30/2025 21:05:00,2.83,11074.56,,,,,,
3233,06/30/2025 21:10:00,2.79,11130.88,,,,,,
3234,06/30/2025 21:15:00,2.74,10531.84,,,,,,
3235,06/30/2025 21:20:00,2.61,9008.64,,,,,,
3236,06/30/2025 21:25:00,2.57,8942.08,,,,,,
3237,06/30/2025 21:30:00,2.53,8599.04,,,,,,
3238,06/30/2025 21:35:00,2.61,8099.84,,,,,,
3239,06/30/2025 21:40:00,2.14,6382.08,,,,,,
3240,06/30/2025 21:45:00,1.93,5639.68,,,,,,
3241,06/30/2025 21:50:00,1.93,5818.88,,,,,,
3242,06/30/2025 21:55:00,1.97,5934.08,,,,,,
3243,06/30/2025 22:00:00,1.93,5191.68,,,,,,
3244,06/30/2025 22:05:00,1.97,5116.16,,,,,,
3245,06/30/2025 22:10:00,1.88,4014.08,,,,,,
3246,06/30/2025 22:15:00,1.76,3448.32,,,,,,
3247,06/30/2025 22:20:00,1.71,3425.28,,,,,,
3248,06/30/2025 22:25:00,1.71,3237.12,,,,,,
3249,06/30/2025 22:30:00,1.71,2689.28,,,,,,
3250,06/30/2025 22:35:00,1.58,2348.80,,,,,,
3251,06/30/2025 22:40:00,1.46,2048.00,,,,,,
3252,06/30/2025 22:45:00,1.37,1584.00,,,,,,
3253,06/30/2025 22:50:00,1.20,1362.56,,,,,,
3254,06/30/2025 22:55:00,1.11,1015.04,,,,,,
3255,06/30/2025 23:00:00,1.07,849.60,,,,,,
3256,06/30/2025 23:05:00,1.03,692.48,,,,,,
3257,06/30/2025 23:10:00,0.90,541.28,,,,,,
3258,06/30/2025 23:15:00,0.73,429.28,,,,,,
3259,06/30/2025 23:20:00,0.55,315.20,,,,,,
3260,06/30/2025 23:25:00,0.43,241.60,,,,,,
3261,06/30/2025 23:30:00,0.43,182.80,,,,,,
3262,06/30/2025 23:35:00,0.38,148.88,,,,,,
3263,06/30/2025 23:40:00,0.60,96.84,,,,,,
3264,06/30/2025 23:45:00,0.81,64.46,,,,,,
3265,06/30/2025 23:50:00,0.81,46.32,,,,,,
3266,06/30/2025 23:55:00,0.77,33.93,,,,,,
3267,07/01/2025 00:00:00,0.81,23.95,,,,,,
3268,07/01/2025 00:05:00,0.86,17.91,,,,,,
3269,07/01/2025 00:10:00,0.90,13.16,,,,,,
3270,07/01/2025 00:15:00,0.90,9.46,,,,,,
3271,07/01/2025 00:20:00,0.94,7.40,,,,,,
3272,07/01/2025 00:25:00,0.86,5.96,,,,,,
3273,07/01/2025 00:30:00,0.81,5.34,,,,,,
3274,07/01/2025 00:35:00,0.90,3.90,,,,,,
3275,07/01/2025 00:40:00,0.86,3.08,,,,,,
3276,07/01/2025 00:45:00,0.90,2.67,,,,,,
3277,07/01/2025 00:50:00,0.86,2.26,,,,,,
3278,07/01/2025 00:55:00,0.86,1.64,,,,,,
3279,07/01/2025 01:00:00,0.94,1.23,,,,,,
3280,07/01/2025 01:05:00,0.98,1.02,,,,,,
3281,07/01/2025 01:10:00,0.98,0.82,,,,,,
3282,07/01/2025 01:15:00,0.90,0.61,,,,,,
3283,07/01/2025 01:20:00,0.77,0.41,,,,,,
3284,07/01/2025 01:25:00,0.68,0.20,,,,,,
3285,07/01/2025 01:30:00,0.51,0.20,,,,,,
3286,07/01/2025 01:35:00,0.43,0.20,,,,,,
3287,07/01/2025 01:40:00,0.64,0.20,,,,,,
3288,07/01/2025 01:45:00,0.77,0.20,,,,,,
3289,07/01/2025 01:50:00,0.86,0.20,,,,,,
3290,07/01/2025 01:55:00,0.90,0.00,,,,,,
3291,07/01/2025 02:00:00,0.77,0.00,,,,,,
3292,07/01/2025 02:05:00,0.77,0.00,,,,,,
3293,07/01/2025 02:10:00,0.90,0.00,,,,,,
3294,07/01/2025 02:15:00,0.86,0.20,,,,,,
3295,07/01/2025 02:20:00,0.81,0.20,,,,,,
3296,07/01/2025 02:25:00,0.73,0.20,,,,,,
3297,07/01/2025 02:30:00,0.64,0.20,,,,,,
3298,07/01/2025 02:35:00,0.68,0.20,,,,,,
3299,07/01/2025 02:40:00,0.68,0.20,,,,,,
3300,07/01/2025 02:45:00,0.68,0.20,,,,,,
3301,07/01/2025 02:50:00,0.77,0.41,,,,,,
3302,07/01/2025 02:55:00,0.77,0.61,,,,,,
3303,07/01/2025 03:00:00,0.77,0.61,,,,,,
3304,07/01/2025 03:05:00,0.77,1.64,,,,,,
3305,07/01/2025 03:10:00,0.77,1.64,,,,,,
3306,07/01/2025 03:15:00,0.86,1.85,,,,,,
3307,07/01/2025 03:20:00,0.90,2.46,,,,,,
3308,07/01/2025 03:25:00,0.90,2.87,,,,,,
3309,07/01/2025 03:30:00,0.86,3.70,,,,,,
3310,07/01/2025 03:35:00,0.94,4.73,,,,,,
3311,07/01/2025 03:40:00,0.94,6.16,,,,,,
3312,07/01/2025 03:45:00,0.90,7.81,,,,,,
3313,07/01/2025 03:50:00,0.90,9.46,,,,,,
3314,07/01/2025 03:55:00,0.86,12.95,,,,,,
3315,07/01/2025 04:00:00,0.90,18.53,,,,,,
3316,07/01/2025 04:05:00,0.86,26.88,,,,,,
3317,07/01/2025 04:10:00,0.94,38.45,,,,,,
3318,07/01/2025 04:15:00,0.94,48.78,,,,,,
3319,07/01/2025 04:20:00,0.98,69.40,,,,,,
3320,07/01/2025 04:25:00,0.98,95.08,,,,,,
3321,07/01/2025 04:30:00,0.98,135.60,,,,,,
3322,07/01/2025 04:35:00,0.94,186.32,,,,,,
3323,07/01/2025 04:40:00,0.90,260.56,,,,,,
3324,07/01/2025 04:45:00,0.98,361.44,,,,,,
3325,07/01/2025 04:50:00,0.94,462.24,,,,,,
3326,07/01/2025 04:55:00,0.94,563.36,,,,,,
3327,07/01/2025 05:00:00,1.03,718.72,,,,,,
3328,07/01/2025 05:05:00,1.07,921.92,,,,,,
3329,07/01/2025 05:10:00,1.16,1126.72,,,,,,
3330,07/01/2025 05:15:00,1.20,1399.68,,,,,,
3331,07/01/2025 05:20:00,1.20,1610.24,,,,,,
3332,07/01/2025 05:25:00,1.16,1857.28,,,,,,
3333,07/01/2025 05:30:00,1.20,2160.00,,,,,,
3334,07/01/2025 05:35:00,1.28,2586.24,,,,,,
3335,07/01/2025 05:40:00,1.33,3022.08,,,,,,
3336,07/01/2025 05:45:00,1.46,3352.32,,,,,,
3337,07/01/2025 05:50:00,1.46,3651.84,,,,,,
3338,07/01/2025 05:55:00,1.46,4145.92,,,,,,
3339,07/01/2025 06:00:00,1.41,4661.76,,,,,,
3340,07/01/2025 06:05:00,1.33,5020.16,,,,,,
3341,07/01/2025 06:10:00,1.28,5537.28,,,,,,
3342,07/01/2025 06:15:00,1.41,6487.04,,,,,,
3343,07/01/2025 06:20:00,1.46,7969.28,,,,,,
3344,07/01/2025 06:25:00,1.46,9088.00,,,,,,
3345,07/01/2025 06:30:00,1.37,10219.52,,,,,,
3346,07/01/2025 06:35:00,1.41,10915.84,,,,,,
3347,07/01/2025 06:40:00,1.58,11084.80,,,,,,
3348,07/01/2025 06:45:00,1.58,11719.68,,,,,,
3349,07/01/2025 06:50:00,1.67,11632.64,,,,,,
3350,07/01/2025 06:55:00,1.93,12743.68,,,,,,
3351,07/01/2025 07:00:00,1.97,12830.72,,,,,,
3352,07/01/2025 07:05:00,2.27,15508.48,,,,,,
3353,07/01/2025 07:10:00,2.61,16737.28,,,,,,
3354,07/01/2025 07:15:00,2.79,16675.84,,,,,,
3355,07/01/2025 07:20:00,2.87,16885.76,,,,,,
3356,07/01/2025 07:25:00,3.43,19496.96,,,,,,
3357,07/01/2025 07:30:00,3.77,18017.28,,,,,,
3358,07/01/2025 07:35:00,3.69,16921.60,,,,,,
3359,07/01/2025 07:40:00,3.86,20367.36,,,,,,
3360,07/01/2025 07:45:00,4.16,23255.04,,,,,,
3361,07/01/2025 07:50:00,5.66,28160.00,,,,,,
3362,07/01/2025 07:55:00,5.66,28712.96,,,,,,
3363,07/01/2025 08:00:00,5.62,30924.80,,,,,,
3364,07/01/2025 08:05:00,5.75,31170.56,,,,,,
3365,07/01/2025 08:10:00,5.62,33382.40,,,,,,
3366,07/01/2025 08:15:00,5.79,32593.92,,,,,,
3367,07/01/2025 08:20:00,5.45,30197.76,,,,,,
3368,07/01/2025 08:25:00,5.40,31201.28,,,,,,
3369,07/01/2025 08:30:00,5.87,33320.96,,,,,,
3370,07/01/2025 08:35:00,6.35,36331.52,,,,,,
3371,07/01/2025 08:40:00,7.12,41072.64,,,,,,
3372,07/01/2025 08:45:00,7.76,43294.72,,,,,,
3373,07/01/2025 08:50:00,10.81,77332.48,,,,,,
3374,07/01/2025 08:55:00,10.29,42270.72,,,,,,
3375,07/01/2025 09:00:00,8.28,37212.16,,,,,,
3376,07/01/2025 09:05:00,7.08,33454.08,,,,,,
3377,07/01/2025 09:10:00,9.48,52776.96,,,,,,
3378,07/01/2025 09:15:00,12.40,71413.76,,,,,,
3379,07/01/2025 09:20:00,13.77,64225.28,,,,,,
3380,07/01/2025 09:25:00,11.45,42168.32,,,,,,
3381,07/01/2025 09:30:00,9.44,45731.84,,,,,,
3382,07/01/2025 09:35:00,7.98,38901.76,,,,,,
3383,07/01/2025 09:40:00,7.85,35850.24,,,,,,
3384,07/01/2025 09:45:00,10.21,61317.12,,,,,,
3385,07/01/2025 09:50:00,11.54,56381.44,,,,,,
3386,07/01/2025 09:55:00,12.82,65884.16,,,,,,
3387,07/01/2025 10:00:00,16.73,98344.96,,,,,,
3388,07/01/2025 10:05:00,14.84,46694.40,,,,,,
3389,07/01/2025 10:10:00,15.74,74670.08,,,,,,
3390,07/01/2025 10:15:00,13.64,45056.00,,,,,,
3391,07/01/2025 10:20:00,13.51,58040.32,,,,,,
3392,07/01/2025 10:25:00,12.65,65597.44,,,,,,
3393,07/01/2025 10:30:00,12.52,58880.00,,,,,,
3394,07/01/2025 10:35:00,11.88,57303.04,,,,,,
3395,07/01/2025 10:40:00,10.59,52469.76,,,,,,
3396,07/01/2025 10:45:00,11.49,64409.60,,,,,,
3397,07/01/2025 10:50:00,12.87,55398.40,,,,,,
3398,07/01/2025 10:55:00,15.10,85401.60,,,,,,
3399,07/01/2025 11:00:00,21.23,93552.64,,,,,,
3400,07/01/2025 11:05:00,21.75,88023.04,,,,,,
3401,07/01/2025 11:10:00,22.73,83927.04,,,,,,
3402,07/01/2025 11:15:00,27.11,100761.60,,,,,,
3403,07/01/2025 11:20:00,24.66,98713.60,,,,,,
3404,07/01/2025 11:25:00,20.93,84746.24,,,,,,
3405,07/01/2025 11:30:00,19.77,88104.96,,,,,,
3406,07/01/2025 11:35:00,18.87,87695.36,,,,,,
3407,07/01/2025 11:40:00,20.89,82534.40,,,,,,
3408,07/01/2025 11:45:00,21.06,91136.00,,,,,,
3409,07/01/2025 11:50:00,20.59,81571.84,,,,,,
3410,07/01/2025 11:55:00,22.56,113336.32,,,,,,
3411,07/01/2025 12:00:00,19.99,86016.00,,,,,,
3412,07/01/2025 12:05:00,22.95,124108.80,,,,,,
3413,07/01/2025 12:10:00,21.83,88842.24,,,,,,
3414,07/01/2025 12:15:00,18.02,84992.00,,,,,,
3415,07/01/2025 12:20:00,16.99,92487.68,,,,,,
3416,07/01/2025 12:25:00,14.93,74833.92,,,,,,
3417,07/01/2025 12:30:00,13.85,71536.64,,,,,,
3418,07/01/2025 12:35:00,13.04,68014.08,,,,,,
3419,07/01/2025 12:40:00,12.74,70819.84,,,,,,
3420,07/01/2025 12:45:00,12.91,71618.56,,,,,,
3421,07/01/2025 12:50:00,13.60,77742.08,,,,,,
3422,07/01/2025 12:55:00,13.55,74977.28,,,,,,
3423,07/01/2025 13:00:00,14.54,86671.36,,,,,,
3424,07/01/2025 13:05:00,16.00,90562.56,,,,,,
3425,07/01/2025 13:10:00,16.64,95027.20,,,,,,
3426,07/01/2025 13:15:00,15.36,86384.64,,,,,,
3427,07/01/2025 13:20:00,15.01,86671.36,,,,,,
3428,07/01/2025 13:25:00,15.06,92815.36,,,,,,
3429,07/01/2025 13:30:00,16.99,97976.32,,,,,,
3430,07/01/2025 13:35:00,17.89,97976.32,,,,,,
3431,07/01/2025 13:40:00,18.10,96542.72,,,,,,
3432,07/01/2025 13:45:00,16.43,88023.04,,,,,,
3433,07/01/2025 13:50:00,16.39,94863.36,,,,,,
3434,07/01/2025 13:55:00,18.49,113008.64,,,,,,
3435,07/01/2025 14:00:00,21.88,129433.60,,,,,,
3436,07/01/2025 14:05:00,23.64,117227.52,,,,,,
3437,07/01/2025 14:10:00,22.48,106496.00,,,,,,
3438,07/01/2025 14:15:00,21.36,109322.24,,,,,,
3439,07/01/2025 14:20:00,21.23,110100.48,,,,,,
3440,07/01/2025 14:25:00,20.76,116981.76,,,,,,
3441,07/01/2025 14:30:00,20.20,108994.56,,,,,,
3442,07/01/2025 14:35:00,18.53,89251.84,,,,,,
3443,07/01/2025 14:40:00,16.94,89538.56,,,,,,
3444,07/01/2025 14:45:00,17.29,109731.84,,,,,,
3445,07/01/2025 14:50:00,18.27,104652.80,,,,,,
3446,07/01/2025 14:55:00,17.72,106864.64,,,,,,
3447,07/01/2025 15:00:00,17.33,95395.84,,,,,,
3448,07/01/2025 15:05:00,15.83,83066.88,,,,,,
3449,07/01/2025 15:10:00,14.88,83845.12,,,,,,
3450,07/01/2025 15:15:00,15.78,86261.76,,,,,,
3451,07/01/2025 15:20:00,15.18,78970.88,,,,,,
3452,07/01/2025 15:25:00,15.14,80015.36,,,,,,
3453,07/01/2025 15:30:00,16.08,79462.40,,,,,,
3454,07/01/2025 15:35:00,15.57,74772.48,,,,,,
3455,07/01/2025 15:40:00,15.53,77434.88,,,,,,
3456,07/01/2025 15:45:00,15.14,74178.56,,,,,,
3457,07/01/2025 15:50:00,13.73,74096.64,,,,,,
3458,07/01/2025 15:55:00,14.58,76861.44,,,,,,
3459,07/01/2025 16:00:00,14.75,76431.36,,,,,,
3460,07/01/2025 16:05:00,15.40,87121.92,,,,,,
3461,07/01/2025 16:10:00,16.08,84090.88,,,,,,
3462,07/01/2025 16:15:00,15.31,73748.48,,,,,,
3463,07/01/2025 16:20:00,14.67,72826.88,,,,,,
3464,07/01/2025 16:25:00,15.23,80855.04,,,,,,
3465,07/01/2025 16:30:00,15.40,82268.16,,,,,,
3466,07/01/2025 16:35:00,15.01,68915.20,,,,,,
3467,07/01/2025 16:40:00,12.91,63119.36,,,,,,
3468,07/01/2025 16:45:00,13.00,74608.64,,,,,,
3469,07/01/2025 16:50:00,14.88,81571.84,,,,,,
3470,07/01/2025 16:55:00,17.07,86343.68,,,,,,
3471,07/01/2025 17:00:00,19.47,82513.92,,,,,,
3472,07/01/2025 17:05:00,19.22,77230.08,,,,,,
3473,07/01/2025 17:10:00,19.05,67174.40,,,,,,
3474,07/01/2025 17:15:00,20.68,85360.64,,,,,,
3475,07/01/2025 17:20:00,19.95,79667.20,,,,,,
3476,07/01/2025 17:25:00,16.69,80465.92,,,,,,
3477,07/01/2025 17:30:00,15.27,70717.44,,,,,,
3478,07/01/2025 17:35:00,13.30,73994.24,,,,,,
3479,07/01/2025 17:40:00,11.49,57303.04,,,,,,
3480,07/01/2025 17:45:00,12.10,61378.56,,,,,,
3481,07/01/2025 17:50:00,11.71,59187.20,,,,,,
3482,07/01/2025 17:55:00,11.07,51548.16,,,,,,
3483,07/01/2025 18:00:00,11.07,57200.64,,,,,,
3484,07/01/2025 18:05:00,12.27,60764.16,,,,,,
3485,07/01/2025 18:10:00,11.11,52613.12,,,,,,
3486,07/01/2025 18:15:00,10.89,53739.52,,,,,,
3487,07/01/2025 18:20:00,10.29,51507.20,,,,,,
3488,07/01/2025 18:25:00,10.04,46592.00,,,,,,
3489,07/01/2025 18:30:00,8.88,46223.36,,,,,,
3490,07/01/2025 18:35:00,9.09,45588.48,,,,,,
3491,07/01/2025 18:40:00,8.49,37232.64,,,,,,
3492,07/01/2025 18:45:00,8.11,43991.04,,,,,,
3493,07/01/2025 18:50:00,8.62,47534.08,,,,,,
3494,07/01/2025 18:55:00,6.95,33935.36,,,,,,
3495,07/01/2025 19:00:00,6.78,42967.04,,,,,,
3496,07/01/2025 19:05:00,6.17,36587.52,,,,,,
3497,07/01/2025 19:10:00,5.96,35133.44,,,,,,
3498,07/01/2025 19:15:00,6.13,34396.16,,,,,,
3499,07/01/2025 19:20:00,5.53,34580.48,,,,,,
3500,07/01/2025 19:25:00,5.45,32368.64,,,,,,
3501,07/01/2025 19:30:00,5.27,28887.04,,,,,,
3502,07/01/2025 19:35:00,4.89,27637.76,,,,,,
3503,07/01/2025 19:40:00,4.54,26593.28,,,,,,
3504,07/01/2025 19:45:00,4.46,27013.12,,,,,,
3505,07/01/2025 19:50:00,4.37,27330.56,,,,,,
3506,07/01/2025 19:55:00,4.20,26234.88,,,,,,
3507,07/01/2025 20:00:00,4.12,26695.68,,,,,,
3508,07/01/2025 20:05:00,3.82,21544.96,,,,,,
3509,07/01/2025 20:10:00,3.60,20981.76,,,,,,
3510,07/01/2025 20:15:00,3.52,19891.20,,,,,,
3511,07/01/2025 20:20:00,3.34,20167.68,,,,,,
3512,07/01/2025 20:25:00,3.26,18995.20,,,,,,
3513,07/01/2025 20:30:00,3.21,18949.12,,,,,,
3514,07/01/2025 20:35:00,2.91,17382.40,,,,,,
3515,07/01/2025 20:40:00,2.87,17495.04,,,,,,
3516,07/01/2025 20:45:00,2.44,13946.88,,,,,,
3517,07/01/2025 20:50:00,2.23,14259.20,,,,,,
3518,07/01/2025 20:55:00,2.06,12139.52,,,,,,
3519,07/01/2025 21:00:00,1.88,12523.52,,,,,,
3520,07/01/2025 21:05:00,1.88,12707.84,,,,,,
3521,07/01/2025 21:10:00,1.80,10757.12,,,,,,
3522,07/01/2025 21:15:00,1.80,11212.80,,,,,,
3523,07/01/2025 21:20:00,2.23,12554.24,,,,,,
3524,07/01/2025 21:25:00,1.93,9981.44,,,,,,
3525,07/01/2025 21:30:00,1.71,9679.36,,,,,,
3526,07/01/2025 21:35:00,1.50,9285.12,,,,,,
3527,07/01/2025 21:40:00,1.20,7144.96,,,,,,
3528,07/01/2025 21:45:00,1.16,7449.60,,,,,,
3529,07/01/2025 21:50:00,0.98,6400.00,,,,,,
3530,07/01/2025 21:55:00,0.90,5324.80,,,,,,
3531,07/01/2025 22:00:00,0.60,4056.32,,,,,,
3532,07/01/2025 22:05:00,0.47,4280.32,,,,,,
3533,07/01/2025 22:10:00,0.51,3494.40,,,,,,
3534,07/01/2025 22:15:00,0.43,3107.84,,,,,,
3535,07/01/2025 22:20:00,0.47,2867.20,,,,,,
3536,07/01/2025 22:25:00,0.43,2621.44,,,,,,
3537,07/01/2025 22:30:00,0.43,2197.76,,,,,,
3538,07/01/2025 22:35:00,0.30,2053.12,,,,,,
3539,07/01/2025 22:40:00,0.30,1699.84,,,,,,
3540,07/01/2025 22:45:00,0.25,1368.32,,,,,,
3541,07/01/2025 22:50:00,0.17,1160.64,,,,,,
3542,07/01/2025 22:55:00,0.17,1005.12,,,,,,
3543,07/01/2025 23:00:00,0.08,791.68,,,,,,
3544,07/01/2025 23:05:00,0.13,606.24,,,,,,
3545,07/01/2025 23:10:00,0.08,465.92,,,,,,
3546,07/01/2025 23:15:00,0.08,360.64,,,,,,
3547,07/01/2025 23:20:00,0.13,293.60,,,,,,
3548,07/01/2025 23:25:00,0.13,206.00,,,,,,
3549,07/01/2025 23:30:00,0.13,154.72,,,,,,
3550,07/01/2025 23:35:00,0.08,107.44,,,,,,
3551,07/01/2025 23:40:00,0.08,73.62,,,,,,
3552,07/01/2025 23:45:00,0.08,53.76,,,,,,
3553,07/01/2025 23:50:00,0.08,35.16,,,,,,
3554,07/01/2025 23:55:00,0.08,26.01,,,,,,
3555,07/02/2025 00:00:00,0.08,19.38,,,,,,
3556,07/02/2025 00:05:00,0.08,14.39,,,,,,
3557,07/02/2025 00:10:00,0.08,10.07,,,,,,
3558,07/02/2025 00:15:00,0.08,7.60,,,,,,
3559,07/02/2025 00:20:00,0.04,5.75,,,,,,
3560,07/02/2025 00:25:00,0.08,4.11,,,,,,
3561,07/02/2025 00:30:00,0.04,3.08,,,,,,
3562,07/02/2025 00:35:00,0.08,2.26,,,,,,
3563,07/02/2025 00:40:00,0.08,2.46,,,,,,
3564,07/02/2025 00:45:00,0.08,1.23,,,,,,
3565,07/02/2025 00:50:00,0.13,1.02,,,,,,
3566,07/02/2025 00:55:00,0.13,1.43,,,,,,
3567,07/02/2025 01:00:00,0.04,0.61,,,,,,
3568,07/02/2025 01:05:00,0.04,0.41,,,,,,
3569,07/02/2025 01:10:00,-0.00,0.41,,,,,,
3570,07/02/2025 01:15:00,-0.00,0.41,,,,,,
3571,07/02/2025 01:20:00,0.04,0.20,,,,,,
3572,07/02/2025 01:25:00,0.08,0.20,,,,,,
3573,07/02/2025 01:30:00,-0.05,0.20,,,,,,
3574,07/02/2025 01:35:00,-0.00,0.00,,,,,,
3575,07/02/2025 01:40:00,-0.09,0.00,,,,,,
3576,07/02/2025 01:45:00,-0.05,0.00,,,,,,
3577,07/02/2025 01:50:00,-0.00,0.00,,,,,,
3578,07/02/2025 01:55:00,-0.09,0.00,,,,,,
3579,07/02/2025 02:00:00,-0.00,0.00,,,,,,
3580,07/02/2025 02:05:00,0.04,0.00,,,,,,
3581,07/02/2025 02:10:00,0.04,0.00,,,,,,
3582,07/02/2025 02:15:00,-0.00,0.00,,,,,,
3583,07/02/2025 02:20:00,-0.09,0.00,,,,,,
3584,07/02/2025 02:25:00,-0.09,0.20,,,,,,
3585,07/02/2025 02:30:00,-0.05,0.20,,,,,,
3586,07/02/2025 02:35:00,-0.05,0.20,,,,,,
3587,07/02/2025 02:40:00,-0.09,0.41,,,,,,
3588,07/02/2025 02:45:00,-0.05,0.41,,,,,,
3589,07/02/2025 02:50:00,-0.00,0.41,,,,,,
3590,07/02/2025 02:55:00,-0.05,0.61,,,,,,
3591,07/02/2025 03:00:00,-0.00,0.61,,,,,,
3592,07/02/2025 03:05:00,-0.00,0.82,,,,,,
3593,07/02/2025 03:10:00,-0.09,1.02,,,,,,
3594,07/02/2025 03:15:00,-0.05,1.23,,,,,,
3595,07/02/2025 03:20:00,-0.09,1.64,,,,,,
3596,07/02/2025 03:25:00,-0.13,2.05,,,,,,
3597,07/02/2025 03:30:00,-0.05,2.67,,,,,,
3598,07/02/2025 03:35:00,-0.00,3.70,,,,,,
3599,07/02/2025 03:40:00,-0.00,5.55,,,,,,
3600,07/02/2025 03:45:00,-0.00,7.40,,,,,,
3601,07/02/2025 03:50:00,-0.05,9.66,,,,,,
3602,07/02/2025 03:55:00,-0.09,14.19,,,,,,
3603,07/02/2025 04:00:00,-0.05,19.43,,,,,,
3604,07/02/2025 04:05:00,0.04,27.71,,,,,,
3605,07/02/2025 04:10:00,-0.05,39.69,,,,,,
3606,07/02/2025 04:15:00,0.08,57.42,,,,,,
3607,07/02/2025 04:20:00,0.13,78.66,,,,,,
