#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,End of File
2834,06/29/2025 12:35:00,13.94,98631.68,,,,,
2835,06/29/2025 12:40:00,12.95,94863.36,,,,,
2836,06/29/2025 12:45:00,13.38,100188.16,,,,,
2837,06/29/2025 12:50:00,14.58,105062.40,,,,,
2838,06/29/2025 12:55:00,14.28,92160.00,,,,,
2839,06/29/2025 13:00:00,13.12,80691.20,,,,,
2840,06/29/2025 13:05:00,12.27,79564.80,,,,,
2841,06/29/2025 13:10:00,11.54,81715.20,,,,,
2842,06/29/2025 13:15:00,11.88,93921.28,,,,,
2843,06/29/2025 13:20:00,14.67,104161.28,,,,,
2844,06/29/2025 13:25:00,15.70,96419.84,,,,,
2845,06/29/2025 13:30:00,15.31,99082.24,,,,,
2846,06/29/2025 13:35:00,15.48,96419.84,,,,,
2847,06/29/2025 13:40:00,14.58,95846.40,,,,,
2848,06/29/2025 13:45:00,13.90,94494.72,,,,,
2849,06/29/2025 13:50:00,14.11,97566.72,,,,,
2850,06/29/2025 13:55:00,14.07,98017.28,,,,,
2851,06/29/2025 14:00:00,13.64,94494.72,,,,,
2852,06/29/2025 14:05:00,14.20,98222.08,,,,,
2853,06/29/2025 14:10:00,15.44,98795.52,,,,,
2854,06/29/2025 14:15:00,16.47,97157.12,,,,,
2855,06/29/2025 14:20:00,17.37,95477.76,,,,,
2856,06/29/2025 14:25:00,18.10,82186.24,,,,,
2857,06/29/2025 14:30:00,16.21,75304.96,,,,,
2858,06/29/2025 14:35:00,14.37,76861.44,,,,,
2859,06/29/2025 14:40:00,14.67,84213.76,,,,,
2860,06/29/2025 14:45:00,15.74,86712.32,,,,,
2861,06/29/2025 14:50:00,17.16,88309.76,,,,,
2862,06/29/2025 14:55:00,16.90,85811.20,,,,,
2863,06/29/2025 15:00:00,16.04,80384.00,,,,,
2864,06/29/2025 15:05:00,14.03,71761.92,,,,,
2865,06/29/2025 15:10:00,12.27,67911.68,,,,,
2866,06/29/2025 15:15:00,12.18,71004.16,,,,,
2867,06/29/2025 15:20:00,12.14,67235.84,,,,,
2868,06/29/2025 15:25:00,11.88,66641.92,,,,,
2869,06/29/2025 15:30:00,11.79,66867.20,,,,,
2870,06/29/2025 15:35:00,11.62,66273.28,,,,,
2871,06/29/2025 15:40:00,11.75,69120.00,,,,,
2872,06/29/2025 15:45:00,12.87,70656.00,,,,,
2873,06/29/2025 15:50:00,13.55,70430.72,,,,,
2874,06/29/2025 15:55:00,12.52,64757.76,,,,,
2875,06/29/2025 16:00:00,11.67,64593.92,,,,,
2876,06/29/2025 16:05:00,11.28,64143.36,,,,,
2877,06/29/2025 16:10:00,10.72,64061.44,,,,,
2878,06/29/2025 16:15:00,10.29,62812.16,,,,,
2879,06/29/2025 16:20:00,9.99,62279.68,,,,,
2880,06/29/2025 16:25:00,10.12,60989.44,,,,,
2881,06/29/2025 16:30:00,10.25,57118.72,,,,,
2882,06/29/2025 16:35:00,9.86,55971.84,,,,,
2883,06/29/2025 16:40:00,9.82,56360.96,,,,,
2884,06/29/2025 16:45:00,9.56,54599.68,,,,,
2885,06/29/2025 16:50:00,9.01,52817.92,,,,,
2886,06/29/2025 16:55:00,8.53,51445.76,,,,,
2887,06/29/2025 17:00:00,8.32,50790.40,,,,,
2888,06/29/2025 17:05:00,8.66,51220.48,,,,,
2889,06/29/2025 17:10:00,8.79,48107.52,,,,,
2890,06/29/2025 17:15:00,8.49,47001.60,,,,,
2891,06/29/2025 17:20:00,8.28,46141.44,,,,,
2892,06/29/2025 17:25:00,8.02,43847.68,,,,,
2893,06/29/2025 17:30:00,7.68,42577.92,,,,,
2894,06/29/2025 17:35:00,7.33,42373.12,,,,,
2895,06/29/2025 17:40:00,7.50,41891.84,,,,,
2896,06/29/2025 17:45:00,7.76,42926.08,,,,,
2897,06/29/2025 17:50:00,7.81,41717.76,,,,,
2898,06/29/2025 17:55:00,7.33,37550.08,,,,,
2899,06/29/2025 18:00:00,6.78,36014.08,,,,,
2900,06/29/2025 18:05:00,6.65,35880.96,,,,,
2901,06/29/2025 18:10:00,6.65,35502.08,,,,,
2902,06/29/2025 18:15:00,6.69,34478.08,,,,,
2903,06/29/2025 18:20:00,6.26,33269.76,,,,,
2904,06/29/2025 18:25:00,5.62,31969.28,,,,,
2905,06/29/2025 18:30:00,5.27,30638.08,,,,,
2906,06/29/2025 18:35:00,5.02,29562.88,,,,,
2907,06/29/2025 18:40:00,4.80,28518.40,,,,,
2908,06/29/2025 18:45:00,4.72,27330.56,,,,,
2909,06/29/2025 18:50:00,4.37,25774.08,,,,,
2910,06/29/2025 18:55:00,4.33,24197.12,,,,,
2911,06/29/2025 19:00:00,4.03,22999.04,,,,,
2912,06/29/2025 19:05:00,3.77,21882.88,,,,,
2913,06/29/2025 19:10:00,3.94,20935.68,,,,,
2914,06/29/2025 19:15:00,3.82,19799.04,,,,,
2915,06/29/2025 19:20:00,3.86,18903.04,,,,,
2916,06/29/2025 19:25:00,4.03,18216.96,,,,,
2917,06/29/2025 19:30:00,3.86,17387.52,,,,,
2918,06/29/2025 19:35:00,3.77,16901.12,,,,,
2919,06/29/2025 19:40:00,3.69,15943.68,,,,,
2920,06/29/2025 19:45:00,3.52,14786.56,,,,,
2921,06/29/2025 19:50:00,3.26,13568.00,,,,,
2922,06/29/2025 19:55:00,3.04,12661.76,,,,,
2923,06/29/2025 20:00:00,2.74,11842.56,,,,,
2924,06/29/2025 20:05:00,2.70,11212.80,,,,,
2925,06/29/2025 20:10:00,2.57,10588.16,,,,,
2926,06/29/2025 20:15:00,2.36,9881.60,,,,,
2927,06/29/2025 20:20:00,2.14,9052.16,,,,,
2928,06/29/2025 20:25:00,1.97,8215.04,,,,,
2929,06/29/2025 20:30:00,1.84,7841.28,,,,,
2930,06/29/2025 20:35:00,1.80,7203.84,,,,,
2931,06/29/2025 20:40:00,1.67,6696.96,,,,,
2932,06/29/2025 20:45:00,1.58,6108.16,,,,,
2933,06/29/2025 20:50:00,1.54,5534.72,,,,,
2934,06/29/2025 20:55:00,1.37,4940.80,,,,,
2935,06/29/2025 21:00:00,1.16,4455.68,,,,,
2936,06/29/2025 21:05:00,0.98,3952.64,,,,,
2937,06/29/2025 21:10:00,0.86,3633.92,,,,,
2938,06/29/2025 21:15:00,0.68,3280.64,,,,,
2939,06/29/2025 21:20:00,0.51,2865.92,,,,,
2940,06/29/2025 21:25:00,0.38,2553.60,,,,,
2941,06/29/2025 21:30:00,0.34,2264.96,,,,,
2942,06/29/2025 21:35:00,0.25,1970.56,,,,,
2943,06/29/2025 21:40:00,0.21,1709.44,,,,,
2944,06/29/2025 21:45:00,0.13,1436.80,,,,,
2945,06/29/2025 21:50:00,0.04,1208.64,,,,,
2946,06/29/2025 21:55:00,-0.05,1007.36,,,,,
2947,06/29/2025 22:00:00,-0.13,797.12,,,,,
2948,06/29/2025 22:05:00,-0.17,619.68,,,,,
2949,06/29/2025 22:10:00,-0.26,482.72,,,,,
2950,06/29/2025 22:15:00,-0.22,369.60,,,,,
2951,06/29/2025 22:20:00,-0.17,281.52,,,,,
2952,06/29/2025 22:25:00,-0.26,217.36,,,,,
2953,06/29/2025 22:30:00,-0.26,163.92,,,,,
2954,06/29/2025 22:35:00,-0.30,115.00,,,,,
2955,06/29/2025 22:40:00,-0.22,84.56,,,,,
2956,06/29/2025 22:45:00,-0.17,60.48,,,,,
2957,06/29/2025 22:50:00,-0.22,43.60,,,,,
2958,06/29/2025 22:55:00,-0.26,30.27,,,,,
2959,06/29/2025 23:00:00,-0.26,22.19,,,,,
2960,06/29/2025 23:05:00,-0.22,16.40,,,,,
2961,06/29/2025 23:10:00,-0.22,12.17,,,,,
2962,06/29/2025 23:15:00,-0.22,8.85,,,,,
2963,06/29/2025 23:20:00,-0.22,6.86,,,,,
2964,06/29/2025 23:25:00,-0.26,5.09,,,,,
2965,06/29/2025 23:30:00,-0.22,3.76,,,,,
2966,06/29/2025 23:35:00,-0.22,3.09,,,,,
2967,06/29/2025 23:40:00,-0.17,2.43,,,,,
2968,06/29/2025 23:45:00,-0.13,1.77,,,,,
2969,06/29/2025 23:50:00,-0.17,1.32,,,,,
2970,06/29/2025 23:55:00,-0.09,1.10,,,,,
2971,06/30/2025 00:00:00,-0.17,1.10,,,,,
2972,06/30/2025 00:05:00,-0.17,0.88,,,,,
2973,06/30/2025 00:10:00,-0.17,0.88,,,,,
2974,06/30/2025 00:15:00,-0.17,0.88,,,,,
2975,06/30/2025 00:20:00,-0.22,0.66,,,,,
2976,06/30/2025 00:25:00,-0.22,0.66,,,,,
2977,06/30/2025 00:30:00,-0.22,0.66,,,,,
2978,06/30/2025 00:35:00,-0.22,0.44,,,,,
2979,06/30/2025 00:40:00,-0.22,0.44,,,,,
2980,06/30/2025 00:45:00,-0.22,0.44,,,,,
2981,06/30/2025 00:50:00,-0.17,0.22,,,,,
2982,06/30/2025 00:55:00,-0.22,0.22,,,,,
2983,06/30/2025 01:00:00,-0.17,0.22,,,,,
2984,06/30/2025 01:05:00,-0.17,0.22,,,,,
2985,06/30/2025 01:10:00,-0.22,0.22,,,,,
2986,06/30/2025 01:15:00,-0.22,0.22,,,,,
2987,06/30/2025 01:20:00,-0.17,0.22,,,,,
2988,06/30/2025 01:25:00,-0.22,0.22,,,,,
2989,06/30/2025 01:30:00,-0.22,0.22,,,,,
2990,06/30/2025 01:35:00,-0.22,0.22,,,,,
2991,06/30/2025 01:40:00,-0.13,1.10,,,,,
2992,06/30/2025 01:45:00,-0.13,0.44,,,,,
2993,06/30/2025 01:50:00,-0.13,0.44,,,,,
2994,06/30/2025 01:55:00,-0.22,0.66,,,,,
2995,06/30/2025 02:00:00,-0.17,0.88,,,,,
2996,06/30/2025 02:05:00,-0.09,1.10,,,,,
2997,06/30/2025 02:10:00,-0.05,1.32,,,,,
2998,06/30/2025 02:15:00,-0.05,1.77,,,,,
2999,06/30/2025 02:20:00,-0.05,2.21,,,,,
3000,06/30/2025 02:25:00,-0.00,2.87,,,,,
3001,06/30/2025 02:30:00,-0.05,3.54,,,,,
3002,06/30/2025 02:35:00,-0.05,4.87,,,,,
3003,06/30/2025 02:40:00,-0.00,6.41,,,,,
3004,06/30/2025 02:45:00,-0.05,8.85,,,,,
3005,06/30/2025 02:50:00,-0.05,11.51,,,,,
3006,06/30/2025 02:55:00,-0.05,15.30,,,,,
3007,06/30/2025 03:00:00,-0.05,20.86,,,,,
3008,06/30/2025 03:05:00,-0.00,27.61,,,,,
3009,06/30/2025 03:10:00,-0.05,40.51,,,,,
3010,06/30/2025 03:15:00,-0.05,58.22,,,,,
3011,06/30/2025 03:20:00,-0.13,80.02,,,,,
3012,06/30/2025 03:25:00,-0.00,109.56,,,,,
3013,06/30/2025 03:30:00,-0.00,154.92,,,,,
3014,06/30/2025 03:35:00,-0.00,203.84,,,,,
3015,06/30/2025 03:40:00,-0.09,286.88,,,,,
3016,06/30/2025 03:45:00,-0.05,380.16,,,,,
3017,06/30/2025 03:50:00,0.04,489.12,,,,,
3018,06/30/2025 03:55:00,-0.05,682.88,,,,,
3019,06/30/2025 04:00:00,-0.13,821.12,,,,,
3020,06/30/2025 04:05:00,-0.22,1049.92,,,,,
3021,06/30/2025 04:10:00,-0.26,1351.68,,,,,
3022,06/30/2025 04:15:00,-0.13,1543.04,,,,,
3023,06/30/2025 04:20:00,-0.17,1850.24,,,,,
3024,06/30/2025 04:25:00,-0.05,2082.56,,,,,
3025,06/30/2025 04:30:00,-0.00,2420.48,,,,,
3026,06/30/2025 04:35:00,0.08,2680.32,,,,,
3027,06/30/2025 04:40:00,-0.05,3077.12,,,,,
3028,06/30/2025 04:45:00,0.08,3690.24,,,,,
3029,06/30/2025 04:50:00,0.34,4288.00,,,,,
3030,06/30/2025 04:55:00,0.55,5131.52,,,,,
3031,06/30/2025 05:00:00,0.64,6492.16,,,,,
3032,06/30/2025 05:05:00,0.86,6310.40,,,,,
3033,06/30/2025 05:10:00,0.90,6512.64,,,,,
3034,06/30/2025 05:15:00,0.81,5657.60,,,,,
3035,06/30/2025 05:20:00,0.68,5468.16,,,,,
3036,06/30/2025 05:25:00,0.86,6945.28,,,,,
3037,06/30/2025 05:30:00,0.86,7262.72,,,,,
3038,06/30/2025 05:35:00,2.01,16947.20,,,,,
3039,06/30/2025 05:40:00,4.07,27105.28,,,,,
3040,06/30/2025 05:45:00,2.49,10567.68,,,,,
3041,06/30/2025 05:50:00,1.67,10411.52,,,,,
3042,06/30/2025 05:55:00,1.67,11735.04,,,,,
3043,06/30/2025 06:00:00,1.80,11970.56,,,,,
3044,06/30/2025 06:05:00,2.10,15027.20,,,,,
3045,06/30/2025 06:10:00,2.36,15672.32,,,,,
3046,06/30/2025 06:15:00,2.27,14448.64,,,,,
3047,06/30/2025 06:20:00,2.27,14689.28,,,,,
3048,06/30/2025 06:25:00,2.49,16312.32,,,,,
3049,06/30/2025 06:30:00,2.96,19271.68,,,,,
3050,06/30/2025 06:35:00,3.86,26398.72,,,,,
3051,06/30/2025 06:40:00,4.42,26265.60,,,,,
3052,06/30/2025 06:45:00,4.97,26204.16,,,,,
3053,06/30/2025 06:50:00,5.19,26255.36,,,,,
3054,06/30/2025 06:55:00,5.79,32583.68,,,,,
3055,06/30/2025 07:00:00,6.09,27904.00,,,,,
3056,06/30/2025 07:05:00,5.96,29634.56,,,,,
3057,06/30/2025 07:10:00,6.00,29562.88,,,,,
3058,06/30/2025 07:15:00,6.56,32768.00,,,,,
3059,06/30/2025 07:20:00,7.81,37509.12,,,,,
3060,06/30/2025 07:25:00,8.49,37877.76,,,,,
3061,06/30/2025 07:30:00,8.23,37171.20,,,,,
3062,06/30/2025 07:35:00,8.11,37580.80,,,,,
3063,06/30/2025 07:40:00,7.98,37283.84,,,,,
3064,06/30/2025 07:45:00,7.42,35891.20,,,,,
3065,06/30/2025 07:50:00,7.12,35778.56,,,,,
3066,06/30/2025 07:55:00,6.90,35870.72,,,,,
3067,06/30/2025 08:00:00,7.46,43622.40,,,,,
3068,06/30/2025 08:05:00,9.95,51445.76,,,,,
3069,06/30/2025 08:10:00,8.32,37294.08,,,,,
3070,06/30/2025 08:15:00,7.08,36055.04,,,,,
3071,06/30/2025 08:20:00,7.08,38021.12,,,,,
3072,06/30/2025 08:25:00,8.45,44871.68,,,,,
3073,06/30/2025 08:30:00,9.35,51056.64,,,,,
3074,06/30/2025 08:35:00,11.02,58777.60,,,,,
3075,06/30/2025 08:40:00,11.37,54620.16,,,,,
3076,06/30/2025 08:45:00,11.11,51077.12,,,,,
3077,06/30/2025 08:50:00,11.49,51056.64,,,,,
3078,06/30/2025 08:55:00,10.72,48558.08,,,,,
3079,06/30/2025 09:00:00,9.44,47697.92,,,,,
3080,06/30/2025 09:05:00,9.05,47329.28,,,,,
3081,06/30/2025 09:10:00,9.09,50442.24,,,,,
3082,06/30/2025 09:15:00,9.52,50544.64,,,,,
3083,06/30/2025 09:20:00,9.35,50094.08,,,,,
3084,06/30/2025 09:25:00,9.78,54087.68,,,,,
3085,06/30/2025 09:30:00,9.86,53432.32,,,,,
3086,06/30/2025 09:35:00,9.65,51240.96,,,,,
3087,06/30/2025 09:40:00,9.78,50544.64,,,,,
3088,06/30/2025 09:45:00,10.29,54456.32,,,,,
3089,06/30/2025 09:50:00,10.42,53780.48,,,,,
3090,06/30/2025 09:55:00,9.95,53841.92,,,,,
3091,06/30/2025 10:00:00,9.99,57589.76,,,,,
3092,06/30/2025 10:05:00,10.59,56012.80,,,,,
3093,06/30/2025 10:10:00,10.29,54190.08,,,,,
3094,06/30/2025 10:15:00,10.29,55296.00,,,,,
3095,06/30/2025 10:20:00,9.91,56156.16,,,,,
3096,06/30/2025 10:25:00,9.78,55152.64,,,,,
3097,06/30/2025 10:30:00,9.56,54968.32,,,,,
3098,06/30/2025 10:35:00,9.14,56074.24,,,,,
3099,06/30/2025 10:40:00,8.96,58920.96,,,,,
3100,06/30/2025 10:45:00,9.56,64102.40,,,,,
3101,06/30/2025 10:50:00,9.82,68669.44,,,,,
3102,06/30/2025 10:55:00,10.64,75386.88,,,,,
3103,06/30/2025 11:00:00,11.49,81305.60,,,,,
3104,06/30/2025 11:05:00,12.10,85811.20,,,,,
3105,06/30/2025 11:10:00,13.04,89006.08,,,,,
3106,06/30/2025 11:15:00,14.37,100311.04,,,,,
3107,06/30/2025 11:20:00,13.90,84992.00,,,,,
3108,06/30/2025 11:25:00,12.40,75591.68,,,,,
3109,06/30/2025 11:30:00,13.51,92938.24,,,,,
3110,06/30/2025 11:35:00,14.28,87203.84,,,,,
3111,06/30/2025 11:40:00,15.31,100925.44,,,,,
3112,06/30/2025 11:45:00,15.96,106250.24,,,,,
3113,06/30/2025 11:50:00,15.78,96337.92,,,,,
3114,06/30/2025 11:55:00,12.82,74588.16,,,,,
3115,06/30/2025 12:00:00,13.43,85237.76,,,,,
3116,06/30/2025 12:05:00,13.21,90357.76,,,,,
3117,06/30/2025 12:10:00,14.88,99368.96,,,,,
3118,06/30/2025 12:15:00,16.90,118743.04,,,,,
3119,06/30/2025 12:20:00,16.90,102973.44,,,,,
3120,06/30/2025 12:25:00,16.99,101007.36,,,,,
3121,06/30/2025 12:30:00,16.00,99532.80,,,,,
3122,06/30/2025 12:35:00,15.66,95395.84,,,,,
3123,06/30/2025 12:40:00,15.14,91627.52,,,,,
3124,06/30/2025 12:45:00,14.41,85032.96,,,,,
3125,06/30/2025 12:50:00,13.04,74997.76,,,,,
3126,06/30/2025 12:55:00,12.22,70717.44,,,,,
3127,06/30/2025 13:00:00,10.89,71106.56,,,,,
3128,06/30/2025 13:05:00,10.85,79237.12,,,,,
3129,06/30/2025 13:10:00,12.35,87982.08,,,,,
3130,06/30/2025 13:15:00,12.22,81530.88,,,,,
3131,06/30/2025 13:20:00,12.78,89374.72,,,,,
3132,06/30/2025 13:25:00,13.38,93184.00,,,,,
3133,06/30/2025 13:30:00,14.58,99287.04,,,,,
3134,06/30/2025 13:35:00,17.11,115302.40,,,,,
3135,06/30/2025 13:40:00,17.84,114360.32,,,,,
3136,06/30/2025 13:45:00,16.69,98549.76,,,,,
3137,06/30/2025 13:50:00,16.43,111042.56,,,,,
3138,06/30/2025 13:55:00,16.56,96665.60,,,,,
3139,06/30/2025 14:00:00,16.34,104693.76,,,,,
3140,06/30/2025 14:05:00,17.37,103260.16,,,,,
3141,06/30/2025 14:10:00,16.81,100843.52,,,,,
3142,06/30/2025 14:15:00,16.43,98304.00,,,,,
3143,06/30/2025 14:20:00,18.27,102318.08,,,,,
3144,06/30/2025 14:25:00,17.50,88842.24,,,,,
3145,06/30/2025 14:30:00,17.16,88432.64,,,,,
3146,06/30/2025 14:35:00,16.90,88227.84,,,,,
3147,06/30/2025 14:40:00,17.03,90316.80,,,,,
3148,06/30/2025 14:45:00,16.56,85770.24,,,,,
3149,06/30/2025 14:50:00,15.36,79298.56,,,,,
3150,06/30/2025 14:55:00,15.44,88432.64,,,,,
3151,06/30/2025 15:00:00,16.30,90931.20,,,,,
3152,06/30/2025 15:05:00,16.30,88064.00,,,,,
3153,06/30/2025 15:10:00,17.84,91914.24,,,,,
3154,06/30/2025 15:15:00,20.16,91504.64,,,,,
3155,06/30/2025 15:20:00,20.55,93839.36,,,,,
3156,06/30/2025 15:25:00,22.69,91627.52,,,,,
3157,06/30/2025 15:30:00,22.26,85934.08,,,,,
3158,06/30/2025 15:35:00,21.23,89251.84,,,,,
3159,06/30/2025 15:40:00,21.10,84008.96,,,,,
3160,06/30/2025 15:45:00,19.43,72867.84,,,,,
3161,06/30/2025 15:50:00,17.50,64675.84,,,,,
3162,06/30/2025 15:55:00,15.23,67604.48,,,,,
3163,06/30/2025 16:00:00,14.63,68423.68,,,,,
3164,06/30/2025 16:05:00,14.75,61317.12,,,,,
3165,06/30/2025 16:10:00,15.23,53678.08,,,,,
3166,06/30/2025 16:15:00,16.43,51896.32,,,,,
3167,06/30/2025 16:20:00,18.66,81797.12,,,,,
3168,06/30/2025 16:25:00,18.62,72048.64,,,,,
3169,06/30/2025 16:30:00,16.00,61767.68,,,,,
3170,06/30/2025 16:35:00,14.37,63037.44,,,,,
3171,06/30/2025 16:40:00,13.38,60375.04,,,,,
3172,06/30/2025 16:45:00,13.73,72130.56,,,,,
3173,06/30/2025 16:50:00,12.82,57405.44,,,,,
3174,06/30/2025 16:55:00,12.14,59125.76,,,,,
3175,06/30/2025 17:00:00,14.50,65351.68,,,,,
3176,06/30/2025 17:05:00,15.10,58101.76,,,,,
3177,06/30/2025 17:10:00,15.14,57671.68,,,,,
3178,06/30/2025 17:15:00,15.66,55603.20,,,,,
3179,06/30/2025 17:20:00,14.67,49090.56,,,,,
3180,06/30/2025 17:25:00,13.21,47656.96,,,,,
3181,06/30/2025 17:30:00,14.11,54169.60,,,,,
3182,06/30/2025 17:35:00,15.18,55418.88,,,,,
3183,06/30/2025 17:40:00,15.23,51425.28,,,,,
3184,06/30/2025 17:45:00,14.71,53821.44,,,,,
3185,06/30/2025 17:50:00,13.68,54927.36,,,,,
3186,06/30/2025 17:55:00,12.65,47063.04,,,,,
3187,06/30/2025 18:00:00,11.88,47964.16,,,,,
3188,06/30/2025 18:05:00,11.75,46796.80,,,,,
3189,06/30/2025 18:10:00,11.58,49192.96,,,,,
3190,06/30/2025 18:15:00,11.37,43008.00,,,,,
3191,06/30/2025 18:20:00,10.42,39618.56,,,,,
3192,06/30/2025 18:25:00,10.16,43520.00,,,,,
3193,06/30/2025 18:30:00,10.68,49315.84,,,,,
3194,06/30/2025 18:35:00,11.07,36904.96,,,,,
3195,06/30/2025 18:40:00,10.81,27084.80,,,,,
3196,06/30/2025 18:45:00,9.65,23664.64,,,,,
3197,06/30/2025 18:50:00,9.82,24504.32,,,,,
3198,06/30/2025 18:55:00,9.78,24504.32,,,,,
3199,06/30/2025 19:00:00,8.83,20853.76,,,,,
3200,06/30/2025 19:05:00,7.68,17940.48,,,,,
3201,06/30/2025 19:10:00,6.90,17628.16,,,,,
3202,06/30/2025 19:15:00,7.68,29634.56,,,,,
3203,06/30/2025 19:20:00,8.36,28364.80,,,,,
3204,06/30/2025 19:25:00,8.75,24012.80,,,,,
3205,06/30/2025 19:30:00,8.02,24524.80,,,,,
3206,06/30/2025 19:35:00,8.88,27658.24,,,,,
3207,06/30/2025 19:40:00,8.53,20428.80,,,,,
3208,06/30/2025 19:45:00,7.76,18339.84,,,,,
3209,06/30/2025 19:50:00,7.20,17382.40,,,,,
3210,06/30/2025 19:55:00,6.99,18826.24,,,,,
3211,06/30/2025 20:00:00,6.65,18360.32,,,,,
3212,06/30/2025 20:05:00,7.12,23449.60,,,,,
3213,06/30/2025 20:10:00,6.73,11289.60,,,,,
3214,06/30/2025 20:15:00,5.40,9978.88,,,,,
3215,06/30/2025 20:20:00,5.62,11284.48,,,,,
3216,06/30/2025 20:25:00,5.23,14284.80,,,,,
3217,06/30/2025 20:30:00,5.06,13475.84,,,,,
3218,06/30/2025 20:35:00,4.93,14581.76,,,,,
3219,06/30/2025 20:40:00,3.99,9589.76,,,,,
3220,06/30/2025 20:45:00,3.26,9152.00,,,,,
3221,06/30/2025 20:50:00,3.09,8880.64,,,,,
3222,06/30/2025 20:55:00,3.17,8335.36,,,,,
3223,06/30/2025 21:00:00,2.66,6709.76,,,,,
3224,06/30/2025 21:05:00,2.40,6190.08,,,,,
3225,06/30/2025 21:10:00,2.36,5250.56,,,,,
3226,06/30/2025 21:15:00,2.36,4770.56,,,,,
3227,06/30/2025 21:20:00,2.19,3810.56,,,,,
3228,06/30/2025 21:25:00,2.01,3421.44,,,,,
3229,06/30/2025 21:30:00,2.01,2813.44,,,,,
3230,06/30/2025 21:35:00,1.84,2179.84,,,,,
3231,06/30/2025 21:40:00,1.50,1725.44,,,,,
3232,06/30/2025 21:45:00,1.41,1478.40,,,,,
3233,06/30/2025 21:50:00,1.46,1247.36,,,,,
3234,06/30/2025 21:55:00,1.37,1044.80,,,,,
3235,06/30/2025 22:00:00,1.20,838.08,,,,,
3236,06/30/2025 22:05:00,1.16,741.44,,,,,
3237,06/30/2025 22:10:00,1.28,640.64,,,,,
3238,06/30/2025 22:15:00,1.37,423.84,,,,,
3239,06/30/2025 22:20:00,1.33,358.08,,,,,
3240,06/30/2025 22:25:00,1.24,258.32,,,,,
3241,06/30/2025 22:30:00,1.28,182.56,,,,,
3242,06/30/2025 22:35:00,1.07,132.68,,,,,
3243,06/30/2025 22:40:00,1.03,93.40,,,,,
3244,06/30/2025 22:45:00,1.20,68.94,,,,,
3245,06/30/2025 22:50:00,1.37,44.04,,,,,
3246,06/30/2025 22:55:00,1.41,30.27,,,,,
3247,06/30/2025 23:00:00,1.50,22.41,,,,,
3248,06/30/2025 23:05:00,1.54,16.63,,,,,
3249,06/30/2025 23:10:00,1.50,13.28,,,,,
3250,06/30/2025 23:15:00,1.41,10.62,,,,,
3251,06/30/2025 23:20:00,1.24,7.52,,,,,
3252,06/30/2025 23:25:00,1.37,5.31,,,,,
3253,06/30/2025 23:30:00,1.41,4.20,,,,,
3254,06/30/2025 23:35:00,1.41,3.54,,,,,
3255,06/30/2025 23:40:00,1.41,2.87,,,,,
3256,06/30/2025 23:45:00,1.33,2.43,,,,,
3257,06/30/2025 23:50:00,1.58,1.77,,,,,
3258,06/30/2025 23:55:00,1.76,1.32,,,,,
3259,07/01/2025 00:00:00,1.80,1.10,,,,,
3260,07/01/2025 00:05:00,1.71,0.88,,,,,
3261,07/01/2025 00:10:00,1.63,0.88,,,,,
3262,07/01/2025 00:15:00,1.71,0.66,,,,,
3263,07/01/2025 00:20:00,1.71,0.44,,,,,
3264,07/01/2025 00:25:00,1.58,0.44,,,,,
3265,07/01/2025 00:30:00,1.46,0.44,,,,,
3266,07/01/2025 00:35:00,1.37,0.44,,,,,
3267,07/01/2025 00:40:00,1.28,0.22,,,,,
3268,07/01/2025 00:45:00,1.20,0.22,,,,,
3269,07/01/2025 00:50:00,1.16,0.00,,,,,
3270,07/01/2025 00:55:00,1.16,0.00,,,,,
3271,07/01/2025 01:00:00,1.20,0.00,,,,,
3272,07/01/2025 01:05:00,1.20,0.00,,,,,
3273,07/01/2025 01:10:00,1.24,0.22,,,,,
3274,07/01/2025 01:15:00,1.16,0.00,,,,,
3275,07/01/2025 01:20:00,1.33,0.00,,,,,
3276,07/01/2025 01:25:00,1.33,0.00,,,,,
3277,07/01/2025 01:30:00,1.20,0.00,,,,,
3278,07/01/2025 01:35:00,1.20,0.22,,,,,
3279,07/01/2025 01:40:00,1.24,0.22,,,,,
3280,07/01/2025 01:45:00,1.33,0.22,,,,,
3281,07/01/2025 01:50:00,1.20,0.22,,,,,
3282,07/01/2025 01:55:00,1.20,0.44,,,,,
3283,07/01/2025 02:00:00,1.16,0.88,,,,,
3284,07/01/2025 02:05:00,1.28,1.10,,,,,
3285,07/01/2025 02:10:00,1.24,1.32,,,,,
3286,07/01/2025 02:15:00,1.28,1.54,,,,,
3287,07/01/2025 02:20:00,1.24,1.77,,,,,
3288,07/01/2025 02:25:00,1.20,2.21,,,,,
3289,07/01/2025 02:30:00,1.24,2.87,,,,,
3290,07/01/2025 02:35:00,1.24,3.76,,,,,
3291,07/01/2025 02:40:00,1.16,5.09,,,,,
3292,07/01/2025 02:45:00,1.20,7.08,,,,,
3293,07/01/2025 02:50:00,1.16,10.62,,,,,
3294,07/01/2025 02:55:00,1.24,15.08,,,,,
3295,07/01/2025 03:00:00,1.16,19.97,,,,,
3296,07/01/2025 03:05:00,1.20,24.18,,,,,
3297,07/01/2025 03:10:00,1.24,34.25,,,,,
3298,07/01/2025 03:15:00,1.28,51.18,,,,,
3299,07/01/2025 03:20:00,1.28,74.70,,,,,
