#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,End of File
1,06/19/2025 16:30:00,16.81,50790.40,Logged,,,,
2,06/19/2025 16:35:00,12.52,42270.72,,,,,
3,06/19/2025 16:40:00,11.67,70512.64,,,,,
4,06/19/2025 16:45:00,14.67,72273.92,,,,,
5,06/19/2025 16:50:00,16.77,71106.56,,,,,
6,06/19/2025 16:55:00,16.77,69242.88,,,,,
7,06/19/2025 17:00:00,17.29,69181.44,,,,,
8,06/19/2025 17:05:00,15.78,47472.64,,,,,
9,06/19/2025 17:10:00,17.29,65269.76,,,,,
10,06/19/2025 17:15:00,17.84,65679.36,,,,,
11,06/19/2025 17:20:00,17.07,69222.40,,,,,
12,06/19/2025 17:25:00,19.17,73072.64,,,,,
13,06/19/2025 17:30:00,18.36,70492.16,,,,,
14,06/19/2025 17:35:00,19.56,66662.40,,,,,
15,06/19/2025 17:40:00,19.22,65167.36,,,,,
16,06/19/2025 17:45:00,19.35,64368.64,,,,,
17,06/19/2025 17:50:00,18.83,60477.44,,,,,
18,06/19/2025 17:55:00,18.10,55459.84,,,,,
19,06/19/2025 18:00:00,18.27,51978.24,,,,,
20,06/19/2025 18:05:00,18.14,53350.40,,,,,
21,06/19/2025 18:10:00,18.02,55050.24,,,,,
22,06/19/2025 18:15:00,17.76,55521.28,,,,,
23,06/19/2025 18:20:00,16.39,48660.48,,,,,
24,06/19/2025 18:25:00,11.92,34693.12,,,,,
25,06/19/2025 18:30:00,12.57,41062.40,,,,,
26,06/19/2025 18:35:00,13.08,38768.64,,,,,
27,06/19/2025 18:40:00,13.00,37324.80,,,,,
28,06/19/2025 18:45:00,13.43,37027.84,,,,,
29,06/19/2025 18:50:00,13.90,36188.16,,,,,
30,06/19/2025 18:55:00,13.94,37027.84,,,,,
31,06/19/2025 19:00:00,14.07,39680.00,,,,,
32,06/19/2025 19:05:00,14.75,42762.24,,,,,
33,06/19/2025 19:10:00,16.43,46223.36,,,,,
34,06/19/2025 19:15:00,13.81,31774.72,,,,,
35,06/19/2025 19:20:00,12.18,28743.68,,,,,
36,06/19/2025 19:25:00,11.54,19164.16,,,,,
37,06/19/2025 19:30:00,9.35,15580.16,,,,,
38,06/19/2025 19:35:00,8.41,14464.00,,,,,
39,06/19/2025 19:40:00,8.41,14535.68,,,,,
40,06/19/2025 19:45:00,8.53,13235.20,,,,,
41,06/19/2025 19:50:00,8.15,13491.20,,,,,
42,06/19/2025 19:55:00,7.98,16650.24,,,,,
43,06/19/2025 20:00:00,8.75,17664.00,,,,,
44,06/19/2025 20:05:00,8.49,15672.32,,,,,
45,06/19/2025 20:10:00,8.11,14991.36,,,,,
46,06/19/2025 20:15:00,8.62,13475.84,,,,,
47,06/19/2025 20:20:00,7.50,12257.28,,,,,
48,06/19/2025 20:25:00,6.95,11914.24,,,,,
49,06/19/2025 20:30:00,6.43,11197.44,,,,,
50,06/19/2025 20:35:00,5.87,8668.16,,,,,
51,06/19/2025 20:40:00,3.99,6755.84,,,,,
52,06/19/2025 20:45:00,2.57,6725.12,,,,,
53,06/19/2025 20:50:00,2.53,7974.40,,,,,
54,06/19/2025 20:55:00,2.70,7528.96,,,,,
55,06/19/2025 21:00:00,2.79,5578.24,,,,,
56,06/19/2025 21:05:00,2.70,4153.60,,,,,
57,06/19/2025 21:10:00,2.14,3456.00,,,,,
58,06/19/2025 21:15:00,1.84,3123.20,,,,,
59,06/19/2025 21:20:00,1.76,2739.20,,,,,
60,06/19/2025 21:25:00,1.54,2229.12,,,,,
61,06/19/2025 21:30:00,1.41,1802.24,,,,,
62,06/19/2025 21:35:00,1.80,1665.92,,,,,
63,06/19/2025 21:40:00,2.14,1610.24,,,,,
64,06/19/2025 21:45:00,2.14,1379.20,,,,,
65,06/19/2025 21:50:00,2.36,1036.80,,,,,
66,06/19/2025 21:55:00,2.57,882.56,,,,,
67,06/19/2025 22:00:00,2.36,701.44,,,,,
68,06/19/2025 22:05:00,2.40,555.52,,,,,
69,06/19/2025 22:10:00,2.14,448.80,,,,,
70,06/19/2025 22:15:00,2.40,333.92,,,,,
71,06/19/2025 22:20:00,2.44,267.12,,,,,
72,06/19/2025 22:25:00,2.14,203.84,,,,,
73,06/19/2025 22:30:00,2.01,152.28,,,,,
74,06/19/2025 22:35:00,2.01,110.44,,,,,
75,06/19/2025 22:40:00,1.80,80.90,,,,,
76,06/19/2025 22:45:00,1.80,58.66,,,,,
77,06/19/2025 22:50:00,1.84,42.28,,,,,
78,06/19/2025 22:55:00,2.27,31.15,,,,,
79,06/19/2025 23:00:00,2.87,23.57,,,,,
80,06/19/2025 23:05:00,2.96,18.62,,,,,
81,06/19/2025 23:10:00,2.96,13.94,,,,,
82,06/19/2025 23:15:00,2.61,10.18,,,,,
83,06/19/2025 23:20:00,2.53,7.74,,,,,
84,06/19/2025 23:25:00,2.87,5.97,,,,,
85,06/19/2025 23:30:00,3.09,4.42,,,,,
86,06/19/2025 23:35:00,2.61,3.32,,,,,
87,06/19/2025 23:40:00,2.49,2.43,,,,,
88,06/19/2025 23:45:00,2.44,1.99,,,,,
89,06/19/2025 23:50:00,2.74,1.54,,,,,
90,06/19/2025 23:55:00,2.83,1.10,,,,,
91,06/20/2025 00:00:00,2.27,0.88,,,,,
92,06/20/2025 00:05:00,2.40,0.66,,,,,
93,06/20/2025 00:10:00,2.66,0.44,,,,,
94,06/20/2025 00:15:00,3.17,0.44,,,,,
95,06/20/2025 00:20:00,2.87,0.44,,,,,
96,06/20/2025 00:25:00,2.61,0.22,,,,,
97,06/20/2025 00:30:00,2.53,0.22,,,,,
98,06/20/2025 00:35:00,2.83,0.22,,,,,
99,06/20/2025 00:40:00,3.17,0.22,,,,,
100,06/20/2025 00:45:00,2.83,0.22,,,,,
101,06/20/2025 00:50:00,2.53,0.22,,,,,
102,06/20/2025 00:55:00,2.10,0.22,,,,,
103,06/20/2025 01:00:00,1.88,0.22,,,,,
104,06/20/2025 01:05:00,2.10,0.22,,,,,
105,06/20/2025 01:10:00,1.80,0.22,,,,,
106,06/20/2025 01:15:00,2.06,0.22,,,,,
107,06/20/2025 01:20:00,2.40,1.10,,,,,
108,06/20/2025 01:25:00,2.23,0.44,,,,,
109,06/20/2025 01:30:00,2.10,0.44,,,,,
110,06/20/2025 01:35:00,2.53,1.10,,,,,
111,06/20/2025 01:40:00,2.66,0.66,,,,,
112,06/20/2025 01:45:00,2.79,0.66,,,,,
113,06/20/2025 01:50:00,2.74,0.88,,,,,
114,06/20/2025 01:55:00,2.31,1.10,,,,,
115,06/20/2025 02:00:00,2.23,1.32,,,,,
116,06/20/2025 02:05:00,2.14,1.54,,,,,
117,06/20/2025 02:10:00,2.27,1.99,,,,,
118,06/20/2025 02:15:00,2.44,2.43,,,,,
119,06/20/2025 02:20:00,2.53,3.54,,,,,
120,06/20/2025 02:25:00,2.44,5.09,,,,,
121,06/20/2025 02:30:00,2.01,6.41,,,,,
122,06/20/2025 02:35:00,2.14,8.19,,,,,
123,06/20/2025 02:40:00,2.36,11.06,,,,,
124,06/20/2025 02:45:00,3.00,14.83,,,,,
125,06/20/2025 02:50:00,2.87,17.95,,,,,
126,06/20/2025 02:55:00,2.79,23.07,,,,,
127,06/20/2025 03:00:00,3.00,28.05,,,,,
128,06/20/2025 03:05:00,2.79,36.47,,,,,
129,06/20/2025 03:10:00,2.96,49.86,,,,,
130,06/20/2025 03:15:00,3.52,69.38,,,,,
131,06/20/2025 03:20:00,3.26,96.92,,,,,
132,06/20/2025 03:25:00,3.17,128.28,,,,,
133,06/20/2025 03:30:00,3.00,168.32,,,,,
134,06/20/2025 03:35:00,3.82,224.40,,,,,
135,06/20/2025 03:40:00,3.77,299.28,,,,,
136,06/20/2025 03:45:00,2.87,389.92,,,,,
137,06/20/2025 03:50:00,2.66,499.84,,,,,
138,06/20/2025 03:55:00,2.61,658.24,,,,,
139,06/20/2025 04:00:00,3.47,901.12,,,,,
140,06/20/2025 04:05:00,4.07,1225.28,,,,,
141,06/20/2025 04:10:00,4.59,1612.80,,,,,
142,06/20/2025 04:15:00,3.99,2048.64,,,,,
143,06/20/2025 04:20:00,3.86,2402.56,,,,,
144,06/20/2025 04:25:00,4.03,2818.56,,,,,
145,06/20/2025 04:30:00,4.03,3392.00,,,,,
146,06/20/2025 04:35:00,3.73,4083.20,,,,,
147,06/20/2025 04:40:00,3.77,4986.88,,,,,
148,06/20/2025 04:45:00,3.73,5598.72,,,,,
149,06/20/2025 04:50:00,3.34,5049.60,,,,,
150,06/20/2025 04:55:00,3.30,4887.04,,,,,
151,06/20/2025 05:00:00,3.04,4823.04,,,,,
152,06/20/2025 05:05:00,3.09,4469.76,,,,,
153,06/20/2025 05:10:00,2.74,4444.16,,,,,
154,06/20/2025 05:15:00,2.53,4837.12,,,,,
155,06/20/2025 05:20:00,2.83,6272.00,,,,,
156,06/20/2025 05:25:00,3.09,7536.64,,,,,
157,06/20/2025 05:30:00,3.52,8995.84,,,,,
158,06/20/2025 05:35:00,3.60,10941.44,,,,,
159,06/20/2025 05:40:00,3.90,13122.56,,,,,
160,06/20/2025 05:45:00,3.86,12774.40,,,,,
161,06/20/2025 05:50:00,4.24,13486.08,,,,,
162,06/20/2025 05:55:00,6.78,28794.88,,,,,
163,06/20/2025 06:00:00,6.35,22958.08,,,,,
164,06/20/2025 06:05:00,8.19,35072.00,,,,,
165,06/20/2025 06:10:00,8.41,18211.84,,,,,
166,06/20/2025 06:15:00,5.53,15616.00,,,,,
167,06/20/2025 06:20:00,4.42,16419.84,,,,,
168,06/20/2025 06:25:00,4.37,23388.16,,,,,
169,06/20/2025 06:30:00,5.10,30679.04,,,,,
170,06/20/2025 06:35:00,8.83,37498.88,,,,,
171,06/20/2025 06:40:00,10.94,42680.32,,,,,
172,06/20/2025 06:45:00,11.88,47288.32,,,,,
173,06/20/2025 06:50:00,12.57,53329.92,,,,,
174,06/20/2025 06:55:00,13.64,57548.80,,,,,
175,06/20/2025 07:00:00,14.07,58183.68,,,,,
176,06/20/2025 07:05:00,11.24,24023.04,,,,,
177,06/20/2025 07:10:00,7.33,19379.20,,,,,
178,06/20/2025 07:15:00,6.52,21442.56,,,,,
179,06/20/2025 07:20:00,6.65,25231.36,,,,,
180,06/20/2025 07:25:00,7.59,33474.56,,,,,
181,06/20/2025 07:30:00,9.95,41267.20,,,,,
182,06/20/2025 07:35:00,10.38,47390.72,,,,,
183,06/20/2025 07:40:00,15.06,89088.00,,,,,
184,06/20/2025 07:45:00,14.11,84992.00,,,,,
185,06/20/2025 07:50:00,16.51,90480.64,,,,,
186,06/20/2025 07:55:00,17.63,89702.40,,,,,
187,06/20/2025 08:00:00,17.33,84008.96,,,,,
188,06/20/2025 08:05:00,16.73,78254.08,,,,,
189,06/20/2025 08:10:00,15.78,75304.96,,,,,
190,06/20/2025 08:15:00,16.04,74690.56,,,,,
191,06/20/2025 08:20:00,16.94,77619.20,,,,,
192,06/20/2025 08:25:00,17.37,79196.16,,,,,
193,06/20/2025 08:30:00,17.33,78356.48,,,,,
194,06/20/2025 08:35:00,17.97,81756.16,,,,,
195,06/20/2025 08:40:00,18.49,82411.52,,,,,
196,06/20/2025 08:45:00,18.53,81940.48,,,,,
197,06/20/2025 08:50:00,18.62,83230.72,,,,,
198,06/20/2025 08:55:00,19.05,83783.68,,,,,
199,06/20/2025 09:00:00,18.74,83333.12,,,,,
200,06/20/2025 09:05:00,18.79,83886.08,,,,,
201,06/20/2025 09:10:00,18.87,84090.88,,,,,
202,06/20/2025 09:15:00,19.56,87121.92,,,,,
203,06/20/2025 09:20:00,19.65,87408.64,,,,,
204,06/20/2025 09:25:00,19.13,87040.00,,,,,
205,06/20/2025 09:30:00,19.39,89497.60,,,,,
206,06/20/2025 09:35:00,19.86,88473.60,,,,,
207,06/20/2025 09:40:00,20.25,91750.40,,,,,
208,06/20/2025 09:45:00,17.03,70430.72,,,,,
209,06/20/2025 09:50:00,20.16,91340.80,,,,,
210,06/20/2025 09:55:00,21.88,94781.44,,,,,
211,06/20/2025 10:00:00,22.09,95395.84,,,,,
212,06/20/2025 10:05:00,21.79,67829.76,,,,,
213,06/20/2025 10:10:00,22.95,102768.64,,,,,
214,06/20/2025 10:15:00,24.19,102195.20,,,,,
215,06/20/2025 10:20:00,23.29,98631.68,,,,,
216,06/20/2025 10:25:00,21.96,93552.64,,,,,
217,06/20/2025 10:30:00,20.37,92856.32,,,,,
218,06/20/2025 10:35:00,19.99,94740.48,,,,,
219,06/20/2025 10:40:00,20.29,94781.44,,,,,
220,06/20/2025 10:45:00,19.73,96911.36,,,,,
221,06/20/2025 10:50:00,19.60,97525.76,,,,,
222,06/20/2025 10:55:00,19.39,99164.16,,,,,
223,06/20/2025 11:00:00,19.77,98836.48,,,,,
224,06/20/2025 11:05:00,19.52,97894.40,,,,,
225,06/20/2025 11:10:00,19.77,97443.84,,,,,
226,06/20/2025 11:15:00,19.82,97894.40,,,,,
227,06/20/2025 11:20:00,20.07,97525.76,,,,,
228,06/20/2025 11:25:00,19.90,97771.52,,,,,
229,06/20/2025 11:30:00,19.90,98140.16,,,,,
230,06/20/2025 11:35:00,19.39,98304.00,,,,,
231,06/20/2025 11:40:00,19.52,98713.60,,,,,
232,06/20/2025 11:45:00,19.43,98754.56,,,,,
233,06/20/2025 11:50:00,19.35,99409.92,,,,,
234,06/20/2025 11:55:00,19.22,99819.52,,,,,
235,06/20/2025 12:00:00,19.69,99614.72,,,,,
236,06/20/2025 12:05:00,19.69,99819.52,,,,,
237,06/20/2025 12:10:00,19.30,99983.36,,,,,
238,06/20/2025 12:15:00,19.65,99983.36,,,,,
239,06/20/2025 12:20:00,20.50,99819.52,,,,,
240,06/20/2025 12:25:00,20.85,99983.36,,,,,
241,06/20/2025 12:30:00,21.19,100106.24,,,,,
242,06/20/2025 12:35:00,20.98,100065.28,,,,,
243,06/20/2025 12:40:00,19.86,100147.20,,,,,
244,06/20/2025 12:45:00,19.69,99983.36,,,,,
245,06/20/2025 12:50:00,19.35,99901.44,,,,,
246,06/20/2025 12:55:00,18.87,99819.52,,,,,
247,06/20/2025 13:00:00,19.30,99655.68,,,,,
248,06/20/2025 13:05:00,20.33,99573.76,,,,,
249,06/20/2025 13:10:00,20.89,99328.00,,,,,
250,06/20/2025 13:15:00,21.62,99205.12,,,,,
251,06/20/2025 13:20:00,21.15,99573.76,,,,,
252,06/20/2025 13:25:00,20.80,99778.56,,,,,
253,06/20/2025 13:30:00,20.42,100802.56,,,,,
254,06/20/2025 13:35:00,20.07,102645.76,,,,,
255,06/20/2025 13:40:00,21.49,106700.80,,,,,
256,06/20/2025 13:45:00,21.70,109363.20,,,,,
257,06/20/2025 13:50:00,20.33,94904.32,,,,,
258,06/20/2025 13:55:00,16.86,69713.92,,,,,
259,06/20/2025 14:00:00,14.97,59207.68,,,,,
260,06/20/2025 14:05:00,17.37,95027.20,,,,,
261,06/20/2025 14:10:00,19.56,96624.64,,,,,
262,06/20/2025 14:15:00,20.07,95395.84,,,,,
263,06/20/2025 14:20:00,20.33,94167.04,,,,,
264,06/20/2025 14:25:00,20.76,93634.56,,,,,
265,06/20/2025 14:30:00,20.50,93593.60,,,,,
266,06/20/2025 14:35:00,20.20,95272.96,,,,,
267,06/20/2025 14:40:00,20.68,99983.36,,,,,
268,06/20/2025 14:45:00,16.17,62074.88,,,,,
269,06/20/2025 14:50:00,16.99,70553.60,,,,,
270,06/20/2025 14:55:00,18.70,84664.32,,,,,
271,06/20/2025 15:00:00,19.90,87900.16,,,,,
272,06/20/2025 15:05:00,20.07,85975.04,,,,,
273,06/20/2025 15:10:00,20.80,84828.16,,,,,
274,06/20/2025 15:15:00,20.76,83824.64,,,,,
275,06/20/2025 15:20:00,21.62,83005.44,,,,,
276,06/20/2025 15:25:00,23.25,82370.56,,,,,
277,06/20/2025 15:30:00,23.29,82042.88,,,,,
278,06/20/2025 15:35:00,23.98,82309.12,,,,,
279,06/20/2025 15:40:00,23.21,83005.44,,,,,
280,06/20/2025 15:45:00,23.38,84090.88,,,,,
281,06/20/2025 15:50:00,24.28,81305.60,,,,,
282,06/20/2025 15:55:00,25.91,84541.44,,,,,
283,06/20/2025 16:00:00,25.48,73318.40,,,,,
284,06/20/2025 16:05:00,21.92,69181.44,,,,,
285,06/20/2025 16:10:00,21.83,75366.40,,,,,
286,06/20/2025 16:15:00,20.59,77312.00,,,,,
287,06/20/2025 16:20:00,19.43,72847.36,,,,,
288,06/20/2025 16:25:00,16.94,66273.28,,,,,
289,06/20/2025 16:30:00,15.57,57999.36,,,,,
290,06/20/2025 16:35:00,13.38,48906.24,,,,,
291,06/20/2025 16:40:00,13.08,50995.20,,,,,
292,06/20/2025 16:45:00,14.24,51404.80,,,,,
293,06/20/2025 16:50:00,14.63,54865.92,,,,,
294,06/20/2025 16:55:00,15.61,63324.16,,,,,
295,06/20/2025 17:00:00,16.73,64593.92,,,,,
296,06/20/2025 17:05:00,19.69,75694.08,,,,,
297,06/20/2025 17:10:00,21.53,57180.16,,,,,
298,06/20/2025 17:15:00,18.02,51015.68,,,,,
299,06/20/2025 17:20:00,19.05,64450.56,,,,,
300,06/20/2025 17:25:00,24.28,86343.68,,,,,
301,06/20/2025 17:30:00,25.95,83415.04,,,,,
302,06/20/2025 17:35:00,26.21,78622.72,,,,,
303,06/20/2025 17:40:00,20.93,51343.36,,,,,
304,06/20/2025 17:45:00,20.42,71188.48,,,,,
305,06/20/2025 17:50:00,17.89,37273.60,,,,,
306,06/20/2025 17:55:00,17.37,30894.08,,,,,
307,06/20/2025 18:00:00,16.47,49745.92,,,,,
308,06/20/2025 18:05:00,18.02,50933.76,,,,,
309,06/20/2025 18:10:00,18.32,50053.12,,,,,
310,06/20/2025 18:15:00,17.76,49090.56,,,,,
311,06/20/2025 18:20:00,17.41,39823.36,,,,,
312,06/20/2025 18:25:00,15.83,38942.72,,,,,
313,06/20/2025 18:30:00,14.67,30842.88,,,,,
314,06/20/2025 18:35:00,14.37,33638.40,,,,,
315,06/20/2025 18:40:00,14.75,31262.72,,,,,
316,06/20/2025 18:45:00,13.00,29603.84,,,,,
317,06/20/2025 18:50:00,10.46,25835.52,,,,,
318,06/20/2025 18:55:00,10.98,25415.68,,,,,
319,06/20/2025 19:00:00,8.79,19568.64,,,,,
320,06/20/2025 19:05:00,7.33,17408.00,,,,,
321,06/20/2025 19:10:00,7.29,16870.40,,,,,
322,06/20/2025 19:15:00,7.16,17090.56,,,,,
323,06/20/2025 19:20:00,7.33,18360.32,,,,,
324,06/20/2025 19:25:00,7.59,20362.24,,,,,
325,06/20/2025 19:30:00,9.26,27105.28,,,,,
326,06/20/2025 19:35:00,10.77,31037.44,,,,,
327,06/20/2025 19:40:00,10.25,25118.72,,,,,
328,06/20/2025 19:45:00,10.46,24330.24,,,,,
329,06/20/2025 19:50:00,11.11,27729.92,,,,,
330,06/20/2025 19:55:00,11.45,28528.64,,,,,
331,06/20/2025 20:00:00,11.58,28979.20,,,,,
332,06/20/2025 20:05:00,11.67,27965.44,,,,,
333,06/20/2025 20:10:00,11.62,26030.08,,,,,
334,06/20/2025 20:15:00,11.97,23541.76,,,,,
335,06/20/2025 20:20:00,12.05,19322.88,,,,,
336,06/20/2025 20:25:00,8.71,15211.52,,,,,
337,06/20/2025 20:30:00,8.53,18954.24,,,,,
338,06/20/2025 20:35:00,9.22,17479.68,,,,,
339,06/20/2025 20:40:00,8.36,15744.00,,,,,
340,06/20/2025 20:45:00,8.45,13542.40,,,,,
341,06/20/2025 20:50:00,7.42,11627.52,,,,,
342,06/20/2025 20:55:00,7.25,10327.04,,,,,
343,06/20/2025 21:00:00,6.65,9533.44,,,,,
344,06/20/2025 21:05:00,5.87,9152.00,,,,,
345,06/20/2025 21:10:00,5.75,8775.68,,,,,
346,06/20/2025 21:15:00,5.70,7825.92,,,,,
347,06/20/2025 21:20:00,5.45,6348.80,,,,,
348,06/20/2025 21:25:00,6.69,5109.76,,,,,
349,06/20/2025 21:30:00,8.23,3994.88,,,,,
350,06/20/2025 21:35:00,7.76,2938.88,,,,,
351,06/20/2025 21:40:00,6.13,2275.20,,,,,
352,06/20/2025 21:45:00,6.60,1798.40,,,,,
353,06/20/2025 21:50:00,5.45,1503.36,,,,,
354,06/20/2025 21:55:00,4.63,1252.80,,,,,
355,06/20/2025 22:00:00,3.99,1011.84,,,,,
356,06/20/2025 22:05:00,2.87,814.08,,,,,
357,06/20/2025 22:10:00,3.30,640.64,,,,,
358,06/20/2025 22:15:00,2.87,497.12,,,,,
359,06/20/2025 22:20:00,2.79,374.08,,,,,
360,06/20/2025 22:25:00,2.57,273.60,,,,,
361,06/20/2025 22:30:00,2.53,201.20,,,,,
362,06/20/2025 22:35:00,2.61,146.96,,,,,
363,06/20/2025 22:40:00,2.61,105.12,,,,,
364,06/20/2025 22:45:00,2.49,78.24,,,,,
365,06/20/2025 22:50:00,3.04,54.78,,,,,
366,06/20/2025 22:55:00,2.57,39.62,,,,,
367,06/20/2025 23:00:00,2.01,28.50,,,,,
368,06/20/2025 23:05:00,1.84,21.74,,,,,
369,06/20/2025 23:10:00,1.41,16.40,,,,,
370,06/20/2025 23:15:00,1.67,12.39,,,,,
371,06/20/2025 23:20:00,1.97,9.51,,,,,
372,06/20/2025 23:25:00,1.97,7.30,,,,,
373,06/20/2025 23:30:00,1.76,5.53,,,,,
374,06/20/2025 23:35:00,1.84,4.42,,,,,
375,06/20/2025 23:40:00,1.37,3.54,,,,,
376,06/20/2025 23:45:00,1.16,2.65,,,,,
377,06/20/2025 23:50:00,2.10,2.21,,,,,
378,06/20/2025 23:55:00,2.83,1.77,,,,,
379,06/21/2025 00:00:00,1.71,1.32,,,,,
380,06/21/2025 00:05:00,1.03,1.10,,,,,
381,06/21/2025 00:10:00,0.94,0.88,,,,,
382,06/21/2025 00:15:00,2.01,0.88,,,,,
383,06/21/2025 00:20:00,2.40,0.66,,,,,
384,06/21/2025 00:25:00,1.88,0.66,,,,,
385,06/21/2025 00:30:00,1.67,0.44,,,,,
386,06/21/2025 00:35:00,1.37,0.44,,,,,
387,06/21/2025 00:40:00,1.28,0.44,,,,,
388,06/21/2025 00:45:00,1.88,0.44,,,,,
389,06/21/2025 00:50:00,2.44,0.44,,,,,
390,06/21/2025 00:55:00,3.73,0.44,,,,,
391,06/21/2025 01:00:00,3.99,0.44,,,,,
392,06/21/2025 01:05:00,3.60,0.44,,,,,
393,06/21/2025 01:10:00,3.77,0.44,,,,,
394,06/21/2025 01:15:00,2.27,0.44,,,,,
395,06/21/2025 01:20:00,1.63,0.44,,,,,
396,06/21/2025 01:25:00,1.88,0.44,,,,,
397,06/21/2025 01:30:00,2.14,0.66,,,,,
398,06/21/2025 01:35:00,1.93,0.66,,,,,
399,06/21/2025 01:40:00,1.63,0.88,,,,,
400,06/21/2025 01:45:00,1.71,0.88,,,,,
401,06/21/2025 01:50:00,1.54,1.10,,,,,
402,06/21/2025 01:55:00,1.07,1.32,,,,,
403,06/21/2025 02:00:00,0.90,1.77,,,,,
404,06/21/2025 02:05:00,1.03,2.21,,,,,
405,06/21/2025 02:10:00,1.46,2.65,,,,,
406,06/21/2025 02:15:00,1.93,3.32,,,,,
407,06/21/2025 02:20:00,2.57,4.20,,,,,
408,06/21/2025 02:25:00,3.09,5.11,,,,,
409,06/21/2025 02:30:00,3.21,7.08,,,,,
410,06/21/2025 02:35:00,3.26,9.51,,,,,
411,06/21/2025 02:40:00,2.79,12.39,,,,,
412,06/21/2025 02:45:00,1.97,16.40,,,,,
413,06/21/2025 02:50:00,1.63,22.85,,,,,
414,06/21/2025 02:55:00,1.07,28.94,,,,,
415,06/21/2025 03:00:00,0.98,40.51,,,,,
416,06/21/2025 03:05:00,1.20,56.50,,,,,
417,06/21/2025 03:10:00,1.16,76.58,,,,,
418,06/21/2025 03:15:00,1.67,108.68,,,,,
419,06/21/2025 03:20:00,1.28,148.84,,,,,
420,06/21/2025 03:25:00,0.73,207.60,,,,,
421,06/21/2025 03:30:00,0.43,277.12,,,,,
422,06/21/2025 03:35:00,0.60,366.08,,,,,
423,06/21/2025 03:40:00,0.68,476.80,,,,,
424,06/21/2025 03:45:00,0.55,608.64,,,,,
425,06/21/2025 03:50:00,0.86,783.04,,,,,
426,06/21/2025 03:55:00,0.60,998.72,,,,,
427,06/21/2025 04:00:00,0.81,1257.28,,,,,
428,06/21/2025 04:05:00,1.50,1566.08,,,,,
429,06/21/2025 04:10:00,1.88,1972.48,,,,,
430,06/21/2025 04:15:00,2.19,2487.68,,,,,
431,06/21/2025 04:20:00,2.49,3006.72,,,,,
432,06/21/2025 04:25:00,2.06,3622.40,,,,,
433,06/21/2025 04:30:00,2.14,4309.76,,,,,
434,06/21/2025 04:35:00,2.49,5035.52,,,,,
435,06/21/2025 04:40:00,3.69,5859.84,,,,,
436,06/21/2025 04:45:00,3.82,6789.12,,,,,
437,06/21/2025 04:50:00,4.97,7741.44,,,,,
438,06/21/2025 04:55:00,4.63,8788.48,,,,,
439,06/21/2025 05:00:00,5.19,9802.24,,,,,
440,06/21/2025 05:05:00,5.19,10721.28,,,,,
441,06/21/2025 05:10:00,5.57,11914.24,,,,,
442,06/21/2025 05:15:00,6.35,12902.40,,,,,
443,06/21/2025 05:20:00,6.43,14151.68,,,,,
444,06/21/2025 05:25:00,6.95,15518.72,,,,,
445,06/21/2025 05:30:00,6.99,17075.20,,,,,
446,06/21/2025 05:35:00,7.03,18442.24,,,,,
447,06/21/2025 05:40:00,7.42,19824.64,,,,,
448,06/21/2025 05:45:00,7.42,21319.68,,,,,
449,06/21/2025 05:50:00,7.33,23091.20,,,,,
450,06/21/2025 05:55:00,7.46,23347.20,,,,,
451,06/21/2025 06:00:00,7.42,22353.92,,,,,
452,06/21/2025 06:05:00,7.12,21872.64,,,,,
453,06/21/2025 06:10:00,6.90,20623.36,,,,,
454,06/21/2025 06:15:00,7.63,25098.24,,,,,
455,06/21/2025 06:20:00,9.35,28436.48,,,,,
456,06/21/2025 06:25:00,10.59,26173.44,,,,,
457,06/21/2025 06:30:00,10.04,29941.76,,,,,
458,06/21/2025 06:35:00,9.86,34263.04,,,,,
459,06/21/2025 06:40:00,9.82,34365.44,,,,,
460,06/21/2025 06:45:00,10.42,42270.72,,,,,
461,06/21/2025 06:50:00,12.48,48168.96,,,,,
462,06/21/2025 06:55:00,13.47,51712.00,,,,,
463,06/21/2025 07:00:00,13.38,54394.88,,,,,
464,06/21/2025 07:05:00,13.38,57405.44,,,,,
465,06/21/2025 07:10:00,13.55,58511.36,,,,,
466,06/21/2025 07:15:00,13.34,59617.28,,,,,
467,06/21/2025 07:20:00,14.67,63406.08,,,,,
468,06/21/2025 07:25:00,15.74,62586.88,,,,,
469,06/21/2025 07:30:00,16.77,62648.32,,,,,
470,06/21/2025 07:35:00,17.20,63467.52,,,,,
471,06/21/2025 07:40:00,16.47,63774.72,,,,,
472,06/21/2025 07:45:00,16.81,65351.68,,,,,
473,06/21/2025 07:50:00,17.03,66048.00,,,,,
474,06/21/2025 07:55:00,17.33,66170.88,,,,,
475,06/21/2025 08:00:00,17.63,67891.20,,,,,
476,06/21/2025 08:05:00,17.84,68382.72,,,,,
477,06/21/2025 08:10:00,18.57,69529.60,,,,,
478,06/21/2025 08:15:00,18.53,68423.68,,,,,
479,06/21/2025 08:20:00,17.72,68136.96,,,,,
480,06/21/2025 08:25:00,17.67,72581.12,,,,,
481,06/21/2025 08:30:00,17.93,73072.64,,,,,
482,06/21/2025 08:35:00,18.74,71659.52,,,,,
483,06/21/2025 08:40:00,19.99,76492.80,,,,,
484,06/21/2025 08:45:00,21.28,80158.72,,,,,
485,06/21/2025 08:50:00,22.09,76513.28,,,,,
