#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Host Connected,Stopped,End of File
17233,01/13/2025 16:00:00,-4.29,30.78,,,,
17234,01/13/2025 16:15:00,-4.29,5.50,,,,
17235,01/13/2025 16:30:00,-3.86,0.39,,,,
17236,01/13/2025 16:45:00,-3.91,0.00,,,,
17237,01/13/2025 17:00:00,-3.69,0.00,,,,
17238,01/13/2025 17:15:00,-3.69,0.00,,,,
17239,01/13/2025 17:30:00,-3.56,0.00,,,,
17240,01/13/2025 17:45:00,-3.43,0.00,,,,
17241,01/13/2025 18:00:00,-3.35,0.00,,,,
17242,01/13/2025 18:15:00,-3.01,0.00,,,,
17243,01/13/2025 18:30:00,-3.18,0.00,,,,
17244,01/13/2025 18:45:00,-3.35,0.00,,,,
17245,01/13/2025 19:00:00,-3.18,0.00,,,,
17246,01/13/2025 19:15:00,-3.09,0.00,,,,
17247,01/13/2025 19:30:00,-3.01,0.00,,,,
17248,01/13/2025 19:45:00,-2.75,0.00,,,,
17249,01/13/2025 20:00:00,-2.62,0.00,,,,
17250,01/13/2025 20:15:00,-2.88,0.00,,,,
17251,01/13/2025 20:30:00,-2.79,0.00,,,,
17252,01/13/2025 20:45:00,-2.79,0.00,,,,
17253,01/13/2025 21:00:00,-2.66,0.00,,,,
17254,01/13/2025 21:15:00,-2.36,0.00,,,,
17255,01/13/2025 21:30:00,-2.62,0.00,,,,
17256,01/13/2025 21:45:00,-2.96,0.00,,,,
17257,01/13/2025 22:00:00,-3.13,0.00,,,,
17258,01/13/2025 22:15:00,-3.09,0.00,,,,
17259,01/13/2025 22:30:00,-3.13,0.00,,,,
17260,01/13/2025 22:45:00,-3.01,0.00,,,,
17261,01/13/2025 23:00:00,-3.05,0.00,,,,
17262,01/13/2025 23:15:00,-2.96,0.19,,,,
17263,01/13/2025 23:30:00,-2.92,0.19,,,,
17264,01/13/2025 23:45:00,-2.92,0.00,,,,
17265,01/14/2025 00:00:00,-2.75,0.00,,,,
17266,01/14/2025 00:15:00,-2.66,0.00,,,,
17267,01/14/2025 00:30:00,-2.53,0.00,,,,
17268,01/14/2025 00:45:00,-2.49,0.00,,,,
17269,01/14/2025 01:00:00,-2.49,0.00,,,,
17270,01/14/2025 01:15:00,-2.58,0.00,,,,
17271,01/14/2025 01:30:00,-2.66,0.00,,,,
17272,01/14/2025 01:45:00,-2.62,0.00,,,,
17273,01/14/2025 02:00:00,-2.71,0.00,,,,
17274,01/14/2025 02:15:00,-2.79,0.00,,,,
17275,01/14/2025 02:30:00,-2.79,0.00,,,,
17276,01/14/2025 02:45:00,-2.88,0.00,,,,
17277,01/14/2025 03:00:00,-2.92,0.00,,,,
17278,01/14/2025 03:15:00,-2.96,0.00,,,,
17279,01/14/2025 03:30:00,-3.05,0.00,,,,
17280,01/14/2025 03:45:00,-3.31,0.00,,,,
17281,01/14/2025 04:00:00,-3.43,0.00,,,,
17282,01/14/2025 04:15:00,-3.39,0.00,,,,
17283,01/14/2025 04:30:00,-3.43,0.00,,,,
17284,01/14/2025 04:45:00,-3.52,0.00,,,,
17285,01/14/2025 05:00:00,-3.65,0.00,,,,
17286,01/14/2025 05:15:00,-3.65,0.00,,,,
17287,01/14/2025 05:30:00,-3.74,0.00,,,,
17288,01/14/2025 05:45:00,-3.78,0.00,,,,
17289,01/14/2025 06:00:00,-3.82,0.00,,,,
17290,01/14/2025 06:15:00,-3.82,0.00,,,,
17291,01/14/2025 06:30:00,-3.91,0.00,,,,
17292,01/14/2025 06:45:00,-4.08,0.00,,,,
17293,01/14/2025 07:00:00,-4.16,0.00,,,,
17294,01/14/2025 07:15:00,-4.42,0.00,,,,
17295,01/14/2025 07:30:00,-4.72,0.19,,,,
17296,01/14/2025 07:45:00,-5.07,2.36,,,,
17297,01/14/2025 08:00:00,-5.24,17.35,,,,
17298,01/14/2025 08:15:00,-5.28,90.96,,,,
17299,01/14/2025 08:30:00,-5.28,299.76,,,,
17300,01/14/2025 08:45:00,-5.28,688.00,,,,
17301,01/14/2025 09:00:00,-5.19,1452.80,,,,
17302,01/14/2025 09:15:00,-5.24,2207.36,,,,
17303,01/14/2025 09:30:00,-5.11,3052.80,,,,
17304,01/14/2025 09:45:00,-5.11,3166.72,,,,
17305,01/14/2025 10:00:00,-4.89,4490.24,,,,
17306,01/14/2025 10:15:00,-4.98,4349.44,,,,
17307,01/14/2025 10:30:00,-5.07,5524.48,,,,
17308,01/14/2025 10:45:00,-4.94,7086.08,,,,
17309,01/14/2025 11:00:00,-5.02,6840.32,,,,
17310,01/14/2025 11:15:00,-4.94,8263.68,,,,
17311,01/14/2025 11:30:00,-4.94,8104.96,,,,
17312,01/14/2025 11:45:00,-4.94,8281.60,,,,
17313,01/14/2025 12:00:00,-4.94,9420.80,,,,
17314,01/14/2025 12:15:00,-4.94,8803.84,,,,
17315,01/14/2025 12:30:00,-5.28,6517.76,,,,
17316,01/14/2025 12:45:00,-5.49,5565.44,,,,
17317,01/14/2025 13:00:00,-5.41,7206.40,,,,
17318,01/14/2025 13:15:00,-5.07,9812.48,,,,
17319,01/14/2025 13:30:00,-4.85,10721.28,,,,
17320,01/14/2025 13:45:00,-5.32,6548.48,,,,
17321,01/14/2025 14:00:00,-5.41,7249.92,,,,
17322,01/14/2025 14:15:00,-5.41,5680.64,,,,
17323,01/14/2025 14:30:00,-5.84,4110.08,,,,
17324,01/14/2025 14:45:00,-6.27,2111.36,,,,
17325,01/14/2025 15:00:00,-6.52,1453.44,,,,
17326,01/14/2025 15:15:00,-6.74,952.64,,,,
17327,01/14/2025 15:30:00,-6.87,478.72,,,,
17328,01/14/2025 15:45:00,-7.08,235.04,,,,
17329,01/14/2025 16:00:00,-7.30,52.90,,,,
17330,01/14/2025 16:15:00,-7.42,8.06,,,,
17331,01/14/2025 16:30:00,-7.60,1.18,,,,
17332,01/14/2025 16:45:00,-7.77,0.00,,,,
17333,01/14/2025 17:00:00,-7.94,0.00,,,,
17334,01/14/2025 17:15:00,-7.98,0.00,,,,
17335,01/14/2025 17:30:00,-7.94,0.00,,,,
17336,01/14/2025 17:45:00,-7.98,0.00,,,,
17337,01/14/2025 18:00:00,-7.98,0.00,,,,
17338,01/14/2025 18:15:00,-7.90,0.00,,,,
17339,01/14/2025 18:30:00,-8.03,0.00,,,,
17340,01/14/2025 18:45:00,-8.15,0.00,,,,
17341,01/14/2025 19:00:00,-8.20,0.00,,,,
17342,01/14/2025 19:15:00,-8.24,0.00,,,,
17343,01/14/2025 19:30:00,-8.28,0.00,,,,
17344,01/14/2025 19:45:00,-8.33,0.00,,,,
17345,01/14/2025 20:00:00,-8.54,0.00,,,,
17346,01/14/2025 20:15:00,-8.80,0.00,,,,
17347,01/14/2025 20:30:00,-8.88,0.00,,,,
17348,01/14/2025 20:45:00,-8.84,0.00,,,,
17349,01/14/2025 21:00:00,-8.80,0.00,,,,
17350,01/14/2025 21:15:00,-9.40,0.00,,,,
17351,01/14/2025 21:30:00,-9.40,0.00,,,,
17352,01/14/2025 21:45:00,-9.18,0.00,,,,
17353,01/14/2025 22:00:00,-9.27,0.00,,,,
17354,01/14/2025 22:15:00,-9.27,0.00,,,,
17355,01/14/2025 22:30:00,-9.83,0.00,,,,
17356,01/14/2025 22:45:00,-10.64,0.00,,,,
17357,01/14/2025 23:00:00,-12.06,0.00,,,,
17358,01/14/2025 23:15:00,-13.47,0.00,,,,
17359,01/14/2025 23:30:00,-13.43,0.00,,,,
17360,01/14/2025 23:45:00,-12.74,0.00,,,,
17361,01/15/2025 00:00:00,-12.70,0.00,,,,
17362,01/15/2025 00:15:00,-12.27,0.00,,,,
17363,01/15/2025 00:30:00,-12.14,0.00,,,,
17364,01/15/2025 00:45:00,-11.46,0.00,,,,
17365,01/15/2025 01:00:00,-10.60,0.00,,,,
17366,01/15/2025 01:15:00,-10.38,0.00,,,,
17367,01/15/2025 01:30:00,-10.30,0.00,,,,
17368,01/15/2025 01:45:00,-11.03,0.00,,,,
17369,01/15/2025 02:00:00,-10.64,0.00,,,,
17370,01/15/2025 02:15:00,-10.73,0.00,,,,
17371,01/15/2025 02:30:00,-10.81,0.00,,,,
17372,01/15/2025 02:45:00,-11.16,0.00,,,,
17373,01/15/2025 03:00:00,-11.03,0.00,,,,
17374,01/15/2025 03:15:00,-10.81,0.00,,,,
17375,01/15/2025 03:30:00,-10.64,0.00,,,,
17376,01/15/2025 03:45:00,-10.51,0.00,,,,
17377,01/15/2025 04:00:00,-10.47,0.00,,,,
17378,01/15/2025 04:15:00,-10.38,0.00,,,,
17379,01/15/2025 04:30:00,-10.30,0.00,,,,
17380,01/15/2025 04:45:00,-10.08,0.00,,,,
17381,01/15/2025 05:00:00,-9.70,0.00,,,,
17382,01/15/2025 05:15:00,-9.36,0.00,,,,
17383,01/15/2025 05:30:00,-9.31,0.00,,,,
17384,01/15/2025 05:45:00,-9.31,0.00,,,,
17385,01/15/2025 06:00:00,-9.05,0.00,,,,
17386,01/15/2025 06:15:00,-9.18,0.00,,,,
17387,01/15/2025 06:30:00,-8.97,0.00,,,,
17388,01/15/2025 06:45:00,-8.71,0.00,,,,
17389,01/15/2025 07:00:00,-8.80,0.19,,,,
17390,01/15/2025 07:15:00,-8.88,0.19,,,,
17391,01/15/2025 07:30:00,-8.88,0.19,,,,
17392,01/15/2025 07:45:00,-9.05,2.55,,,,
17393,01/15/2025 08:00:00,-9.14,18.93,,,,
17394,01/15/2025 08:15:00,-9.01,98.84,,,,
17395,01/15/2025 08:30:00,-8.93,314.88,,,,
17396,01/15/2025 08:45:00,-8.80,635.20,,,,
17397,01/15/2025 09:00:00,-8.88,1121.92,,,,
17398,01/15/2025 09:15:00,-8.88,1891.20,,,,
17399,01/15/2025 09:30:00,-8.50,2978.56,,,,
17400,01/15/2025 09:45:00,-8.20,4002.56,,,,
17401,01/15/2025 10:00:00,-8.24,4727.04,,,,
17402,01/15/2025 10:15:00,-8.07,5340.16,,,,
17403,01/15/2025 10:30:00,-8.41,6663.68,,,,
17404,01/15/2025 10:45:00,-8.03,7137.28,,,,
17405,01/15/2025 11:00:00,-7.85,8194.56,,,,
17406,01/15/2025 11:15:00,-7.55,8547.84,,,,
17407,01/15/2025 11:30:00,-7.77,8268.80,,,,
17408,01/15/2025 11:45:00,-7.90,9139.20,,,,
17409,01/15/2025 12:00:00,-7.72,9605.12,,,,
17410,01/15/2025 12:15:00,-8.11,9674.24,,,,
17411,01/15/2025 12:30:00,-8.24,9774.08,,,,
17412,01/15/2025 12:45:00,-8.15,10037.76,,,,
17413,01/15/2025 13:00:00,-8.33,9364.48,,,,
17414,01/15/2025 13:15:00,-8.54,8327.68,,,,
17415,01/15/2025 13:30:00,-8.67,6586.88,,,,
17416,01/15/2025 13:45:00,-8.71,6617.60,,,,
17417,01/15/2025 14:00:00,-8.88,5913.60,,,,
17418,01/15/2025 14:15:00,-9.05,4651.52,,,,
17419,01/15/2025 14:30:00,-9.27,3905.28,,,,
17420,01/15/2025 14:45:00,-9.36,2881.28,,,,
17421,01/15/2025 15:00:00,-9.48,1943.04,,,,
17422,01/15/2025 15:15:00,-9.57,1249.28,,,,
17423,01/15/2025 15:30:00,-9.66,621.92,,,,
17424,01/15/2025 15:45:00,-9.57,262.00,,,,
17425,01/15/2025 16:00:00,-9.44,72.78,,,,
17426,01/15/2025 16:15:00,-9.27,12.81,,,,
17427,01/15/2025 16:30:00,-9.05,1.57,,,,
17428,01/15/2025 16:45:00,-9.05,0.00,,,,
17429,01/15/2025 17:00:00,-9.05,0.00,,,,
17430,01/15/2025 17:15:00,-9.14,0.00,,,,
17431,01/15/2025 17:30:00,-9.31,0.00,,,,
17432,01/15/2025 17:45:00,-9.40,0.00,,,,
17433,01/15/2025 18:00:00,-9.53,0.00,,,,
17434,01/15/2025 18:15:00,-10.04,0.00,,,,
17435,01/15/2025 18:30:00,-10.13,0.00,,,,
17436,01/15/2025 18:45:00,-10.17,0.00,,,,
17437,01/15/2025 19:00:00,-10.30,0.00,,,,
17438,01/15/2025 19:15:00,-10.26,0.00,,,,
17439,01/15/2025 19:30:00,-10.47,0.00,,,,
17440,01/15/2025 19:45:00,-10.56,0.00,,,,
17441,01/15/2025 20:00:00,-10.73,0.00,,,,
17442,01/15/2025 20:15:00,-10.77,0.00,,,,
17443,01/15/2025 20:30:00,-10.64,0.00,,,,
17444,01/15/2025 20:45:00,-10.81,0.00,,,,
17445,01/15/2025 21:00:00,-11.41,0.00,,,,
17446,01/15/2025 21:15:00,-11.11,0.00,,,,
17447,01/15/2025 21:30:00,-11.03,0.00,,,,
17448,01/15/2025 21:45:00,-11.16,0.00,,,,
17449,01/15/2025 22:00:00,-12.01,0.00,,,,
17450,01/15/2025 22:15:00,-11.71,0.00,,,,
17451,01/15/2025 22:30:00,-11.54,0.00,,,,
17452,01/15/2025 22:45:00,-11.29,0.00,,,,
17453,01/15/2025 23:00:00,-11.03,0.19,,,,
17454,01/15/2025 23:15:00,-10.99,0.19,,,,
17455,01/15/2025 23:30:00,-10.94,0.00,,,,
17456,01/15/2025 23:45:00,-10.73,0.00,,,,
17457,01/16/2025 00:00:00,-10.60,0.00,,,,
17458,01/16/2025 00:15:00,-10.51,0.00,,,,
17459,01/16/2025 00:30:00,-10.47,0.00,,,,
17460,01/16/2025 00:45:00,-10.47,0.00,,,,
17461,01/16/2025 01:00:00,-10.47,0.00,,,,
17462,01/16/2025 01:15:00,-10.38,0.00,,,,
17463,01/16/2025 01:30:00,-10.47,0.00,,,,
17464,01/16/2025 01:45:00,-10.56,0.00,,,,
17465,01/16/2025 02:00:00,-10.60,0.00,,,,
17466,01/16/2025 02:15:00,-10.68,0.00,,,,
17467,01/16/2025 02:30:00,-10.77,0.00,,,,
17468,01/16/2025 02:45:00,-10.81,0.00,,,,
17469,01/16/2025 03:00:00,-10.86,0.00,,,,
17470,01/16/2025 03:15:00,-10.90,0.00,,,,
17471,01/16/2025 03:30:00,-10.94,0.00,,,,
17472,01/16/2025 03:45:00,-11.03,0.00,,,,
17473,01/16/2025 04:00:00,-11.33,0.00,,,,
17474,01/16/2025 04:15:00,-11.59,0.00,,,,
17475,01/16/2025 04:30:00,-11.84,0.00,,,,
17476,01/16/2025 04:45:00,-12.36,0.00,,,,
17477,01/16/2025 05:00:00,-12.53,0.00,,,,
17478,01/16/2025 05:15:00,-12.87,0.00,,,,
17479,01/16/2025 05:30:00,-12.87,0.00,,,,
17480,01/16/2025 05:45:00,-13.22,0.00,,,,
17481,01/16/2025 06:00:00,-13.34,0.00,,,,
17482,01/16/2025 06:15:00,-13.26,0.00,,,,
17483,01/16/2025 06:30:00,-13.69,0.00,,,,
17484,01/16/2025 06:45:00,-13.56,0.00,,,,
17485,01/16/2025 07:00:00,-13.09,0.00,,,,
17486,01/16/2025 07:15:00,-12.74,0.00,,,,
17487,01/16/2025 07:30:00,-12.66,0.39,,,,
17488,01/16/2025 07:45:00,-12.70,2.75,,,,
17489,01/16/2025 08:00:00,-12.87,16.76,,,,
17490,01/16/2025 08:15:00,-12.74,88.60,,,,
17491,01/16/2025 08:30:00,-12.83,314.88,,,,
17492,01/16/2025 08:45:00,-13.00,766.08,,,,
17493,01/16/2025 09:00:00,-12.87,1441.28,,,,
17494,01/16/2025 09:15:00,-9.40,5468.16,,,,
17495,01/16/2025 09:30:00,-6.82,8232.96,,,,
17496,01/16/2025 09:45:00,-4.38,10572.80,,,,
17497,01/16/2025 10:00:00,-2.15,9830.40,,,,
17498,01/16/2025 10:15:00,-1.76,13291.52,,,,
17499,01/16/2025 10:30:00,-0.52,15600.64,,,,
17500,01/16/2025 10:45:00,0.73,16148.48,,,,
17501,01/16/2025 11:00:00,1.37,16465.92,,,,
17502,01/16/2025 11:15:00,1.88,16890.88,,,,
17503,01/16/2025 11:30:00,2.31,17459.20,,,,
17504,01/16/2025 11:45:00,2.36,18534.40,,,,
17505,01/16/2025 12:00:00,2.10,18478.08,,,,
17506,01/16/2025 12:15:00,2.61,17797.12,,,,
17507,01/16/2025 12:30:00,2.79,17541.12,,,,
17508,01/16/2025 12:45:00,2.36,16593.92,,,,
17509,01/16/2025 13:00:00,1.97,15575.04,,,,
17510,01/16/2025 13:15:00,1.67,14228.48,,,,
17511,01/16/2025 13:30:00,1.54,12815.36,,,,
17512,01/16/2025 13:45:00,1.07,11320.32,,,,
17513,01/16/2025 14:00:00,0.04,9628.16,,,,
17514,01/16/2025 14:15:00,-4.16,8030.72,,,,
17515,01/16/2025 14:30:00,-4.64,6371.84,,,,
17516,01/16/2025 14:45:00,-5.49,4707.84,,,,
17517,01/16/2025 15:00:00,-7.72,1288.64,,,,
17518,01/16/2025 15:15:00,-10.04,911.68,,,,
17519,01/16/2025 15:30:00,-11.54,531.36,,,,
17520,01/16/2025 15:45:00,-12.70,220.64,,,,
17521,01/16/2025 16:00:00,-12.70,64.86,,,,
17522,01/16/2025 16:15:00,-12.53,12.22,,,,
17523,01/16/2025 16:30:00,-12.44,1.57,,,,
17524,01/16/2025 16:45:00,-12.62,0.00,,,,
17525,01/16/2025 17:00:00,-11.93,0.00,,,,
17526,01/16/2025 17:15:00,-11.76,0.00,,,,
17527,01/16/2025 17:30:00,-12.79,0.00,,,,
17528,01/16/2025 17:45:00,-13.30,0.00,,,,
17529,01/16/2025 18:00:00,-13.52,0.00,,,,
17530,01/16/2025 18:15:00,-13.73,0.00,,,,
17531,01/16/2025 18:30:00,-13.82,0.00,,,,
17532,01/16/2025 18:45:00,-13.99,0.00,,,,
17533,01/16/2025 19:00:00,-14.50,0.00,,,,
17534,01/16/2025 19:15:00,-14.85,0.00,,,,
17535,01/16/2025 19:30:00,-14.98,0.00,,,,
17536,01/16/2025 19:45:00,-14.76,0.00,,,,
17537,01/16/2025 20:00:00,-14.80,0.00,,,,
17538,01/16/2025 20:15:00,-14.12,0.00,,,,
17539,01/16/2025 20:30:00,-14.20,0.00,,,,
17540,01/16/2025 20:45:00,-14.46,0.00,,,,
17541,01/16/2025 21:00:00,-14.42,0.00,,,,
17542,01/16/2025 21:15:00,-14.37,0.00,,,,
17543,01/16/2025 21:30:00,-13.77,0.00,,,,
17544,01/16/2025 21:45:00,-12.53,0.00,,,,
17545,01/16/2025 22:00:00,-11.71,0.00,,,,
17546,01/16/2025 22:15:00,-11.24,0.00,,,,
17547,01/16/2025 22:30:00,-10.90,0.00,,,,
17548,01/16/2025 22:45:00,-10.68,0.00,,,,
17549,01/16/2025 23:00:00,-10.56,0.00,,,,
17550,01/16/2025 23:15:00,-10.47,0.00,,,,
17551,01/16/2025 23:30:00,-10.38,0.00,,,,
17552,01/16/2025 23:45:00,-10.43,0.00,,,,
17553,01/17/2025 00:00:00,-10.47,0.00,,,,
17554,01/17/2025 00:15:00,-10.64,0.00,,,,
17555,01/17/2025 00:30:00,-10.81,0.00,,,,
17556,01/17/2025 00:45:00,-10.86,0.00,,,,
17557,01/17/2025 01:00:00,-10.73,0.00,,,,
17558,01/17/2025 01:15:00,-10.73,0.00,,,,
17559,01/17/2025 01:30:00,-10.73,0.00,,,,
17560,01/17/2025 01:45:00,-10.64,0.00,,,,
17561,01/17/2025 02:00:00,-10.73,0.00,,,,
17562,01/17/2025 02:15:00,-10.73,0.00,,,,
17563,01/17/2025 02:30:00,-10.68,0.00,,,,
17564,01/17/2025 02:45:00,-10.86,0.00,,,,
17565,01/17/2025 03:00:00,-10.81,0.00,,,,
17566,01/17/2025 03:15:00,-10.86,0.00,,,,
17567,01/17/2025 03:30:00,-10.86,0.00,,,,
17568,01/17/2025 03:45:00,-10.94,0.00,,,,
17569,01/17/2025 04:00:00,-10.94,0.00,,,,
17570,01/17/2025 04:15:00,-10.77,0.00,,,,
17571,01/17/2025 04:30:00,-10.73,0.00,,,,
17572,01/17/2025 04:45:00,-10.68,0.00,,,,
17573,01/17/2025 05:00:00,-10.56,0.00,,,,
17574,01/17/2025 05:15:00,-10.47,0.00,,,,
17575,01/17/2025 05:30:00,-10.38,0.00,,,,
17576,01/17/2025 05:45:00,-10.17,0.00,,,,
17577,01/17/2025 06:00:00,-10.08,0.00,,,,
17578,01/17/2025 06:15:00,-10.00,0.00,,,,
17579,01/17/2025 06:30:00,-9.91,0.19,,,,
17580,01/17/2025 06:45:00,-9.87,0.00,,,,
17581,01/17/2025 07:00:00,-9.78,0.00,,,,
17582,01/17/2025 07:15:00,-9.78,0.00,,,,
17583,01/17/2025 07:30:00,-9.78,0.19,,,,
17584,01/17/2025 07:45:00,-9.66,2.75,,,,
17585,01/17/2025 08:00:00,-9.66,19.37,,,,
17586,01/17/2025 08:15:00,-9.70,93.40,,,,
17587,01/17/2025 08:30:00,-9.57,242.08,,,,
17588,01/17/2025 08:45:00,-9.48,461.76,,,,
17589,01/17/2025 09:00:00,-9.31,805.12,,,,
17590,01/17/2025 09:15:00,-9.01,1112.32,,,,
17591,01/17/2025 09:30:00,-8.71,1699.20,,,,
17592,01/17/2025 09:45:00,-8.24,2707.20,,,,
17593,01/17/2025 10:00:00,-7.64,3763.20,,,,
17594,01/17/2025 10:15:00,-6.65,4373.76,,,,
17595,01/17/2025 10:30:00,-6.39,4075.52,,,,
17596,01/17/2025 10:45:00,-6.39,3258.88,,,,
17597,01/17/2025 11:00:00,-5.62,5862.40,,,,
17598,01/17/2025 11:15:00,-5.19,4966.40,,,,
17599,01/17/2025 11:30:00,-4.46,7767.04,,,,
17600,01/17/2025 11:45:00,-4.12,6161.92,,,,
17601,01/17/2025 12:00:00,-4.08,4474.88,,,,
17602,01/17/2025 12:15:00,-4.21,6663.68,,,,
17603,01/17/2025 12:30:00,-4.16,5401.60,,,,
17604,01/17/2025 12:45:00,-4.42,5186.56,,,,
17605,01/17/2025 13:00:00,-4.25,6699.52,,,,
17606,01/17/2025 13:15:00,-4.04,6917.12,,,,
17607,01/17/2025 13:30:00,-4.25,4736.00,,,,
17608,01/17/2025 13:45:00,-5.19,4192.00,,,,
17609,01/17/2025 14:00:00,-5.49,3959.04,,,,
17610,01/17/2025 14:15:00,-6.01,2924.80,,,,
17611,01/17/2025 14:30:00,-6.31,2965.76,,,,
17612,01/17/2025 14:45:00,-6.82,1395.20,,,,
17613,01/17/2025 15:00:00,-7.25,1242.88,,,,
17614,01/17/2025 15:15:00,-7.64,678.08,,,,
17615,01/17/2025 15:30:00,-7.98,346.24,,,,
17616,01/17/2025 15:45:00,-8.24,157.36,,,,
17617,01/17/2025 16:00:00,-8.37,52.12,,,,
17618,01/17/2025 16:15:00,-8.41,9.04,,,,
17619,01/17/2025 16:30:00,-8.41,1.18,,,,
17620,01/17/2025 16:45:00,-8.45,0.00,,,,
17621,01/17/2025 17:00:00,-8.37,0.00,,,,
17622,01/17/2025 17:15:00,-8.37,0.00,,,,
17623,01/17/2025 17:30:00,-8.41,0.00,,,,
17624,01/17/2025 17:45:00,-8.45,0.00,,,,
17625,01/17/2025 18:00:00,-8.45,0.00,,,,
17626,01/17/2025 18:15:00,-8.50,0.00,,,,
17627,01/17/2025 18:30:00,-8.50,0.00,,,,
17628,01/17/2025 18:45:00,-8.58,0.00,,,,
17629,01/17/2025 19:00:00,-8.50,0.00,,,,
17630,01/17/2025 19:15:00,-8.54,0.00,,,,
17631,01/17/2025 19:30:00,-8.45,0.00,,,,
17632,01/17/2025 19:45:00,-8.41,0.00,,,,
17633,01/17/2025 20:00:00,-8.45,0.00,,,,
17634,01/17/2025 20:15:00,-8.41,0.00,,,,
17635,01/17/2025 20:30:00,-8.45,0.00,,,,
17636,01/17/2025 20:45:00,-8.41,0.00,,,,
17637,01/17/2025 21:00:00,-8.33,0.00,,,,
17638,01/17/2025 21:15:00,-8.33,0.00,,,,
17639,01/17/2025 21:30:00,-8.33,0.00,,,,
17640,01/17/2025 21:45:00,-8.37,0.00,,,,
17641,01/17/2025 22:00:00,-8.28,0.00,,,,
17642,01/17/2025 22:15:00,-8.28,0.00,,,,
17643,01/17/2025 22:30:00,-8.28,0.00,,,,
17644,01/17/2025 22:45:00,-8.37,0.19,,,,
17645,01/17/2025 23:00:00,-8.45,0.00,,,,
17646,01/17/2025 23:15:00,-8.58,0.00,,,,
17647,01/17/2025 23:30:00,-8.54,0.00,,,,
17648,01/17/2025 23:45:00,-8.63,0.00,,,,
17649,01/18/2025 00:00:00,-8.75,0.00,,,,
17650,01/18/2025 00:15:00,-8.71,0.00,,,,
17651,01/18/2025 00:30:00,-8.75,0.00,,,,
17652,01/18/2025 00:45:00,-8.84,0.00,,,,
17653,01/18/2025 01:00:00,-8.88,0.00,,,,
17654,01/18/2025 01:15:00,-9.01,0.00,,,,
17655,01/18/2025 01:30:00,-9.05,0.00,,,,
17656,01/18/2025 01:45:00,-9.01,0.00,,,,
17657,01/18/2025 02:00:00,-9.01,0.00,,,,
17658,01/18/2025 02:15:00,-8.93,0.00,,,,
17659,01/18/2025 02:30:00,-8.84,0.00,,,,
17660,01/18/2025 02:45:00,-8.84,0.00,,,,
17661,01/18/2025 03:00:00,-8.84,0.00,,,,
17662,01/18/2025 03:15:00,-8.84,0.00,,,,
17663,01/18/2025 03:30:00,-8.80,0.00,,,,
17664,01/18/2025 03:45:00,-8.88,0.00,,,,
17665,01/18/2025 04:00:00,-8.75,0.00,,,,
17666,01/18/2025 04:15:00,-8.80,0.00,,,,
17667,01/18/2025 04:30:00,-8.75,0.00,,,,
17668,01/18/2025 04:45:00,-8.71,0.00,,,,
17669,01/18/2025 05:00:00,-8.67,0.00,,,,
17670,01/18/2025 05:15:00,-8.63,0.00,,,,
17671,01/18/2025 05:30:00,-8.58,0.00,,,,
17672,01/18/2025 05:45:00,-8.54,0.00,,,,
17673,01/18/2025 06:00:00,-8.45,0.00,,,,
17674,01/18/2025 06:15:00,-8.41,0.00,,,,
17675,01/18/2025 06:30:00,-8.41,0.00,,,,
17676,01/18/2025 06:45:00,-8.45,0.00,,,,
17677,01/18/2025 07:00:00,-8.45,0.00,,,,
17678,01/18/2025 07:15:00,-8.41,0.00,,,,
17679,01/18/2025 07:30:00,-8.45,0.19,,,,
17680,01/18/2025 07:45:00,-8.41,2.36,,,,
17681,01/18/2025 08:00:00,-8.37,16.96,,,,
17682,01/18/2025 08:15:00,-8.28,81.42,,,,
17683,01/18/2025 08:30:00,-8.20,227.76,,,,
17684,01/18/2025 08:45:00,-8.03,507.04,,,,
17685,01/18/2025 09:00:00,-7.85,727.68,,,,
17686,01/18/2025 09:15:00,-7.68,1225.60,,,,
17687,01/18/2025 09:30:00,-7.51,1594.88,,,,
17688,01/18/2025 09:45:00,-7.00,2570.88,,,,
17689,01/18/2025 10:00:00,-6.44,3426.56,,,,
17690,01/18/2025 10:15:00,-5.58,5557.76,,,,
17691,01/18/2025 10:30:00,-5.24,5831.68,,,,
17692,01/18/2025 10:45:00,-5.28,4188.16,,,,
17693,01/18/2025 11:00:00,-5.41,4399.36,,,,
17694,01/18/2025 11:15:00,-5.24,4421.12,,,,
17695,01/18/2025 11:30:00,-5.41,4116.48,,,,
17696,01/18/2025 11:45:00,-5.71,4522.24,,,,
17697,01/18/2025 12:00:00,-5.32,4936.96,,,,
17698,01/18/2025 12:15:00,-4.85,5652.48,,,,
17699,01/18/2025 12:30:00,-4.46,6003.20,,,,
17700,01/18/2025 12:45:00,-3.74,5465.60,,,,
17701,01/18/2025 13:00:00,-3.65,4785.92,,,,
17702,01/18/2025 13:15:00,-4.25,4449.28,,,,
17703,01/18/2025 13:30:00,-4.76,3804.16,,,,
17704,01/18/2025 13:45:00,-5.07,3482.88,,,,
17705,01/18/2025 14:00:00,-5.24,3330.56,,,,
17706,01/18/2025 14:15:00,-5.75,2677.76,,,,
17707,01/18/2025 14:30:00,-6.31,2419.84,,,,
17708,01/18/2025 14:45:00,-7.25,1356.16,,,,
17709,01/18/2025 15:00:00,-8.15,1048.00,,,,
