datetime_utc,wind_speed_avg,wind_speed_max,source,maximum_definition,site_id,height,maximum_sensor_id,mean_sensor_id,source_file,excess_m_s,ratio
2026-07-25 07:12:50,0.0101,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4929,49.801980198019805
2026-07-25 07:17:50,0.3856,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.1234,3.913381742738589
2026-07-25 07:22:50,0.6036,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9053999999999999,2.4999999999999996
2026-07-25 07:27:50,0.6539,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8550999999999999,2.3076923076923075
2026-07-25 07:32:50,0.5265,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.47950000000000004,1.9107312440645776
2026-07-25 07:37:50,0.0671,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9389,14.992548435171384
2026-07-25 07:42:50,0.0101,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4929,49.801980198019805
2026-07-25 07:47:50,0.0101,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4929,49.801980198019805
2026-07-25 07:52:50,0.1341,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8719,7.50186428038777
2026-07-25 07:57:50,0.0537,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9523,18.73370577281192
2026-07-25 08:02:50,0.1677,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.3413,8.998211091234348
2026-07-25 08:07:50,1.2307,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.7872999999999999,2.452262939790363
2026-07-25 08:12:50,0.8886,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.6264000000000003,2.8302948458248935
2026-07-25 08:17:50,0.171,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.835,5.883040935672514
2026-07-25 08:22:50,0.228,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.281,6.618421052631578
2026-07-25 08:27:50,0.399,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.613,5.042606516290727
2026-07-25 08:32:50,0.2314,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.7746,4.347450302506482
2026-07-25 08:37:50,0.4929,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.5131,2.0409819435991072
2026-07-25 08:42:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 08:47:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 08:52:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 08:57:50,0.3756,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.1334,4.017571884984025
2026-07-25 09:02:50,0.0101,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4929,49.801980198019805
2026-07-25 09:07:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:12:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:17:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:22:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:27:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:32:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:37:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:42:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:47:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 09:52:50,0.0034,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4996,147.94117647058823
2026-07-25 09:57:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:02:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:07:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:12:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:17:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:22:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:27:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:32:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:37:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:42:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:47:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:52:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 10:57:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:02:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:07:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:12:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:17:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:22:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:27:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:32:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:37:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:42:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:47:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:52:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 11:57:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 12:02:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 12:07:50,0.218,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.788,4.614678899082569
2026-07-25 12:12:50,0.4929,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.0160999999999998,3.0614729153986606
2026-07-25 12:17:50,0.0034,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4996,147.94117647058823
2026-07-25 12:22:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 12:27:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 12:32:50,0.0168,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4862,29.940476190476193
2026-07-25 12:37:50,0.1073,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8987,9.375582479030754
2026-07-25 12:42:50,0.0604,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9456,16.655629139072847
2026-07-25 12:47:50,0.3119,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.6940999999999999,3.2253927540878484
2026-07-25 12:52:50,0.0771,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9289000000000001,13.04798962386511
2026-07-25 12:57:50,0.0101,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4929,49.801980198019805
2026-07-25 13:02:50,0.0805,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9255,12.496894409937887
2026-07-25 13:07:50,0.1073,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8987,9.375582479030754
2026-07-25 13:12:50,0.0,0.0,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.0,
2026-07-25 13:17:50,0.5231,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.4889000000000001,3.8463008984897726
2026-07-25 13:22:50,0.2481,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.7579,4.054816606207175
2026-07-25 13:27:50,0.0201,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.4889,75.07462686567163
2026-07-25 13:32:50,0.4125,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.0964999999999998,3.658181818181818
2026-07-25 13:37:50,1.7806,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.2373999999999998,1.6949342918117487
2026-07-25 13:42:50,0.731,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.7840000000000003,3.4404924760601916
2026-07-25 13:47:50,1.1703,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8417000000000001,1.719217294710758
2026-07-25 13:52:50,1.1167,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8953,1.8017372615742813
2026-07-25 13:57:50,1.2843,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.7336999999999998,2.3499182434010746
2026-07-25 14:02:50,2.4043,5.533,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,3.1287000000000003,2.30129351578422
2026-07-25 14:07:50,1.5593,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9557000000000002,1.6129032258064517
2026-07-25 14:12:50,0.9289,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.0831,2.1660027990095814
2026-07-25 14:17:50,0.5969,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.4211,5.056123303735969
2026-07-25 14:22:50,0.3219,1.006,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.6840999999999999,3.125194159676918
2026-07-25 14:27:50,0.8953,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.6136999999999999,1.6854685580252429
2026-07-25 14:32:50,0.0738,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4292,6.815718157181571
2026-07-25 14:37:50,0.0402,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4628,12.512437810945274
2026-07-25 14:42:50,0.1677,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.3413,8.998211091234348
2026-07-25 14:47:50,1.0295,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9824999999999999,1.9543467702768333
2026-07-25 14:52:50,0.9557,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.5532999999999999,1.5789473684210524
2026-07-25 14:57:50,1.1234,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.3916000000000002,2.2387395406800787
2026-07-25 15:02:50,1.0261,3.521,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.4949,3.4314394308546925
2026-07-25 15:07:50,1.5258,4.527,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,3.0012,2.966968147856862
2026-07-25 15:12:50,1.9986,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.0193999999999999,1.5100570399279496
2026-07-25 15:17:50,3.0717,4.527,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.4553000000000003,1.473776736009376
2026-07-25 15:22:50,1.7538,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.7612000000000001,1.4340289656745353
2026-07-25 15:27:50,1.4319,4.024,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.5921000000000003,2.810252112577694
2026-07-25 15:32:50,0.5365,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.4755,3.750232991612302
2026-07-25 15:37:50,1.3313,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.6866999999999999,2.266957109592128
2026-07-25 15:42:50,0.4393,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.0757000000000003,5.7250170726155245
2026-07-25 15:47:50,1.0597,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.9522999999999999,1.8986505614796638
2026-07-25 15:52:50,1.2541,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.2609000000000001,2.0054222151343595
2026-07-25 15:57:50,1.1234,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8886000000000001,1.7909916325440627
2026-07-25 16:02:50,1.4285,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.5834999999999999,1.408470423521176
2026-07-25 16:07:50,1.1871,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8249,1.6948866986774491
2026-07-25 16:12:50,0.8417,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.6672999999999999,1.7928002851372222
2026-07-25 16:17:50,0.4762,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.0328,3.1688366232675342
2026-07-25 16:22:50,1.224,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.788,1.6437908496732025
2026-07-25 16:27:50,0.4058,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.6062,4.958107442089699
2026-07-25 16:32:50,0.0034,0.503,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.4996,147.94117647058823
2026-07-25 16:37:50,0.3555,1.509,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.1535,4.244725738396625
2026-07-25 16:42:50,0.7176,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.7974,3.504738015607581
2026-07-25 16:47:50,0.8417,2.515,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.6733000000000002,2.988000475228704
2026-07-25 16:52:50,1.1535,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,0.8585,1.7442566103164283
2026-07-25 16:57:50,1.1066,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.9113999999999998,2.727272727272727
2026-07-25 17:02:50,0.6941,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.3178999999999998,2.898717764010949
2026-07-25 17:07:50,0.5164,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.4956,3.8962044926413637
2026-07-25 17:12:50,1.5291,3.521,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.9919,2.3026616964227324
2026-07-25 17:17:50,0.8551,3.018,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.1628999999999996,3.5294117647058822
2026-07-25 17:22:50,0.9255,2.012,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.0865,2.1739600216099406
2026-07-25 17:27:50,2.0154,4.527,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.5116,2.2462042274486453
2026-07-25 17:32:50,2.8101,4.527,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.7169000000000003,1.6109746984093094
2026-07-25 17:37:50,2.914,4.527,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.613,1.5535346602608098
2026-07-25 17:42:50,2.4613,4.024,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,1.5627,1.634908381749482
2026-07-25 17:47:50,3.6753,6.036,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.3606999999999996,1.6423149130683208
2026-07-25 17:52:50,3.4305,5.533,pace,two-second peak,A18,2m,EM54051_2m_wind_speed_peak,EM54051_2m_wind_speed_avg,EM54051_A18_20260624T2332_20260826T2337.nc,2.1025000000000005,1.6128844191808775
