#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
84,05/14/2025 14:08:25,12.05,,,,,
85,05/14/2025 14:09:25,12.18,,,,,
86,05/14/2025 14:10:25,12.31,,,,,
87,05/14/2025 14:11:25,12.48,,,,,
88,05/14/2025 14:12:25,12.65,,,,,
89,05/14/2025 14:13:25,12.74,,,,,
90,05/14/2025 14:14:25,12.87,,,,,
91,05/14/2025 14:15:25,12.95,,,,,
92,05/14/2025 14:16:25,13.08,,,,,
93,05/14/2025 14:17:25,13.17,,,,,
94,05/14/2025 14:18:25,13.30,,,,,
95,05/14/2025 14:19:25,13.43,,,,,
96,05/14/2025 14:20:25,13.43,,,,,
97,05/14/2025 14:21:25,13.64,,,,,
98,05/14/2025 14:22:25,13.68,,,,,
99,05/14/2025 14:23:25,13.77,,,,,
100,05/14/2025 14:24:25,13.85,,,,,
101,05/14/2025 14:25:25,13.94,,,,,
102,05/14/2025 14:26:25,14.03,,,,,
103,05/14/2025 14:27:25,14.07,,,,,
104,05/14/2025 14:28:25,14.15,,,,,
105,05/14/2025 14:29:25,14.24,,,,,
106,05/14/2025 14:30:25,14.28,,,,,
107,05/14/2025 14:31:25,14.37,,,,,
108,05/14/2025 14:32:25,14.41,,,,,
109,05/14/2025 14:33:25,14.50,,,,,
110,05/14/2025 14:34:25,14.54,,,,,
111,05/14/2025 14:35:25,14.63,,,,,
112,05/14/2025 14:36:25,14.71,,,,,
113,05/14/2025 14:37:25,14.71,,,,,
114,05/14/2025 14:38:25,14.80,,,,,
115,05/14/2025 14:39:25,14.88,,,,,
116,05/14/2025 14:40:25,14.88,,,,,
117,05/14/2025 14:41:25,14.97,,,,,
118,05/14/2025 14:42:25,15.01,,,,,
119,05/14/2025 14:43:25,15.10,,,,,
120,05/14/2025 14:44:25,15.14,,,,,
121,05/14/2025 14:45:25,15.18,,,,,
122,05/14/2025 14:46:25,15.27,,,,,
123,05/14/2025 14:47:25,15.31,,,,,
124,05/14/2025 14:48:25,15.31,,,,,
125,05/14/2025 14:49:25,15.40,,,,,
126,05/14/2025 14:50:25,15.40,,,,,
127,05/14/2025 14:51:25,15.48,,,,,
128,05/14/2025 14:52:25,15.48,,,,,
129,05/14/2025 14:53:25,15.61,,,,,
130,05/14/2025 14:54:25,15.66,,,,,
131,05/14/2025 14:55:25,15.66,,,,,
132,05/14/2025 14:56:25,15.66,,,,,
133,05/14/2025 14:57:25,15.78,,,,,
134,05/14/2025 14:58:25,15.83,,,,,
135,05/14/2025 14:59:25,15.83,,,,,
136,05/14/2025 15:00:25,15.83,,,,,
137,05/14/2025 15:01:25,15.87,,,,,
138,05/14/2025 15:02:25,15.91,,,,,
139,05/14/2025 15:03:25,16.00,,,,,
140,05/14/2025 15:04:25,15.96,,,,,
141,05/14/2025 15:05:25,16.00,,,,,
142,05/14/2025 15:06:25,16.04,,,,,
143,05/14/2025 15:07:25,16.08,,,,,
144,05/14/2025 15:08:25,16.13,,,,,
145,05/14/2025 15:09:25,16.13,,,,,
146,05/14/2025 15:10:25,16.21,,,,,
147,05/14/2025 15:11:25,16.21,,,,,
148,05/14/2025 15:12:25,16.26,,,,,
149,05/14/2025 15:13:25,16.30,,,,,
150,05/14/2025 15:14:25,16.26,,,,,
151,05/14/2025 15:15:25,16.34,,,,,
152,05/14/2025 15:16:25,16.30,,,,,
153,05/14/2025 15:17:25,16.39,,,,,
154,05/14/2025 15:18:25,16.34,,,,,
155,05/14/2025 15:19:25,16.34,,,,,
156,05/14/2025 15:20:25,16.39,,,,,
157,05/14/2025 15:21:25,16.43,,,,,
158,05/14/2025 15:22:25,16.47,,,,,
159,05/14/2025 15:23:25,16.47,,,,,
160,05/14/2025 15:24:25,16.51,,,,,
161,05/14/2025 15:25:25,16.51,,,,,
162,05/14/2025 15:26:25,16.56,,,,,
163,05/14/2025 15:27:25,16.56,,,,,
164,05/14/2025 15:28:25,16.60,,,,,
165,05/14/2025 15:29:25,16.64,,,,,
166,05/14/2025 15:30:25,16.73,,,,,
167,05/14/2025 15:31:25,16.81,,,,,
168,05/14/2025 15:32:07,,,Logged,Logged,,
169,05/14/2025 15:32:09,,,,,Logged,Logged
