#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
1,06/26/2024 15:00:00,18.53,27842.56,,,,
2,06/26/2024 15:15:00,25.74,26603.52,,,,
3,06/26/2024 15:30:00,27.88,31897.60,,,,
4,06/26/2024 15:45:00,26.17,31119.36,,,,
5,06/26/2024 16:00:00,27.24,30197.76,,,,
6,06/26/2024 16:15:00,26.72,29870.08,,,,
7,06/26/2024 16:30:00,26.72,29173.76,,,,
8,06/26/2024 16:45:00,27.41,28702.72,,,,
9,06/26/2024 17:00:00,24.06,27832.32,,,,
10,06/26/2024 17:15:00,23.89,26982.40,,,,
11,06/26/2024 17:30:00,24.11,26019.84,,,,
12,06/26/2024 17:45:00,21.62,24422.40,,,,
13,06/26/2024 18:00:00,22.95,23848.96,,,,
14,06/26/2024 18:15:00,22.43,22640.64,,,,
15,06/26/2024 18:30:00,21.75,22282.24,,,,
16,06/26/2024 18:45:00,21.36,23009.28,,,,
17,06/26/2024 19:00:00,20.85,23572.48,,,,
18,06/26/2024 19:15:00,19.05,22876.16,,,,
19,06/26/2024 19:30:00,18.06,19420.16,,,,
20,06/26/2024 19:45:00,16.81,15754.24,,,,
21,06/26/2024 20:00:00,16.17,12892.16,,,,
22,06/26/2024 20:15:00,16.56,10777.60,,,,
23,06/26/2024 20:30:00,15.96,8837.12,,,,
24,06/26/2024 20:45:00,14.03,7037.44,,,,
25,06/26/2024 21:00:00,12.87,5335.04,,,,
26,06/26/2024 21:15:00,8.88,1326.08,,,,
27,06/26/2024 21:30:00,7.98,956.16,,,,
28,06/26/2024 21:45:00,7.59,590.08,,,,
29,06/26/2024 22:00:00,6.90,317.12,,,,
30,06/26/2024 22:15:00,8.23,147.12,,,,
31,06/26/2024 22:30:00,8.96,57.66,,,,
32,06/26/2024 22:45:00,8.92,17.03,,,,
33,06/26/2024 23:00:00,7.55,5.52,,,,
34,06/26/2024 23:15:00,8.53,1.96,,,,
35,06/26/2024 23:30:00,7.72,0.94,,,,
36,06/26/2024 23:45:00,8.36,0.28,,,,
37,06/27/2024 00:00:00,8.32,0.00,,,,
38,06/27/2024 00:15:00,9.05,0.00,,,,
39,06/27/2024 00:30:00,8.49,0.00,,,,
40,06/27/2024 00:45:00,8.02,0.00,,,,
41,06/27/2024 01:00:00,8.11,0.00,,,,
42,06/27/2024 01:15:00,7.89,0.00,,,,
43,06/27/2024 01:30:00,7.93,0.00,,,,
44,06/27/2024 01:45:00,9.22,0.00,,,,
45,06/27/2024 02:00:00,6.90,0.07,,,,
46,06/27/2024 02:15:00,7.12,0.28,,,,
47,06/27/2024 02:30:00,8.23,0.72,,,,
48,06/27/2024 02:45:00,6.73,2.17,,,,
49,06/27/2024 03:00:00,7.29,5.16,,,,
50,06/27/2024 03:15:00,6.73,13.55,,,,
51,06/27/2024 03:30:00,6.73,38.19,,,,
52,06/27/2024 03:45:00,7.93,75.50,,,,
53,06/27/2024 04:00:00,6.95,160.56,,,,
54,06/27/2024 04:15:00,8.32,301.12,,,,
55,06/27/2024 04:30:00,7.55,464.48,,,,
56,06/27/2024 04:45:00,8.53,626.08,,,,
57,06/27/2024 05:00:00,7.29,849.60,,,,
58,06/27/2024 05:15:00,8.28,1210.56,,,,
59,06/27/2024 05:30:00,7.42,1679.36,,,,
60,06/27/2024 05:45:00,7.68,1998.08,,,,
61,06/27/2024 06:00:00,8.23,2432.64,,,,
62,06/27/2024 06:15:00,7.93,2927.36,,,,
63,06/27/2024 06:30:00,9.26,3898.88,,,,
64,06/27/2024 06:45:00,10.72,5061.12,,,,
65,06/27/2024 07:00:00,10.16,7121.92,,,,
66,06/27/2024 07:15:00,11.97,9103.36,,,,
67,06/27/2024 07:30:00,15.70,10731.52,,,,
68,06/27/2024 07:45:00,13.85,9036.80,,,,
69,06/27/2024 08:00:00,14.88,12139.52,,,,
70,06/27/2024 08:15:00,18.57,13870.08,,,,
71,06/27/2024 08:30:00,20.55,16665.60,,,,
72,06/27/2024 08:45:00,21.75,17264.64,,,,
73,06/27/2024 09:00:00,19.52,19819.52,,,,
74,06/27/2024 09:15:00,19.56,17536.00,,,,
75,06/27/2024 09:30:00,20.16,18826.24,,,,
76,06/27/2024 09:45:00,19.30,14597.12,,,,
77,06/27/2024 10:00:00,18.14,15109.12,,,,
78,06/27/2024 10:15:00,20.33,22159.36,,,,
79,06/27/2024 10:30:00,22.31,21811.20,,,,
80,06/27/2024 10:45:00,23.68,33290.24,,,,
81,06/27/2024 11:00:00,24.45,24944.64,,,,
82,06/27/2024 11:15:00,23.21,22712.32,,,,
83,06/27/2024 11:30:00,21.70,20080.64,,,,
84,06/27/2024 11:45:00,24.84,24258.56,,,,
85,06/27/2024 12:00:00,23.38,22917.12,,,,
86,06/27/2024 12:15:00,23.08,24770.56,,,,
87,06/27/2024 12:30:00,23.55,27422.72,,,,
88,06/27/2024 12:45:00,23.03,24934.40,,,,
89,06/27/2024 13:00:00,27.11,30433.28,,,,
90,06/27/2024 13:15:00,23.34,24678.40,,,,
91,06/27/2024 13:30:00,18.44,23808.00,,,,
92,06/27/2024 13:45:00,20.29,24145.92,,,,
93,06/27/2024 14:00:00,21.36,27033.60,,,,
94,06/27/2024 14:15:00,22.31,35686.40,,,,
95,06/27/2024 14:30:00,27.88,37314.56,,,,
96,06/27/2024 14:45:00,23.25,33361.92,,,,
97,06/27/2024 15:00:00,22.73,33075.20,,,,
98,06/27/2024 15:15:00,23.29,32010.24,,,,
99,06/27/2024 15:30:00,22.82,31119.36,,,,
100,06/27/2024 15:45:00,23.51,30535.68,,,,
101,06/27/2024 16:00:00,23.89,29982.72,,,,
102,06/27/2024 16:15:00,25.31,29071.36,,,,
103,06/27/2024 16:30:00,18.96,14351.36,,,,
104,06/27/2024 16:45:00,23.76,30914.56,,,,
105,06/27/2024 17:00:00,22.86,11970.56,,,,
106,06/27/2024 17:15:00,21.28,21493.76,,,,
107,06/27/2024 17:30:00,27.20,24678.40,,,,
108,06/27/2024 17:45:00,22.78,28743.68,,,,
109,06/27/2024 18:00:00,19.95,26982.40,,,,
110,06/27/2024 18:15:00,20.76,9349.12,,,,
111,06/27/2024 18:30:00,15.06,6141.44,,,,
112,06/27/2024 18:45:00,22.05,17991.68,,,,
113,06/27/2024 19:00:00,18.44,12656.64,,,,
114,06/27/2024 19:15:00,18.96,11171.84,,,,
115,06/27/2024 19:30:00,16.13,6609.92,,,,
116,06/27/2024 19:45:00,17.50,8560.64,,,,
117,06/27/2024 20:00:00,17.89,6822.40,,,,
118,06/27/2024 20:15:00,15.36,4808.96,,,,
119,06/27/2024 20:30:00,9.05,2874.88,,,,
120,06/27/2024 20:45:00,11.24,3829.76,,,,
121,06/27/2024 21:00:00,8.41,3060.48,,,,
122,06/27/2024 21:15:00,9.74,1662.08,,,,
123,06/27/2024 21:30:00,10.68,1097.60,,,,
124,06/27/2024 21:45:00,6.52,653.28,,,,
125,06/27/2024 22:00:00,6.05,313.60,,,,
126,06/27/2024 22:15:00,6.69,142.48,,,,
127,06/27/2024 22:30:00,7.46,63.34,,,,
128,06/27/2024 22:45:00,6.99,20.68,,,,
129,06/27/2024 23:00:00,6.60,7.13,,,,
130,06/27/2024 23:15:00,6.90,2.83,,,,
131,06/27/2024 23:30:00,6.90,1.15,,,,
132,06/27/2024 23:45:00,6.48,0.50,,,,
133,06/28/2024 00:00:00,8.32,0.14,,,,
134,06/28/2024 00:15:00,8.02,0.00,,,,
135,06/28/2024 00:30:00,8.11,0.00,,,,
136,06/28/2024 00:45:00,7.72,0.00,,,,
137,06/28/2024 01:00:00,5.57,0.00,,,,
138,06/28/2024 01:15:00,5.15,0.00,,,,
139,06/28/2024 01:30:00,7.59,0.00,,,,
140,06/28/2024 01:45:00,7.72,0.00,,,,
141,06/28/2024 02:00:00,8.71,0.07,,,,
142,06/28/2024 02:15:00,7.03,0.36,,,,
143,06/28/2024 02:30:00,7.72,1.15,,,,
144,06/28/2024 02:45:00,8.23,2.39,,,,
145,06/28/2024 03:00:00,6.30,5.81,,,,
146,06/28/2024 03:15:00,6.52,16.30,,,,
147,06/28/2024 03:30:00,6.86,50.16,,,,
148,06/28/2024 03:45:00,6.82,120.40,,,,
149,06/28/2024 04:00:00,6.09,261.36,,,,
150,06/28/2024 04:15:00,6.35,522.72,,,,
151,06/28/2024 04:30:00,7.16,853.12,,,,
152,06/28/2024 04:45:00,7.29,1189.44,,,,
153,06/28/2024 05:00:00,7.12,1467.52,,,,
154,06/28/2024 05:15:00,7.03,1702.40,,,,
155,06/28/2024 05:30:00,7.20,1869.44,,,,
156,06/28/2024 05:45:00,7.50,2081.28,,,,
157,06/28/2024 06:00:00,7.55,2432.64,,,,
158,06/28/2024 06:15:00,8.88,3178.24,,,,
159,06/28/2024 06:30:00,10.51,6883.84,,,,
160,06/28/2024 06:45:00,12.74,5324.80,,,,
161,06/28/2024 07:00:00,14.20,8821.76,,,,
162,06/28/2024 07:15:00,16.60,10910.72,,,,
163,06/28/2024 07:30:00,13.08,7073.28,,,,
164,06/28/2024 07:45:00,11.41,7326.72,,,,
165,06/28/2024 08:00:00,11.07,8330.24,,,,
166,06/28/2024 08:15:00,11.54,9244.16,,,,
167,06/28/2024 08:30:00,11.19,9960.96,,,,
168,06/28/2024 08:45:00,11.92,10188.80,,,,
169,06/28/2024 09:00:00,12.52,11873.28,,,,
170,06/28/2024 09:15:00,13.68,13061.12,,,,
171,06/28/2024 09:30:00,13.90,14464.00,,,,
172,06/28/2024 09:45:00,16.26,15242.24,,,,
173,06/28/2024 10:00:00,15.87,18616.32,,,,
174,06/28/2024 10:15:00,20.33,22722.56,,,,
175,06/28/2024 10:30:00,18.96,18554.88,,,,
176,06/28/2024 10:45:00,19.17,20264.96,,,,
177,06/28/2024 11:00:00,20.03,28139.52,,,,
178,06/28/2024 11:15:00,21.36,23767.04,,,,
179,06/28/2024 11:30:00,22.73,30801.92,,,,
180,06/28/2024 11:45:00,22.05,28774.40,,,,
181,06/28/2024 12:00:00,20.07,29163.52,,,,
182,06/28/2024 12:15:00,22.65,29900.80,,,,
183,06/28/2024 12:30:00,20.46,25344.00,,,,
184,06/28/2024 12:45:00,26.47,34662.40,,,,
185,06/28/2024 13:00:00,26.60,36096.00,,,,
186,06/28/2024 13:15:00,23.55,18897.92,,,,
187,06/28/2024 13:30:00,22.82,27699.20,,,,
188,06/28/2024 13:45:00,23.68,36771.84,,,,
189,06/28/2024 14:00:00,24.11,33966.08,,,,
190,06/28/2024 14:15:00,22.78,32706.56,,,,
191,06/28/2024 14:30:00,22.86,36177.92,,,,
192,06/28/2024 14:45:00,20.98,11914.24,,,,
193,06/28/2024 15:00:00,23.98,22958.08,,,,
194,06/28/2024 15:15:00,14.50,15861.76,,,,
195,06/28/2024 15:30:00,16.99,15232.00,,,,
196,06/28/2024 15:45:00,13.98,14254.08,,,,
197,06/28/2024 16:00:00,14.88,13511.68,,,,
198,06/28/2024 16:15:00,13.21,12933.12,,,,
199,06/28/2024 16:30:00,12.87,10411.52,,,,
200,06/28/2024 16:45:00,23.03,30320.64,,,,
201,06/28/2024 17:00:00,22.99,29194.24,,,,
202,06/28/2024 17:15:00,21.96,28508.16,,,,
203,06/28/2024 17:30:00,20.89,25948.16,,,,
204,06/28/2024 17:45:00,22.52,25487.36,,,,
205,06/28/2024 18:00:00,22.86,9290.24,,,,
206,06/28/2024 18:15:00,15.40,6397.44,,,,
207,06/28/2024 18:30:00,15.53,7820.80,,,,
208,06/28/2024 18:45:00,16.04,8217.60,,,,
209,06/28/2024 19:00:00,18.66,10634.24,,,,
210,06/28/2024 19:15:00,13.34,7211.52,,,,
211,06/28/2024 19:30:00,12.91,5157.12,,,,
212,06/28/2024 19:45:00,13.47,4465.92,,,,
213,06/28/2024 20:00:00,15.44,11468.80,,,,
214,06/28/2024 20:15:00,12.70,7756.80,,,,
215,06/28/2024 20:30:00,10.89,3595.52,,,,
216,06/28/2024 20:45:00,11.32,3075.84,,,,
217,06/28/2024 21:00:00,8.66,4428.80,,,,
218,06/28/2024 21:15:00,9.86,2321.28,,,,
219,06/28/2024 21:30:00,7.50,1256.64,,,,
220,06/28/2024 21:45:00,5.96,594.24,,,,
221,06/28/2024 22:00:00,7.42,286.80,,,,
222,06/28/2024 22:15:00,6.17,140.88,,,,
223,06/28/2024 22:30:00,6.78,54.26,,,,
224,06/28/2024 22:45:00,6.69,17.19,,,,
225,06/28/2024 23:00:00,6.95,6.18,,,,
226,06/28/2024 23:15:00,6.86,2.02,,,,
227,06/28/2024 23:30:00,7.29,0.65,,,,
228,06/28/2024 23:45:00,6.35,0.21,,,,
229,06/29/2024 00:00:00,6.78,0.07,,,,
230,06/29/2024 00:15:00,6.35,0.00,,,,
231,06/29/2024 00:30:00,4.50,0.00,,,,
232,06/29/2024 00:45:00,6.73,0.00,,,,
233,06/29/2024 01:00:00,6.00,0.00,,,,
234,06/29/2024 01:15:00,5.53,0.00,,,,
235,06/29/2024 01:30:00,5.27,0.00,,,,
236,06/29/2024 01:45:00,5.83,0.00,,,,
237,06/29/2024 02:00:00,6.73,0.00,,,,
238,06/29/2024 02:15:00,6.13,0.28,,,,
239,06/29/2024 02:30:00,7.12,0.43,,,,
240,06/29/2024 02:45:00,6.56,1.01,,,,
241,06/29/2024 03:00:00,6.69,3.26,,,,
242,06/29/2024 03:15:00,6.52,8.72,,,,
243,06/29/2024 03:30:00,6.00,30.30,,,,
244,06/29/2024 03:45:00,7.68,84.48,,,,
245,06/29/2024 04:00:00,8.41,162.72,,,,
246,06/29/2024 04:15:00,7.98,308.96,,,,
247,06/29/2024 04:30:00,7.38,548.48,,,,
248,06/29/2024 04:45:00,6.95,907.52,,,,
249,06/29/2024 05:00:00,6.39,949.76,,,,
250,06/29/2024 05:15:00,6.26,1427.84,,,,
251,06/29/2024 05:30:00,7.76,1657.60,,,,
252,06/29/2024 05:45:00,6.60,1959.68,,,,
253,06/29/2024 06:00:00,8.71,3573.76,,,,
254,06/29/2024 06:15:00,7.98,4385.28,,,,
255,06/29/2024 06:30:00,9.05,4424.96,,,,
256,06/29/2024 06:45:00,8.36,5304.32,,,,
257,06/29/2024 07:00:00,9.05,6645.76,,,,
258,06/29/2024 07:15:00,10.81,8386.56,,,,
259,06/29/2024 07:30:00,11.41,9822.72,,,,
260,06/29/2024 07:45:00,13.30,11345.92,,,,
261,06/29/2024 08:00:00,18.06,12712.96,,,,
262,06/29/2024 08:15:00,14.75,10068.48,,,,
263,06/29/2024 08:30:00,16.69,13706.24,,,,
264,06/29/2024 08:45:00,16.73,14755.84,,,,
265,06/29/2024 09:00:00,15.87,15380.48,,,,
266,06/29/2024 09:15:00,16.30,16384.00,,,,
267,06/29/2024 09:30:00,18.10,18201.60,,,,
268,06/29/2024 09:45:00,22.78,31672.32,,,,
269,06/29/2024 10:00:00,25.91,26931.20,,,,
270,06/29/2024 10:15:00,20.85,27842.56,,,,
271,06/29/2024 10:30:00,21.96,28815.36,,,,
272,06/29/2024 10:45:00,24.84,26122.24,,,,
273,06/29/2024 11:00:00,22.56,24862.72,,,,
274,06/29/2024 11:15:00,17.97,25262.08,,,,
275,06/29/2024 11:30:00,18.66,24842.24,,,,
276,06/29/2024 11:45:00,17.46,22241.28,,,,
277,06/29/2024 12:00:00,19.65,24360.96,,,,
278,06/29/2024 12:15:00,20.33,27207.68,,,,
279,06/29/2024 12:30:00,20.72,26286.08,,,,
280,06/29/2024 12:45:00,21.15,35932.16,,,,
281,06/29/2024 13:00:00,20.63,31897.60,,,,
282,06/29/2024 13:15:00,17.80,24842.24,,,,
283,06/29/2024 13:30:00,14.33,18585.60,,,,
284,06/29/2024 13:45:00,14.93,17269.76,,,,
285,06/29/2024 14:00:00,12.10,15682.56,,,,
286,06/29/2024 14:15:00,15.78,18053.12,,,,
287,06/29/2024 14:30:00,13.55,15011.84,,,,
288,06/29/2024 14:45:00,13.25,17561.60,,,,
289,06/29/2024 15:00:00,13.85,15790.08,,,,
290,06/29/2024 15:15:00,14.15,17464.32,,,,
291,06/29/2024 15:30:00,16.64,20433.92,,,,
292,06/29/2024 15:45:00,13.60,14095.36,,,,
293,06/29/2024 16:00:00,12.65,10434.56,,,,
294,06/29/2024 16:15:00,10.38,7895.04,,,,
295,06/29/2024 16:30:00,10.77,8412.16,,,,
296,06/29/2024 16:45:00,9.95,8110.08,,,,
297,06/29/2024 17:00:00,10.21,7434.24,,,,
298,06/29/2024 17:15:00,10.34,7162.88,,,,
299,06/29/2024 17:30:00,11.24,8407.04,,,,
300,06/29/2024 17:45:00,11.37,8727.04,,,,
301,06/29/2024 18:00:00,12.27,8957.44,,,,
302,06/29/2024 18:15:00,12.10,8243.20,,,,
303,06/29/2024 18:30:00,12.40,8619.52,,,,
304,06/29/2024 18:45:00,11.88,7339.52,,,,
305,06/29/2024 19:00:00,11.67,7162.88,,,,
306,06/29/2024 19:15:00,11.32,5376.00,,,,
307,06/29/2024 19:30:00,10.16,3695.36,,,,
308,06/29/2024 19:45:00,9.95,4195.84,,,,
309,06/29/2024 20:00:00,10.16,3375.36,,,,
310,06/29/2024 20:15:00,9.35,1627.52,,,,
311,06/29/2024 20:30:00,8.19,1012.16,,,,
312,06/29/2024 20:45:00,7.72,803.84,,,,
313,06/29/2024 21:00:00,7.68,521.28,,,,
314,06/29/2024 21:15:00,8.23,641.76,,,,
315,06/29/2024 21:30:00,8.53,349.76,,,,
316,06/29/2024 21:45:00,8.58,217.44,,,,
317,06/29/2024 22:00:00,8.02,127.84,,,,
318,06/29/2024 22:15:00,7.68,69.06,,,,
319,06/29/2024 22:30:00,6.90,28.56,,,,
320,06/29/2024 22:45:00,7.38,9.61,,,,
321,06/29/2024 23:00:00,7.46,4.00,,,,
322,06/29/2024 23:15:00,7.38,1.60,,,,
323,06/29/2024 23:30:00,6.78,0.50,,,,
324,06/29/2024 23:45:00,7.55,0.14,,,,
325,06/30/2024 00:00:00,7.08,0.07,,,,
326,06/30/2024 00:15:00,6.56,0.00,,,,
327,06/30/2024 00:30:00,6.30,0.00,,,,
328,06/30/2024 00:45:00,6.43,0.00,,,,
329,06/30/2024 01:00:00,6.17,0.00,,,,
330,06/30/2024 01:15:00,5.87,0.00,,,,
331,06/30/2024 01:30:00,5.06,0.00,,,,
332,06/30/2024 01:45:00,5.57,0.00,,,,
333,06/30/2024 02:00:00,5.40,0.14,,,,
334,06/30/2024 02:15:00,5.15,0.14,,,,
335,06/30/2024 02:30:00,6.35,0.50,,,,
336,06/30/2024 02:45:00,5.06,1.73,,,,
337,06/30/2024 03:00:00,5.62,3.70,,,,
338,06/30/2024 03:15:00,4.76,11.78,,,,
339,06/30/2024 03:30:00,4.63,30.87,,,,
340,06/30/2024 03:45:00,5.15,87.08,,,,
341,06/30/2024 04:00:00,3.77,187.20,,,,
342,06/30/2024 04:15:00,5.23,329.44,,,,
343,06/30/2024 04:30:00,5.45,417.76,,,,
344,06/30/2024 04:45:00,6.60,672.96,,,,
345,06/30/2024 05:00:00,4.93,1009.92,,,,
346,06/30/2024 05:15:00,5.19,1493.12,,,,
347,06/30/2024 05:30:00,5.23,1982.08,,,,
348,06/30/2024 05:45:00,6.13,2613.12,,,,
349,06/30/2024 06:00:00,5.96,3499.52,,,,
350,06/30/2024 06:15:00,7.42,5836.80,,,,
351,06/30/2024 06:30:00,9.01,7918.08,,,,
352,06/30/2024 06:45:00,8.36,6607.36,,,,
353,06/30/2024 07:00:00,8.36,9525.76,,,,
354,06/30/2024 07:15:00,9.22,9454.08,,,,
355,06/30/2024 07:30:00,8.88,9635.84,,,,
356,06/30/2024 07:45:00,9.48,10670.08,,,,
357,06/30/2024 08:00:00,10.59,12538.88,,,,
358,06/30/2024 08:15:00,10.77,14586.88,,,,
359,06/30/2024 08:30:00,9.65,12047.36,,,,
360,06/30/2024 08:45:00,10.68,13368.32,,,,
361,06/30/2024 09:00:00,12.40,15441.92,,,,
362,06/30/2024 09:15:00,13.81,19164.16,,,,
363,06/30/2024 09:30:00,13.21,22231.04,,,,
364,06/30/2024 09:45:00,16.99,29747.20,,,,
365,06/30/2024 10:00:00,20.42,34426.88,,,,
366,06/30/2024 10:15:00,18.79,31764.48,,,,
367,06/30/2024 10:30:00,17.72,19901.44,,,,
368,06/30/2024 10:45:00,15.78,20244.48,,,,
369,06/30/2024 11:00:00,18.32,34744.32,,,,
370,06/30/2024 11:15:00,15.40,20101.12,,,,
371,06/30/2024 11:30:00,19.26,27361.28,,,,
372,06/30/2024 11:45:00,25.22,34232.32,,,,
373,06/30/2024 12:00:00,19.82,25159.68,,,,
374,06/30/2024 12:15:00,20.25,28887.04,,,,
375,06/30/2024 12:30:00,17.33,20628.48,,,,
376,06/30/2024 12:45:00,19.39,22343.68,,,,
377,06/30/2024 13:00:00,15.91,21125.12,,,,
378,06/30/2024 13:15:00,15.10,19543.04,,,,
379,06/30/2024 13:30:00,22.22,28887.04,,,,
380,06/30/2024 13:45:00,14.54,15211.52,,,,
381,06/30/2024 14:00:00,18.06,24289.28,,,,
382,06/30/2024 14:15:00,20.98,22374.40,,,,
383,06/30/2024 14:30:00,16.69,18780.16,,,,
384,06/30/2024 14:45:00,12.27,13137.92,,,,
385,06/30/2024 15:00:00,14.11,18616.32,,,,
386,06/30/2024 15:15:00,19.22,21729.28,,,,
387,06/30/2024 15:30:00,18.83,25303.04,,,,
388,06/30/2024 15:45:00,17.37,19246.08,,,,
389,06/30/2024 16:00:00,14.80,13158.40,,,,
390,06/30/2024 16:15:00,11.37,10705.92,,,,
391,06/30/2024 16:30:00,10.21,15744.00,,,,
392,06/30/2024 16:45:00,12.22,16025.60,,,,
393,06/30/2024 17:00:00,10.94,14259.20,,,,
394,06/30/2024 17:15:00,12.22,13368.32,,,,
395,06/30/2024 17:30:00,10.89,9543.68,,,,
396,06/30/2024 17:45:00,10.08,10496.00,,,,
397,06/30/2024 18:00:00,10.38,8197.12,,,,
398,06/30/2024 18:15:00,8.96,7772.16,,,,
399,06/30/2024 18:30:00,8.83,5808.64,,,,
400,06/30/2024 18:45:00,7.25,4171.52,,,,
401,06/30/2024 19:00:00,7.76,4417.28,,,,
402,06/30/2024 19:15:00,7.68,5207.04,,,,
403,06/30/2024 19:30:00,6.69,4211.20,,,,
404,06/30/2024 19:45:00,6.05,3933.44,,,,
405,06/30/2024 20:00:00,6.65,4053.76,,,,
406,06/30/2024 20:15:00,6.78,2826.24,,,,
407,06/30/2024 20:30:00,6.09,2055.68,,,,
408,06/30/2024 20:45:00,5.45,2141.44,,,,
409,06/30/2024 21:00:00,5.10,1937.92,,,,
410,06/30/2024 21:15:00,4.72,1151.36,,,,
411,06/30/2024 21:30:00,4.89,528.48,,,,
412,06/30/2024 21:45:00,6.05,294.24,,,,
413,06/30/2024 22:00:00,4.20,171.52,,,,
414,06/30/2024 22:15:00,4.29,83.32,,,,
415,06/30/2024 22:30:00,3.99,30.01,,,,
416,06/30/2024 22:45:00,3.99,9.17,,,,
417,06/30/2024 23:00:00,4.59,3.48,,,,
418,06/30/2024 23:15:00,5.40,1.15,,,,
419,06/30/2024 23:30:00,5.62,0.43,,,,
420,06/30/2024 23:45:00,5.27,0.14,,,,
421,07/01/2024 00:00:00,4.89,0.07,,,,
422,07/01/2024 00:15:00,5.36,0.00,,,,
423,07/01/2024 00:30:00,4.97,0.00,,,,
424,07/01/2024 00:45:00,4.59,0.00,,,,
425,07/01/2024 01:00:00,4.72,0.00,,,,
