#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/17/2024 22:01:21,24.45,28.81,,,,
2,07/17/2024 22:16:21,24.49,0.00,,,,
3,07/17/2024 22:31:21,23.38,3.14,,,,
4,07/17/2024 22:46:21,21.06,3.54,,,,
5,07/17/2024 23:01:21,20.20,2.36,,,,
6,07/17/2024 23:16:21,19.60,2.55,,,,
7,07/17/2024 23:31:21,19.13,0.00,,,,
8,07/17/2024 23:46:21,18.66,0.00,,,,
9,07/18/2024 00:01:21,18.27,0.00,,,,
10,07/18/2024 00:16:21,18.10,0.00,,,,
11,07/18/2024 00:31:21,17.97,0.00,,,,
12,07/18/2024 00:46:21,17.84,0.00,,,,
13,07/18/2024 01:01:21,17.67,0.00,,,,
14,07/18/2024 01:16:21,17.50,0.00,,,,
15,07/18/2024 01:31:21,17.37,0.00,,,,
16,07/18/2024 01:46:21,17.33,0.00,,,,
17,07/18/2024 02:01:21,17.33,0.00,,,,
18,07/18/2024 02:16:21,17.20,0.00,,,,
19,07/18/2024 02:31:21,17.07,0.00,,,,
20,07/18/2024 02:46:21,17.33,0.00,,,,
21,07/18/2024 03:01:21,17.59,0.00,,,,
22,07/18/2024 03:16:21,17.67,0.00,,,,
23,07/18/2024 03:31:21,17.80,0.00,,,,
24,07/18/2024 03:46:21,17.89,0.00,,,,
25,07/18/2024 04:01:21,17.84,0.00,,,,
26,07/18/2024 04:16:21,17.97,2.75,,,,
27,07/18/2024 04:31:21,18.06,2.95,,,,
28,07/18/2024 04:46:21,18.27,5.11,,,,
29,07/18/2024 04:47:56,,,Logged,Logged,,
30,07/18/2024 04:47:59,,,,,Logged,Logged
