#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
1,05/14/2025 12:39:00,21.15,Logged,,,,
2,05/14/2025 12:39:30,21.15,,,,,
3,05/14/2025 12:39:54,,,Logged,Logged,,
4,05/14/2025 12:40:00,21.15,,,,,
5,05/14/2025 12:40:30,21.23,,,,,
6,05/14/2025 12:41:00,21.28,,,,,
7,05/14/2025 12:41:30,21.28,,,,,
8,05/14/2025 12:42:00,21.28,,,,,
9,05/14/2025 12:42:30,21.28,,,,,
10,05/14/2025 12:43:00,21.28,,,,,
11,05/14/2025 12:43:30,21.28,,,,,
12,05/14/2025 12:44:00,21.28,,,,,
13,05/14/2025 12:44:24,,,Logged,Logged,,
14,05/14/2025 12:44:26,,,Logged,Logged,,
15,05/14/2025 12:44:30,21.45,,,,,
16,05/14/2025 12:45:00,21.66,,,,,
17,05/14/2025 12:45:30,21.75,,,,,
18,05/14/2025 12:46:00,21.79,,,,,
19,05/14/2025 12:46:30,21.88,,,,,
20,05/14/2025 12:47:00,19.82,,,,,
21,05/14/2025 12:47:30,15.78,,,,,
22,05/14/2025 12:48:00,12.70,,,,,
23,05/14/2025 12:48:30,10.42,,,,,
24,05/14/2025 12:49:00,8.66,,,,,
25,05/14/2025 12:49:30,7.25,,,,,
26,05/14/2025 12:50:00,6.17,,,,,
27,05/14/2025 12:50:30,5.32,,,,,
28,05/14/2025 12:51:00,4.59,,,,,
29,05/14/2025 12:51:30,3.99,,,,,
30,05/14/2025 12:52:00,3.52,,,,,
31,05/14/2025 12:52:30,3.17,,,,,
32,05/14/2025 12:53:00,2.79,,,,,
33,05/14/2025 12:53:30,2.49,,,,,
34,05/14/2025 12:54:00,2.27,,,,,
35,05/14/2025 12:54:30,2.01,,,,,
36,05/14/2025 12:55:00,1.88,,,,,
37,05/14/2025 12:55:30,1.71,,,,,
38,05/14/2025 12:56:00,1.58,,,,,
39,05/14/2025 12:56:30,1.50,,,,,
40,05/14/2025 12:57:00,1.41,,,,,
41,05/14/2025 12:57:30,1.33,,,,,
42,05/14/2025 12:58:00,1.24,,,,,
43,05/14/2025 12:58:30,1.16,,,,,
44,05/14/2025 12:59:00,1.07,,,,,
45,05/14/2025 12:59:30,1.11,,,,,
46,05/14/2025 13:00:00,1.03,,,,,
47,05/14/2025 13:00:30,1.03,,,,,
48,05/14/2025 13:01:00,0.98,,,,,
49,05/14/2025 13:01:30,0.98,,,,,
50,05/14/2025 13:02:00,0.94,,,,,
51,05/14/2025 13:02:30,0.98,,,,,
52,05/14/2025 13:03:00,0.94,,,,,
53,05/14/2025 13:03:30,0.94,,,,,
54,05/14/2025 13:04:00,0.98,,,,,
55,05/14/2025 13:04:30,0.94,,,,,
56,05/14/2025 13:05:00,0.98,,,,,
57,05/14/2025 13:05:30,0.98,,,,,
58,05/14/2025 13:06:00,1.03,,,,,
59,05/14/2025 13:06:30,1.03,,,,,
60,05/14/2025 13:07:00,1.03,,,,,
61,05/14/2025 13:07:30,1.07,,,,,
62,05/14/2025 13:08:00,1.07,,,,,
63,05/14/2025 13:08:30,1.07,,,,,
64,05/14/2025 13:09:00,1.11,,,,,
65,05/14/2025 13:09:30,1.16,,,,,
66,05/14/2025 13:10:00,1.16,,,,,
67,05/14/2025 13:10:30,1.16,,,,,
68,05/14/2025 13:11:00,1.20,,,,,
69,05/14/2025 13:11:30,1.24,,,,,
70,05/14/2025 13:12:00,1.24,,,,,
71,05/14/2025 13:12:30,1.33,,,,,
72,05/14/2025 13:13:00,1.33,,,,,
73,05/14/2025 13:13:30,1.37,,,,,
74,05/14/2025 13:14:00,1.41,,,,,
75,05/14/2025 13:14:30,1.41,,,,,
76,05/14/2025 13:15:00,1.41,,,,,
77,05/14/2025 13:15:30,1.46,,,,,
78,05/14/2025 13:16:00,1.46,,,,,
79,05/14/2025 13:16:30,1.46,,,,,
80,05/14/2025 13:17:00,1.41,,,,,
81,05/14/2025 13:17:30,1.46,,,,,
82,05/14/2025 13:18:00,1.50,,,,,
83,05/14/2025 13:18:30,1.50,,,,,
84,05/14/2025 13:19:00,1.46,,,,,
85,05/14/2025 13:19:30,1.41,,,,,
86,05/14/2025 13:20:00,1.50,,,,,
87,05/14/2025 13:20:30,1.50,,,,,
88,05/14/2025 13:21:00,1.50,,,,,
89,05/14/2025 13:21:30,1.50,,,,,
90,05/14/2025 13:22:00,1.50,,,,,
91,05/14/2025 13:22:30,1.58,,,,,
92,05/14/2025 13:23:00,1.50,,,,,
93,05/14/2025 13:23:30,1.50,,,,,
94,05/14/2025 13:24:00,1.50,,,,,
95,05/14/2025 13:24:30,1.54,,,,,
96,05/14/2025 13:25:00,1.54,,,,,
97,05/14/2025 13:25:30,1.46,,,,,
98,05/14/2025 13:26:00,1.50,,,,,
99,05/14/2025 13:26:30,1.50,,,,,
100,05/14/2025 13:27:00,1.54,,,,,
101,05/14/2025 13:27:30,1.50,,,,,
102,05/14/2025 13:28:00,1.58,,,,,
103,05/14/2025 13:28:30,1.58,,,,,
104,05/14/2025 13:29:00,1.54,,,,,
105,05/14/2025 13:29:30,1.58,,,,,
106,05/14/2025 13:30:00,1.58,,,,,
107,05/14/2025 13:30:30,1.54,,,,,
108,05/14/2025 13:31:00,1.58,,,,,
109,05/14/2025 13:31:30,1.67,,,,,
110,05/14/2025 13:32:00,1.67,,,,,
111,05/14/2025 13:32:30,1.76,,,,,
112,05/14/2025 13:33:00,1.84,,,,,
113,05/14/2025 13:33:30,2.01,,,,,
114,05/14/2025 13:34:00,2.14,,,,,
115,05/14/2025 13:34:30,2.36,,,,,
116,05/14/2025 13:35:00,2.53,,,,,
117,05/14/2025 13:35:30,2.79,,,,,
118,05/14/2025 13:36:00,2.96,,,,,
119,05/14/2025 13:36:30,3.13,,,,,
120,05/14/2025 13:37:00,3.39,,,,,
121,05/14/2025 13:37:30,3.69,,,,,
122,05/14/2025 13:38:00,3.90,,,,,
123,05/14/2025 13:38:30,4.16,,,,,
124,05/14/2025 13:39:00,4.37,,,,,
125,05/14/2025 13:39:30,4.67,,,,,
126,05/14/2025 13:40:00,4.93,,,,,
127,05/14/2025 13:40:30,5.15,,,,,
128,05/14/2025 13:41:00,5.40,,,,,
129,05/14/2025 13:41:30,5.66,,,,,
130,05/14/2025 13:42:00,5.92,,,,,
131,05/14/2025 13:42:30,6.17,,,,,
132,05/14/2025 13:43:00,6.39,,,,,
133,05/14/2025 13:43:30,6.65,,,,,
134,05/14/2025 13:44:00,6.86,,,,,
135,05/14/2025 13:44:30,7.08,,,,,
136,05/14/2025 13:45:00,7.29,,,,,
137,05/14/2025 13:45:30,7.46,,,,,
138,05/14/2025 13:46:00,7.68,,,,,
139,05/14/2025 13:46:30,7.93,,,,,
140,05/14/2025 13:47:00,8.11,,,,,
141,05/14/2025 13:47:30,8.28,,,,,
142,05/14/2025 13:48:00,8.49,,,,,
143,05/14/2025 13:48:30,8.66,,,,,
144,05/14/2025 13:49:00,8.83,,,,,
145,05/14/2025 13:49:30,9.01,,,,,
146,05/14/2025 13:50:00,9.18,,,,,
147,05/14/2025 13:50:30,9.31,,,,,
148,05/14/2025 13:51:00,9.56,,,,,
149,05/14/2025 13:51:30,9.65,,,,,
150,05/14/2025 13:52:00,9.78,,,,,
151,05/14/2025 13:52:30,9.95,,,,,
152,05/14/2025 13:53:00,10.08,,,,,
153,05/14/2025 13:53:30,10.21,,,,,
154,05/14/2025 13:54:00,10.34,,,,,
155,05/14/2025 13:54:30,10.51,,,,,
156,05/14/2025 13:55:00,10.59,,,,,
157,05/14/2025 13:55:30,10.77,,,,,
158,05/14/2025 13:56:00,10.89,,,,,
159,05/14/2025 13:56:30,10.98,,,,,
160,05/14/2025 13:57:00,11.07,,,,,
161,05/14/2025 13:57:30,11.24,,,,,
162,05/14/2025 13:58:00,11.37,,,,,
163,05/14/2025 13:58:30,11.41,,,,,
164,05/14/2025 13:59:00,11.49,,,,,
165,05/14/2025 13:59:30,11.62,,,,,
166,05/14/2025 14:00:00,11.71,,,,,
167,05/14/2025 14:00:30,11.79,,,,,
168,05/14/2025 14:01:00,11.92,,,,,
169,05/14/2025 14:01:30,12.01,,,,,
170,05/14/2025 14:02:00,12.10,,,,,
171,05/14/2025 14:02:30,12.18,,,,,
172,05/14/2025 14:03:00,12.27,,,,,
173,05/14/2025 14:03:30,12.35,,,,,
174,05/14/2025 14:04:00,12.44,,,,,
175,05/14/2025 14:04:30,12.48,,,,,
176,05/14/2025 14:05:00,12.57,,,,,
177,05/14/2025 14:05:30,12.61,,,,,
178,05/14/2025 14:06:00,12.78,,,,,
179,05/14/2025 14:06:30,12.78,,,,,
180,05/14/2025 14:07:00,12.91,,,,,
181,05/14/2025 14:07:30,12.91,,,,,
182,05/14/2025 14:08:00,13.00,,,,,
183,05/14/2025 14:08:30,13.08,,,,,
184,05/14/2025 14:09:00,13.12,,,,,
185,05/14/2025 14:09:30,13.21,,,,,
186,05/14/2025 14:10:00,13.25,,,,,
187,05/14/2025 14:10:30,13.30,,,,,
188,05/14/2025 14:11:00,13.34,,,,,
189,05/14/2025 14:11:30,13.38,,,,,
190,05/14/2025 14:12:00,13.47,,,,,
191,05/14/2025 14:12:30,13.47,,,,,
192,05/14/2025 14:13:00,13.55,,,,,
