#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
193,05/14/2025 14:13:30,13.60,,,,,
194,05/14/2025 14:14:00,13.68,,,,,
195,05/14/2025 14:14:30,13.73,,,,,
196,05/14/2025 14:15:00,13.81,,,,,
197,05/14/2025 14:15:30,13.85,,,,,
198,05/14/2025 14:16:00,13.85,,,,,
199,05/14/2025 14:16:30,13.90,,,,,
200,05/14/2025 14:17:00,13.98,,,,,
201,05/14/2025 14:17:30,14.03,,,,,
202,05/14/2025 14:18:00,14.03,,,,,
203,05/14/2025 14:18:30,14.11,,,,,
204,05/14/2025 14:19:00,14.11,,,,,
205,05/14/2025 14:19:30,14.15,,,,,
206,05/14/2025 14:20:00,14.20,,,,,
207,05/14/2025 14:20:30,14.24,,,,,
208,05/14/2025 14:21:00,14.28,,,,,
209,05/14/2025 14:21:30,14.28,,,,,
210,05/14/2025 14:22:00,14.28,,,,,
211,05/14/2025 14:22:30,14.33,,,,,
212,05/14/2025 14:23:00,14.41,,,,,
213,05/14/2025 14:23:30,14.41,,,,,
214,05/14/2025 14:24:00,14.50,,,,,
215,05/14/2025 14:24:30,14.50,,,,,
216,05/14/2025 14:25:00,14.54,,,,,
217,05/14/2025 14:25:30,14.58,,,,,
218,05/14/2025 14:26:00,14.54,,,,,
219,05/14/2025 14:26:30,14.58,,,,,
220,05/14/2025 14:27:00,14.67,,,,,
221,05/14/2025 14:27:30,14.67,,,,,
222,05/14/2025 14:28:00,14.71,,,,,
223,05/14/2025 14:28:30,14.71,,,,,
224,05/14/2025 14:29:00,14.75,,,,,
225,05/14/2025 14:29:30,14.80,,,,,
226,05/14/2025 14:30:00,14.80,,,,,
227,05/14/2025 14:30:30,14.84,,,,,
228,05/14/2025 14:31:00,14.88,,,,,
229,05/14/2025 14:31:30,14.93,,,,,
230,05/14/2025 14:32:00,14.84,,,,,
231,05/14/2025 14:32:30,14.93,,,,,
232,05/14/2025 14:33:00,14.93,,,,,
233,05/14/2025 14:33:30,14.97,,,,,
234,05/14/2025 14:34:00,15.06,,,,,
235,05/14/2025 14:34:30,15.06,,,,,
236,05/14/2025 14:35:00,15.06,,,,,
237,05/14/2025 14:35:30,15.06,,,,,
238,05/14/2025 14:36:00,15.06,,,,,
239,05/14/2025 14:36:30,15.06,,,,,
240,05/14/2025 14:37:00,15.10,,,,,
241,05/14/2025 14:37:30,15.18,,,,,
242,05/14/2025 14:38:00,15.18,,,,,
243,05/14/2025 14:38:30,15.23,,,,,
244,05/14/2025 14:39:00,15.27,,,,,
245,05/14/2025 14:39:30,15.27,,,,,
246,05/14/2025 14:40:00,15.27,,,,,
247,05/14/2025 14:40:30,15.31,,,,,
248,05/14/2025 14:41:00,15.27,,,,,
249,05/14/2025 14:41:30,15.31,,,,,
250,05/14/2025 14:42:00,15.36,,,,,
251,05/14/2025 14:42:30,15.36,,,,,
252,05/14/2025 14:43:00,15.31,,,,,
253,05/14/2025 14:43:30,15.36,,,,,
254,05/14/2025 14:44:00,15.40,,,,,
255,05/14/2025 14:44:30,15.40,,,,,
256,05/14/2025 14:45:00,15.44,,,,,
257,05/14/2025 14:45:30,15.44,,,,,
258,05/14/2025 14:46:00,15.48,,,,,
259,05/14/2025 14:46:30,15.48,,,,,
260,05/14/2025 14:47:00,15.53,,,,,
261,05/14/2025 14:47:30,15.53,,,,,
262,05/14/2025 14:48:00,15.53,,,,,
263,05/14/2025 14:48:30,15.57,,,,,
264,05/14/2025 14:49:00,15.53,,,,,
265,05/14/2025 14:49:30,15.57,,,,,
266,05/14/2025 14:50:00,15.61,,,,,
267,05/14/2025 14:50:30,15.61,,,,,
268,05/14/2025 14:51:00,15.61,,,,,
269,05/14/2025 14:51:30,15.66,,,,,
270,05/14/2025 14:52:00,15.66,,,,,
271,05/14/2025 14:52:30,15.70,,,,,
272,05/14/2025 14:53:00,15.66,,,,,
273,05/14/2025 14:53:30,15.70,,,,,
274,05/14/2025 14:54:00,15.70,,,,,
275,05/14/2025 14:54:30,15.74,,,,,
276,05/14/2025 14:55:00,15.78,,,,,
277,05/14/2025 14:55:30,15.74,,,,,
278,05/14/2025 14:56:00,15.74,,,,,
279,05/14/2025 14:56:30,15.78,,,,,
280,05/14/2025 14:57:00,15.74,,,,,
281,05/14/2025 14:57:30,15.74,,,,,
282,05/14/2025 14:58:00,15.83,,,,,
283,05/14/2025 14:58:30,15.83,,,,,
284,05/14/2025 14:59:00,15.83,,,,,
285,05/14/2025 14:59:30,15.83,,,,,
286,05/14/2025 15:00:00,15.83,,,,,
287,05/14/2025 15:00:30,15.87,,,,,
288,05/14/2025 15:01:00,15.91,,,,,
289,05/14/2025 15:01:30,15.91,,,,,
290,05/14/2025 15:02:00,15.83,,,,,
291,05/14/2025 15:02:30,15.91,,,,,
292,05/14/2025 15:03:00,15.91,,,,,
293,05/14/2025 15:03:30,15.91,,,,,
294,05/14/2025 15:04:00,15.96,,,,,
295,05/14/2025 15:04:30,15.91,,,,,
296,05/14/2025 15:05:00,15.91,,,,,
297,05/14/2025 15:05:30,15.91,,,,,
298,05/14/2025 15:06:00,15.96,,,,,
299,05/14/2025 15:06:30,16.00,,,,,
300,05/14/2025 15:07:00,15.96,,,,,
301,05/14/2025 15:07:30,16.00,,,,,
302,05/14/2025 15:08:00,15.96,,,,,
303,05/14/2025 15:08:30,15.96,,,,,
304,05/14/2025 15:09:00,16.00,,,,,
305,05/14/2025 15:09:30,16.00,,,,,
306,05/14/2025 15:10:00,16.04,,,,,
307,05/14/2025 15:10:30,16.04,,,,,
308,05/14/2025 15:11:00,16.00,,,,,
309,05/14/2025 15:11:30,16.00,,,,,
310,05/14/2025 15:12:00,16.00,,,,,
311,05/14/2025 15:12:30,16.04,,,,,
312,05/14/2025 15:13:00,16.08,,,,,
313,05/14/2025 15:13:30,16.08,,,,,
314,05/14/2025 15:14:00,16.04,,,,,
315,05/14/2025 15:14:30,16.04,,,,,
316,05/14/2025 15:15:00,16.04,,,,,
317,05/14/2025 15:15:30,16.08,,,,,
318,05/14/2025 15:16:00,16.08,,,,,
319,05/14/2025 15:16:30,16.13,,,,,
320,05/14/2025 15:17:00,16.08,,,,,
321,05/14/2025 15:17:30,16.08,,,,,
322,05/14/2025 15:18:00,16.13,,,,,
323,05/14/2025 15:18:30,16.13,,,,,
324,05/14/2025 15:19:00,16.17,,,,,
325,05/14/2025 15:19:30,16.17,,,,,
326,05/14/2025 15:20:00,16.13,,,,,
327,05/14/2025 15:20:30,16.08,,,,,
328,05/14/2025 15:21:00,16.17,,,,,
329,05/14/2025 15:21:30,16.13,,,,,
330,05/14/2025 15:22:00,16.17,,,,,
331,05/14/2025 15:22:30,16.17,,,,,
332,05/14/2025 15:23:00,16.17,,,,,
333,05/14/2025 15:23:30,16.17,,,,,
334,05/14/2025 15:24:00,16.17,,,,,
335,05/14/2025 15:24:30,16.13,,,,,
336,05/14/2025 15:25:00,16.17,,,,,
337,05/14/2025 15:25:30,16.13,,,,,
338,05/14/2025 15:26:00,16.17,,,,,
339,05/14/2025 15:26:30,16.21,,,,,
340,05/14/2025 15:27:00,16.21,,,,,
341,05/14/2025 15:27:30,16.17,,,,,
342,05/14/2025 15:28:00,16.17,,,,,
343,05/14/2025 15:28:30,16.21,,,,,
344,05/14/2025 15:29:00,16.21,,,,,
345,05/14/2025 15:29:30,16.21,,,,,
346,05/14/2025 15:30:00,16.26,,,,,
347,05/14/2025 15:30:30,16.26,,,,,
348,05/14/2025 15:31:00,16.30,,,,,
349,05/14/2025 15:31:30,16.34,,,,,
350,05/14/2025 15:32:00,16.39,,,,,
351,05/14/2025 15:32:30,16.39,,,,,
352,05/14/2025 15:33:00,16.47,,,,,
353,05/14/2025 15:33:30,16.56,,,,,
354,05/14/2025 15:34:00,16.60,,,,,
355,05/14/2025 15:34:30,16.69,,,,,
356,05/14/2025 15:35:00,16.77,,,,,
357,05/14/2025 15:35:25,,,Logged,Logged,,
358,05/14/2025 15:35:30,16.90,,,,Logged,Logged
