#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
4994,07/11/2024 17:49:28,10.29,0.00,,,,,
4995,07/11/2024 17:54:28,10.21,0.00,,,,,
4996,07/11/2024 17:59:28,10.16,0.00,,,,,
4997,07/11/2024 18:04:28,10.04,0.00,,,,,
4998,07/11/2024 18:09:28,9.95,0.00,,,,,
4999,07/11/2024 18:14:28,9.91,0.00,,,,,
5000,07/11/2024 18:19:28,9.82,0.00,,,,,
5001,07/11/2024 18:24:28,9.78,0.00,,,,,
5002,07/11/2024 18:29:28,9.74,0.00,,,,,
5003,07/11/2024 18:34:28,9.69,0.00,,,,,
5004,07/11/2024 18:39:28,9.69,0.00,,,,,
5005,07/11/2024 18:44:28,9.65,0.00,,,,,
5006,07/11/2024 18:49:28,9.61,0.00,,,,,
5007,07/11/2024 18:54:28,9.61,0.00,,,,,
5008,07/11/2024 18:59:28,9.61,0.00,,,,,
5009,07/11/2024 19:04:28,9.56,0.00,,,,,
5010,07/11/2024 19:09:28,9.56,0.00,,,,,
5011,07/11/2024 19:14:28,9.56,0.00,,,,,
5012,07/11/2024 19:19:28,9.52,0.00,,,,,
5013,07/11/2024 19:24:28,9.52,0.00,,,,,
5014,07/11/2024 19:29:28,9.48,0.00,,,,,
5015,07/11/2024 19:34:28,9.44,0.00,,,,,
5016,07/11/2024 19:39:28,9.48,0.00,,,,,
5017,07/11/2024 19:44:28,9.48,0.00,,,,,
5018,07/11/2024 19:49:28,9.44,0.00,,,,,
5019,07/11/2024 19:54:28,9.35,0.00,,,,,
5020,07/11/2024 19:59:28,9.18,0.00,,,,,
5021,07/11/2024 20:04:28,9.14,0.00,,,,,
5022,07/11/2024 20:09:28,8.96,0.00,,,,,
5023,07/11/2024 20:14:28,8.88,0.00,,,,,
5024,07/11/2024 20:19:28,8.75,0.00,,,,,
5025,07/11/2024 20:24:28,8.53,0.00,,,,,
5026,07/11/2024 20:29:28,8.45,0.00,,,,,
5027,07/11/2024 20:34:28,8.32,0.00,,,,,
5028,07/11/2024 20:39:28,8.23,0.00,,,,,
5029,07/11/2024 20:44:28,8.11,0.00,,,,,
5030,07/11/2024 20:49:28,8.02,0.00,,,,,
5031,07/11/2024 20:54:28,7.98,0.00,,,,,
5032,07/11/2024 20:59:28,7.85,0.19,,,,,
5033,07/11/2024 21:04:28,7.81,0.19,,,,,
5034,07/11/2024 21:09:28,7.72,0.19,,,,,
5035,07/11/2024 21:14:28,7.72,0.00,,,,,
5036,07/11/2024 21:19:28,7.63,0.19,,,,,
5037,07/11/2024 21:24:28,7.50,1.18,,,,,
5038,07/11/2024 21:29:28,7.46,1.18,,,,,
5039,07/11/2024 21:34:28,7.42,1.37,,,,,
5040,07/11/2024 21:39:28,7.29,1.18,,,,,
5041,07/11/2024 21:44:28,7.25,1.18,,,,,
5042,07/11/2024 21:49:28,7.20,1.18,,,,,
5043,07/11/2024 21:54:28,7.12,1.18,,,,,
5044,07/11/2024 21:59:28,7.16,0.00,,,,,
5045,07/11/2024 22:04:28,7.03,0.00,,,,,
5046,07/11/2024 22:09:28,6.99,0.00,,,,,
5047,07/11/2024 22:14:28,6.95,0.00,,,,,
5048,07/11/2024 22:19:28,6.90,0.00,,,,,
5049,07/11/2024 22:24:28,7.25,0.00,,,,,
5050,07/11/2024 22:29:28,7.20,0.00,,,,,
5051,07/11/2024 22:34:28,7.20,0.00,,,,,
5052,07/11/2024 22:39:28,7.25,0.00,,,,,
5053,07/11/2024 22:44:28,7.29,0.00,,,,,
5054,07/11/2024 22:49:28,7.25,0.00,,,,,
5055,07/11/2024 22:54:28,7.25,0.00,,,,,
5056,07/11/2024 22:59:28,7.25,0.00,,,,,
5057,07/11/2024 23:04:28,7.16,0.00,,,,,
5058,07/11/2024 23:09:28,7.20,0.00,,,,,
5059,07/11/2024 23:14:28,7.20,0.00,,,,,
5060,07/11/2024 23:19:28,7.12,0.00,,,,,
5061,07/11/2024 23:24:28,7.16,0.00,,,,,
5062,07/11/2024 23:29:28,7.12,0.00,,,,,
5063,07/11/2024 23:34:28,7.08,0.00,,,,,
5064,07/11/2024 23:39:28,7.08,0.00,,,,,
5065,07/11/2024 23:44:28,7.12,0.00,,,,,
5066,07/11/2024 23:49:28,7.03,0.00,,,,,
5067,07/11/2024 23:54:28,7.03,0.00,,,,,
5068,07/11/2024 23:59:28,6.99,0.00,,,,,
5069,07/12/2024 00:04:28,6.99,0.00,,,,,
5070,07/12/2024 00:09:28,6.95,0.00,,,,,
5071,07/12/2024 00:14:28,6.95,0.00,,,,,
5072,07/12/2024 00:19:28,6.95,0.00,,,,,
5073,07/12/2024 00:24:28,6.95,0.00,,,,,
5074,07/12/2024 00:29:28,6.86,0.00,,,,,
5075,07/12/2024 00:34:28,6.86,0.00,,,,,
5076,07/12/2024 00:39:28,6.86,0.00,,,,,
5077,07/12/2024 00:44:28,6.82,0.00,,,,,
5078,07/12/2024 00:49:28,6.82,0.00,,,,,
5079,07/12/2024 00:54:28,6.82,0.00,,,,,
5080,07/12/2024 00:59:28,6.82,0.00,,,,,
5081,07/12/2024 01:04:28,6.78,0.00,,,,,
5082,07/12/2024 01:09:28,6.82,0.00,,,,,
5083,07/12/2024 01:14:28,6.73,0.00,,,,,
5084,07/12/2024 01:19:28,6.73,0.00,,,,,
5085,07/12/2024 01:24:28,6.73,0.00,,,,,
5086,07/12/2024 01:29:28,6.73,0.00,,,,,
5087,07/12/2024 01:34:28,6.65,0.00,,,,,
5088,07/12/2024 01:39:28,6.69,0.00,,,,,
5089,07/12/2024 01:44:28,6.69,0.19,,,,,
5090,07/12/2024 01:49:28,6.65,0.00,,,,,
5091,07/12/2024 01:54:28,6.60,0.00,,,,,
5092,07/12/2024 01:59:28,6.69,0.19,,,,,
5093,07/12/2024 02:04:28,6.60,0.00,,,,,
5094,07/12/2024 02:09:28,6.60,0.00,,,,,
5095,07/12/2024 02:14:28,6.60,0.00,,,,,
5096,07/12/2024 02:19:28,6.56,0.00,,,,,
5097,07/12/2024 02:24:28,6.52,0.00,,,,,
5098,07/12/2024 02:29:28,6.56,0.00,,,,,
5099,07/12/2024 02:34:28,6.52,0.00,,,,,
5100,07/12/2024 02:39:28,6.52,0.00,,,,,
5101,07/12/2024 02:44:28,6.52,0.00,,,,,
5102,07/12/2024 02:49:28,6.43,0.00,,,,,
5103,07/12/2024 02:54:28,6.48,0.00,,,,,
5104,07/12/2024 02:59:28,6.43,0.00,,,,,
5105,07/12/2024 03:04:28,6.43,0.00,,,,,
5106,07/12/2024 03:09:28,6.43,0.00,,,,,
5107,07/12/2024 03:14:28,6.39,0.00,,,,,
5108,07/12/2024 03:19:28,6.43,0.00,,,,,
5109,07/12/2024 03:24:28,6.35,0.00,,,,,
5110,07/12/2024 03:29:28,6.39,0.00,,,,,
5111,07/12/2024 03:34:28,6.35,0.00,,,,,
5112,07/12/2024 03:39:28,6.35,0.00,,,,,
5113,07/12/2024 03:44:28,6.30,0.00,,,,,
5114,07/12/2024 03:49:28,6.35,0.00,,,,,
5115,07/12/2024 03:54:28,6.35,0.00,,,,,
5116,07/12/2024 03:59:28,6.30,0.00,,,,,
5117,07/12/2024 04:04:28,6.30,0.00,,,,,
5118,07/12/2024 04:09:28,6.30,0.00,,,,,
5119,07/12/2024 04:14:28,6.26,0.00,,,,,
5120,07/12/2024 04:19:28,6.35,0.00,,,,,
5121,07/12/2024 04:24:28,6.30,0.00,,,,,
5122,07/12/2024 04:29:28,6.22,0.00,,,,,
5123,07/12/2024 04:34:28,6.22,0.00,,,,,
5124,07/12/2024 04:39:28,6.26,0.00,,,,,
5125,07/12/2024 04:44:28,6.22,0.00,,,,,
5126,07/12/2024 04:49:28,6.22,0.00,,,,,
5127,07/12/2024 04:54:28,6.22,0.00,,,,,
5128,07/12/2024 04:59:28,6.13,0.00,,,,,
5129,07/12/2024 05:04:28,6.17,0.00,,,,,
5130,07/12/2024 05:09:28,6.22,0.00,,,,,
5131,07/12/2024 05:14:28,6.13,0.00,,,,,
5132,07/12/2024 05:19:28,6.13,0.00,,,,,
5133,07/12/2024 05:24:28,6.17,0.00,,,,,
5134,07/12/2024 05:29:28,6.09,0.00,,,,,
5135,07/12/2024 05:34:28,6.09,0.00,,,,,
5136,07/12/2024 05:39:28,6.09,0.00,,,,,
5137,07/12/2024 05:44:28,6.09,0.00,,,,,
5138,07/12/2024 05:49:28,6.13,0.00,,,,,
5139,07/12/2024 05:54:28,6.05,0.00,,,,,
5140,07/12/2024 05:59:28,6.09,0.00,,,,,
5141,07/12/2024 06:04:28,6.09,0.00,,,,,
5142,07/12/2024 06:09:28,6.00,0.19,,,,,
5143,07/12/2024 06:14:28,6.05,0.00,,,,,
5144,07/12/2024 06:19:28,6.09,0.00,,,,,
5145,07/12/2024 06:24:28,6.05,0.00,,,,,
5146,07/12/2024 06:29:28,6.00,0.00,,,,,
5147,07/12/2024 06:34:28,6.09,0.00,,,,,
5148,07/12/2024 06:39:28,6.00,0.00,,,,,
5149,07/12/2024 06:44:28,6.05,0.00,,,,,
5150,07/12/2024 06:49:28,6.09,0.00,,,,,
5151,07/12/2024 06:54:28,6.00,0.00,,,,,
5152,07/12/2024 06:59:28,6.05,0.00,,,,,
5153,07/12/2024 07:04:28,6.05,0.00,,,,,
5154,07/12/2024 07:09:28,6.00,0.00,,,,,
5155,07/12/2024 07:14:28,6.05,0.00,,,,,
5156,07/12/2024 07:19:28,6.05,0.00,,,,,
5157,07/12/2024 07:24:28,6.05,0.00,,,,,
5158,07/12/2024 07:29:28,6.09,0.00,,,,,
5159,07/12/2024 07:34:28,6.05,0.00,,,,,
5160,07/12/2024 07:39:28,6.09,0.00,,,,,
5161,07/12/2024 07:44:28,6.13,0.00,,,,,
5162,07/12/2024 07:49:28,6.09,0.00,,,,,
5163,07/12/2024 07:54:28,6.35,0.39,,,,,
5164,07/12/2024 07:59:28,6.39,2.75,,,,,
5165,07/12/2024 08:04:28,6.43,3.54,,,,,
5166,07/12/2024 08:09:28,6.35,2.95,,,,,
5167,07/12/2024 08:14:28,6.30,3.14,,,,,
5168,07/12/2024 08:19:28,6.26,4.52,,,,,
5169,07/12/2024 08:24:28,6.26,4.13,,,,,
5170,07/12/2024 08:29:28,6.22,4.32,,,,,
5171,07/12/2024 08:34:28,6.22,5.11,,,,,
5172,07/12/2024 08:39:28,6.22,3.73,,,,,
5173,07/12/2024 08:44:28,6.13,4.32,,,,,
5174,07/12/2024 08:49:28,6.26,4.13,,,,,
5175,07/12/2024 08:54:28,6.22,4.52,,,,,
5176,07/12/2024 08:59:28,6.22,4.13,,,,,
5177,07/12/2024 09:04:28,6.30,4.13,,,,,
5178,07/12/2024 09:09:28,6.30,3.54,,,,,
5179,07/12/2024 09:14:28,6.39,3.54,,,,,
5180,07/12/2024 09:19:28,6.39,4.72,,,,,
5181,07/12/2024 09:24:28,6.43,5.11,,,,,
5182,07/12/2024 09:29:28,6.43,3.73,,,,,
5183,07/12/2024 09:34:28,6.43,3.73,,,,,
5184,07/12/2024 09:39:28,6.56,4.13,,,,,
5185,07/12/2024 09:44:28,6.60,4.52,,,,,
5186,07/12/2024 09:49:28,6.60,3.73,,,,,
5187,07/12/2024 09:54:28,6.60,3.93,,,,,
5188,07/12/2024 09:59:28,6.69,5.11,,,,,
5189,07/12/2024 10:04:28,6.78,5.31,,,,,
5190,07/12/2024 10:09:28,6.82,7.08,,,,,
5191,07/12/2024 10:14:28,6.82,6.88,,,,,
5192,07/12/2024 10:19:28,6.90,8.06,,,,,
5193,07/12/2024 10:24:28,6.90,9.26,,,,,
5194,07/12/2024 10:29:28,6.99,7.86,,,,,
5195,07/12/2024 10:34:28,7.12,9.66,,,,,
5196,07/12/2024 10:39:28,7.29,8.85,,,,,
5197,07/12/2024 10:44:28,7.33,10.64,,,,,
5198,07/12/2024 10:49:28,7.50,9.66,,,,,
5199,07/12/2024 10:54:28,7.59,9.85,,,,,
5200,07/12/2024 10:59:28,7.68,10.44,,,,,
5201,07/12/2024 11:04:28,7.76,8.85,,,,,
5202,07/12/2024 11:09:28,7.85,7.67,,,,,
5203,07/12/2024 11:14:28,7.93,7.86,,,,,
5204,07/12/2024 11:19:28,8.06,7.08,,,,,
5205,07/12/2024 11:24:28,8.11,7.27,,,,,
5206,07/12/2024 11:29:28,8.19,10.05,,,,,
5207,07/12/2024 11:34:28,8.23,8.85,,,,,
5208,07/12/2024 11:39:28,8.23,7.86,,,,,
5209,07/12/2024 11:44:28,8.32,8.26,,,,,
5210,07/12/2024 11:49:28,8.32,7.86,,,,,
5211,07/12/2024 11:54:28,8.41,9.04,,,,,
5212,07/12/2024 11:59:28,8.49,9.04,,,,,
5213,07/12/2024 12:04:28,8.45,10.44,,,,,
5214,07/12/2024 12:09:28,8.58,12.22,,,,,
5215,07/12/2024 12:14:28,8.53,12.41,,,,,
5216,07/12/2024 12:19:28,8.62,13.00,,,,,
5217,07/12/2024 12:24:28,8.58,14.80,,,,,
5218,07/12/2024 12:29:28,8.53,15.39,,,,,
5219,07/12/2024 12:34:28,8.53,16.17,,,,,
5220,07/12/2024 12:39:28,8.53,14.01,,,,,
5221,07/12/2024 12:44:28,8.49,14.40,,,,,
5222,07/12/2024 12:49:28,8.49,15.41,,,,,
5223,07/12/2024 12:54:28,8.45,14.01,,,,,
5224,07/12/2024 12:59:28,8.45,17.35,,,,,
5225,07/12/2024 13:04:28,8.41,15.76,,,,,
5226,07/12/2024 13:09:28,8.36,14.21,,,,,
5227,07/12/2024 13:14:28,8.32,16.15,,,,,
5228,07/12/2024 13:19:28,8.36,15.58,,,,,
5229,07/12/2024 13:24:28,8.36,16.17,,,,,
5230,07/12/2024 13:29:28,8.32,15.61,,,,,
5231,07/12/2024 13:34:28,8.36,13.22,,,,,
5232,07/12/2024 13:39:28,8.41,11.23,,,,,
5233,07/12/2024 13:44:28,8.45,13.22,,,,,
5234,07/12/2024 13:49:28,8.53,13.42,,,,,
5235,07/12/2024 13:54:28,8.53,12.02,,,,,
5236,07/12/2024 13:59:28,8.62,10.22,,,,,
5237,07/12/2024 14:04:28,8.66,13.22,,,,,
5238,07/12/2024 14:09:28,8.66,12.02,,,,,
5239,07/12/2024 14:14:28,8.71,14.21,,,,,
5240,07/12/2024 14:19:28,8.71,14.21,,,,,
5241,07/12/2024 14:24:28,8.71,13.22,,,,,
5242,07/12/2024 14:29:28,8.88,14.40,,,,,
5243,07/12/2024 14:34:28,8.88,14.40,,,,,
5244,07/12/2024 14:39:28,8.92,15.39,,,,,
5245,07/12/2024 14:44:28,8.96,11.82,,,,,
5246,07/12/2024 14:49:28,9.01,12.81,,,,,
5247,07/12/2024 14:54:28,9.01,12.41,,,,,
5248,07/12/2024 14:59:28,9.05,12.61,,,,,
5249,07/12/2024 15:04:28,9.09,13.62,,,,,
5250,07/12/2024 15:09:28,9.14,17.35,,,,,
5251,07/12/2024 15:14:28,9.18,15.58,,,,,
5252,07/12/2024 15:19:28,9.18,15.19,,,,,
5253,07/12/2024 15:24:28,9.18,15.19,,,,,
5254,07/12/2024 15:29:28,9.22,13.22,,,,,
5255,07/12/2024 15:34:28,9.14,11.23,,,,,
5256,07/12/2024 15:39:28,9.18,11.43,,,,,
5257,07/12/2024 15:44:28,9.09,9.44,,,,,
5258,07/12/2024 15:49:28,9.14,9.63,,,,,
5259,07/12/2024 15:54:28,9.05,10.03,,,,,
5260,07/12/2024 15:59:28,9.01,10.64,,,,,
5261,07/12/2024 16:04:28,8.96,12.41,,,,,
5262,07/12/2024 16:09:28,8.92,10.64,,,,,
5263,07/12/2024 16:14:28,8.88,8.26,,,,,
5264,07/12/2024 16:19:28,8.96,7.27,,,,,
5265,07/12/2024 16:24:28,8.96,7.47,,,,,
5266,07/12/2024 16:29:28,8.92,8.45,,,,,
5267,07/12/2024 16:34:28,8.88,7.86,,,,,
5268,07/12/2024 16:39:28,8.88,6.68,,,,,
5269,07/12/2024 16:44:28,8.83,6.88,,,,,
5270,07/12/2024 16:49:28,8.79,7.86,,,,,
5271,07/12/2024 16:54:28,8.79,6.88,,,,,
5272,07/12/2024 16:59:28,8.79,6.88,,,,,
5273,07/12/2024 17:04:28,8.66,6.29,,,,,
5274,07/12/2024 17:09:28,8.71,6.68,,,,,
5275,07/12/2024 17:14:28,8.66,6.29,,,,,
5276,07/12/2024 17:19:28,8.66,6.29,,,,,
5277,07/12/2024 17:24:28,8.58,6.29,,,,,
5278,07/12/2024 17:29:28,8.53,7.47,,,,,
5279,07/12/2024 17:34:28,8.53,8.65,,,,,
5280,07/12/2024 17:39:28,8.53,8.26,,,,,
5281,07/12/2024 17:44:28,8.53,7.67,,,,,
5282,07/12/2024 17:49:28,8.58,7.47,,,,,
5283,07/12/2024 17:54:28,8.53,5.90,,,,,
5284,07/12/2024 17:59:28,8.58,6.09,,,,,
5285,07/12/2024 18:04:28,8.58,6.29,,,,,
5286,07/12/2024 18:09:28,8.58,8.45,,,,,
5287,07/12/2024 18:14:28,8.49,6.68,,,,,
5288,07/12/2024 18:19:28,8.58,5.11,,,,,
5289,07/12/2024 18:24:28,8.58,5.31,,,,,
5290,07/12/2024 18:29:28,8.53,4.91,,,,,
5291,07/12/2024 18:34:28,8.58,4.52,,,,,
5292,07/12/2024 18:39:28,8.58,4.72,,,,,
5293,07/12/2024 18:44:28,8.66,4.32,,,,,
5294,07/12/2024 18:49:28,8.71,4.72,,,,,
5295,07/12/2024 18:54:28,8.66,4.91,,,,,
5296,07/12/2024 18:59:28,8.62,4.32,,,,,
5297,07/12/2024 19:04:28,8.58,5.11,,,,,
5298,07/12/2024 19:09:28,8.58,4.13,,,,,
5299,07/12/2024 19:14:28,8.49,3.93,,,,,
5300,07/12/2024 19:19:28,8.45,5.50,,,,,
5301,07/12/2024 19:24:28,8.36,4.91,,,,,
5302,07/12/2024 19:29:28,8.36,4.13,,,,,
5303,07/12/2024 19:34:28,8.28,3.73,,,,,
5304,07/12/2024 19:39:28,8.32,2.75,,,,,
5305,07/12/2024 19:44:28,8.19,3.93,,,,,
5306,07/12/2024 19:49:28,8.19,3.54,,,,,
5307,07/12/2024 19:54:28,8.11,2.95,,,,,
5308,07/12/2024 19:59:28,8.06,3.14,,,,,
5309,07/12/2024 20:04:28,7.98,3.14,,,,,
5310,07/12/2024 20:09:28,7.93,1.18,,,,,
5311,07/12/2024 20:14:28,7.89,0.59,,,,,
5312,07/12/2024 20:19:28,7.85,0.59,,,,,
5313,07/12/2024 20:24:28,7.81,0.39,,,,,
5314,07/12/2024 20:29:28,7.76,0.59,,,,,
5315,07/12/2024 20:34:28,7.72,0.59,,,,,
5316,07/12/2024 20:39:28,7.68,0.39,,,,,
5317,07/12/2024 20:44:28,7.68,0.59,,,,,
5318,07/12/2024 20:49:28,7.63,0.59,,,,,
5319,07/12/2024 20:54:28,7.55,0.98,,,,,
5320,07/12/2024 20:59:28,7.50,0.59,,,,,
5321,07/12/2024 21:04:28,7.50,0.39,,,,,
5322,07/12/2024 21:09:28,7.46,0.39,,,,,
5323,07/12/2024 21:14:28,7.38,0.39,,,,,
5324,07/12/2024 21:19:28,7.33,0.19,,,,,
5325,07/12/2024 21:24:28,7.25,0.19,,,,,
5326,07/12/2024 21:29:28,7.25,0.19,,,,,
5327,07/12/2024 21:34:28,7.20,0.00,,,,,
5328,07/12/2024 21:39:28,7.16,0.00,,,,,
5329,07/12/2024 21:44:28,7.12,0.00,,,,,
5330,07/12/2024 21:49:28,7.08,0.00,,,,,
5331,07/12/2024 21:54:28,7.03,0.00,,,,,
5332,07/12/2024 21:59:28,6.90,0.00,,,,,
5333,07/12/2024 22:04:28,6.86,0.00,,,,,
5334,07/12/2024 22:09:28,6.78,0.00,,,,,
5335,07/12/2024 22:14:28,6.82,0.00,,,,,
5336,07/12/2024 22:19:28,6.78,0.00,,,,,
5337,07/12/2024 22:24:28,6.73,0.00,,,,,
5338,07/12/2024 22:29:28,6.73,0.00,,,,,
5339,07/12/2024 22:34:28,6.78,0.00,,,,,
5340,07/12/2024 22:39:28,6.73,0.00,,,,,
5341,07/12/2024 22:44:28,6.73,0.00,,,,,
5342,07/12/2024 22:49:28,6.73,0.00,,,,,
5343,07/12/2024 22:54:28,6.73,0.00,,,,,
5344,07/12/2024 22:59:28,6.73,0.00,,,,,
5345,07/12/2024 23:04:28,6.69,0.19,,,,,
5346,07/12/2024 23:09:28,6.69,0.00,,,,,
5347,07/12/2024 23:14:28,6.65,0.00,,,,,
5348,07/12/2024 23:19:28,6.56,0.00,,,,,
5349,07/12/2024 23:24:28,6.60,0.00,,,,,
5350,07/12/2024 23:29:28,6.60,0.00,,,,,
5351,07/12/2024 23:34:28,6.52,0.00,,,,,
5352,07/12/2024 23:39:28,6.52,0.00,,,,,
5353,07/12/2024 23:44:28,6.52,0.00,,,,,
5354,07/12/2024 23:49:28,6.56,0.00,,,,,
5355,07/12/2024 23:54:28,6.52,0.00,,,,,
5356,07/12/2024 23:59:28,6.52,0.00,,,,,
5357,07/13/2024 00:04:28,6.43,0.00,,,,,
5358,07/13/2024 00:09:28,6.43,0.00,,,,,
5359,07/13/2024 00:14:28,6.39,0.00,,,,,
5360,07/13/2024 00:19:28,6.39,0.00,,,,,
5361,07/13/2024 00:24:28,6.39,0.00,,,,,
5362,07/13/2024 00:29:28,6.39,0.00,,,,,
5363,07/13/2024 00:34:28,6.39,0.00,,,,,
5364,07/13/2024 00:39:28,6.35,0.00,,,,,
5365,07/13/2024 00:44:28,6.35,0.00,,,,,
5366,07/13/2024 00:49:28,6.30,0.00,,,,,
5367,07/13/2024 00:54:28,6.26,0.00,,,,,
5368,07/13/2024 00:59:28,6.26,0.00,,,,,
5369,07/13/2024 01:04:28,6.26,0.00,,,,,
5370,07/13/2024 01:09:28,6.22,0.00,,,,,
5371,07/13/2024 01:14:28,6.22,0.00,,,,,
5372,07/13/2024 01:19:28,6.22,0.00,,,,,
5373,07/13/2024 01:24:28,6.22,0.00,,,,,
5374,07/13/2024 01:29:28,6.13,0.00,,,,,
5375,07/13/2024 01:34:28,6.22,0.00,,,,,
5376,07/13/2024 01:39:28,6.13,0.00,,,,,
5377,07/13/2024 01:44:28,6.13,0.00,,,,,
5378,07/13/2024 01:49:28,6.13,0.00,,,,,
5379,07/13/2024 01:54:28,6.09,0.00,,,,,
5380,07/13/2024 01:59:28,6.13,0.00,,,,,
5381,07/13/2024 02:04:28,6.13,0.00,,,,,
5382,07/13/2024 02:09:28,6.09,0.00,,,,,
5383,07/13/2024 02:14:28,6.05,0.00,,,,,
5384,07/13/2024 02:19:28,6.05,0.00,,,,,
5385,07/13/2024 02:24:28,6.05,0.00,,,,,
5386,07/13/2024 02:29:28,6.05,0.00,,,,,
5387,07/13/2024 02:34:28,6.05,0.00,,,,,
5388,07/13/2024 02:39:28,6.09,0.00,,,,,
5389,07/13/2024 02:44:28,6.09,0.00,,,,,
5390,07/13/2024 02:49:28,6.05,0.00,,,,,
5391,07/13/2024 02:54:28,6.09,0.00,,,,,
5392,07/13/2024 02:59:28,6.09,0.00,,,,,
5393,07/13/2024 03:04:28,6.09,0.00,,,,,
5394,07/13/2024 03:09:28,6.13,0.00,,,,,
5395,07/13/2024 03:14:28,6.09,0.00,,,,,
5396,07/13/2024 03:19:28,6.05,0.00,,,,,
5397,07/13/2024 03:24:28,6.05,0.00,,,,,
5398,07/13/2024 03:29:28,6.00,0.19,,,,,
5399,07/13/2024 03:34:28,6.05,0.00,,,,,
5400,07/13/2024 03:39:28,5.96,0.00,,,,,
5401,07/13/2024 03:44:28,6.00,0.00,,,,,
5402,07/13/2024 03:49:28,5.96,0.00,,,,,
5403,07/13/2024 03:54:28,6.00,0.00,,,,,
5404,07/13/2024 03:59:28,5.96,0.00,,,,,
5405,07/13/2024 04:04:28,5.96,0.00,,,,,
5406,07/13/2024 04:09:28,6.00,0.00,,,,,
5407,07/13/2024 04:14:28,5.96,0.00,,,,,
5408,07/13/2024 04:19:28,5.92,0.00,,,,,
5409,07/13/2024 04:24:28,5.92,0.00,,,,,
5410,07/13/2024 04:29:28,5.96,0.00,,,,,
5411,07/13/2024 04:34:28,5.92,0.00,,,,,
5412,07/13/2024 04:39:28,5.96,0.19,,,,,
5413,07/13/2024 04:44:28,5.92,0.19,,,,,
5414,07/13/2024 04:49:28,5.87,0.19,,,,,
5415,07/13/2024 04:54:28,5.92,0.19,,,,,
5416,07/13/2024 04:59:28,5.96,0.19,,,,,
5417,07/13/2024 05:04:28,5.96,0.19,,,,,
5418,07/13/2024 05:09:28,5.96,0.39,,,,,
5419,07/13/2024 05:14:28,5.92,0.59,,,,,
5420,07/13/2024 05:19:28,5.92,0.59,,,,,
5421,07/13/2024 05:24:28,5.92,0.59,,,,,
5422,07/13/2024 05:29:28,6.00,0.59,,,,,
5423,07/13/2024 05:34:28,5.96,0.78,,,,,
5424,07/13/2024 05:39:28,6.00,0.78,,,,,
5425,07/13/2024 05:44:28,6.00,0.78,,,,,
5426,07/13/2024 05:49:28,5.96,1.37,,,,,
5427,07/13/2024 05:54:28,6.00,1.57,,,,,
5428,07/13/2024 05:59:28,6.00,1.96,,,,,
5429,07/13/2024 06:04:28,6.05,2.16,,,,,
5430,07/13/2024 06:09:28,6.09,2.16,,,,,
5431,07/13/2024 06:14:28,6.09,1.96,,,,,
5432,07/13/2024 06:19:28,6.13,2.36,,,,,
5433,07/13/2024 06:24:28,6.17,2.16,,,,,
5434,07/13/2024 06:29:28,6.17,1.96,,,,,
5435,07/13/2024 06:34:28,6.17,2.16,,,,,
5436,07/13/2024 06:39:28,6.13,2.55,,,,,
5437,07/13/2024 06:44:28,6.22,2.36,,,,,
5438,07/13/2024 06:49:28,6.22,2.36,,,,,
5439,07/13/2024 06:54:28,6.26,3.34,,,,,
5440,07/13/2024 06:59:28,6.26,3.73,,,,,
5441,07/13/2024 07:04:28,6.22,4.52,,,,,
5442,07/13/2024 07:09:28,6.26,5.31,,,,,
5443,07/13/2024 07:14:28,6.26,5.70,,,,,
5444,07/13/2024 07:19:28,6.22,5.11,,,,,
5445,07/13/2024 07:24:28,6.30,5.31,,,,,
5446,07/13/2024 07:29:28,6.39,5.90,,,,,
5447,07/13/2024 07:34:28,6.39,5.70,,,,,
5448,07/13/2024 07:39:28,6.90,0.19,,,,,
5449,07/13/2024 07:44:28,7.46,0.00,,,,,
5450,07/13/2024 07:49:28,7.68,0.00,,,,,
5451,07/13/2024 07:54:28,7.98,0.00,,,,,
5452,07/13/2024 07:59:28,8.28,0.00,,,,,
5453,07/13/2024 08:04:28,8.41,2.36,,,,,
5454,07/13/2024 08:09:28,8.15,0.78,,,,,
5455,07/13/2024 08:14:28,8.15,0.00,,,,,
5456,07/13/2024 08:19:28,7.98,0.19,,,,,
5457,07/13/2024 08:24:28,7.72,0.00,,,,,
5458,07/13/2024 08:29:28,7.59,0.00,,,,,
5459,07/13/2024 08:34:28,7.42,0.00,,,,,
5460,07/13/2024 08:39:28,7.20,0.19,,,,,
5461,07/13/2024 08:44:28,7.12,0.00,,,,,
5462,07/13/2024 08:49:28,6.99,0.19,,,,,
5463,07/13/2024 08:54:28,6.86,0.19,,,,,
5464,07/13/2024 08:59:28,6.73,0.19,,,,,
5465,07/13/2024 09:04:28,6.65,0.19,,,,,
5466,07/13/2024 09:09:28,6.52,0.00,,,,,
5467,07/13/2024 09:14:28,6.52,0.19,,,,,
5468,07/13/2024 09:19:28,6.73,0.00,,,,,
5469,07/13/2024 09:24:28,6.65,0.00,,,,,
5470,07/13/2024 09:29:28,6.48,0.00,,,,,
5471,07/13/2024 09:34:28,6.48,0.00,,,,,
5472,07/13/2024 09:39:28,6.35,0.00,,,,,
5473,07/13/2024 09:44:28,6.30,0.00,,,,,
