#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1,06/24/2024 09:44:28,14.03,87.04,,,,,
2,06/24/2024 09:49:28,13.73,0.98,,,,,
3,06/24/2024 09:54:28,14.93,2.36,,,,,
4,06/24/2024 09:59:28,16.39,1.57,,,,,
5,06/24/2024 10:04:28,18.36,2.55,,,,,
6,06/24/2024 10:09:28,13.77,245.04,,,,,
7,06/24/2024 10:14:28,9.44,283.04,,,,,
8,06/24/2024 10:19:28,6.60,305.04,,,,,
9,06/24/2024 10:24:28,4.80,305.28,,,,,
10,06/24/2024 10:29:28,3.52,311.52,,,,,
11,06/24/2024 10:34:28,2.70,306.80,,,,,
12,06/24/2024 10:39:28,2.23,330.40,,,,,
13,06/24/2024 10:44:28,1.84,343.84,,,,,
14,06/24/2024 10:49:28,1.58,330.40,,,,,
15,06/24/2024 10:54:28,1.37,315.44,,,,,
16,06/24/2024 10:59:28,1.28,336.64,,,,,
17,06/24/2024 11:04:28,1.16,355.04,,,,,
18,06/24/2024 11:09:28,1.11,355.68,,,,,
19,06/24/2024 11:14:28,1.07,335.84,,,,,
20,06/24/2024 11:19:28,1.07,273.60,,,,,
21,06/24/2024 11:24:28,1.03,271.20,,,,,
22,06/24/2024 11:29:28,0.98,320.16,,,,,
23,06/24/2024 11:34:28,1.84,32.50,,,,,
24,06/24/2024 11:39:28,4.63,111.72,,,,,
25,06/24/2024 11:44:28,6.99,101.40,,,,,
26,06/24/2024 11:49:28,9.05,61.76,,,,,
27,06/24/2024 11:54:28,10.89,63.28,,,,,
28,06/24/2024 11:59:28,8.41,60.08,,,,,
29,06/24/2024 12:04:28,5.02,50.20,,,,,
30,06/24/2024 12:09:28,3.26,45.88,,,,,
31,06/24/2024 12:14:28,2.27,54.18,,,,,
32,06/24/2024 12:19:28,1.76,52.96,,,,,
33,06/24/2024 12:24:28,1.46,51.38,,,,,
34,06/24/2024 12:29:28,1.20,51.78,,,,,
35,06/24/2024 12:34:28,1.24,50.20,,,,,
36,06/24/2024 12:39:28,1.07,47.44,,,,,
37,06/24/2024 12:44:28,1.07,48.24,,,,,
38,06/24/2024 12:49:28,1.03,48.62,,,,,
39,06/24/2024 12:54:28,0.94,49.80,,,,,
40,06/24/2024 12:59:28,0.98,49.86,,,,,
41,06/24/2024 13:04:28,0.94,53.00,,,,,
42,06/24/2024 13:09:28,0.94,54.58,,,,,
43,06/24/2024 13:14:28,0.94,56.54,,,,,
44,06/24/2024 13:19:28,0.94,53.00,,,,,
45,06/24/2024 13:24:28,0.98,54.96,,,,,
46,06/24/2024 13:29:28,0.94,55.36,,,,,
47,06/24/2024 13:34:28,0.94,55.80,,,,,
48,06/24/2024 13:39:28,0.98,57.38,,,,,
49,06/24/2024 13:44:28,0.94,56.60,,,,,
50,06/24/2024 13:49:28,0.98,60.92,,,,,
51,06/24/2024 13:54:28,0.94,56.60,,,,,
52,06/24/2024 13:59:28,0.98,55.42,,,,,
53,06/24/2024 14:04:28,1.03,58.16,,,,,
54,06/24/2024 14:09:28,0.94,55.02,,,,,
55,06/24/2024 14:14:28,1.07,56.60,,,,,
56,06/24/2024 14:19:28,0.98,59.74,,,,,
57,06/24/2024 14:24:28,0.94,48.68,,,,,
58,06/24/2024 14:29:28,0.98,45.48,,,,,
59,06/24/2024 14:34:28,0.98,51.42,,,,,
60,06/24/2024 14:39:28,0.98,46.66,,,,,
61,06/24/2024 14:44:28,0.94,41.16,,,,,
62,06/24/2024 14:49:28,0.94,45.48,,,,,
63,06/24/2024 14:54:28,0.98,34.81,,,,,
64,06/24/2024 14:59:28,0.98,27.68,,,,,
65,06/24/2024 15:04:28,0.94,27.24,,,,,
66,06/24/2024 15:09:28,0.94,33.98,,,,,
67,06/24/2024 15:14:28,0.98,47.10,,,,,
68,06/24/2024 15:19:28,1.07,47.50,,,,,
69,06/24/2024 15:24:28,1.11,46.70,,,,,
70,06/24/2024 15:29:28,1.16,41.16,,,,,
71,06/24/2024 15:34:28,1.20,36.39,,,,,
72,06/24/2024 15:39:28,1.11,40.32,,,,,
73,06/24/2024 15:44:28,1.16,51.82,,,,,
74,06/24/2024 15:49:28,1.16,45.88,,,,,
75,06/24/2024 15:54:28,1.11,41.54,,,,,
76,06/24/2024 15:59:28,1.07,39.14,,,,,
77,06/24/2024 16:04:28,1.11,35.60,,,,,
78,06/24/2024 16:09:28,1.07,34.81,,,,,
79,06/24/2024 16:14:28,1.11,34.42,,,,,
80,06/24/2024 16:19:28,1.16,32.45,,,,,
81,06/24/2024 16:24:28,1.11,31.22,,,,,
82,06/24/2024 16:29:28,1.24,31.22,,,,,
83,06/24/2024 16:34:28,1.24,32.01,,,,,
84,06/24/2024 16:39:28,1.20,32.84,,,,,
85,06/24/2024 16:44:28,1.11,33.63,,,,,
86,06/24/2024 16:49:28,1.20,32.01,,,,,
87,06/24/2024 16:54:28,1.20,29.65,,,,,
88,06/24/2024 16:59:28,1.16,28.07,,,,,
89,06/24/2024 17:04:28,1.11,27.29,,,,,
90,06/24/2024 17:09:28,1.16,26.89,,,,,
91,06/24/2024 17:14:28,1.11,29.25,,,,,
92,06/24/2024 17:19:28,1.20,30.44,,,,,
93,06/24/2024 17:24:28,1.16,30.04,,,,,
94,06/24/2024 17:29:28,1.11,28.47,,,,,
95,06/24/2024 17:34:28,1.07,30.04,,,,,
96,06/24/2024 17:39:28,0.98,34.42,,,,,
97,06/24/2024 17:44:28,0.98,32.84,,,,,
98,06/24/2024 17:49:28,0.94,30.83,,,,,
99,06/24/2024 17:54:28,0.98,28.47,,,,,
100,06/24/2024 17:59:28,0.90,29.65,,,,,
101,06/24/2024 18:04:28,0.90,28.86,,,,,
102,06/24/2024 18:09:28,0.90,26.89,,,,,
103,06/24/2024 18:14:28,0.94,25.67,,,,,
104,06/24/2024 18:19:28,0.90,24.88,,,,,
105,06/24/2024 18:24:28,0.86,25.32,,,,,
106,06/24/2024 18:29:28,0.86,22.12,,,,,
107,06/24/2024 18:34:28,0.90,21.73,,,,,
108,06/24/2024 18:39:28,0.86,21.73,,,,,
109,06/24/2024 18:44:28,0.86,22.91,,,,,
110,06/24/2024 18:49:28,0.81,24.48,,,,,
111,06/24/2024 18:54:28,0.86,25.71,,,,,
112,06/24/2024 18:59:28,0.86,25.32,,,,,
113,06/24/2024 19:04:28,0.77,26.50,,,,,
114,06/24/2024 19:09:28,0.86,24.48,,,,,
115,06/24/2024 19:14:28,1.28,59.06,,,,,
116,06/24/2024 19:19:28,1.71,56.70,,,,,
117,06/24/2024 19:24:28,2.10,58.66,,,,,
118,06/24/2024 19:29:28,2.27,61.06,,,,,
119,06/24/2024 19:34:28,2.49,61.86,,,,,
120,06/24/2024 19:39:28,2.61,53.94,,,,,
121,06/24/2024 19:44:28,2.61,46.36,,,,,
122,06/24/2024 19:49:28,2.70,41.98,,,,,
123,06/24/2024 19:54:28,2.74,40.42,,,,,
124,06/24/2024 19:59:28,2.87,37.22,,,,,
125,06/24/2024 20:04:28,2.91,34.07,,,,,
126,06/24/2024 20:09:28,2.79,30.09,,,,,
127,06/24/2024 20:14:28,2.66,28.91,,,,,
128,06/24/2024 20:19:28,2.66,6.49,,,,,
129,06/24/2024 20:24:28,2.36,5.90,,,,,
130,06/24/2024 20:29:28,2.10,5.50,,,,,
131,06/24/2024 20:34:28,1.93,4.52,,,,,
132,06/24/2024 20:39:28,1.80,4.52,,,,,
133,06/24/2024 20:44:28,1.71,4.32,,,,,
134,06/24/2024 20:49:28,1.67,3.73,,,,,
135,06/24/2024 20:54:28,1.63,3.93,,,,,
136,06/24/2024 20:59:28,1.58,3.54,,,,,
137,06/24/2024 21:04:28,1.58,3.14,,,,,
138,06/24/2024 21:09:28,1.50,2.55,,,,,
139,06/24/2024 21:14:28,1.46,2.36,,,,,
140,06/24/2024 21:19:28,1.46,1.96,,,,,
141,06/24/2024 21:24:28,1.41,1.37,,,,,
142,06/24/2024 21:29:28,1.41,1.18,,,,,
143,06/24/2024 21:34:28,1.37,1.18,,,,,
144,06/24/2024 21:39:28,1.33,0.78,,,,,
145,06/24/2024 21:44:28,1.33,0.78,,,,,
146,06/24/2024 21:49:28,1.28,0.39,,,,,
147,06/24/2024 21:54:28,1.24,0.39,,,,,
148,06/24/2024 21:59:28,1.24,0.19,,,,,
149,06/24/2024 22:04:28,1.33,0.19,,,,,
150,06/24/2024 22:09:28,1.24,0.19,,,,,
151,06/24/2024 22:14:28,1.20,0.00,,,,,
152,06/24/2024 22:19:28,1.16,0.00,,,,,
153,06/24/2024 22:24:28,1.16,0.00,,,,,
154,06/24/2024 22:29:28,1.11,0.00,,,,,
155,06/24/2024 22:34:28,1.07,0.00,,,,,
156,06/24/2024 22:39:28,1.07,0.00,,,,,
157,06/24/2024 22:44:28,1.07,0.00,,,,,
158,06/24/2024 22:49:28,1.03,0.00,,,,,
159,06/24/2024 22:54:28,1.03,0.00,,,,,
160,06/24/2024 22:59:28,1.03,0.00,,,,,
161,06/24/2024 23:04:28,0.98,0.00,,,,,
162,06/24/2024 23:09:28,0.94,0.00,,,,,
163,06/24/2024 23:14:28,0.94,0.00,,,,,
164,06/24/2024 23:19:28,0.94,0.00,,,,,
165,06/24/2024 23:24:28,0.90,0.00,,,,,
166,06/24/2024 23:29:28,0.86,0.00,,,,,
167,06/24/2024 23:34:28,0.90,0.00,,,,,
168,06/24/2024 23:39:28,0.90,0.00,,,,,
169,06/24/2024 23:44:28,0.86,0.00,,,,,
170,06/24/2024 23:49:28,0.86,0.00,,,,,
171,06/24/2024 23:54:28,0.81,0.00,,,,,
172,06/24/2024 23:59:28,0.81,0.00,,,,,
173,06/25/2024 00:04:28,0.86,0.00,,,,,
174,06/25/2024 00:09:28,0.81,0.00,,,,,
175,06/25/2024 00:14:28,0.81,0.00,,,,,
176,06/25/2024 00:19:28,0.77,0.00,,,,,
177,06/25/2024 00:24:28,0.77,0.00,,,,,
178,06/25/2024 00:29:28,0.77,0.00,,,,,
179,06/25/2024 00:34:28,0.77,0.00,,,,,
180,06/25/2024 00:39:28,0.68,0.00,,,,,
181,06/25/2024 00:44:28,0.73,0.00,,,,,
182,06/25/2024 00:49:28,0.73,0.00,,,,,
183,06/25/2024 00:54:28,0.73,0.00,,,,,
184,06/25/2024 00:59:28,0.73,0.00,,,,,
185,06/25/2024 01:04:28,0.73,0.00,,,,,
186,06/25/2024 01:09:28,0.68,0.00,,,,,
187,06/25/2024 01:14:28,0.73,0.00,,,,,
188,06/25/2024 01:19:28,0.68,0.00,,,,,
189,06/25/2024 01:24:28,0.68,0.00,,,,,
190,06/25/2024 01:29:28,0.68,0.00,,,,,
191,06/25/2024 01:34:28,0.64,0.00,,,,,
192,06/25/2024 01:39:28,0.68,0.00,,,,,
193,06/25/2024 01:44:28,0.73,0.00,,,,,
194,06/25/2024 01:49:28,0.60,0.00,,,,,
195,06/25/2024 01:54:28,0.64,0.00,,,,,
196,06/25/2024 01:59:28,0.60,0.00,,,,,
197,06/25/2024 02:04:28,0.60,0.00,,,,,
198,06/25/2024 02:09:28,0.64,0.00,,,,,
199,06/25/2024 02:14:28,0.60,0.00,,,,,
200,06/25/2024 02:19:28,0.60,0.00,,,,,
201,06/25/2024 02:24:28,0.60,0.00,,,,,
202,06/25/2024 02:29:28,0.60,0.00,,,,,
203,06/25/2024 02:34:28,0.60,0.00,,,,,
204,06/25/2024 02:39:28,0.55,0.00,,,,,
205,06/25/2024 02:44:28,0.55,0.00,,,,,
206,06/25/2024 02:49:28,0.60,0.00,,,,,
207,06/25/2024 02:54:28,0.55,0.00,,,,,
208,06/25/2024 02:59:28,0.55,0.00,,,,,
209,06/25/2024 03:04:28,0.51,0.00,,,,,
210,06/25/2024 03:09:28,0.51,0.00,,,,,
211,06/25/2024 03:14:28,0.51,0.00,,,,,
212,06/25/2024 03:19:28,0.51,0.00,,,,,
213,06/25/2024 03:24:28,0.55,0.00,,,,,
214,06/25/2024 03:29:28,0.47,0.00,,,,,
215,06/25/2024 03:34:28,0.47,0.00,,,,,
216,06/25/2024 03:39:28,0.51,0.00,,,,,
217,06/25/2024 03:44:28,0.51,0.00,,,,,
218,06/25/2024 03:49:28,0.47,0.00,,,,,
219,06/25/2024 03:54:28,0.47,0.19,,,,,
220,06/25/2024 03:59:28,0.51,0.19,,,,,
221,06/25/2024 04:04:28,0.47,0.39,,,,,
222,06/25/2024 04:09:28,0.43,0.39,,,,,
223,06/25/2024 04:14:28,0.47,0.59,,,,,
224,06/25/2024 04:19:28,0.43,0.78,,,,,
225,06/25/2024 04:24:28,0.43,0.98,,,,,
226,06/25/2024 04:29:28,0.47,1.18,,,,,
227,06/25/2024 04:34:28,0.47,1.37,,,,,
228,06/25/2024 04:39:28,0.47,1.37,,,,,
229,06/25/2024 04:44:28,0.38,1.77,,,,,
230,06/25/2024 04:49:28,0.43,1.96,,,,,
231,06/25/2024 04:54:28,0.43,2.36,,,,,
232,06/25/2024 04:59:28,0.43,2.55,,,,,
233,06/25/2024 05:04:28,0.38,2.95,,,,,
234,06/25/2024 05:09:28,0.38,3.34,,,,,
235,06/25/2024 05:14:28,0.43,3.73,,,,,
236,06/25/2024 05:19:28,0.43,3.93,,,,,
237,06/25/2024 05:24:28,0.47,4.52,,,,,
238,06/25/2024 05:29:28,0.47,4.32,,,,,
239,06/25/2024 05:34:28,0.43,4.52,,,,,
240,06/25/2024 05:39:28,0.43,5.31,,,,,
241,06/25/2024 05:44:28,0.43,5.70,,,,,
242,06/25/2024 05:49:28,0.43,6.09,,,,,
243,06/25/2024 05:54:28,0.43,6.68,,,,,
244,06/25/2024 05:59:28,0.43,7.27,,,,,
245,06/25/2024 06:04:28,0.43,7.47,,,,,
246,06/25/2024 06:09:28,0.43,8.65,,,,,
247,06/25/2024 06:14:28,0.47,9.24,,,,,
248,06/25/2024 06:19:28,0.47,9.44,,,,,
249,06/25/2024 06:24:28,0.47,9.63,,,,,
250,06/25/2024 06:29:28,0.51,9.83,,,,,
251,06/25/2024 06:34:28,0.55,10.22,,,,,
252,06/25/2024 06:39:28,0.55,11.40,,,,,
253,06/25/2024 06:44:28,0.51,12.98,,,,,
254,06/25/2024 06:49:28,0.51,13.79,,,,,
255,06/25/2024 06:54:28,0.47,14.99,,,,,
256,06/25/2024 06:59:28,0.51,16.17,,,,,
257,06/25/2024 07:04:28,0.51,19.32,,,,,
258,06/25/2024 07:09:28,0.55,22.12,,,,,
259,06/25/2024 07:14:28,0.64,24.48,,,,,
260,06/25/2024 07:19:28,0.81,26.50,,,,,
261,06/25/2024 07:24:28,0.77,25.67,,,,,
262,06/25/2024 07:29:28,0.81,28.07,,,,,
263,06/25/2024 07:34:28,0.77,28.86,,,,,
264,06/25/2024 07:39:28,0.77,28.47,,,,,
265,06/25/2024 07:44:28,0.68,27.68,,,,,
266,06/25/2024 07:49:28,0.77,27.68,,,,,
267,06/25/2024 07:54:28,0.68,28.86,,,,,
268,06/25/2024 07:59:28,0.73,28.86,,,,,
269,06/25/2024 08:04:28,0.73,29.25,,,,,
270,06/25/2024 08:09:28,0.73,29.65,,,,,
271,06/25/2024 08:14:28,0.81,71.40,,,,,
272,06/25/2024 08:19:28,0.86,73.76,,,,,
273,06/25/2024 08:24:28,0.90,77.68,,,,,
274,06/25/2024 08:29:28,0.94,85.64,,,,,
275,06/25/2024 08:34:28,1.03,80.94,,,,,
276,06/25/2024 08:39:28,1.03,80.94,,,,,
277,06/25/2024 08:44:28,1.07,85.64,,,,,
278,06/25/2024 08:49:28,1.11,88.80,,,,,
279,06/25/2024 08:54:28,1.16,95.96,,,,,
280,06/25/2024 08:59:28,1.20,99.20,,,,,
281,06/25/2024 09:04:28,1.24,103.16,,,,,
282,06/25/2024 09:09:28,1.33,47.10,,,,,
283,06/25/2024 09:14:28,1.28,48.28,,,,,
284,06/25/2024 09:19:28,1.20,57.04,,,,,
285,06/25/2024 09:24:28,1.24,59.00,,,,,
286,06/25/2024 09:29:28,1.16,59.40,,,,,
287,06/25/2024 09:34:28,1.20,57.04,,,,,
288,06/25/2024 09:39:28,1.16,57.82,,,,,
289,06/25/2024 09:44:28,1.11,61.76,,,,,
290,06/25/2024 09:49:28,1.16,74.44,,,,,
291,06/25/2024 09:54:28,1.11,62.54,,,,,
292,06/25/2024 09:59:28,1.11,71.30,,,,,
293,06/25/2024 10:04:28,1.11,64.12,,,,,
294,06/25/2024 10:09:28,1.16,64.12,,,,,
295,06/25/2024 10:14:28,1.20,64.12,,,,,
296,06/25/2024 10:19:28,1.24,60.18,,,,,
297,06/25/2024 10:24:28,1.16,59.00,,,,,
298,06/25/2024 10:29:28,1.16,52.66,,,,,
299,06/25/2024 10:34:28,1.16,68.06,,,,,
300,06/25/2024 10:39:28,1.16,61.76,,,,,
301,06/25/2024 10:44:28,1.16,55.42,,,,,
302,06/25/2024 10:49:28,1.16,63.32,,,,,
303,06/25/2024 10:54:28,1.16,63.32,,,,,
304,06/25/2024 10:59:28,1.16,72.08,,,,,
305,06/25/2024 11:04:28,1.24,64.12,,,,,
306,06/25/2024 11:09:28,1.24,66.48,,,,,
307,06/25/2024 11:14:28,1.24,61.70,,,,,
308,06/25/2024 11:19:28,1.24,61.76,,,,,
309,06/25/2024 11:24:28,1.24,57.38,,,,,
310,06/25/2024 11:29:28,1.28,56.54,,,,,
311,06/25/2024 11:34:28,1.24,55.76,,,,,
312,06/25/2024 11:39:28,1.24,52.60,,,,,
313,06/25/2024 11:44:28,1.24,52.16,,,,,
314,06/25/2024 11:49:28,1.28,51.78,,,,,
315,06/25/2024 11:54:28,1.24,50.98,,,,,
316,06/25/2024 11:59:28,1.24,50.60,,,,,
317,06/25/2024 12:04:28,1.24,50.60,,,,,
318,06/25/2024 12:09:28,1.24,50.98,,,,,
319,06/25/2024 12:14:28,1.28,50.20,,,,,
320,06/25/2024 12:19:28,1.33,108.64,,,,,
321,06/25/2024 12:24:28,1.41,106.20,,,,,
322,06/25/2024 12:29:28,1.46,101.48,,,,,
323,06/25/2024 12:34:28,1.46,99.04,,,,,
324,06/25/2024 12:39:28,1.46,94.32,,,,,
325,06/25/2024 12:44:28,1.46,89.56,,,,,
326,06/25/2024 12:49:28,1.41,87.92,,,,,
327,06/25/2024 12:54:28,1.41,83.20,,,,,
328,06/25/2024 12:59:28,1.41,80.74,,,,,
329,06/25/2024 13:04:28,1.41,75.22,,,,,
330,06/25/2024 13:09:28,1.37,69.72,,,,,
331,06/25/2024 13:14:28,1.33,68.84,,,,,
332,06/25/2024 13:19:28,1.33,62.50,,,,,
333,06/25/2024 13:24:28,1.33,55.76,,,,,
334,06/25/2024 13:29:28,1.24,45.88,,,,,
335,06/25/2024 13:34:28,1.24,69.62,,,,,
336,06/25/2024 13:39:28,1.28,68.84,,,,,
337,06/25/2024 13:44:28,1.28,66.48,,,,,
338,06/25/2024 13:49:28,1.24,64.12,,,,,
339,06/25/2024 13:54:28,1.24,64.80,,,,,
340,06/25/2024 13:59:28,1.28,60.08,,,,,
341,06/25/2024 14:04:28,1.24,55.36,,,,,
342,06/25/2024 14:09:28,1.28,53.34,,,,,
343,06/25/2024 14:14:28,1.24,51.78,,,,,
344,06/25/2024 14:19:28,1.20,49.42,,,,,
345,06/25/2024 14:24:28,1.20,49.80,,,,,
346,06/25/2024 14:29:28,1.16,68.84,,,,,
347,06/25/2024 14:34:28,1.33,135.60,,,,,
348,06/25/2024 14:39:28,1.50,135.60,,,,,
349,06/25/2024 14:44:28,1.58,131.68,,,,,
350,06/25/2024 14:49:28,1.67,127.76,,,,,
351,06/25/2024 14:54:28,1.80,126.08,,,,,
352,06/25/2024 14:59:28,1.76,122.92,,,,,
353,06/25/2024 15:04:28,1.84,119.76,,,,,
354,06/25/2024 15:09:28,1.93,116.64,,,,,
355,06/25/2024 15:14:28,1.84,115.76,,,,,
356,06/25/2024 15:19:28,1.88,114.16,,,,,
357,06/25/2024 15:24:28,1.88,84.84,,,,,
358,06/25/2024 15:29:28,1.80,85.64,,,,,
359,06/25/2024 15:34:28,1.71,111.12,,,,,
360,06/25/2024 15:39:28,1.84,104.72,,,,,
361,06/25/2024 15:44:28,1.84,116.64,,,,,
362,06/25/2024 15:49:28,1.88,94.40,,,,,
363,06/25/2024 15:54:28,1.97,116.64,,,,,
364,06/25/2024 15:59:28,1.97,116.64,,,,,
365,06/25/2024 16:04:28,1.97,115.04,,,,,
366,06/25/2024 16:09:28,1.97,115.84,,,,,
367,06/25/2024 16:14:28,2.06,115.84,,,,,
368,06/25/2024 16:19:28,2.01,115.04,,,,,
369,06/25/2024 16:24:28,2.06,115.84,,,,,
370,06/25/2024 16:29:28,2.06,115.84,,,,,
371,06/25/2024 16:34:28,2.06,112.68,,,,,
372,06/25/2024 16:39:28,2.10,52.66,,,,,
373,06/25/2024 16:44:28,1.97,119.00,,,,,
374,06/25/2024 16:49:28,1.97,116.64,,,,,
375,06/25/2024 16:54:28,1.97,144.48,,,,,
376,06/25/2024 16:59:28,2.01,73.66,,,,,
377,06/25/2024 17:04:28,1.88,63.42,,,,,
378,06/25/2024 17:09:28,1.84,81.62,,,,,
379,06/25/2024 17:14:28,1.84,91.92,,,,,
380,06/25/2024 17:19:28,1.84,104.64,,,,,
381,06/25/2024 17:24:28,1.93,111.04,,,,,
382,06/25/2024 17:29:28,1.93,105.52,,,,,
383,06/25/2024 17:34:28,1.97,77.68,,,,,
384,06/25/2024 17:39:28,1.88,72.86,,,,,
385,06/25/2024 17:44:28,1.80,70.50,,,,,
386,06/25/2024 17:49:28,1.80,71.30,,,,,
387,06/25/2024 17:54:28,1.80,76.12,,,,,
388,06/25/2024 17:59:28,1.76,68.94,,,,,
389,06/25/2024 18:04:28,1.67,61.06,,,,,
390,06/25/2024 18:09:28,1.71,68.14,,,,,
391,06/25/2024 18:14:28,1.67,65.78,,,,,
392,06/25/2024 18:19:28,1.67,61.86,,,,,
393,06/25/2024 18:24:28,1.67,61.06,,,,,
394,06/25/2024 18:29:28,1.63,55.46,,,,,
395,06/25/2024 18:34:28,1.63,49.12,,,,,
396,06/25/2024 18:39:28,1.63,50.30,,,,,
397,06/25/2024 18:44:28,1.58,51.08,,,,,
398,06/25/2024 18:49:28,1.54,51.52,,,,,
399,06/25/2024 18:54:28,1.58,51.14,,,,,
400,06/25/2024 18:59:28,1.54,44.34,,,,,
401,06/25/2024 19:04:28,1.54,57.48,,,,,
402,06/25/2024 19:09:28,1.50,49.90,,,,,
403,06/25/2024 19:14:28,1.50,51.48,,,,,
404,06/25/2024 19:19:28,1.46,53.10,,,,,
405,06/25/2024 19:24:28,1.46,44.74,,,,,
406,06/25/2024 19:29:28,1.46,40.37,,,,,
407,06/25/2024 19:34:28,1.46,36.43,,,,,
408,06/25/2024 19:39:28,1.37,31.27,,,,,
409,06/25/2024 19:44:28,1.37,28.07,,,,,
410,06/25/2024 19:49:28,1.33,24.09,,,,,
411,06/25/2024 19:54:28,1.24,25.27,,,,,
412,06/25/2024 19:59:28,1.24,32.84,,,,,
413,06/25/2024 20:04:28,1.28,45.18,,,,,
414,06/25/2024 20:09:28,1.28,54.32,,,,,
415,06/25/2024 20:14:28,1.24,47.60,,,,,
416,06/25/2024 20:19:28,1.37,30.88,,,,,
417,06/25/2024 20:24:28,1.33,34.86,,,,,
418,06/25/2024 20:29:28,1.28,26.94,,,,,
419,06/25/2024 20:34:28,1.24,20.94,,,,,
420,06/25/2024 20:39:28,1.28,59.54,,,,,
421,06/25/2024 20:44:28,1.20,16.12,,,,,
422,06/25/2024 20:49:28,1.20,14.60,,,,,
423,06/25/2024 20:54:28,1.16,12.41,,,,,
424,06/25/2024 20:59:28,1.07,10.62,,,,,
425,06/25/2024 21:04:28,1.03,9.24,,,,,
426,06/25/2024 21:09:28,1.03,8.26,,,,,
427,06/25/2024 21:14:28,1.03,7.08,,,,,
428,06/25/2024 21:19:28,1.07,6.68,,,,,
429,06/25/2024 21:24:28,1.03,6.29,,,,,
430,06/25/2024 21:29:28,1.03,6.68,,,,,
431,06/25/2024 21:34:28,1.03,7.86,,,,,
432,06/25/2024 21:39:28,1.07,7.27,,,,,
433,06/25/2024 21:44:28,1.07,4.91,,,,,
434,06/25/2024 21:49:28,0.98,3.34,,,,,
435,06/25/2024 21:54:28,0.94,2.16,,,,,
436,06/25/2024 21:59:28,0.94,1.77,,,,,
437,06/25/2024 22:04:28,0.98,1.18,,,,,
438,06/25/2024 22:09:28,0.90,1.18,,,,,
439,06/25/2024 22:14:28,0.86,0.98,,,,,
440,06/25/2024 22:19:28,0.86,0.78,,,,,
441,06/25/2024 22:24:28,0.86,0.59,,,,,
442,06/25/2024 22:29:28,0.81,0.39,,,,,
443,06/25/2024 22:34:28,0.86,0.19,,,,,
444,06/25/2024 22:39:28,0.77,0.00,,,,,
445,06/25/2024 22:44:28,0.81,0.00,,,,,
446,06/25/2024 22:49:28,0.86,0.00,,,,,
447,06/25/2024 22:54:28,0.81,0.00,,,,,
448,06/25/2024 22:59:28,0.90,0.00,,,,,
449,06/25/2024 23:04:28,0.94,0.00,,,,,
450,06/25/2024 23:09:28,0.98,0.00,,,,,
451,06/25/2024 23:14:28,0.98,0.00,,,,,
452,06/25/2024 23:19:28,1.03,0.00,,,,,
453,06/25/2024 23:24:28,1.03,0.00,,,,,
454,06/25/2024 23:29:28,1.07,0.00,,,,,
455,06/25/2024 23:34:28,1.11,0.00,,,,,
456,06/25/2024 23:39:28,1.11,0.00,,,,,
457,06/25/2024 23:44:28,1.07,0.00,,,,,
458,06/25/2024 23:49:28,0.94,0.00,,,,,
459,06/25/2024 23:54:28,0.98,0.00,,,,,
460,06/25/2024 23:59:28,1.03,0.00,,,,,
461,06/26/2024 00:04:28,0.98,0.00,,,,,
462,06/26/2024 00:09:28,0.98,0.00,,,,,
463,06/26/2024 00:14:28,0.90,0.00,,,,,
464,06/26/2024 00:19:28,0.90,0.00,,,,,
465,06/26/2024 00:24:28,0.94,0.00,,,,,
466,06/26/2024 00:29:28,0.90,0.00,,,,,
467,06/26/2024 00:34:28,0.90,0.00,,,,,
468,06/26/2024 00:39:28,0.94,0.00,,,,,
469,06/26/2024 00:44:28,0.90,0.00,,,,,
470,06/26/2024 00:49:28,0.90,0.00,,,,,
471,06/26/2024 00:54:28,1.07,0.00,,,,,
472,06/26/2024 00:59:28,1.11,0.00,,,,,
473,06/26/2024 01:04:28,1.03,0.00,,,,,
474,06/26/2024 01:09:28,0.98,0.00,,,,,
475,06/26/2024 01:14:28,0.90,0.00,,,,,
476,06/26/2024 01:19:28,0.94,0.00,,,,,
477,06/26/2024 01:24:28,1.03,0.00,,,,,
478,06/26/2024 01:29:28,1.07,0.00,,,,,
479,06/26/2024 01:34:28,1.07,0.00,,,,,
480,06/26/2024 01:39:28,1.07,0.00,,,,,
481,06/26/2024 01:44:28,1.07,0.00,,,,,
482,06/26/2024 01:49:28,1.03,0.00,,,,,
483,06/26/2024 01:54:28,0.98,0.00,,,,,
484,06/26/2024 01:59:28,0.90,0.00,,,,,
485,06/26/2024 02:04:28,0.86,0.00,,,,,
486,06/26/2024 02:09:28,0.86,0.00,,,,,
487,06/26/2024 02:14:28,0.86,0.00,,,,,
488,06/26/2024 02:19:28,0.81,0.00,,,,,
489,06/26/2024 02:24:28,0.86,0.00,,,,,
490,06/26/2024 02:29:28,0.81,0.00,,,,,
491,06/26/2024 02:34:28,0.86,0.00,,,,,
492,06/26/2024 02:39:28,0.81,0.00,,,,,
493,06/26/2024 02:44:28,0.81,0.00,,,,,
494,06/26/2024 02:49:28,0.81,0.00,,,,,
495,06/26/2024 02:54:28,0.77,0.00,,,,,
496,06/26/2024 02:59:28,0.77,0.00,,,,,
497,06/26/2024 03:04:28,0.77,0.00,,,,,
498,06/26/2024 03:09:28,0.77,0.00,,,,,
