#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
1,05/14/2025 12:42:32,21.53,Logged,,,,
2,05/14/2025 12:43:32,21.53,,,,,
3,05/14/2025 12:44:32,21.53,,,,,
4,05/14/2025 12:44:52,,,Logged,Logged,,
5,05/14/2025 12:45:32,21.62,,,,,
6,05/14/2025 12:46:32,21.66,,,,,
7,05/14/2025 12:47:32,15.78,,,,,
8,05/14/2025 12:48:32,10.42,,,,,
9,05/14/2025 12:49:32,7.29,,,,,
10,05/14/2025 12:50:32,5.40,,,,,
11,05/14/2025 12:51:32,4.16,,,,,
12,05/14/2025 12:52:32,3.26,,,,,
13,05/14/2025 12:53:32,2.66,,,,,
14,05/14/2025 12:54:32,2.23,,,,,
15,05/14/2025 12:55:32,1.88,,,,,
16,05/14/2025 12:56:32,1.71,,,,,
17,05/14/2025 12:57:32,1.50,,,,,
18,05/14/2025 12:58:32,1.37,,,,,
19,05/14/2025 12:59:32,1.28,,,,,
20,05/14/2025 13:00:32,1.20,,,,,
21,05/14/2025 13:01:32,1.11,,,,,
22,05/14/2025 13:02:32,1.07,,,,,
23,05/14/2025 13:03:32,1.03,,,,,
24,05/14/2025 13:04:32,1.03,,,,,
25,05/14/2025 13:05:32,1.03,,,,,
26,05/14/2025 13:06:32,0.98,,,,,
27,05/14/2025 13:07:32,0.98,,,,,
28,05/14/2025 13:08:32,0.98,,,,,
29,05/14/2025 13:09:32,0.98,,,,,
30,05/14/2025 13:10:32,0.98,,,,,
31,05/14/2025 13:11:32,0.98,,,,,
32,05/14/2025 13:12:32,1.07,,,,,
33,05/14/2025 13:13:32,1.28,,,,,
34,05/14/2025 13:14:32,1.37,,,,,
35,05/14/2025 13:15:32,1.41,,,,,
36,05/14/2025 13:16:32,1.46,,,,,
37,05/14/2025 13:17:32,1.46,,,,,
38,05/14/2025 13:18:32,1.54,,,,,
39,05/14/2025 13:19:32,1.54,,,,,
40,05/14/2025 13:20:32,1.54,,,,,
41,05/14/2025 13:21:32,1.63,,,,,
42,05/14/2025 13:22:32,1.58,,,,,
43,05/14/2025 13:23:32,1.63,,,,,
44,05/14/2025 13:24:32,1.63,,,,,
45,05/14/2025 13:25:32,1.63,,,,,
46,05/14/2025 13:26:32,1.63,,,,,
47,05/14/2025 13:27:32,1.67,,,,,
48,05/14/2025 13:28:32,1.67,,,,,
49,05/14/2025 13:29:32,1.67,,,,,
50,05/14/2025 13:30:32,1.67,,,,,
51,05/14/2025 13:31:32,1.67,,,,,
52,05/14/2025 13:32:32,1.76,,,,,
53,05/14/2025 13:33:32,1.84,,,,,
54,05/14/2025 13:34:32,2.06,,,,,
55,05/14/2025 13:35:32,2.31,,,,,
56,05/14/2025 13:36:32,2.66,,,,,
57,05/14/2025 13:37:32,3.00,,,,,
58,05/14/2025 13:38:32,3.34,,,,,
59,05/14/2025 13:39:32,3.77,,,,,
60,05/14/2025 13:40:32,4.12,,,,,
61,05/14/2025 13:41:32,4.50,,,,,
62,05/14/2025 13:42:32,4.89,,,,,
63,05/14/2025 13:43:32,5.27,,,,,
64,05/14/2025 13:44:32,5.70,,,,,
65,05/14/2025 13:45:32,6.09,,,,,
