#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
1,06/26/2024 13:00:00,16.69,52879.36,,,,
2,06/26/2024 13:15:00,17.33,49807.36,,,,
3,06/26/2024 13:30:00,30.67,92938.24,,,,
4,06/26/2024 13:45:00,35.18,87121.92,,,,
5,06/26/2024 14:00:00,30.89,83804.16,,,,
6,06/26/2024 14:15:00,36.21,89210.88,,,,
7,06/26/2024 14:30:00,33.67,63098.88,,,,
8,06/26/2024 14:45:00,33.89,80035.84,,,,
9,06/26/2024 15:00:00,30.97,78131.20,,,,
10,06/26/2024 15:15:00,30.07,76513.28,,,,
11,06/26/2024 15:30:00,31.74,73646.08,,,,
12,06/26/2024 15:45:00,34.70,71475.20,,,,
13,06/26/2024 16:00:00,33.25,69120.00,,,,
14,06/26/2024 16:15:00,29.43,66826.24,,,,
15,06/26/2024 16:30:00,28.65,63426.56,,,,
16,06/26/2024 16:45:00,28.61,62054.40,,,,
17,06/26/2024 17:00:00,28.83,59023.36,,,,
18,06/26/2024 17:15:00,30.67,56524.80,,,,
19,06/26/2024 17:30:00,29.90,53678.08,,,,
20,06/26/2024 17:45:00,23.38,50667.52,,,,
21,06/26/2024 18:00:00,23.34,41297.92,,,,
22,06/26/2024 18:15:00,22.61,44523.52,,,,
23,06/26/2024 18:30:00,22.65,40529.92,,,,
24,06/26/2024 18:45:00,21.53,36311.04,,,,
25,06/26/2024 19:00:00,20.25,32808.96,,,,
26,06/26/2024 19:15:00,20.16,29818.88,,,,
27,06/26/2024 19:30:00,20.68,26869.76,,,,
28,06/26/2024 19:45:00,19.82,23869.44,,,,
29,06/26/2024 20:00:00,19.90,21176.32,,,,
30,06/26/2024 20:15:00,13.08,6233.60,,,,
31,06/26/2024 20:30:00,7.59,5557.76,,,,
32,06/26/2024 20:45:00,6.82,4858.88,,,,
33,06/26/2024 21:00:00,7.85,4074.24,,,,
34,06/26/2024 21:15:00,6.56,3257.60,,,,
35,06/26/2024 21:30:00,6.39,2375.04,,,,
36,06/26/2024 21:45:00,6.09,1479.04,,,,
37,06/26/2024 22:00:00,5.23,786.24,,,,
38,06/26/2024 22:15:00,5.27,364.00,,,,
39,06/26/2024 22:30:00,5.36,142.52,,,,
40,06/26/2024 22:45:00,5.45,43.84,,,,
41,06/26/2024 23:00:00,6.09,14.45,,,,
42,06/26/2024 23:15:00,5.96,5.25,,,,
43,06/26/2024 23:30:00,6.13,2.72,,,,
44,06/26/2024 23:45:00,6.60,0.97,,,,
45,06/27/2024 00:00:00,6.60,0.19,,,,
46,06/27/2024 00:15:00,6.43,0.00,,,,
47,06/27/2024 00:30:00,6.13,0.00,,,,
48,06/27/2024 00:45:00,7.93,0.00,,,,
49,06/27/2024 01:00:00,8.75,0.00,,,,
50,06/27/2024 01:15:00,9.09,0.00,,,,
51,06/27/2024 01:30:00,7.89,0.38,,,,
52,06/27/2024 01:45:00,8.88,0.38,,,,
53,06/27/2024 02:00:00,7.63,0.38,,,,
54,06/27/2024 02:15:00,7.46,0.77,,,,
55,06/27/2024 02:30:00,7.03,1.94,,,,
56,06/27/2024 02:45:00,6.69,6.06,,,,
57,06/27/2024 03:00:00,6.39,14.50,,,,
58,06/27/2024 03:15:00,6.65,39.18,,,,
59,06/27/2024 03:30:00,6.30,109.72,,,,
60,06/27/2024 03:45:00,6.30,209.28,,,,
61,06/27/2024 04:00:00,6.48,411.20,,,,
62,06/27/2024 04:15:00,6.90,813.76,,,,
63,06/27/2024 04:30:00,6.73,1235.84,,,,
64,06/27/2024 04:45:00,6.69,1650.56,,,,
65,06/27/2024 05:00:00,6.90,2308.48,,,,
66,06/27/2024 05:15:00,7.16,3069.44,,,,
67,06/27/2024 05:30:00,7.98,4569.60,,,,
68,06/27/2024 05:45:00,8.06,5496.32,,,,
69,06/27/2024 06:00:00,8.58,6684.16,,,,
70,06/27/2024 06:15:00,8.71,8048.64,,,,
71,06/27/2024 06:30:00,9.74,10813.44,,,,
72,06/27/2024 06:45:00,10.34,14187.52,,,,
73,06/27/2024 07:00:00,12.27,19773.44,,,,
74,06/27/2024 07:15:00,14.54,27760.64,,,,
75,06/27/2024 07:30:00,15.91,33331.20,,,,
76,06/27/2024 07:45:00,16.17,25507.84,,,,
77,06/27/2024 08:00:00,16.94,33064.96,,,,
78,06/27/2024 08:15:00,19.65,33812.48,,,,
79,06/27/2024 08:30:00,25.95,60538.88,,,,
80,06/27/2024 08:45:00,27.54,57139.20,,,,
81,06/27/2024 09:00:00,25.57,46243.84,,,,
82,06/27/2024 09:15:00,29.81,69447.68,,,,
83,06/27/2024 09:30:00,25.61,54005.76,,,,
84,06/27/2024 09:45:00,29.21,46530.56,,,,
85,06/27/2024 10:00:00,22.65,46612.48,,,,
86,06/27/2024 10:15:00,26.08,62300.16,,,,
87,06/27/2024 10:30:00,30.16,71516.16,,,,
88,06/27/2024 10:45:00,34.45,75980.80,,,,
89,06/27/2024 11:00:00,29.98,68403.20,,,,
90,06/27/2024 11:15:00,30.33,68505.60,,,,
91,06/27/2024 11:30:00,30.46,75284.48,,,,
92,06/27/2024 11:45:00,26.98,68526.08,,,,
93,06/27/2024 12:00:00,29.26,63303.68,,,,
94,06/27/2024 12:15:00,31.44,72110.08,,,,
95,06/27/2024 12:30:00,32.13,68014.08,,,,
96,06/27/2024 12:45:00,32.04,71270.40,,,,
97,06/27/2024 13:00:00,32.77,71802.88,,,,
98,06/27/2024 13:15:00,28.40,66949.12,,,,
99,06/27/2024 13:30:00,27.84,61317.12,,,,
100,06/27/2024 13:45:00,26.72,63590.40,,,,
101,06/27/2024 14:00:00,30.63,74342.40,,,,
102,06/27/2024 14:15:00,34.15,72724.48,,,,
103,06/27/2024 14:30:00,32.47,89088.00,,,,
104,06/27/2024 14:45:00,32.13,80138.24,,,,
105,06/27/2024 15:00:00,33.25,77967.36,,,,
106,06/27/2024 15:15:00,30.93,75100.16,,,,
107,06/27/2024 15:30:00,30.33,71577.60,,,,
108,06/27/2024 15:45:00,29.26,68956.16,,,,
109,06/27/2024 16:00:00,29.51,68464.64,,,,
110,06/27/2024 16:15:00,24.28,69242.88,,,,
111,06/27/2024 16:30:00,19.73,22794.24,,,,
112,06/27/2024 16:45:00,21.53,62279.68,,,,
113,06/27/2024 17:00:00,25.78,61583.36,,,,
114,06/27/2024 17:15:00,19.86,25374.72,,,,
115,06/27/2024 17:30:00,19.35,34017.28,,,,
116,06/27/2024 17:45:00,27.11,60682.24,,,,
117,06/27/2024 18:00:00,29.30,55726.08,,,,
118,06/27/2024 18:15:00,25.87,51937.28,,,,
119,06/27/2024 18:30:00,21.58,24606.72,,,,
120,06/27/2024 18:45:00,20.37,15441.92,,,,
121,06/27/2024 19:00:00,15.27,16906.24,,,,
122,06/27/2024 19:15:00,18.92,24463.36,,,,
123,06/27/2024 19:30:00,15.31,13332.48,,,,
124,06/27/2024 19:45:00,16.13,15037.44,,,,
125,06/27/2024 20:00:00,14.80,12620.80,,,,
126,06/27/2024 20:15:00,11.58,7682.56,,,,
127,06/27/2024 20:30:00,9.26,6548.48,,,,
128,06/27/2024 20:45:00,8.23,5811.20,,,,
129,06/27/2024 21:00:00,7.98,4791.04,,,,
130,06/27/2024 21:15:00,7.85,3747.84,,,,
131,06/27/2024 21:30:00,7.85,2569.60,,,,
132,06/27/2024 21:45:00,8.11,1537.92,,,,
133,06/27/2024 22:00:00,6.56,770.88,,,,
134,06/27/2024 22:15:00,6.65,356.64,,,,
135,06/27/2024 22:30:00,5.92,153.80,,,,
136,06/27/2024 22:45:00,5.96,50.52,,,,
137,06/27/2024 23:00:00,5.92,16.84,,,,
138,06/27/2024 23:15:00,6.65,6.64,,,,
139,06/27/2024 23:30:00,6.00,2.92,,,,
140,06/27/2024 23:45:00,6.17,1.16,,,,
141,06/28/2024 00:00:00,6.05,0.38,,,,
142,06/28/2024 00:15:00,6.00,0.19,,,,
143,06/28/2024 00:30:00,6.30,0.00,,,,
144,06/28/2024 00:45:00,6.90,0.00,,,,
145,06/28/2024 01:00:00,6.78,0.00,,,,
146,06/28/2024 01:15:00,7.16,0.00,,,,
147,06/28/2024 01:30:00,6.86,0.00,,,,
148,06/28/2024 01:45:00,6.82,0.19,,,,
149,06/28/2024 02:00:00,6.60,0.58,,,,
150,06/28/2024 02:15:00,5.92,1.36,,,,
151,06/28/2024 02:30:00,6.30,3.11,,,,
152,06/28/2024 02:45:00,6.48,7.42,,,,
153,06/28/2024 03:00:00,6.65,18.78,,,,
154,06/28/2024 03:15:00,6.39,44.24,,,,
155,06/28/2024 03:30:00,6.00,134.12,,,,
156,06/28/2024 03:45:00,5.70,365.92,,,,
157,06/28/2024 04:00:00,5.15,795.20,,,,
158,06/28/2024 04:15:00,5.70,1662.08,,,,
159,06/28/2024 04:30:00,6.09,2808.32,,,,
160,06/28/2024 04:45:00,7.68,7288.32,,,,
161,06/28/2024 05:00:00,8.28,8808.96,,,,
