#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
168,05/14/2025 14:03:00,12.44,,,,,
169,05/14/2025 14:03:30,12.57,,,,,
170,05/14/2025 14:04:00,12.61,,,,,
171,05/14/2025 14:04:30,12.70,,,,,
172,05/14/2025 14:05:00,12.82,,,,,
173,05/14/2025 14:05:30,12.82,,,,,
174,05/14/2025 14:06:00,12.82,,,,,
175,05/14/2025 14:06:30,12.91,,,,,
176,05/14/2025 14:07:00,12.95,,,,,
177,05/14/2025 14:07:30,13.04,,,,,
178,05/14/2025 14:08:00,13.08,,,,,
179,05/14/2025 14:08:30,13.12,,,,,
180,05/14/2025 14:09:00,13.12,,,,,
181,05/14/2025 14:09:30,13.25,,,,,
182,05/14/2025 14:10:00,13.34,,,,,
183,05/14/2025 14:10:30,13.34,,,,,
184,05/14/2025 14:11:00,13.38,,,,,
185,05/14/2025 14:11:30,13.47,,,,,
186,05/14/2025 14:12:00,13.47,,,,,
187,05/14/2025 14:12:30,13.55,,,,,
188,05/14/2025 14:13:00,13.60,,,,,
189,05/14/2025 14:13:30,13.60,,,,,
190,05/14/2025 14:14:00,13.64,,,,,
191,05/14/2025 14:14:30,13.68,,,,,
192,05/14/2025 14:15:00,13.73,,,,,
193,05/14/2025 14:15:30,13.77,,,,,
194,05/14/2025 14:16:00,13.81,,,,,
195,05/14/2025 14:16:30,13.85,,,,,
196,05/14/2025 14:17:00,13.85,,,,,
197,05/14/2025 14:17:30,13.94,,,,,
198,05/14/2025 14:18:00,13.94,,,,,
199,05/14/2025 14:18:30,13.98,,,,,
200,05/14/2025 14:19:00,14.07,,,,,
201,05/14/2025 14:19:30,14.11,,,,,
202,05/14/2025 14:20:00,14.03,,,,,
203,05/14/2025 14:20:30,14.11,,,,,
204,05/14/2025 14:21:00,14.11,,,,,
205,05/14/2025 14:21:30,14.20,,,,,
206,05/14/2025 14:22:00,14.24,,,,,
207,05/14/2025 14:22:30,14.28,,,,,
208,05/14/2025 14:23:00,14.24,,,,,
209,05/14/2025 14:23:30,14.28,,,,,
210,05/14/2025 14:24:00,14.33,,,,,
211,05/14/2025 14:24:30,14.37,,,,,
212,05/14/2025 14:25:00,14.41,,,,,
213,05/14/2025 14:25:30,14.45,,,,,
214,05/14/2025 14:26:00,14.50,,,,,
215,05/14/2025 14:26:30,14.45,,,,,
216,05/14/2025 14:27:00,14.45,,,,,
217,05/14/2025 14:27:30,14.54,,,,,
218,05/14/2025 14:28:00,14.54,,,,,
219,05/14/2025 14:28:30,14.58,,,,,
220,05/14/2025 14:29:00,14.58,,,,,
221,05/14/2025 14:29:30,14.63,,,,,
222,05/14/2025 14:30:00,14.63,,,,,
223,05/14/2025 14:30:30,14.71,,,,,
224,05/14/2025 14:31:00,14.71,,,,,
225,05/14/2025 14:31:30,14.71,,,,,
226,05/14/2025 14:32:00,14.75,,,,,
227,05/14/2025 14:32:30,14.80,,,,,
228,05/14/2025 14:33:00,14.75,,,,,
229,05/14/2025 14:33:30,14.80,,,,,
230,05/14/2025 14:34:00,14.88,,,,,
231,05/14/2025 14:34:30,14.88,,,,,
232,05/14/2025 14:35:00,14.88,,,,,
233,05/14/2025 14:35:30,14.88,,,,,
234,05/14/2025 14:36:00,14.88,,,,,
235,05/14/2025 14:36:30,14.97,,,,,
236,05/14/2025 14:37:00,15.01,,,,,
237,05/14/2025 14:37:30,14.97,,,,,
238,05/14/2025 14:38:00,15.06,,,,,
239,05/14/2025 14:38:30,15.06,,,,,
240,05/14/2025 14:39:00,15.06,,,,,
241,05/14/2025 14:39:30,15.06,,,,,
242,05/14/2025 14:40:00,15.10,,,,,
243,05/14/2025 14:40:30,15.14,,,,,
244,05/14/2025 14:41:00,15.18,,,,,
245,05/14/2025 14:41:30,15.18,,,,,
246,05/14/2025 14:42:00,15.18,,,,,
247,05/14/2025 14:42:30,15.23,,,,,
248,05/14/2025 14:43:00,15.23,,,,,
249,05/14/2025 14:43:30,15.27,,,,,
250,05/14/2025 14:44:00,15.27,,,,,
251,05/14/2025 14:44:30,15.31,,,,,
252,05/14/2025 14:45:00,15.36,,,,,
253,05/14/2025 14:45:30,15.31,,,,,
254,05/14/2025 14:46:00,15.36,,,,,
255,05/14/2025 14:46:30,15.40,,,,,
256,05/14/2025 14:47:00,15.40,,,,,
257,05/14/2025 14:47:30,15.40,,,,,
258,05/14/2025 14:48:00,15.44,,,,,
259,05/14/2025 14:48:30,15.48,,,,,
260,05/14/2025 14:49:00,15.53,,,,,
261,05/14/2025 14:49:30,15.48,,,,,
262,05/14/2025 14:50:00,15.57,,,,,
263,05/14/2025 14:50:30,15.57,,,,,
264,05/14/2025 14:51:00,15.57,,,,,
265,05/14/2025 14:51:30,15.61,,,,,
266,05/14/2025 14:52:00,15.61,,,,,
267,05/14/2025 14:52:30,15.61,,,,,
268,05/14/2025 14:53:00,15.66,,,,,
269,05/14/2025 14:53:30,15.61,,,,,
270,05/14/2025 14:54:00,15.66,,,,,
271,05/14/2025 14:54:30,15.70,,,,,
272,05/14/2025 14:55:00,15.70,,,,,
273,05/14/2025 14:55:30,15.74,,,,,
274,05/14/2025 14:56:00,15.70,,,,,
275,05/14/2025 14:56:30,15.74,,,,,
276,05/14/2025 14:57:00,15.74,,,,,
277,05/14/2025 14:57:30,15.78,,,,,
278,05/14/2025 14:58:00,15.78,,,,,
279,05/14/2025 14:58:30,15.78,,,,,
280,05/14/2025 14:59:00,15.83,,,,,
281,05/14/2025 14:59:30,15.83,,,,,
282,05/14/2025 15:00:00,15.87,,,,,
283,05/14/2025 15:00:30,15.87,,,,,
284,05/14/2025 15:01:00,15.87,,,,,
285,05/14/2025 15:01:30,15.87,,,,,
286,05/14/2025 15:02:00,15.87,,,,,
287,05/14/2025 15:02:30,15.83,,,,,
288,05/14/2025 15:03:00,15.91,,,,,
289,05/14/2025 15:03:30,15.96,,,,,
290,05/14/2025 15:04:00,15.96,,,,,
291,05/14/2025 15:04:30,15.96,,,,,
292,05/14/2025 15:05:00,15.96,,,,,
293,05/14/2025 15:05:30,16.00,,,,,
294,05/14/2025 15:06:00,16.00,,,,,
295,05/14/2025 15:06:30,15.96,,,,,
296,05/14/2025 15:07:00,16.04,,,,,
297,05/14/2025 15:07:30,16.00,,,,,
298,05/14/2025 15:08:00,16.00,,,,,
299,05/14/2025 15:08:30,16.00,,,,,
300,05/14/2025 15:09:00,16.00,,,,,
301,05/14/2025 15:09:30,16.04,,,,,
302,05/14/2025 15:10:00,16.04,,,,,
303,05/14/2025 15:10:30,16.08,,,,,
304,05/14/2025 15:11:00,16.08,,,,,
305,05/14/2025 15:11:30,16.08,,,,,
306,05/14/2025 15:12:00,16.08,,,,,
307,05/14/2025 15:12:30,16.04,,,,,
308,05/14/2025 15:13:00,16.08,,,,,
309,05/14/2025 15:13:30,16.08,,,,,
310,05/14/2025 15:14:00,16.08,,,,,
311,05/14/2025 15:14:30,16.13,,,,,
312,05/14/2025 15:15:00,16.13,,,,,
313,05/14/2025 15:15:30,16.13,,,,,
314,05/14/2025 15:16:00,16.17,,,,,
315,05/14/2025 15:16:30,16.13,,,,,
316,05/14/2025 15:17:00,16.17,,,,,
317,05/14/2025 15:17:30,16.17,,,,,
318,05/14/2025 15:18:00,16.17,,,,,
319,05/14/2025 15:18:30,16.17,,,,,
320,05/14/2025 15:19:00,16.13,,,,,
321,05/14/2025 15:19:30,16.17,,,,,
322,05/14/2025 15:20:00,16.17,,,,,
323,05/14/2025 15:20:30,16.17,,,,,
324,05/14/2025 15:21:00,16.17,,,,,
325,05/14/2025 15:21:30,16.13,,,,,
326,05/14/2025 15:22:00,16.17,,,,,
327,05/14/2025 15:22:30,16.17,,,,,
328,05/14/2025 15:23:00,16.17,,,,,
329,05/14/2025 15:23:30,16.21,,,,,
330,05/14/2025 15:24:00,16.21,,,,,
331,05/14/2025 15:24:30,16.21,,,,,
332,05/14/2025 15:25:00,16.17,,,,,
333,05/14/2025 15:25:30,16.17,,,,,
334,05/14/2025 15:26:00,16.21,,,,,
335,05/14/2025 15:26:30,16.21,,,,,
336,05/14/2025 15:27:00,16.26,,,,,
337,05/14/2025 15:27:30,16.26,,,,,
338,05/14/2025 15:28:00,16.21,,,,,
339,05/14/2025 15:28:30,16.26,,,,,
340,05/14/2025 15:29:00,16.26,,,,,
341,05/14/2025 15:29:30,16.39,,,,,
342,05/14/2025 15:30:00,16.47,,,,,
343,05/14/2025 15:30:30,16.51,,,,,
344,05/14/2025 15:31:00,16.56,,,,,
345,05/14/2025 15:31:30,16.77,,,,,
346,05/14/2025 15:32:00,16.81,,,,,
347,05/14/2025 15:32:30,16.86,,,,,
348,05/14/2025 15:33:00,16.90,,,,,
349,05/14/2025 15:33:30,17.03,,,,,
350,05/14/2025 15:34:00,17.16,,,,,
351,05/14/2025 15:34:30,17.20,,,,,
352,05/14/2025 15:35:00,17.33,,,,,
353,05/14/2025 15:35:30,17.46,,,,,
354,05/14/2025 15:36:00,17.54,,,,,
355,05/14/2025 15:36:30,17.59,,,,,
356,05/14/2025 15:37:00,17.63,,,,,
357,05/14/2025 15:37:30,17.54,,,,,
358,05/14/2025 15:37:38,,,,,Logged,Logged
