#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
1,05/14/2025 12:43:08,21.70,Logged,,,,
2,05/14/2025 12:44:08,21.92,,,,,
3,05/14/2025 12:45:08,21.70,,,,,
4,05/14/2025 12:46:08,21.49,,,,,
5,05/14/2025 12:47:08,18.70,,,,,
6,05/14/2025 12:48:08,12.35,,,,,
7,05/14/2025 12:49:08,8.49,,,,,
8,05/14/2025 12:50:08,6.13,,,,,
9,05/14/2025 12:51:08,4.63,,,,,
10,05/14/2025 12:52:08,3.56,,,,,
11,05/14/2025 12:53:08,2.87,,,,,
12,05/14/2025 12:54:08,2.40,,,,,
13,05/14/2025 12:55:08,2.01,,,,,
14,05/14/2025 12:56:08,1.76,,,,,
15,05/14/2025 12:57:08,1.50,,,,,
16,05/14/2025 12:58:08,1.41,,,,,
17,05/14/2025 12:59:08,1.28,,,,,
18,05/14/2025 13:00:08,1.20,,,,,
19,05/14/2025 13:01:08,1.11,,,,,
20,05/14/2025 13:02:08,1.11,,,,,
21,05/14/2025 13:03:08,1.03,,,,,
22,05/14/2025 13:04:08,1.03,,,,,
23,05/14/2025 13:05:08,1.03,,,,,
24,05/14/2025 13:06:08,0.98,,,,,
25,05/14/2025 13:07:08,0.98,,,,,
26,05/14/2025 13:08:08,0.98,,,,,
27,05/14/2025 13:09:08,0.98,,,,,
28,05/14/2025 13:10:08,0.94,,,,,
29,05/14/2025 13:11:08,0.98,,,,,
30,05/14/2025 13:12:08,0.98,,,,,
31,05/14/2025 13:13:08,1.16,,,,,
32,05/14/2025 13:14:08,1.33,,,,,
33,05/14/2025 13:15:08,1.37,,,,,
34,05/14/2025 13:16:08,1.41,,,,,
35,05/14/2025 13:17:08,1.46,,,,,
36,05/14/2025 13:18:08,1.46,,,,,
37,05/14/2025 13:19:08,1.50,,,,,
38,05/14/2025 13:20:08,1.50,,,,,
39,05/14/2025 13:21:08,1.54,,,,,
40,05/14/2025 13:22:08,1.54,,,,,
41,05/14/2025 13:23:08,1.54,,,,,
42,05/14/2025 13:24:08,1.58,,,,,
43,05/14/2025 13:25:08,1.58,,,,,
44,05/14/2025 13:26:08,1.54,,,,,
45,05/14/2025 13:27:08,1.58,,,,,
46,05/14/2025 13:28:08,1.58,,,,,
47,05/14/2025 13:29:08,1.63,,,,,
48,05/14/2025 13:30:08,1.63,,,,,
49,05/14/2025 13:31:08,1.63,,,,,
50,05/14/2025 13:32:08,1.67,,,,,
51,05/14/2025 13:33:08,1.93,,,,,
52,05/14/2025 13:34:08,2.23,,,,,
53,05/14/2025 13:35:08,2.61,,,,,
54,05/14/2025 13:36:08,3.09,,,,,
55,05/14/2025 13:37:08,3.56,,,,,
56,05/14/2025 13:38:08,4.03,,,,,
57,05/14/2025 13:39:08,4.54,,,,,
58,05/14/2025 13:40:08,5.15,,,,,
59,05/14/2025 13:41:08,5.62,,,,,
60,05/14/2025 13:42:08,6.13,,,,,
61,05/14/2025 13:43:08,6.56,,,,,
62,05/14/2025 13:44:08,7.08,,,,,
63,05/14/2025 13:45:08,7.50,,,,,
64,05/14/2025 13:46:08,7.89,,,,,
65,05/14/2025 13:47:08,8.28,,,,,
66,05/14/2025 13:48:08,8.62,,,,,
67,05/14/2025 13:49:08,9.01,,,,,
68,05/14/2025 13:50:08,9.31,,,,,
69,05/14/2025 13:51:08,9.69,,,,,
70,05/14/2025 13:52:08,9.95,,,,,
71,05/14/2025 13:53:08,10.25,,,,,
72,05/14/2025 13:54:08,10.51,,,,,
73,05/14/2025 13:55:08,10.77,,,,,
74,05/14/2025 13:56:08,10.94,,,,,
75,05/14/2025 13:57:08,11.24,,,,,
76,05/14/2025 13:58:08,11.45,,,,,
77,05/14/2025 13:59:08,11.62,,,,,
78,05/14/2025 14:00:08,11.79,,,,,
79,05/14/2025 14:01:08,12.01,,,,,
80,05/14/2025 14:02:08,12.14,,,,,
81,05/14/2025 14:03:08,12.35,,,,,
82,05/14/2025 14:04:08,12.48,,,,,
83,05/14/2025 14:05:08,12.61,,,,,
84,05/14/2025 14:06:08,12.74,,,,,
85,05/14/2025 14:07:08,12.91,,,,,
86,05/14/2025 14:08:08,13.08,,,,,
87,05/14/2025 14:09:08,13.17,,,,,
88,05/14/2025 14:10:08,13.30,,,,,
89,05/14/2025 14:11:08,13.38,,,,,
90,05/14/2025 14:12:08,13.47,,,,,
91,05/14/2025 14:13:08,13.60,,,,,
92,05/14/2025 14:14:08,13.73,,,,,
93,05/14/2025 14:15:08,13.85,,,,,
94,05/14/2025 14:16:08,13.90,,,,,
95,05/14/2025 14:17:08,13.94,,,,,
