#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
96,05/14/2025 14:18:08,14.07,,,,,
97,05/14/2025 14:19:08,14.15,,,,,
98,05/14/2025 14:20:08,14.20,,,,,
99,05/14/2025 14:21:08,14.24,,,,,
100,05/14/2025 14:22:08,14.37,,,,,
101,05/14/2025 14:23:08,14.41,,,,,
102,05/14/2025 14:24:08,14.50,,,,,
103,05/14/2025 14:25:08,14.58,,,,,
104,05/14/2025 14:26:08,14.63,,,,,
105,05/14/2025 14:27:08,14.67,,,,,
106,05/14/2025 14:28:08,14.75,,,,,
107,05/14/2025 14:29:08,14.80,,,,,
108,05/14/2025 14:30:08,14.84,,,,,
109,05/14/2025 14:31:08,14.88,,,,,
110,05/14/2025 14:32:08,14.97,,,,,
111,05/14/2025 14:33:08,15.01,,,,,
112,05/14/2025 14:34:08,15.06,,,,,
113,05/14/2025 14:35:08,15.10,,,,,
114,05/14/2025 14:36:08,15.14,,,,,
115,05/14/2025 14:37:08,15.18,,,,,
116,05/14/2025 14:38:08,15.23,,,,,
117,05/14/2025 14:39:08,15.31,,,,,
118,05/14/2025 14:40:08,15.27,,,,,
119,05/14/2025 14:41:08,15.40,,,,,
120,05/14/2025 14:42:08,15.40,,,,,
121,05/14/2025 14:43:08,15.44,,,,,
122,05/14/2025 14:44:08,15.48,,,,,
123,05/14/2025 14:45:08,15.48,,,,,
124,05/14/2025 14:46:08,15.57,,,,,
125,05/14/2025 14:47:08,15.57,,,,,
126,05/14/2025 14:48:08,15.57,,,,,
127,05/14/2025 14:49:08,15.66,,,,,
128,05/14/2025 14:50:08,15.66,,,,,
129,05/14/2025 14:51:08,15.66,,,,,
130,05/14/2025 14:52:08,15.66,,,,,
131,05/14/2025 14:53:08,15.74,,,,,
132,05/14/2025 14:54:08,15.74,,,,,
133,05/14/2025 14:55:08,15.78,,,,,
134,05/14/2025 14:56:08,15.83,,,,,
135,05/14/2025 14:57:08,15.87,,,,,
136,05/14/2025 14:58:08,15.83,,,,,
137,05/14/2025 14:59:08,15.87,,,,,
138,05/14/2025 15:00:08,15.91,,,,,
139,05/14/2025 15:01:08,15.96,,,,,
140,05/14/2025 15:02:08,15.96,,,,,
141,05/14/2025 15:03:08,16.00,,,,,
142,05/14/2025 15:04:08,16.00,,,,,
143,05/14/2025 15:05:08,16.00,,,,,
144,05/14/2025 15:06:08,16.00,,,,,
145,05/14/2025 15:07:08,16.04,,,,,
146,05/14/2025 15:08:08,16.08,,,,,
147,05/14/2025 15:09:08,16.08,,,,,
148,05/14/2025 15:10:08,16.13,,,,,
149,05/14/2025 15:11:08,16.08,,,,,
150,05/14/2025 15:12:08,16.13,,,,,
151,05/14/2025 15:13:08,16.13,,,,,
152,05/14/2025 15:14:08,16.13,,,,,
153,05/14/2025 15:15:08,16.17,,,,,
154,05/14/2025 15:16:08,16.08,,,,,
155,05/14/2025 15:17:08,16.26,,,,,
156,05/14/2025 15:18:08,16.21,,,,,
157,05/14/2025 15:19:08,16.26,,,,,
158,05/14/2025 15:20:08,16.21,,,,,
159,05/14/2025 15:21:08,16.26,,,,,
160,05/14/2025 15:22:08,16.21,,,,,
161,05/14/2025 15:23:08,16.21,,,,,
162,05/14/2025 15:24:08,16.30,,,,,
163,05/14/2025 15:25:08,16.30,,,,,
164,05/14/2025 15:26:08,16.26,,,,,
165,05/14/2025 15:27:08,16.34,,,,,
166,05/14/2025 15:28:08,16.34,,,,,
167,05/14/2025 15:29:08,16.43,,,,,
168,05/14/2025 15:30:08,16.39,,,,,
169,05/14/2025 15:31:08,16.47,,,,,
170,05/14/2025 15:32:08,16.51,,,,,
171,05/14/2025 15:33:08,16.51,,,,,
172,05/14/2025 15:34:08,16.60,,,,,
173,05/14/2025 15:35:08,16.64,,,,,
174,05/14/2025 15:36:08,16.77,,,,,
175,05/14/2025 15:36:22,,,Logged,Logged,,
176,05/14/2025 15:37:08,17.46,,,,,
177,05/14/2025 15:37:12,,,,,Logged,Logged
