#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
118,05/14/2025 13:36:00,4.97,,,,,
119,05/14/2025 13:36:30,5.27,,,,,
120,05/14/2025 13:37:00,5.53,,,,,
121,05/14/2025 13:37:30,5.79,,,,,
122,05/14/2025 13:38:00,6.00,,,,,
123,05/14/2025 13:38:30,6.26,,,,,
124,05/14/2025 13:39:00,6.48,,,,,
125,05/14/2025 13:39:30,6.69,,,,,
126,05/14/2025 13:40:00,6.90,,,,,
127,05/14/2025 13:40:30,7.08,,,,,
128,05/14/2025 13:41:00,7.25,,,,,
129,05/14/2025 13:41:30,7.50,,,,,
130,05/14/2025 13:42:00,7.68,,,,,
131,05/14/2025 13:42:30,7.85,,,,,
132,05/14/2025 13:43:00,8.06,,,,,
133,05/14/2025 13:43:30,8.23,,,,,
134,05/14/2025 13:44:00,8.36,,,,,
135,05/14/2025 13:44:30,8.58,,,,,
136,05/14/2025 13:45:00,8.71,,,,,
137,05/14/2025 13:45:30,8.88,,,,,
138,05/14/2025 13:46:00,9.01,,,,,
139,05/14/2025 13:46:30,9.18,,,,,
140,05/14/2025 13:47:00,9.35,,,,,
141,05/14/2025 13:47:30,9.52,,,,,
142,05/14/2025 13:48:00,9.65,,,,,
143,05/14/2025 13:48:30,9.78,,,,,
144,05/14/2025 13:49:00,9.95,,,,,
145,05/14/2025 13:49:30,10.04,,,,,
146,05/14/2025 13:50:00,10.25,,,,,
147,05/14/2025 13:50:30,10.34,,,,,
148,05/14/2025 13:51:00,10.46,,,,,
149,05/14/2025 13:51:30,10.59,,,,,
150,05/14/2025 13:52:00,10.72,,,,,
151,05/14/2025 13:52:30,10.81,,,,,
152,05/14/2025 13:53:00,11.02,,,,,
153,05/14/2025 13:53:30,11.07,,,,,
154,05/14/2025 13:54:00,11.19,,,,,
155,05/14/2025 13:54:30,11.32,,,,,
156,05/14/2025 13:55:00,11.45,,,,,
157,05/14/2025 13:55:30,11.58,,,,,
158,05/14/2025 13:56:00,11.67,,,,,
159,05/14/2025 13:56:30,11.75,,,,,
160,05/14/2025 13:57:00,11.84,,,,,
161,05/14/2025 13:57:30,11.97,,,,,
162,05/14/2025 13:58:00,12.05,,,,,
163,05/14/2025 13:58:30,12.18,,,,,
164,05/14/2025 13:59:00,12.27,,,,,
165,05/14/2025 13:59:30,12.35,,,,,
166,05/14/2025 14:00:00,12.44,,,,,
167,05/14/2025 14:00:30,12.52,,,,,
168,05/14/2025 14:01:00,12.61,,,,,
169,05/14/2025 14:01:30,12.65,,,,,
170,05/14/2025 14:02:00,12.78,,,,,
171,05/14/2025 14:02:30,12.82,,,,,
172,05/14/2025 14:03:00,12.91,,,,,
173,05/14/2025 14:03:30,13.00,,,,,
174,05/14/2025 14:04:00,13.08,,,,,
175,05/14/2025 14:04:30,13.12,,,,,
176,05/14/2025 14:05:00,13.25,,,,,
177,05/14/2025 14:05:30,13.25,,,,,
178,05/14/2025 14:06:00,13.34,,,,,
179,05/14/2025 14:06:30,13.47,,,,,
180,05/14/2025 14:07:00,13.51,,,,,
181,05/14/2025 14:07:30,13.55,,,,,
182,05/14/2025 14:08:00,13.64,,,,,
183,05/14/2025 14:08:30,13.68,,,,,
184,05/14/2025 14:09:00,13.73,,,,,
185,05/14/2025 14:09:30,13.81,,,,,
186,05/14/2025 14:10:00,13.85,,,,,
187,05/14/2025 14:10:30,13.94,,,,,
188,05/14/2025 14:11:00,13.94,,,,,
189,05/14/2025 14:11:30,14.07,,,,,
190,05/14/2025 14:12:00,14.15,,,,,
191,05/14/2025 14:12:30,14.15,,,,,
192,05/14/2025 14:13:00,14.20,,,,,
193,05/14/2025 14:13:30,14.28,,,,,
194,05/14/2025 14:14:00,14.28,,,,,
195,05/14/2025 14:14:30,14.37,,,,,
196,05/14/2025 14:15:00,14.41,,,,,
197,05/14/2025 14:15:30,14.45,,,,,
198,05/14/2025 14:16:00,14.50,,,,,
199,05/14/2025 14:16:30,14.50,,,,,
200,05/14/2025 14:17:00,14.58,,,,,
201,05/14/2025 14:17:30,14.63,,,,,
202,05/14/2025 14:18:00,14.63,,,,,
203,05/14/2025 14:18:30,14.71,,,,,
204,05/14/2025 14:19:00,14.80,,,,,
205,05/14/2025 14:19:30,14.80,,,,,
206,05/14/2025 14:20:00,14.88,,,,,
207,05/14/2025 14:20:30,14.88,,,,,
208,05/14/2025 14:21:00,14.93,,,,,
209,05/14/2025 14:21:30,14.97,,,,,
210,05/14/2025 14:22:00,15.01,,,,,
211,05/14/2025 14:22:30,15.06,,,,,
212,05/14/2025 14:23:00,15.10,,,,,
213,05/14/2025 14:23:30,15.10,,,,,
214,05/14/2025 14:24:00,15.23,,,,,
215,05/14/2025 14:24:30,15.14,,,,,
216,05/14/2025 14:25:00,15.23,,,,,
217,05/14/2025 14:25:30,15.23,,,,,
218,05/14/2025 14:26:00,15.27,,,,,
219,05/14/2025 14:26:30,15.31,,,,,
220,05/14/2025 14:27:00,15.36,,,,,
221,05/14/2025 14:27:30,15.44,,,,,
222,05/14/2025 14:28:00,15.40,,,,,
223,05/14/2025 14:28:30,15.44,,,,,
224,05/14/2025 14:29:00,15.44,,,,,
225,05/14/2025 14:29:30,15.48,,,,,
226,05/14/2025 14:30:00,15.53,,,,,
227,05/14/2025 14:30:30,15.57,,,,,
228,05/14/2025 14:31:00,15.66,,,,,
229,05/14/2025 14:31:30,15.66,,,,,
230,05/14/2025 14:32:00,15.66,,,,,
231,05/14/2025 14:32:30,15.70,,,,,
232,05/14/2025 14:33:00,15.70,,,,,
233,05/14/2025 14:33:30,15.74,,,,,
234,05/14/2025 14:34:00,15.74,,,,,
235,05/14/2025 14:34:30,15.78,,,,,
236,05/14/2025 14:35:00,15.78,,,,,
237,05/14/2025 14:35:30,15.83,,,,,
238,05/14/2025 14:36:00,15.87,,,,,
239,05/14/2025 14:36:30,15.91,,,,,
240,05/14/2025 14:37:00,15.87,,,,,
241,05/14/2025 14:37:30,15.91,,,,,
242,05/14/2025 14:38:00,15.96,,,,,
243,05/14/2025 14:38:30,15.96,,,,,
244,05/14/2025 14:39:00,16.00,,,,,
245,05/14/2025 14:39:30,16.04,,,,,
246,05/14/2025 14:40:00,16.04,,,,,
247,05/14/2025 14:40:30,16.04,,,,,
248,05/14/2025 14:41:00,16.08,,,,,
249,05/14/2025 14:41:30,16.13,,,,,
250,05/14/2025 14:42:00,16.13,,,,,
251,05/14/2025 14:42:30,16.13,,,,,
252,05/14/2025 14:43:00,16.17,,,,,
253,05/14/2025 14:43:30,16.17,,,,,
254,05/14/2025 14:44:00,16.21,,,,,
255,05/14/2025 14:44:30,16.26,,,,,
256,05/14/2025 14:45:00,16.21,,,,,
257,05/14/2025 14:45:30,16.26,,,,,
258,05/14/2025 14:46:00,16.30,,,,,
259,05/14/2025 14:46:30,16.30,,,,,
260,05/14/2025 14:47:00,16.30,,,,,
261,05/14/2025 14:47:30,16.34,,,,,
262,05/14/2025 14:48:00,16.34,,,,,
263,05/14/2025 14:48:30,16.39,,,,,
264,05/14/2025 14:49:00,16.39,,,,,
265,05/14/2025 14:49:30,16.43,,,,,
266,05/14/2025 14:50:00,16.43,,,,,
267,05/14/2025 14:50:30,16.43,,,,,
268,05/14/2025 14:51:00,16.47,,,,,
269,05/14/2025 14:51:30,16.43,,,,,
270,05/14/2025 14:52:00,16.47,,,,,
271,05/14/2025 14:52:30,16.47,,,,,
272,05/14/2025 14:53:00,16.51,,,,,
273,05/14/2025 14:53:30,16.60,,,,,
274,05/14/2025 14:54:00,16.60,,,,,
275,05/14/2025 14:54:30,16.47,,,,,
276,05/14/2025 14:55:00,16.60,,,,,
277,05/14/2025 14:55:30,16.60,,,,,
278,05/14/2025 14:56:00,16.64,,,,,
279,05/14/2025 14:56:30,16.64,,,,,
280,05/14/2025 14:57:00,16.64,,,,,
281,05/14/2025 14:57:30,16.69,,,,,
282,05/14/2025 14:58:00,16.73,,,,,
283,05/14/2025 14:58:30,16.69,,,,,
284,05/14/2025 14:59:00,16.73,,,,,
285,05/14/2025 14:59:30,16.69,,,,,
286,05/14/2025 15:00:00,16.73,,,,,
287,05/14/2025 15:00:30,16.73,,,,,
288,05/14/2025 15:01:00,16.77,,,,,
289,05/14/2025 15:01:30,16.77,,,,,
290,05/14/2025 15:02:00,16.81,,,,,
291,05/14/2025 15:02:30,16.86,,,,,
292,05/14/2025 15:03:00,16.81,,,,,
293,05/14/2025 15:03:30,16.77,,,,,
294,05/14/2025 15:04:00,16.86,,,,,
295,05/14/2025 15:04:30,16.81,,,,,
296,05/14/2025 15:05:00,16.86,,,,,
297,05/14/2025 15:05:30,16.81,,,,,
298,05/14/2025 15:06:00,16.86,,,,,
299,05/14/2025 15:06:30,16.90,,,,,
300,05/14/2025 15:07:00,16.90,,,,,
301,05/14/2025 15:07:30,16.90,,,,,
302,05/14/2025 15:08:00,16.94,,,,,
303,05/14/2025 15:08:30,16.99,,,,,
304,05/14/2025 15:09:00,16.94,,,,,
305,05/14/2025 15:09:30,16.94,,,,,
306,05/14/2025 15:10:00,16.99,,,,,
307,05/14/2025 15:10:30,16.94,,,,,
308,05/14/2025 15:11:00,16.99,,,,,
309,05/14/2025 15:11:30,16.99,,,,,
310,05/14/2025 15:12:00,16.99,,,,,
311,05/14/2025 15:12:30,16.99,,,,,
312,05/14/2025 15:13:00,16.99,,,,,
313,05/14/2025 15:13:30,17.03,,,,,
314,05/14/2025 15:14:00,17.07,,,,,
315,05/14/2025 15:14:30,17.03,,,,,
316,05/14/2025 15:15:00,17.03,,,,,
317,05/14/2025 15:15:30,17.03,,,,,
318,05/14/2025 15:16:00,17.11,,,,,
319,05/14/2025 15:16:30,17.11,,,,,
320,05/14/2025 15:17:00,17.07,,,,,
321,05/14/2025 15:17:30,17.07,,,,,
322,05/14/2025 15:18:00,17.11,,,,,
323,05/14/2025 15:18:30,17.11,,,,,
324,05/14/2025 15:19:00,17.16,,,,,
325,05/14/2025 15:19:30,17.11,,,,,
326,05/14/2025 15:20:00,17.07,,,,,
327,05/14/2025 15:20:30,17.11,,,,,
328,05/14/2025 15:21:00,17.16,,,,,
329,05/14/2025 15:21:30,17.16,,,,,
330,05/14/2025 15:22:00,17.16,,,,,
331,05/14/2025 15:22:30,17.20,,,,,
332,05/14/2025 15:23:00,17.11,,,,,
333,05/14/2025 15:23:30,17.24,,,,,
334,05/14/2025 15:24:00,17.20,,,,,
335,05/14/2025 15:24:30,17.20,,,,,
336,05/14/2025 15:25:00,17.20,,,,,
337,05/14/2025 15:25:30,17.24,,,,,
338,05/14/2025 15:26:00,17.24,,,,,
339,05/14/2025 15:26:30,17.20,,,,,
340,05/14/2025 15:27:00,17.16,,,,,
341,05/14/2025 15:27:30,17.07,,,,,
342,05/14/2025 15:28:00,17.07,,,,,
343,05/14/2025 15:28:30,17.07,,,,,
344,05/14/2025 15:29:00,17.07,,,,,
345,05/14/2025 15:29:30,17.07,,,,,
346,05/14/2025 15:30:00,17.11,,,,,
347,05/14/2025 15:30:30,17.16,,,,,
348,05/14/2025 15:31:00,17.16,,,,,
349,05/14/2025 15:31:30,17.20,,,,,
350,05/14/2025 15:32:00,17.24,,,,,
351,05/14/2025 15:32:30,17.29,,,,,
352,05/14/2025 15:33:00,17.29,,,,,
353,05/14/2025 15:33:30,17.33,,,,,
354,05/14/2025 15:33:38,,,Logged,,,
355,05/14/2025 15:33:39,,,,Logged,,
356,05/14/2025 15:33:48,,,,,Logged,Logged
